3
200
['107', '229']
['367', '70']
['192', '139']
['240', '209']
['126', '190']
['179', '204']
['260', '197']
['354', '93']
['389', '240']
['389', '336']
['239', '262']
['150', '181']
['360', '253']
['54', '2']
['110', '330']
['350', '376']
['74', '390']
['379', '207']
['383', '283']
['389', '273']
['166', '282']
['110', '145']
['263', '118']
['98', '3']
['43', '208']
['298', '21']
['278', '275']
['374', '184']
['30', '287']
['190', '61']
['240', '233']
['225', '41']
['210', '229']
['210', '81']
['72', '182']
['389', '154']
['244', '35']
['264', '283']
['221', '102']
['321', '42']
['98', '144']
['201', '81']
['352', '234']
['141', '329']
['135', '181']
['185', '265']
['19', '84']
['215', '51']
['108', '247']
['235', '291']
['1', '328']
['217', '160']
['134', '385']
['8', '220']
['103', '237']
['261', '256']
['10', '227']
['200', '187']
['54', '80']
['376', '173']
['180', '31']
['178', '160']
['392', '216']
['79', '281']
['269', '10']
['210', '107']
['260', '203']
['322', '256']
['336', '30']
['116', '9']
['158', '96']
['20', '83']
['91', '124']
['371', '249']
['387', '203']
['96', '266']
['392', '238']
['4', '303']
['333', '59']
['389', '19']
['215', '56']
['117', '331']
['20', '13']
['60', '283']
['69', '64']
['215', '146']
['230', '195']
['10', '285']
['389', '32']
['216', '238']
['56', '302']
['389', '264']
['119', '247']
['367', '277']
['126', '36']
['254', '288']
['344', '289']
['43', '209']
['66', '124']
['239', '8']
['22', '348']
['363', '146']
['314', '9']
['197', '203']
['25', '284']
['226', '38']
['62', '274']
['220', '327']
['389', '18']
['175', '250']
['331', '296']
['351', '180']
['349', '398']
['271', '53']
['146', '163']
['347', '138']
['145', '238']
['218', '377']
['56', '28']
['75', '134']
['309', '302']
['240', '20']
['77', '187']
['215', '314']
['186', '388']
['176', '237']
['264', '383']
['341', '24']
['49', '123']
['323', '206']
['46', '129']
['357', '83']
['136', '212']
['174', '248']
['309', '353']
['389', '358']
['152', '49']
['270', '289']
['332', '133']
['300', '150']
['337', '329']
['229', '81']
['128', '220']
['215', '300']
['240', '189']
['115', '80']
['47', '29']
['191', '129']
['247', '253']
['359', '315']
['336', '5']
['123', '345']
['143', '127']
['180', '97']
['157', '266']
['391', '77']
['9', '101']
['215', '186']
['306', '32']
['133', '17']
['314', '11']
['82', '253']
['393', '345']
['160', '213']
['80', '113']
['231', '307']
['373', '187']
['333', '111']
['179', '140']
['84', '169']
['158', '266']
['389', '115']
['149', '349']
['389', '49']
['86', '0']
['87', '139']
['191', '294']
['273', '106']
['6', '366']
['162', '211']
['364', '259']
['389', '215']
['148', '0']
['128', '327']
['95', '384']
['174', '195']
['129', '318']
['76', '112']
['100', '347']
['15', '173']
['172', '249']
['290', '280']
['112', '334']
['381', '260']
['26', '385']
['325', '102']
['228', '163']
['302', '353']
['321', '311']
['208', '307']
['168', '0']
['255', '375']
['363', '163']
['51', '222']
['216', '330']
['273', '85']
['382', '249']
['175', '397']
['381', '167']
['215', '396']
['240', '246']
['358', '303']
['183', '71']
['335', '213']
['366', '88']
['271', '29']
['59', '346']
['35', '21']
['182', '147']
['158', '243']
['63', '218']
['55', '390']
['397', '147']
['369', '179']
['389', '9']
['157', '243']
['224', '384']
['46', '294']
['175', '147']
['358', '280']
['358', '4']
['328', '95']
['266', '243']
['365', '165']
['116', '101']
['116', '380']
['258', '180']
['219', '73']
['107', '81']
['15', '14']
['215', '172']
['245', '242']
['215', '48']
['300', '135']
['105', '361']
['19', '169']
['380', '101']
['231', '27']
['152', '345']
['12', '287']
['356', '280']
['339', '75']
['11', '380']
['166', '84']
['49', '345']
['57', '353']
['57', '309']
['168', '148']
['41', '320']
['78', '346']
['71', '24']
['129', '294']
['321', '164']
['166', '169']
['325', '221']
['215', '90']
['215', '366']
['164', '378']
['315', '227']
['109', '223']
['237', '93']
['196', '138']
['74', '304']
['87', '155']
['225', '222']
['11', '101']
['80', '2']
['30', '12']
['368', '328']
['215', '245']
['290', '303']
['214', '394']
['372', '277']
['360', '82']
['183', '324']
['193', '296']
['319', '98']
['269', '315']
['71', '324']
['264', '60']
['215', '291']
['240', '301']
['271', '137']
['32', '344']
['56', '309']
['76', '7']
['235', '223']
['164', '311']
['198', '88']
['393', '49']
['292', '38']
['85', '241']
['391', '187']
['89', '236']
['240', '105']
['72', '397']
['374', '221']
['1', '95']
['14', '173']
['141', '337']
['251', '320']
['342', '345']
['343', '153']
['209', '27']
['79', '23']
['359', '227']
['174', '293']
['389', '210']
['233', '124']
['301', '135']
['37', '107']
['389', '239']
['393', '123']
['33', '256']
['240', '244']
['122', '7']
['239', '327']
['67', '193']
['278', '64']
['139', '255']
['252', '398']
['306', '344']
['110', '216']
['396', '29']
['290', '4']
['323', '370']
['131', '193']
['87', '255']
['310', '97']
['306', '45']
['379', '98']
['389', '228']
['62', '206']
['200', '373']
['338', '30']
['316', '246']
['232', '14']
['207', '3']
['273', '241']
['354', '237']
['394', '326']
['290', '356']
['186', '179']
['92', '361']
['175', '182']
['331', '193']
['339', '134']
['137', '29']
['389', '82']
['94', '23']
['127', '23']
['215', '316']
['151', '124']
['251', '41']
['240', '331']
['8', '327']
['194', '159']
['115', '39']
['68', '156']
['31', '97']
['265', '125']
['386', '165']
['343', '138']
['131', '67']
['66', '151']
['389', '261']
['6', '118']
['41', '222']
['47', '53']
['389', '349']
['143', '281']
['392', '145']
['347', '153']
['6', '198']
['9', '380']
['269', '285']
['240', '112']
['5', '287']
['245', '205']
['170', '150']
['240', '104']
['117', '296']
['301', '181']
['15', '376']
['83', '13']
['121', '212']
['170', '135']
['28', '302']
['70', '277']
['215', '393']
['392', '330']
['338', '12']
['145', '330']
['158', '177']
['89', '241']
['391', '373']
['20', '142']
['389', '299']
['308', '383']
['6', '88']
['215', '218']
['389', '98']
['133', '329']
['389', '315']
['242', '205']
['43', '307']
['69', '275']
['365', '205']
['85', '106']
['152', '123']
['118', '198']
['310', '31']
['67', '296']
['362', '151']
['389', '351']
['156', '348']
['288', '125']
['240', '201']
['374', '102']
['40', '370']
['202', '282']
['55', '304']
['395', '86']
['297', '200']
['215', '262']
['161', '382']
['64', '275']
['91', '151']
['240', '395']
['357', '48']
['316', '25']
['394', '58']
['73', '21']
['18', '292']
['72', '250']
['299', '42']
['319', '207']
['75', '385']
['248', '293']
