50
20
['507', '758', '889']
['236', '100', '557']
['428', '449', '316']
['711', '968', '316']
['790', '720', '908']
['767', '913', '109']
['216', '898', '24']
['694', '695', '231']
['758', '562', '717']
['538', '507', '97']
['551', '934', '24']
['21', '74', '828']
['685', '720', '790']
['336', '913', '97']
['948', '898', '828']
['265', '968', '336']
['100', '798', '109']
['24', '694', '994']
['909', '889', '236']
['224', '862', '898']
['368', '726', '26']
['889', '444', '246']
['109', '596', '463']
['164', '109', '231']
['551', '897', '215']
['77', '897', '358']
['393', '385', '74']
['368', '428', '748']
['745', '92', '100']
['934', '903', '720']
['216', '316', '551']
['246', '491', '190']
['136', '463', '17']
['475', '461', '877']
['987', '17', '444']
['948', '336', '246']
['711', '100', '393']
['461', '538', '136']
['720', '475', '463']
['358', '385', '226']
['92', '74', '298']
['934', '790', '562']
['758', '461', '100']
['745', '860', '785']
['267', '717', '444']
['862', '92', '822']
['59', '449', '520']
['224', '567', '551']
['711', '449', '987']
['92', '820', '794']
['748', '860', '336']
['994', '236', '764']
['994', '767', '190']
['909', '820', '862']
['17', '100', '26']
['767', '218', '475']
['298', '562', '794']
['21', '49', '948']
['764', '908', '948']
['935', '21', '246']
['136', '685', '224']
['726', '758', '491']
['934', '798', '909']
['336', '190', '368']
['491', '449', '994']
['17', '914', '798']
['685', '164', '226']
['820', '491', '306']
['122', '215', '507']
['660', '567', '306']
['24', '316', '215']
['306', '100', '136']
['289', '745', '531']
['368', '444', '49']
['267', '231', '260']
['49', '948', '306']
['92', '557', '64']
['798', '720', '298']
['531', '461', '74']
['315', '567', '720']
['897', '514', '935']
['822', '685', '17']
['764', '978', '711']
['236', '385', '518']
['935', '913', '790']
['190', '903', '64']
['820', '862', '877']
['843', '913', '226']
['122', '215', '717']
['877', '889', '393']
['634', '820', '236']
['316', '562', '449']
['903', '92', '289']
['21', '562', '97']
['21', '994', '822']
['236', '860', '475']
['720', '236', '551']
['463', '582', '236']
['358', '226', '562']
['596', '685', '449']
['531', '925', '21']
['711', '226', '306']
['889', '463', '843']
['475', '109', '316']
['745', '767', '520']
['987', '634', '475']
['987', '968', '216']
['224', '758', '925']
['461', '864', '428']
['903', '913', '694']
['785', '74', '26']
['634', '913', '720']
['860', '820', '889']
['864', '267', '820']
['531', '260', '164']
['790', '59', '843']
['660', '726', '531']
['246', '507', '948']
['562', '903', '246']
['820', '913', '226']
['562', '828', '449']
['551', '864', '909']
['860', '717', '567']
['59', '215', '898']
['785', '843', '215']
['798', '557', '231']
['218', '843', '109']
['74', '862', '215']
['449', '695', '889']
['798', '24', '475']
['260', '461', '695']
['864', '368', '914']
['764', '518', '767']
['914', '518', '582']
['822', '224', '994']
['315', '685', '557']
['77', '551', '785']
['538', '596', '289']
['21', '889', '695']
['109', '948', '461']
['26', '994', '260']
['231', '889', '74']
['531', '231', '49']
['461', '215', '109']
['315', '634', '968']
['913', '820', '215']
['306', '909', '246']
['994', '720', '531']
['935', '236', '100']
['49', '215', '428']
['100', '843', '903']
['908', '820', '26']
['109', '726', '925']
['475', '717', '948']
['109', '449', '122']
['925', '860', '877']
['898', '77', '694']
['634', '726', '596']
['567', '726', '794']
['790', '785', '562']
['748', '289', '909']
['897', '994', '551']
['97', '767', '216']
['368', '265', '978']
['903', '216', '475']
['935', '695', '790']
['978', '358', '100']
['978', '711', '21']
['660', '316', '909']
['315', '794', '726']
['538', '463', '660']
['828', '767', '267']
['444', '21', '847']
['393', '385', '190']
['913', '898', '514']
['289', '798', '265']
['316', '567', '218']
['461', '877', '368']
['903', '828', '444']
['798', '218', '393']
['790', '190', '358']
['864', '935', '475']
['368', '236', '660']
['847', '461', '428']
['582', '74', '265']
['507', '660', '767']
['109', '764', '368']
['660', '393', '582']
['862', '26', '551']
['265', '64', '864']
['461', '463', '260']
['218', '463', '428']
['226', '520', '685']
['306', '428', '393']
['491', '475', '49']
['226', '336', '475']
['368', '987', '978']
['428', '562', '889']
['289', '306', '246']
['463', '428', '790']
['748', '17', '428']
['914', '100', '596']
['507', '49', '444']
['514', '531', '913']
['567', '109', '864']
['745', '948', '790']
['711', '358', '767']
['267', '368', '109']
['491', '726', '968']
['717', '935', '908']
['92', '59', '449']
['562', '21', '798']
['860', '903', '507']
['685', '538', '582']
['898', '913', '820']
['136', '64', '59']
['77', '847', '336']
['59', '794', '226']
['798', '109', '218']
['246', '798', '582']
['236', '164', '216']
['897', '190', '862']
['877', '935', '726']
['745', '794', '97']
['717', '520', '449']
['864', '843', '551']
['531', '109', '764']
['444', '122', '49']
['596', '903', '562']
['790', '877', '925']
['428', '843', '695']
['903', '567', '948']
['92', '231', '798']
['218', '828', '59']
['925', '289', '538']
['190', '216', '49']
['798', '358', '246']
['903', '634', '136']
['231', '908', '864']
['567', '864', '897']
['843', '758', '224']
['507', '97', '100']
['877', '109', '393']
['889', '491', '785']
['726', '860', '444']
['711', '444', '864']
['358', '889', '385']
['767', '860', '218']
['26', '231', '385']
['298', '59', '994']
['557', '514', '520']
['828', '685', '562']
['720', '218', '726']
['316', '64', '909']
['92', '903', '909']
['100', '913', '889']
['790', '987', '726']
['562', '694', '903']
['218', '518', '694']
['97', '862', '567']
['877', '463', '336']
['711', '531', '289']
['660', '582', '889']
['26', '100', '218']
['994', '798', '122']
['59', '978', '215']
['925', '889', '315']
['92', '843', '218']
['64', '236', '190']
['925', '21', '190']
['463', '315', '660']
['64', '26', '934']
['49', '847', '463']
['764', '122', '748']
['92', '164', '717']
['265', '190', '444']
['726', '847', '987']
['596', '843', '877']
['551', '634', '298']
['267', '717', '59']
['190', '596', '567']
['909', '265', '109']
['26', '820', '634']
['100', '726', '567']
['461', '767', '231']
['968', '236', '914']
['246', '393', '790']
['726', '267', '59']
['694', '897', '215']
['538', '491', '720']
['358', '164', '368']
['860', '828', '92']
['336', '218', '726']
['748', '913', '948']
['934', '758', '567']
['557', '864', '518']
['822', '109', '720']
['336', '877', '758']
['913', '634', '557']
['514', '385', '790']
['968', '567', '596']
['862', '758', '908']
['717', '726', '864']
['218', '748', '843']
['444', '582', '726']
['92', '877', '461']
['77', '190', '925']
['265', '368', '215']
['798', '77', '136']
['475', '987', '790']
['790', '660', '97']
['444', '260', '136']
['909', '790', '582']
['518', '898', '444']
['968', '994', '820']
['694', '711', '968']
['596', '913', '491']
['306', '798', '475']
['596', '948', '231']
['694', '368', '798']
['316', '790', '726']
['315', '109', '562']
['745', '507', '316']
['582', '717', '316']
['265', '298', '860']
['694', '862', '908']
['260', '748', '49']
['798', '136', '745']
['567', '475', '711']
['913', '748', '260']
['336', '798', '820']
['758', '764', '864']
['898', '444', '948']
['316', '267', '336']
['948', '59', '822']
['798', '136', '298']
['987', '822', '231']
['694', '136', '520']
['994', '267', '491']
['226', '822', '847']
['136', '226', '538']
['260', '122', '860']
['557', '758', '567']
['864', '368', '798']
['987', '794', '748']
['567', '246', '109']
['903', '968', '909']
['748', '136', '889']
['948', '428', '336']
['475', '385', '685']
['218', '298', '660']
['994', '794', '475']
['122', '695', '914']
['316', '215', '64']
['557', '582', '74']
['843', '518', '978']
['935', '531', '475']
['660', '231', '507']
['518', '289', '764']
['315', '122', '358']
['790', '877', '218']
['507', '909', '218']
['215', '862', '820']
['822', '862', '987']
['790', '948', '847']
['26', '822', '236']
['925', '265', '136']
['914', '562', '136']
['862', '889', '847']
['491', '236', '26']
['847', '557', '385']
['562', '557', '224']
['987', '298', '847']
['336', '26', '790']
['122', '231', '316']
['507', '393', '231']
['507', '717', '514']
['660', '64', '77']
['726', '877', '368']
['216', '289', '231']
['758', '968', '289']
['634', '267', '717']
['315', '385', '726']
['860', '994', '289']
['531', '236', '136']
['695', '461', '717']
['226', '298', '393']
['215', '100', '877']
['877', '822', '994']
['767', '226', '265']
['860', '908', '449']
['994', '758', '315']
['74', '136', '531']
['122', '109', '748']
['557', '507', '948']
['265', '260', '935']
['720', '97', '164']
['97', '520', '843']
['978', '224', '218']
['538', '514', '428']
['914', '822', '393']
['634', '913', '567']
['520', '909', '298']
['218', '987', '507']
['935', '298', '767']
['864', '289', '862']
['551', '596', '428']
['897', '908', '794']
['860', '449', '444']
['491', '336', '100']
['190', '994', '368']
['758', '77', '246']
['551', '596', '463']
['551', '711', '336']
['694', '828', '726']
['17', '306', '393']
['717', '289', '562']
['903', '897', '109']
['289', '298', '798']
['136', '790', '925']
['306', '551', '909']
['109', '551', '336']
['491', '822', '557']
['717', '551', '26']
['236', '864', '538']
['909', '449', '694']
['77', '897', '64']
['475', '514', '336']
['898', '913', '289']
['847', '767', '97']
['17', '518', '935']
['520', '463', '726']
['316', '877', '538']
['74', '567', '393']
['136', '64', '794']
['897', '109', '726']
['215', '393', '864']
['461', '491', '518']
['393', '785', '518']
['265', '92', '136']
['368', '428', '898']
['994', '828', '236']
['393', '798', '978']
['64', '520', '246']
['306', '17', '21']
['265', '551', '463']
['745', '820', '935']
['267', '368', '913']
['444', '695', '231']
['461', '790', '97']
['136', '226', '64']
['898', '720', '216']
['785', '358', '531']
['864', '74', '934']
['758', '316', '226']
['475', '720', '694']
['518', '748', '877']
['231', '785', '557']
['785', '316', '463']
['889', '538', '231']
['358', '64', '514']
['634', '720', '315']
['877', '358', '978']
['449', '934', '428']
['298', '948', '190']
['694', '711', '520']
['877', '218', '316']
['790', '316', '463']
['520', '828', '903']
['767', '122', '948']
['461', '717', '136']
['236', '862', '798']
['557', '164', '26']
['913', '582', '909']
['531', '913', '567']
['336', '444', '231']
['122', '393', '948']
['315', '968', '218']
['109', '828', '562']
['925', '790', '368']
['785', '59', '246']
['758', '520', '695']
['24', '748', '514']
['877', '798', '231']
['385', '64', '216']
['987', '820', '925']
['968', '289', '491']
['909', '877', '267']
['136', '531', '24']
['695', '720', '903']
['935', '790', '794']
['59', '491', '864']
['100', '557', '215']
['97', '582', '231']
['798', '987', '218']
['218', '246', '711']
['461', '726', '449']
['316', '461', '758']
['935', '903', '694']
['909', '475', '822']
['316', '231', '794']
['215', '685', '267']
['567', '634', '122']
['914', '316', '449']
['794', '913', '226']
['794', '862', '122']
['582', '898', '514']
['694', '567', '889']
['820', '745', '785']
['934', '685', '862']
['136', '726', '820']
['368', '215', '720']
['798', '190', '785']
['711', '914', '978']
['100', '520', '889']
['538', '136', '748']
['908', '913', '267']
['216', '358', '136']
['711', '847', '475']
['218', '315', '461']
['306', '216', '660']
['100', '164', '994']
['582', '914', '538']
['463', '21', '847']
['822', '231', '491']
['987', '97', '711']
['520', '903', '475']
['634', '935', '246']
['336', '860', '903']
['226', '236', '64']
['97', '889', '17']
['218', '726', '790']
['246', '122', '449']
['685', '634', '59']
['909', '785', '934']
['475', '59', '785']
['994', '24', '368']
['246', '717', '24']
['428', '877', '507']
['551', '306', '298']
['913', '785', '236']
['877', '897', '720']
['463', '822', '289']
['897', '767', '289']
['461', '64', '97']
['758', '798', '289']
['136', '246', '794']
['551', '711', '218']
['538', '267', '393']
['794', '215', '368']
['908', '215', '987']
['935', '567', '987']
['978', '877', '463']
['265', '444', '968']
['935', '785', '877']
['717', '551', '164']
['463', '934', '449']
['315', '475', '935']
['767', '260', '567']
['828', '393', '889']
['289', '531', '864']
['889', '987', '122']
['260', '122', '428']
['190', '461', '889']
['190', '913', '122']
['790', '164', '136']
['136', '557', '934']
['968', '64', '449']
['551', '224', '368']
['538', '903', '596']
['726', '694', '935']
['316', '136', '748']
['828', '790', '74']
['785', '428', '968']
['109', '215', '877']
['64', '393', '798']
['898', '491', '562']
['717', '913', '764']
['551', '557', '336']
['164', '764', '711']
['862', '109', '59']
['336', '695', '828']
['898', '711', '843']
['190', '694', '444']
['507', '265', '557']
['260', '660', '236']
['935', '820', '596']
['216', '260', '463']
['634', '216', '798']
['798', '978', '17']
['562', '745', '236']
['913', '21', '794']
['520', '136', '316']
['520', '935', '428']
['764', '847', '24']
['720', '860', '897']
['122', '428', '909']
['21', '862', '226']
['889', '77', '711']
['514', '216', '551']
['64', '17', '368']
['925', '968', '122']
['968', '518', '100']
['491', '514', '994']
['717', '514', '847']
['843', '216', '694']
['764', '190', '695']
['785', '100', '336']
['216', '596', '847']
['745', '97', '798']
['994', '64', '358']
['393', '685', '822']
['224', '289', '336']
['385', '864', '914']
['74', '764', '660']
['897', '794', '164']
['660', '898', '935']
['306', '596', '518']
['444', '798', '74']
['463', '748', '164']
['218', '913', '860']
['694', '306', '711']
['748', '518', '567']
['898', '109', '828']
['925', '393', '164']
['26', '97', '475']
['215', '100', '336']
['908', '828', '122']
['914', '428', '218']
['393', '358', '518']
['948', '267', '306']
['785', '122', '538']
['514', '449', '100']
['764', '847', '109']
['913', '21', '596']
['748', '538', '17']
['822', '428', '767']
['74', '877', '889']
['358', '231', '164']
['843', '463', '449']
['551', '934', '820']
['785', '596', '987']
['748', '21', '224']
['520', '685', '860']
['507', '514', '224']
['74', '897', '925']
['444', '368', '860']
['909', '136', '634']
['913', '925', '59']
['461', '17', '316']
['785', '582', '218']
['843', '717', '726']
['877', '694', '218']
['934', '236', '246']
['507', '567', '767']
['289', '109', '660']
['551', '758', '122']
['860', '913', '461']
['224', '567', '475']
['790', '164', '862']
['49', '968', '265']
['461', '909', '935']
['864', '660', '994']
['978', '92', '190']
['828', '897', '514']
['74', '491', '914']
['226', '785', '847']
['994', '889', '847']
['226', '444', '925']
['864', '551', '463']
['596', '695', '748']
['877', '822', '514']
['820', '828', '908']
['59', '908', '798']
['538', '531', '224']
['491', '109', '226']
['531', '190', '948']
['218', '711', '122']
['385', '978', '934']
['215', '49', '393']
['164', '567', '444']
['463', '889', '393']
['428', '685', '164']
['847', '215', '461']
['122', '948', '860']
['987', '695', '449']
['246', '226', '393']
['695', '978', '358']
['21', '987', '820']
['385', '860', '897']
['726', '507', '828']
['461', '847', '224']
['64', '538', '726']
['758', '190', '507']
['298', '897', '289']
['231', '26', '978']
['315', '224', '265']
['109', '877', '265']
['393', '224', '538']
['820', '987', '843']
['463', '246', '298']
['531', '520', '785']
['764', '491', '994']
['909', '897', '260']
['822', '289', '828']
['820', '444', '17']
['934', '767', '231']
['267', '898', '822']
['767', '828', '444']
['987', '531', '109']
['49', '74', '444']
['925', '518', '720']
['551', '74', '847']
['764', '260', '828']
['877', '316', '909']
['428', '64', '49']
['265', '520', '136']
['660', '136', '909']
['925', '109', '97']
['726', '100', '77']
['226', '136', '987']
['820', '109', '265']
['908', '59', '748']
['449', '877', '17']
['316', '289', '847']
['49', '59', '64']
['660', '978', '828']
['531', '226', '21']
['711', '913', '520']
['968', '634', '514']
['358', '514', '877']
['92', '74', '64']
['475', '444', '695']
['798', '507', '449']
['748', '820', '393']
['215', '49', '551']
['289', '798', '820']
['24', '224', '909']
['798', '449', '634']
['218', '898', '224']
['720', '246', '695']
['860', '100', '49']
['860', '218', '968']
['978', '218', '828']
['717', '461', '994']
['507', '265', '385']
['551', '518', '987']
['914', '385', '531']
['877', '790', '820']
['767', '316', '711']
['717', '828', '987']
['236', '822', '925']
['978', '877', '26']
['798', '531', '685']
['925', '934', '218']
['368', '531', '190']
['764', '122', '767']
['26', '475', '92']
['717', '385', '289']
['215', '864', '74']
['828', '860', '164']
['596', '987', '17']
['889', '475', '136']
['562', '507', '748']
['491', '897', '767']
['122', '913', '726']
['358', '190', '748']
['822', '267', '368']
['685', '660', '463']
['520', '218', '909']
['246', '226', '798']
['717', '531', '92']
['898', '748', '557']
['358', '368', '385']
['557', '190', '385']
['21', '695', '246']
['122', '306', '717']
['428', '267', '231']
['843', '518', '720']
['77', '97', '26']
['634', '236', '260']
['903', '461', '764']
['64', '764', '720']
['49', '694', '860']
['24', '538', '790']
['520', '994', '164']
['948', '226', '596']
