31
57
['130', '437', '441']
['387', '206', '135']
['326', '282', '307']
['283', '206', '190']
['307', '283', '141']
['307', '426', '59']
['307', '321', '293']
['441', '293', '307']
['190', '490', '282']
['128', '344', '281']
['190', '141', '283']
['59', '478', '133']
['284', '344', '387']
['59', '465', '326']
['141', '206', '479']
['293', '169', '441']
['401', '141', '283']
['283', '284', '344']
['169', '130', '478']
['457', '206', '135']
['479', '150', '307']
['387', '332', '479']
['283', '387', '307']
['426', '479', '133']
['128', '465', '321']
['128', '426', '326']
['326', '332', '130']
['426', '133', '293']
['141', '437', '59']
['307', '190', '282']
['128', '441', '150']
['479', '478', '59']
['344', '59', '283']
['344', '401', '332']
['326', '293', '387']
['284', '141', '332']
['307', '478', '490']
['465', '437', '281']
['465', '437', '479']
['307', '401', '128']
['307', '284', '457']
['59', '321', '283']
['281', '441', '344']
['150', '321', '128']
['169', '321', '479']
['344', '321', '221']
['150', '190', '283']
['478', '281', '326']
['307', '490', '282']
['169', '135', '141']
['135', '206', '221']
['326', '169', '221']
['321', '479', '457']
['401', '206', '387']
['437', '478', '150']
['141', '457', '437']
['426', '169', '283']
['206', '490', '344']
['283', '344', '282']
['59', '426', '281']
['284', '344', '206']
['133', '344', '457']
['426', '478', '59']
['479', '128', '465']
['206', '221', '426']
['284', '321', '135']
['344', '332', '321']
['307', '169', '465']
['135', '141', '478']
['478', '141', '190']
['281', '307', '387']
['441', '150', '321']
['282', '130', '479']
['284', '332', '141']
['284', '478', '135']
['130', '465', '141']
['169', '344', '150']
['326', '401', '141']
['326', '490', '478']
['426', '344', '150']
['387', '206', '441']
['401', '326', '284']
['128', '283', '281']
['169', '150', '190']
['190', '206', '284']
['128', '465', '169']
['344', '307', '281']
['150', '281', '457']
['426', '135', '282']
['133', '190', '490']
['387', '135', '284']
['326', '133', '307']
['59', '437', '332']
['206', '282', '281']
['457', '190', '321']
['437', '441', '221']
['135', '59', '307']
['401', '283', '284']
['401', '141', '133']
['465', '135', '133']
['401', '135', '426']
['479', '221', '130']
['169', '326', '130']
['437', '130', '465']
['490', '135', '281']
['133', '128', '478']
['130', '281', '401']
['465', '281', '437']
['283', '221', '479']
['141', '128', '387']
['307', '59', '387']
['387', '206', '344']
['281', '321', '307']
['130', '128', '293']
['130', '307', '479']
['135', '465', '130']
['169', '326', '135']
['221', '282', '128']
['221', '130', '293']
['426', '344', '332']
['282', '465', '344']
['344', '221', '150']
['321', '478', '130']
['437', '190', '133']
['281', '130', '479']
['133', '479', '59']
['150', '221', '284']
['326', '284', '281']
['141', '441', '401']
['344', '479', '190']
['326', '344', '130']
['307', '441', '141']
['59', '326', '307']
['401', '284', '307']
['128', '169', '426']
['281', '344', '141']
['441', '326', '128']
['283', '59', '401']
['426', '401', '293']
['321', '478', '307']
['426', '332', '307']
['135', '128', '321']
['332', '437', '141']
['190', '284', '206']
['150', '490', '130']
['332', '130', '221']
['128', '293', '457']
['437', '479', '426']
['307', '490', '344']
['221', '169', '130']
['321', '479', '190']
['437', '344', '479']
['59', '130', '437']
['206', '293', '307']
['141', '307', '332']
['135', '441', '283']
['437', '321', '465']
['206', '321', '135']
['283', '307', '344']
['130', '133', '190']
['401', '128', '284']
['221', '128', '190']
['221', '133', '490']
['490', '426', '437']
['437', '135', '130']
['344', '441', '465']
['133', '135', '282']
['206', '478', '190']
['387', '332', '321']
['307', '321', '133']
['321', '150', '293']
['344', '135', '206']
['206', '307', '190']
['221', '284', '307']
['401', '293', '437']
['332', '387', '441']
['221', '479', '478']
['387', '282', '221']
['441', '465', '293']
['321', '150', '293']
['457', '283', '437']
['478', '344', '284']
['479', '441', '141']
['59', '282', '221']
['190', '59', '441']
['326', '490', '387']
['344', '281', '133']
['282', '283', '281']
['284', '344', '150']
['206', '128', '387']
['293', '150', '133']
['190', '490', '221']
['490', '169', '128']
['401', '190', '169']
['284', '401', '282']
['190', '401', '133']
['441', '426', '437']
['135', '141', '133']
['284', '478', '281']
['344', '284', '282']
['457', '478', '135']
['457', '401', '221']
['490', '401', '321']
['387', '465', '344']
['150', '479', '437']
['441', '293', '321']
['401', '457', '478']
['135', '437', '457']
['128', '206', '344']
['128', '282', '169']
['387', '128', '282']
['437', '490', '283']
['344', '479', '135']
['133', '150', '307']
['133', '479', '344']
['281', '490', '479']
['332', '283', '426']
['332', '441', '465']
['190', '284', '221']
['206', '490', '344']
['59', '221', '307']
['401', '221', '326']
['281', '465', '206']
['283', '437', '130']
['190', '437', '441']
['133', '457', '332']
['150', '479', '332']
['135', '128', '206']
['344', '293', '465']
['282', '59', '457']
['133', '282', '426']
['401', '344', '293']
['169', '221', '478']
['387', '283', '169']
['59', '190', '206']
['130', '281', '465']
['465', '284', '387']
['479', '141', '169']
['284', '135', '281']
['221', '284', '441']
['479', '141', '130']
['437', '332', '190']
['326', '332', '169']
['426', '457', '284']
['284', '281', '478']
['128', '281', '133']
['457', '344', '282']
['437', '457', '344']
['426', '326', '281']
['387', '401', '221']
['387', '321', '479']
['190', '59', '135']
['478', '387', '135']
['133', '426', '282']
['130', '326', '465']
['59', '344', '478']
['59', '284', '221']
['426', '206', '401']
['141', '293', '465']
['457', '437', '169']
['479', '59', '437']
['307', '150', '326']
['478', '441', '437']
['283', '150', '141']
['59', '169', '437']
['281', '490', '293']
['490', '141', '387']
['221', '479', '307']
['190', '282', '387']
['490', '344', '281']
['150', '401', '293']
['478', '437', '206']
['284', '478', '169']
['190', '465', '284']
['479', '221', '307']
['206', '283', '307']
['190', '59', '133']
['293', '479', '437']
['293', '59', '282']
['281', '401', '282']
['283', '169', '437']
['465', '441', '169']
['465', '284', '307']
['282', '344', '130']
['206', '135', '307']
['332', '133', '283']
['307', '283', '128']
['150', '293', '281']
['293', '437', '326']
['190', '284', '387']
['332', '133', '478']
['169', '441', '479']
['332', '281', '169']
['128', '293', '332']
['135', '332', '293']
['457', '282', '59']
['190', '441', '387']
['293', '387', '284']
['426', '465', '441']
['479', '281', '135']
['457', '282', '478']
['321', '293', '478']
['479', '321', '141']
['190', '135', '221']
['465', '326', '478']
['283', '321', '426']
['221', '281', '332']
['283', '401', '478']
['332', '479', '130']
['221', '130', '135']
['401', '478', '133']
['387', '426', '282']
['490', '206', '133']
['478', '128', '133']
['206', '478', '401']
['490', '479', '441']
['221', '150', '437']
['283', '128', '284']
['465', '490', '479']
['283', '221', '478']
['283', '307', '321']
['307', '221', '387']
['437', '141', '128']
['437', '128', '321']
['326', '457', '321']
['478', '332', '401']
['332', '387', '479']
['426', '326', '457']
['133', '284', '130']
['128', '150', '141']
['321', '479', '426']
['206', '457', '332']
['479', '141', '344']
['59', '169', '465']
['281', '401', '387']
['141', '293', '457']
['478', '190', '282']
['169', '293', '206']
['465', '479', '281']
['293', '332', '141']
['221', '135', '437']
['387', '478', '284']
['135', '321', '59']
['283', '332', '326']
['284', '190', '135']
['307', '133', '457']
['326', '401', '293']
['478', '281', '479']
['169', '490', '401']
['135', '457', '281']
['441', '282', '344']
['150', '479', '401']
['465', '307', '150']
['478', '332', '465']
['478', '457', '441']
['426', '326', '344']
['441', '293', '169']
['206', '332', '282']
['307', '437', '150']
['293', '169', '479']
['457', '293', '426']
['141', '426', '441']
['133', '169', '478']
['293', '479', '441']
['135', '457', '332']
['59', '387', '426']
['169', '387', '401']
['441', '133', '387']
['190', '293', '283']
['221', '169', '332']
['401', '307', '169']
['321', '437', '169']
['128', '326', '478']
['190', '284', '206']
['284', '59', '130']
['135', '465', '457']
['479', '59', '282']
['332', '479', '141']
['401', '283', '387']
['206', '387', '281']
['307', '284', '426']
['206', '282', '326']
['401', '284', '387']
['479', '307', '135']
['281', '465', '283']
['401', '326', '321']
['135', '387', '293']
['387', '490', '284']
['206', '133', '282']
['307', '206', '169']
['401', '135', '281']
['437', '457', '150']
['479', '135', '284']
['293', '281', '206']
['441', '169', '426']
['221', '128', '169']
['293', '307', '344']
['169', '437', '135']
['465', '437', '150']
['190', '206', '293']
['281', '284', '457']
['221', '344', '169']
['344', '332', '437']
['284', '128', '206']
['130', '426', '283']
['135', '130', '479']
['387', '128', '133']
['293', '344', '130']
['133', '221', '190']
['284', '321', '441']
['135', '59', '293']
['133', '437', '281']
['283', '465', '169']
['387', '59', '190']
['437', '490', '479']
['282', '221', '150']
['479', '387', '284']
['326', '479', '490']
['326', '281', '437']
['206', '141', '490']
['281', '465', '59']
['490', '293', '130']
['135', '441', '284']
['441', '282', '457']
['387', '206', '59']
['135', '128', '478']
['401', '441', '128']
['59', '437', '150']
['130', '150', '281']
['141', '293', '307']
['307', '332', '479']
['307', '465', '479']
['478', '441', '283']
['283', '128', '282']
['128', '59', '426']
['344', '190', '169']
['457', '401', '478']
['283', '128', '293']
['128', '490', '141']
['326', '401', '282']
['465', '441', '283']
['128', '344', '135']
['437', '387', '59']
['426', '150', '465']
['169', '221', '478']
['221', '441', '321']
['457', '401', '321']
['282', '321', '59']
['169', '344', '283']
['387', '344', '221']
['437', '133', '293']
['321', '206', '437']
['465', '307', '437']
['307', '141', '401']
['206', '478', '59']
['321', '426', '284']
['150', '221', '441']
['332', '387', '128']
['426', '190', '478']
['478', '281', '332']
['401', '344', '326']
['321', '293', '426']
['169', '332', '479']
['135', '283', '221']
['59', '387', '135']
['326', '130', '401']
['401', '387', '478']
['332', '307', '59']
['293', '150', '441']
['128', '281', '332']
['133', '321', '332']
['141', '221', '437']
['206', '387', '128']
['326', '206', '465']
['141', '321', '490']
['465', '150', '437']
['307', '387', '441']
['426', '206', '490']
['133', '135', '169']
['59', '283', '478']
['465', '293', '321']
['387', '293', '284']
['190', '128', '130']
['326', '401', '321']
['479', '284', '133']
['387', '332', '141']
['128', '307', '221']
['465', '332', '426']
['344', '426', '141']
['437', '479', '387']
['169', '150', '293']
['135', '307', '344']
['128', '130', '426']
['490', '401', '479']
['282', '141', '344']
['282', '465', '321']
['284', '130', '387']
['284', '426', '130']
['135', '465', '282']
['307', '401', '221']
['457', '401', '133']
['490', '478', '441']
['321', '150', '128']
['441', '150', '344']
['401', '457', '128']
['130', '282', '437']
['401', '206', '283']
['169', '387', '282']
['401', '387', '326']
['128', '133', '169']
['128', '326', '490']
['283', '465', '135']
['59', '150', '135']
['141', '221', '206']
['282', '344', '284']
['457', '282', '221']
['130', '437', '59']
['307', '457', '426']
['169', '332', '282']
['441', '150', '426']
['141', '169', '190']
['150', '307', '190']
['479', '465', '441']
['206', '437', '221']
['283', '221', '478']
['344', '401', '169']
['478', '150', '321']
['59', '387', '478']
['59', '284', '441']
['457', '441', '293']
['344', '282', '284']
['284', '332', '282']
['437', '135', '283']
['190', '321', '441']
['307', '135', '387']
['457', '141', '59']
['426', '321', '281']
['206', '281', '437']
['293', '284', '457']
['344', '221', '282']
['387', '128', '326']
['426', '293', '321']
['332', '169', '437']
['457', '326', '321']
['293', '141', '457']
['128', '387', '141']
['479', '490', '426']
['150', '169', '344']
['190', '284', '401']
['401', '283', '478']
['283', '478', '221']
['282', '401', '206']
['221', '141', '332']
['190', '150', '326']
['59', '321', '326']
['344', '490', '221']
['490', '401', '332']
['59', '128', '206']
['326', '206', '321']
['135', '326', '465']
['150', '130', '133']
['284', '479', '133']
['128', '344', '130']
['281', '190', '321']
['221', '457', '190']
['465', '221', '293']
['307', '190', '326']
['281', '284', '307']
['293', '141', '321']
['284', '478', '206']
['321', '282', '221']
['401', '307', '59']
['130', '135', '307']
['441', '426', '344']
['130', '478', '283']
['441', '479', '130']
['344', '293', '283']
['281', '490', '150']
['478', '206', '479']
['387', '344', '190']
['307', '59', '344']
['321', '426', '128']
['490', '141', '190']
['141', '293', '283']
['441', '282', '326']
['282', '457', '426']
['479', '283', '326']
['141', '344', '321']
['457', '206', '426']
['465', '169', '128']
['169', '465', '281']
['293', '465', '133']
['344', '307', '437']
['478', '479', '441']
['293', '169', '59']
['59', '190', '150']
['426', '437', '135']
['490', '281', '321']
['150', '135', '130']
['465', '128', '169']
['190', '169', '441']
['59', '401', '437']
['441', '169', '135']
['283', '401', '490']
['293', '344', '321']
['128', '457', '321']
['284', '437', '141']
['457', '150', '332']
['221', '479', '401']
['307', '133', '478']
['426', '332', '59']
['206', '59', '130']
['441', '426', '401']
['133', '281', '307']
['169', '426', '283']
['284', '141', '150']
['490', '326', '190']
['130', '401', '457']
['457', '206', '479']
['128', '479', '332']
['128', '293', '387']
['478', '284', '283']
['150', '190', '130']
['130', '465', '321']
['293', '59', '206']
['293', '441', '281']
['441', '150', '332']
['150', '326', '128']
['479', '441', '190']
['465', '130', '190']
['326', '284', '282']
['221', '128', '190']
['326', '401', '307']
['465', '344', '479']
['437', '281', '457']
['190', '465', '490']
['478', '307', '437']
['490', '281', '293']
['221', '441', '141']
['206', '332', '490']
['490', '281', '307']
['321', '426', '387']
['326', '169', '221']
