50
10
['138', '321']
['295', '193']
['376', '309']
['71', '269']
['103', '496']
['187', '153']
['102', '132']
['165', '73']
['226', '74']
['397', '481']
['149', '478']
['49', '134']
['226', '411']
['388', '378']
['151', '17']
['229', '167']
['99', '228']
['194', '254']
['0', '216']
['270', '469']
['87', '246']
['274', '63']
['372', '239']
['29', '416']
['293', '288']
['29', '190']
['223', '203']
['348', '322']
['452', '164']
['150', '275']
['188', '466']
['111', '7']
['260', '41']
['354', '195']
['359', '300']
['451', '223']
['149', '292']
['385', '15']
['475', '185']
['197', '253']
['396', '229']
['186', '207']
['145', '312']
['16', '458']
['474', '265']
['460', '424']
['92', '121']
['12', '454']
['382', '446']
['42', '250']
['349', '110']
['82', '46']
['50', '384']
['17', '374']
['472', '74']
['15', '169']
['483', '207']
['49', '289']
['163', '190']
['465', '363']
['149', '362']
['146', '151']
['434', '452']
['193', '369']
['91', '182']
['364', '383']
['268', '354']
['298', '161']
['210', '220']
['351', '212']
['328', '5']
['266', '211']
['191', '195']
['274', '112']
['237', '49']
['371', '160']
['155', '311']
['351', '172']
['75', '92']
['479', '155']
['298', '489']
['225', '273']
['492', '473']
['231', '289']
['185', '165']
['118', '285']
['141', '436']
['155', '138']
['439', '368']
['301', '432']
['56', '486']
['492', '327']
['399', '232']
['6', '190']
['16', '362']
['51', '453']
['203', '255']
['407', '394']
['203', '444']
['409', '206']
['463', '43']
['167', '53']
['458', '440']
['480', '312']
['236', '344']
['232', '487']
['390', '100']
['137', '237']
['248', '393']
['209', '325']
['294', '442']
['60', '301']
['45', '94']
['322', '463']
['126', '181']
['482', '471']
['4', '284']
['224', '228']
['42', '148']
['26', '39']
['278', '145']
['360', '322']
['422', '185']
['291', '478']
['455', '120']
['258', '269']
['291', '106']
['332', '173']
['372', '458']
['236', '441']
['60', '134']
['359', '381']
['336', '443']
['253', '239']
['56', '49']
['271', '396']
['427', '297']
['131', '207']
['433', '492']
['86', '125']
['98', '439']
['318', '439']
['188', '149']
['48', '49']
['391', '330']
['380', '189']
['463', '294']
['446', '243']
['397', '110']
['86', '364']
['3', '376']
['220', '286']
['438', '116']
['28', '79']
['31', '308']
['355', '452']
['234', '474']
['443', '375']
['16', '165']
['206', '38']
['351', '472']
['180', '216']
['253', '103']
['157', '84']
['393', '144']
['292', '400']
['373', '216']
['415', '363']
['327', '117']
['233', '400']
['158', '384']
['391', '487']
['242', '345']
['428', '471']
['354', '268']
['497', '456']
['74', '368']
['91', '464']
['489', '43']
['96', '304']
['392', '374']
['411', '437']
['392', '192']
['477', '272']
['254', '138']
['386', '161']
['119', '111']
['219', '233']
['310', '197']
['169', '316']
['62', '81']
['245', '224']
['364', '54']
['470', '161']
['212', '385']
['162', '411']
['499', '439']
['432', '446']
['267', '250']
['336', '190']
['355', '18']
['388', '458']
['33', '113']
['87', '140']
['78', '301']
['226', '399']
['409', '60']
['36', '74']
['58', '159']
['153', '458']
['34', '446']
['89', '182']
['193', '357']
['411', '79']
['145', '412']
['101', '271']
['437', '84']
['134', '187']
['364', '312']
['227', '378']
['23', '169']
['445', '35']
['426', '318']
['446', '402']
['91', '233']
['446', '161']
['462', '406']
['485', '208']
['107', '36']
['275', '20']
['124', '14']
['116', '295']
['379', '98']
['170', '146']
['275', '383']
['413', '296']
['2', '409']
['341', '75']
['107', '363']
['134', '97']
['300', '88']
['481', '325']
['453', '29']
['25', '345']
['294', '109']
['16', '400']
['486', '52']
['242', '41']
['30', '264']
['299', '350']
['486', '411']
['16', '302']
['446', '44']
['485', '185']
['216', '163']
['188', '384']
['166', '366']
['180', '346']
['357', '170']
['241', '66']
['298', '72']
['352', '360']
['68', '329']
['289', '275']
['496', '357']
['228', '466']
['432', '223']
['320', '401']
['352', '394']
['453', '292']
['495', '172']
['262', '358']
['118', '177']
['178', '432']
['50', '192']
['261', '324']
['83', '456']
['61', '5']
['250', '431']
['322', '175']
['359', '432']
['341', '105']
['307', '227']
['166', '251']
['157', '486']
['458', '126']
['411', '233']
['2', '419']
['203', '312']
['240', '39']
['400', '432']
['20', '377']
['302', '76']
['354', '268']
['40', '145']
['177', '280']
['269', '190']
['187', '45']
['116', '343']
['79', '367']
['480', '15']
['313', '5']
['375', '68']
['441', '363']
['176', '113']
['250', '270']
['235', '420']
['359', '417']
['272', '412']
['197', '493']
['410', '445']
['138', '444']
['74', '161']
['246', '39']
['117', '150']
['192', '171']
['9', '467']
['113', '244']
['9', '358']
['402', '484']
['351', '469']
['300', '162']
['53', '430']
['344', '452']
['431', '379']
['87', '36']
['302', '401']
['412', '117']
['307', '216']
['259', '180']
['107', '278']
['377', '434']
['456', '261']
['492', '6']
['484', '380']
['290', '268']
['446', '461']
['91', '122']
['89', '421']
['117', '26']
['490', '158']
['473', '165']
['346', '10']
['6', '57']
['151', '197']
['114', '26']
['74', '156']
['251', '287']
['15', '203']
['342', '496']
['140', '155']
['240', '395']
['376', '426']
['387', '296']
['453', '60']
['199', '353']
['182', '264']
['309', '151']
['153', '415']
['407', '108']
['19', '244']
['465', '224']
['231', '384']
['473', '68']
['375', '168']
['360', '481']
['257', '499']
['339', '131']
['228', '412']
['288', '482']
['428', '436']
['275', '152']
['2', '51']
['330', '172']
['413', '359']
['186', '288']
['315', '152']
['133', '88']
['360', '45']
['273', '200']
['37', '64']
['212', '342']
['372', '145']
['406', '427']
['394', '32']
['195', '60']
['1', '42']
['37', '128']
['461', '113']
['163', '39']
['47', '14']
['232', '337']
['359', '318']
['79', '194']
['154', '362']
['152', '292']
['10', '114']
['340', '10']
['359', '196']
['174', '287']
['339', '442']
['493', '414']
['108', '273']
['314', '479']
['381', '68']
['289', '116']
['202', '171']
['465', '230']
['85', '51']
['183', '273']
['313', '66']
['202', '288']
['117', '150']
['274', '76']
['275', '75']
['380', '117']
['237', '230']
['118', '287']
['214', '113']
['421', '17']
['258', '421']
['201', '448']
['57', '479']
['117', '123']
['275', '373']
['491', '340']
['87', '42']
['149', '151']
['211', '77']
['489', '169']
['380', '28']
['335', '442']
['279', '404']
['296', '338']
['438', '262']
['0', '27']
['254', '395']
['460', '131']
['278', '314']
['61', '287']
['202', '395']
['2', '336']
['184', '132']
['449', '86']
['258', '22']
['294', '109']
['66', '325']
['95', '319']
['283', '78']
['282', '98']
['201', '141']
['131', '119']
['176', '163']
['471', '209']
['309', '210']
['383', '493']
['297', '434']
['293', '132']
['4', '399']
['225', '43']
['396', '14']
['285', '413']
['39', '340']
['361', '44']
['322', '13']
['10', '175']
['215', '4']
['482', '71']
['200', '120']
['123', '280']
['281', '283']
['188', '435']
['42', '104']
['259', '93']
['340', '166']
['317', '230']
['377', '356']
['352', '24']
['421', '128']
['159', '283']
['88', '180']
['367', '353']
['283', '489']
['180', '171']
['95', '242']
['94', '165']
['401', '444']
['44', '354']
['329', '70']
['355', '142']
['156', '486']
['129', '478']
['455', '122']
['188', '383']
['391', '13']
['334', '234']
['270', '36']
['210', '68']
['23', '389']
['267', '83']
['351', '232']
['86', '486']
['79', '363']
['303', '478']
['346', '68']
['52', '463']
['364', '338']
['414', '389']
['426', '168']
['271', '308']
['307', '348']
['29', '268']
['58', '404']
['120', '90']
['21', '340']
['36', '294']
['184', '181']
['491', '165']
['393', '1']
['376', '389']
['145', '484']
['60', '37']
['138', '352']
['497', '214']
['458', '77']
['206', '104']
['333', '316']
['303', '335']
['269', '425']
['116', '171']
['408', '238']
['124', '287']
['488', '14']
['229', '427']
['315', '321']
['377', '233']
['16', '239']
['438', '33']
['276', '184']
['473', '452']
['262', '427']
['28', '441']
['180', '350']
['282', '495']
['153', '46']
['69', '375']
['135', '109']
['93', '37']
['309', '134']
['317', '262']
['339', '240']
['252', '131']
['107', '426']
['203', '401']
['5', '323']
['213', '98']
['33', '61']
['90', '12']
['45', '494']
['411', '241']
['272', '409']
['21', '313']
['26', '487']
['29', '304']
['481', '135']
['93', '216']
['339', '446']
['135', '60']
['37', '77']
['477', '180']
['283', '347']
['268', '477']
['446', '352']
['21', '224']
