30
40
['244', '402', '15', '336', '607']
['893', '9', '403', '15', '23']
['692', '18', '504', '983', '781']
['894', '9', '970', '858', '15']
['917', '816', '711', '717', '900']
['661', '625', '543', '9', '263']
['308', '263', '839', '244', '355']
['222', '858', '96', '348', '930']
['23', '894', '285', '355', '717']
['18', '893', '23', '246', '504']
['285', '816', '987', '543', '680']
['246', '18', '167', '261', '720']
['98', '930', '261', '222', '814']
['893', '858', '819', '720', '814']
['308', '18', '944', '819', '504']
['403', '244', '336', '308', '983']
['893', '18', '625', '819', '355']
['972', '680', '839', '944', '692']
['819', '711', '930', '98', '987']
['15', '95', '983', '403', '263']
['403', '894', '917', '285', '348']
['839', '403', '284', '692', '661']
['9', '272', '858', '285', '402']
['96', '244', '263', '894', '972']
['970', '344', '607', '717', '15']
['98', '893', '222', '244', '900']
['222', '625', '95', '607', '348']
['9', '246', '261', '96', '272']
['954', '900', '336', '661', '402']
['983', '348', '95', '987', '96']
['246', '819', '900', '692', '680']
['692', '308', '720', '717', '625']
['680', '983', '403', '18', '98']
['607', '402', '987', '263', '930']
['402', '900', '96', '95', '972']
['261', '858', '284', '263', '819']
['900', '23', '15', '781', '355']
['18', '816', '607', '272', '893']
['944', '543', '96', '402', '348']
['272', '954', '720', '781', '607']
['23', '9', '246', '284', '917']
['261', '18', '336', '954', '983']
['917', '355', '261', '625', '308']
['222', '348', '625', '543', '95']
['95', '504', '661', '858', '222']
['720', '954', '819', '9', '680']
['167', '96', '344', '504', '894']
['720', '816', '917', '717', '680']
['661', '692', '95', '930', '816']
['261', '917', '15', '900', '244']
['403', '819', '781', '98', '222']
['972', '244', '95', '625', '720']
['983', '720', '348', '607', '839']
['819', '607', '970', '814', '222']
['781', '167', '261', '18', '504']
['18', '167', '954', '284', '607']
['15', '858', '167', '607', '263']
['344', '625', '894', '96', '348']
['9', '893', '272', '692', '284']
['894', '96', '720', '543', '816']
['711', '403', '284', '261', '781']
['781', '98', '983', '308', '95']
['944', '917', '816', '987', '95']
['543', '344', '284', '625', '894']
['972', '263', '403', '987', '348']
['858', '336', '272', '814', '95']
['504', '917', '944', '987', '308']
['98', '308', '402', '504', '285']
['839', '781', '504', '344', '246']
['987', '711', '816', '285', '18']
['308', '944', '504', '95', '720']
['263', '285', '543', '272', '244']
['285', '402', '336', '680', '261']
['344', '816', '680', '839', '96']
['661', '222', '692', '972', '355']
['543', '98', '504', '222', '263']
['625', '839', '816', '23', '272']
['261', '9', '15', '839', '355']
['692', '781', '98', '336', '355']
['816', '661', '98', '819', '18']
['284', '711', '819', '167', '348']
['18', '894', '711', '839', '222']
['98', '819', '720', '15', '348']
['246', '222', '543', '819', '680']
['543', '261', '23', '894', '15']
['504', '781', '607', '894', '893']
['983', '814', '23', '711', '970']
['15', '814', '661', '222', '711']
['839', '308', '900', '954', '285']
['285', '355', '284', '893', '954']
['711', '930', '9', '954', '944']
['167', '944', '917', '15', '284']
['336', '781', '717', '96', '954']
['661', '625', '96', '894', '720']
['720', '543', '272', '285', '284']
['23', '95', '96', '954', '781']
['987', '944', '819', '839', '95']
['816', '680', '96', '543', '819']
['625', '222', '543', '504', '355']
['970', '680', '661', '930', '814']
['894', '816', '272', '246', '344']
['246', '717', '816', '711', '781']
['348', '285', '15', '95', '263']
['661', '720', '504', '970', '244']
['781', '261', '692', '336', '308']
['858', '970', '98', '944', '15']
['983', '970', '954', '839', '272']
['930', '858', '711', '607', '285']
['983', '504', '680', '308', '284']
['272', '98', '858', '893', '9']
['819', '987', '403', '344', '711']
['625', '781', '944', '692', '839']
['970', '9', '261', '285', '284']
['543', '263', '930', '246', '95']
['954', '893', '98', '403', '944']
['944', '96', '403', '355', '839']
['23', '970', '930', '944', '504']
['348', '839', '711', '970', '9']
['625', '272', '261', '858', '263']
['607', '96', '819', '839', '954']
['246', '954', '900', '814', '272']
['263', '711', '348', '344', '661']
['95', '336', '9', '348', '308']
['244', '95', '970', '246', '819']
['244', '983', '348', '23', '272']
['9', '954', '781', '285', '244']
['893', '814', '504', '543', '96']
['272', '816', '95', '96', '781']
['261', '814', '355', '954', '504']
['285', '917', '96', '336', '308']
['893', '222', '930', '263', '839']
['96', '336', '18', '894', '543']
['355', '970', '717', '814', '222']
['15', '263', '336', '917', '720']
['894', '18', '819', '355', '222']
['272', '972', '954', '246', '244']
['858', '15', '717', '970', '244']
['944', '858', '336', '711', '246']
['987', '717', '246', '18', '167']
['98', '23', '692', '272', '944']
['680', '263', '893', '18', '607']
['816', '983', '543', '894', '720']
['607', '285', '816', '15', '222']
['336', '900', '9', '781', '244']
['348', '692', '781', '987', '954']
['814', '261', '930', '607', '95']
['717', '839', '893', '954', '930']
['893', '543', '263', '18', '858']
['894', '819', '222', '839', '814']
['781', '402', '819', '983', '23']
['972', '819', '504', '348', '983']
['18', '336', '348', '983', '504']
['839', '355', '711', '970', '261']
['839', '954', '504', '983', '285']
['246', '348', '244', '819', '839']
['819', '894', '98', '720', '900']
['816', '261', '543', '625', '284']
['95', '244', '9', '680', '839']
['692', '970', '819', '972', '284']
['246', '717', '970', '781', '244']
['680', '970', '944', '917', '858']
['272', '95', '720', '344', '222']
['970', '987', '814', '917', '285']
['607', '543', '894', '263', '661']
['402', '23', '954', '403', '893']
['893', '970', '692', '954', '98']
['819', '336', '987', '263', '285']
['900', '717', '308', '607', '9']
['858', '98', '543', '23', '285']
['344', '261', '98', '23', '95']
['839', '284', '816', '272', '244']
['96', '607', '954', '900', '944']
['839', '692', '15', '625', '402']
['894', '285', '692', '972', '661']
['711', '9', '720', '970', '308']
['336', '95', '167', '625', '717']
['720', '900', '9', '263', '348']
['816', '607', '402', '284', '285']
['284', '930', '98', '403', '717']
['839', '781', '720', '894', '987']
['15', '894', '781', '917', '244']
['944', '336', '403', '285', '917']
['285', '720', '23', '244', '954']
['680', '930', '246', '972', '336']
['9', '972', '819', '285', '661']
['246', '167', '893', '96', '504']
['987', '504', '972', '954', '983']
['246', '692', '9', '816', '272']
['983', '98', '167', '625', '308']
['336', '543', '348', '96', '970']
['222', '839', '819', '96', '954']
['661', '95', '983', '781', '893']
['261', '720', '858', '893', '543']
['970', '781', '403', '893', '819']
['222', '625', '607', '167', '717']
['893', '98', '858', '607', '272']
['711', '954', '692', '284', '23']
['858', '607', '402', '814', '15']
['987', '661', '285', '284', '98']
['285', '261', '983', '543', '972']
['23', '348', '720', '504', '893']
['543', '222', '816', '18', '96']
['167', '900', '816', '819', '692']
['607', '96', '263', '954', '970']
['954', '543', '355', '692', '98']
['858', '403', '222', '504', '246']
['900', '983', '9', '402', '814']
['272', '917', '972', '944', '819']
['348', '781', '246', '98', '954']
['284', '543', '402', '95', '858']
['970', '900', '894', '819', '167']
['711', '504', '95', '717', '543']
['661', '954', '987', '625', '972']
['893', '336', '23', '900', '954']
['167', '970', '9', '95', '15']
['403', '23', '625', '717', '9']
['717', '246', '15', '98', '308']
['344', '720', '893', '970', '272']
['607', '261', '15', '954', '96']
['355', '680', '272', '692', '858']
['98', '816', '9', '717', '18']
['308', '18', '344', '607', '244']
['839', '816', '402', '680', '261']
['781', '263', '355', '917', '543']
['900', '661', '543', '167', '970']
['98', '284', '839', '717', '720']
['403', '930', '970', '680', '272']
['284', '222', '711', '263', '972']
['272', '625', '543', '95', '344']
['308', '15', '285', '717', '781']
['543', '917', '403', '504', '15']
['711', '944', '285', '244', '858']
['263', '308', '900', '607', '814']
['970', '930', '625', '607', '893']
['894', '607', '403', '402', '355']
['983', '954', '625', '819', '402']
['222', '285', '167', '355', '819']
['692', '167', '819', '900', '543']
['95', '970', '894', '661', '261']
['970', '15', '308', '348', '261']
['98', '23', '402', '970', '9']
['263', '272', '711', '680', '607']
['355', '717', '98', '23', '504']
['344', '983', '222', '348', '814']
['894', '816', '970', '983', '261']
['504', '970', '917', '261', '839']
['18', '930', '344', '15', '987']
['23', '893', '284', '814', '692']
['222', '244', '336', '893', '355']
['348', '720', '944', '814', '711']
['987', '781', '692', '661', '23']
['98', '344', '348', '244', '900']
['95', '720', '900', '344', '348']
['403', '167', '261', '987', '336']
['272', '285', '246', '167', '95']
['972', '355', '261', '717', '167']
['98', '246', '661', '285', '894']
['816', '18', '900', '23', '954']
['607', '336', '839', '403', '720']
['261', '814', '23', '285', '96']
['972', '285', '954', '625', '98']
['692', '222', '355', '18', '261']
['819', '402', '607', '336', '717']
['680', '336', '355', '403', '246']
['720', '543', '308', '167', '96']
['344', '900', '692', '348', '403']
['504', '222', '285', '983', '816']
['15', '344', '894', '970', '284']
['717', '661', '285', '95', '894']
['18', '781', '308', '625', '816']
['917', '222', '284', '893', '692']
['23', '720', '285', '661', '355']
['983', '816', '543', '900', '987']
['96', '504', '222', '680', '263']
['261', '839', '543', '894', '98']
['504', '402', '954', '355', '970']
['272', '944', '893', '402', '344']
['336', '167', '717', '987', '972']
['930', '98', '970', '355', '900']
['96', '272', '893', '348', '894']
['308', '355', '23', '348', '403']
['272', '930', '308', '167', '987']
['23', '717', '894', '96', '284']
['18', '858', '717', '893', '944']
['900', '98', '23', '717', '344']
['98', '987', '167', '680', '284']
['661', '543', '18', '781', '972']
['720', '355', '167', '692', '781']
['954', '819', '285', '308', '893']
['402', '98', '222', '272', '403']
['96', '23', '894', '18', '402']
['954', '819', '402', '944', '781']
['711', '987', '954', '15', '839']
['816', '900', '261', '692', '263']
['263', '96', '543', '858', '680']
['839', '893', '930', '263', '344']
['972', '894', '987', '96', '336']
['717', '272', '244', '344', '944']
['98', '244', '272', '970', '336']
['344', '403', '625', '893', '970']
['819', '917', '9', '96', '284']
['261', '18', '403', '930', '284']
['285', '263', '711', '816', '661']
['720', '263', '355', '814', '944']
['18', '222', '816', '96', '402']
['607', '972', '336', '348', '263']
['819', '692', '930', '355', '15']
['95', '336', '900', '18', '987']
['308', '983', '858', '336', '816']
['814', '839', '402', '284', '893']
['272', '858', '263', '355', '894']
['983', '272', '344', '402', '263']
['98', '543', '970', '983', '944']
['816', '625', '983', '263', '661']
['543', '96', '680', '402', '98']
['900', '661', '96', '814', '893']
['9', '930', '839', '711', '972']
['263', '403', '625', '222', '355']
['972', '403', '96', '543', '894']
['661', '18', '261', '972', '970']
['625', '96', '930', '711', '18']
['819', '95', '900', '403', '261']
['893', '987', '930', '222', '403']
['893', '96', '222', '816', '261']
['246', '504', '900', '96', '403']
['403', '930', '814', '819', '348']
['344', '98', '607', '402', '261']
['261', '348', '246', '858', '839']
['95', '15', '720', '543', '344']
['95', '894', '692', '284', '403']
['15', '680', '819', '954', '18']
['983', '858', '917', '403', '402']
['263', '814', '402', '983', '222']
['504', '402', '930', '711', '987']
['285', '680', '894', '308', '893']
['839', '336', '261', '972', '930']
['263', '711', '15', '9', '348']
['336', '930', '167', '680', '972']
['308', '543', '987', '504', '692']
['983', '284', '348', '816', '18']
['263', '900', '355', '344', '625']
['816', '15', '930', '894', '348']
['246', '285', '95', '661', '15']
['983', '717', '344', '900', '954']
['917', '348', '944', '504', '402']
['98', '284', '814', '983', '858']
['272', '858', '893', '839', '954']
['15', '720', '954', '403', '95']
['348', '983', '403', '970', '244']
['858', '839', '9', '987', '917']
['893', '348', '819', '661', '894']
['308', '692', '403', '819', '244']
['348', '781', '893', '814', '308']
['625', '543', '336', '893', '781']
['18', '917', '900', '819', '930']
['954', '18', '720', '944', '680']
['344', '336', '692', '263', '607']
['661', '930', '18', '15', '717']
['692', '272', '284', '917', '625']
['95', '816', '972', '15', '263']
['246', '336', '98', '987', '814']
['244', '819', '711', '23', '944']
['894', '692', '625', '893', '839']
['894', '308', '344', '893', '972']
['244', '348', '692', '839', '944']
['344', '261', '348', '954', '720']
['781', '900', '285', '983', '858']
['9', '816', '95', '23', '917']
['285', '607', '96', '261', '894']
['983', '972', '970', '261', '720']
['717', '285', '9', '18', '781']
['98', '930', '625', '894', '284']
['272', '781', '717', '167', '893']
['272', '680', '244', '261', '816']
['246', '344', '167', '355', '15']
['355', '819', '284', '720', '23']
['930', '543', '355', '692', '917']
['261', '95', '781', '692', '263']
['15', '607', '98', '839', '711']
['858', '15', '893', '720', '900']
['858', '95', '244', '839', '504']
['900', '661', '308', '893', '246']
['814', '96', '9', '263', '839']
['816', '819', '839', '781', '167']
['987', '692', '717', '954', '944']
['504', '402', '954', '819', '543']
['680', '900', '403', '717', '543']
['98', '680', '355', '272', '607']
['285', '246', '814', '355', '816']
['917', '355', '711', '814', '403']
['970', '680', '244', '894', '15']
['625', '355', '167', '9', '900']
['692', '23', '900', '95', '970']
['814', '839', '284', '244', '954']
['543', '954', '930', '23', '284']
['954', '839', '717', '983', '284']
['543', '816', '954', '661', '308']
['819', '504', '717', '900', '954']
['970', '95', '661', '900', '272']
['987', '246', '9', '893', '403']
['98', '893', '261', '355', '348']
['308', '348', '504', '972', '680']
['680', '814', '261', '894', '18']
['402', '680', '403', '954', '625']
['9', '893', '930', '858', '348']
['15', '272', '839', '781', '944']
['893', '711', '781', '607', '839']
['344', '222', '720', '607', '954']
['308', '23', '98', '504', '95']
['930', '894', '692', '98', '308']
['308', '18', '344', '543', '930']
['167', '625', '244', '403', '504']
['972', '543', '930', '222', '284']
['18', '355', '336', '344', '954']
['816', '972', '819', '717', '504']
['720', '23', '983', '839', '917']
['839', '954', '692', '917', '167']
['661', '504', '970', '95', '814']
['504', '543', '98', '917', '625']
['348', '819', '987', '9', '917']
['167', '344', '900', '930', '917']
['504', '987', '261', '717', '720']
['504', '720', '944', '261', '98']
['972', '95', '858', '18', '917']
['348', '244', '9', '18', '402']
['284', '894', '15', '970', '9']
['9', '717', '246', '858', '930']
['839', '781', '263', '344', '403']
['272', '893', '23', '917', '167']
['625', '96', '781', '972', '18']
['98', '954', '261', '983', '819']
['263', '858', '167', '814', '954']
['987', '944', '167', '263', '720']
['244', '344', '246', '781', '839']
['954', '504', '814', '543', '894']
['607', '504', '96', '625', '222']
['98', '261', '954', '23', '661']
['893', '819', '987', '222', '285']
['983', '543', '261', '96', '607']
['917', '244', '222', '272', '504']
['839', '717', '263', '504', '954']
['543', '9', '18', '222', '98']
['98', '894', '814', '692', '970']
['717', '839', '983', '336', '944']
['858', '917', '543', '222', '839']
['403', '954', '504', '781', '839']
['284', '543', '246', '814', '167']
['222', '894', '244', '348', '261']
['816', '167', '18', '222', '272']
['893', '167', '987', '819', '781']
['816', '504', '983', '607', '344']
['680', '336', '504', '246', '98']
['9', '917', '661', '285', '893']
['944', '839', '18', '717', '23']
['9', '403', '543', '285', '814']
['348', '23', '15', '18', '717']
['285', '607', '839', '814', '95']
['607', '900', '972', '954', '263']
['972', '954', '261', '717', '819']
['95', '244', '720', '894', '402']
['355', '858', '336', '403', '344']
['987', '814', '970', '272', '692']
['272', '504', '607', '261', '336']
['930', '244', '954', '819', '285']
['96', '607', '167', '930', '711']
['692', '96', '930', '263', '717']
['661', '930', '308', '607', '355']
['858', '9', '816', '983', '15']
['954', '814', '900', '244', '9']
['348', '781', '625', '607', '819']
['972', '781', '858', '244', '15']
['167', '839', '720', '900', '9']
['95', '263', '607', '18', '348']
['98', '839', '970', '900', '894']
['717', '983', '263', '930', '900']
['336', '95', '814', '98', '96']
['781', '244', '263', '543', '625']
['816', '839', '625', '222', '272']
['336', '23', '781', '970', '543']
['167', '970', '96', '717', '625']
['661', '711', '894', '970', '336']
['625', '344', '355', '23', '814']
['680', '893', '285', '344', '970']
['272', '711', '348', '284', '661']
['607', '894', '348', '816', '680']
['970', '894', '543', '972', '504']
['970', '285', '504']
['308', '246', '717', '504', '661']
['983', '355', '692', '308', '244']
['717', '344', '970', '9', '402']
['285', '983', '402', '344', '625']
['680', '930', '285', '711', '819']
['263', '954', '607', '261', '720']
['244', '970', '661', '272', '504']
['403', '972', '917', '858', '167']
['543', '285', '355', '244', '625']
['98', '900', '308', '680', '692']
['355', '954', '893', '983', '285']
['781', '720', '246', '858', '272']
['692', '661', '504', '839', '336']
['954', '816', '543', '96', '167']
['15', '9', '858', '284', '23']
['944', '816', '893', '987', '543']
['402', '504', '344', '98', '96']
['625', '23', '930', '348', '263']
['272', '816', '893', '711', '344']
['336', '167', '819', '930', '607']
['284', '987', '983', '308', '348']
['244', '970', '263', '504', '402']
['814', '246', '661', '348', '692']
['625', '839', '167', '983', '816']
['692', '720', '18', '661', '23']
['987', '661', '900', '781', '504']
['246', '355', '814', '18', '680']
['95', '308', '96', '894', '680']
['355', '222', '504', '167', '625']
['98', '402', '272', '95', '858']
['403', '308', '263', '96', '607']
['15', '402', '96', '893', '692']
['543', '711', '680', '18', '625']
['98', '819', '987', '96', '893']
['15', '244', '814', '900', '954']
['9', '983', '819', '167', '246']
['893', '816', '781', '894', '720']
['355', '661', '894', '18', '263']
['692', '607', '348', '284', '98']
['972', '23', '944', '9', '661']
['970', '98', '917', '355', '814']
['543', '930', '261', '263', '504']
['9', '972', '717', '819', '15']
['308', '711', '96', '819', '987']
['972', '930', '504', '98', '272']
['680', '246', '692', '819', '167']
['816', '814', '930', '917', '543']
['244', '680', '987', '816', '711']
['246', '893', '344', '970', '15']
['96', '893', '819', '858', '661']
['403', '839', '692', '543', '95']
['261', '23', '972', '402', '839']
['96', '504', '819', '543', '222']
['692', '987', '15', '894', '930']
['917', '285', '543', '402', '894']
['348', '944', '285', '95', '894']
['893', '987', '680', '272', '504']
['625', '717', '261', '987', '781']
['284', '661', '814', '344', '348']
['858', '819', '717', '403', '348']
['543', '607', '9', '98', '625']
['954', '402', '900', '720', '348']
['9', '167', '970', '263', '692']
['711', '355', '284', '930', '692']
['285', '692', '625', '23', '284']
['983', '781', '308', '285', '222']
['504', '970', '954', '403', '344']
['839', '167', '781', '246', '917']
['717', '403', '607', '692', '930']
['285', '894', '244', '680', '348']
['344', '661', '308', '680', '95']
['625', '970', '894', '285', '95']
['9', '15', '403', '972', '96']
['692', '720', '9', '23', '285']
['9', '900', '970', '222', '983']
['970', '285', '711', '917', '900']
['917', '983', '244', '9', '344']
['355', '402', '167', '692', '222']
['816', '543', '272', '987', '261']
['839', '983', '402', '23', '308']
['893', '308', '816', '543', '15']
['222', '23', '858', '814', '167']
['543', '308', '9', '711', '284']
['987', '930', '272', '858', '344']
['625', '816', '894', '222', '98']
['244', '625', '263', '344', '607']
['692', '839', '96', '272', '543']
['96', '167', '814', '9', '819']
['987', '402', '308', '607', '970']
['15', '720', '692', '95', '167']
['625', '222', '355', '972', '98']
['954', '680', '96', '987', '23']
['344', '167', '18', '504', '972']
['814', '625', '96', '244', '336']
['983', '625', '167', '272', '308']
['858', '930', '246', '348', '402']
['96', '272', '819', '917', '348']
['504', '987', '607', '15', '23']
['816', '9', '711', '930', '285']
['167', '96', '814', '781', '261']
['893', '222', '504', '403', '894']
['403', '15', '95', '893', '355']
['720', '222', '711', '308', '816']
['680', '543', '661', '23', '308']
['348', '781', '284', '894', '987']
['987', '308', '814', '717', '348']
['167', '894', '954', '15', '272']
['983', '15', '954', '543', '972']
['720', '308', '816', '894', '607']
['944', '284', '504', '344', '711']
['244', '308', '894', '402', '23']
['96', '814', '98', '403', '858']
['9', '680', '263', '930', '344']
['261', '308', '403', '711', '893']
['308', '246', '858', '930', '944']
['95', '717', '692', '543', '9']
['893', '816', '167', '284', '222']
['819', '244', '954', '814', '661']
['308', '816', '15', '900', '987']
['814', '858', '625', '348', '355']
['819', '625', '720', '344', '355']
['167', '954', '402', '244', '285']
['167', '15', '403', '246', '894']
['858', '95', '970', '272', '944']
['625', '402', '894', '96', '348']
['272', '900', '285', '692', '504']
['839', '284', '900', '858', '983']
['814', '355', '263', '972', '98']
['167', '900', '816', '403', '607']
['98', '983', '244', '285', '504']
['987', '661', '403', '858', '222']
['970', '917', '272', '167', '285']
['355', '263', '98', '9', '402']
['18', '402', '355', '711', '263']
['402', '607', '893', '244', '222']
['607', '839', '95', '954', '403']
['96', '970', '402', '244', '23']
['661', '403', '983', '819', '261']
['954', '167', '403', '661', '285']
['917', '543', '263', '98', '954']
['403', '858', '972', '95', '692']
['894', '23', '543', '272', '970']
['917', '625', '402', '96', '15']
['972', '680', '692', '944', '355']
['23', '96', '894', '819', '263']
['987', '504', '284', '96', '98']
['858', '819', '167', '711', '222']
['543', '893', '246', '244', '308']
['504', '23', '661', '970', '983']
['244', '858', '661', '98', '692']
['983', '814', '970', '98', '336']
['348', '720', '95', '680', '894']
['285', '625', '98', '308', '839']
['18', '816', '98', '894', '839']
['98', '720', '504', '263', '858']
['816', '983', '23', '246', '9']
['894', '893', '95', '285', '284']
['816', '285', '344', '983', '894']
['284', '348', '720', '894', '95']
['814', '403', '95', '284', '711']
['917', '355', '839', '894', '625']
['894', '98', '607', '284', '263']
['348', '403', '987', '607', '814']
['98', '23', '680', '402', '720']
['893', '348', '819', '970', '972']
['819', '222', '348', '261', '15']
['9', '661', '954', '504', '167']
['284', '336', '246', '900', '917']
['284', '900', '692', '625', '308']
['263', '930', '717', '917', '781']
['781', '894', '893', '972', '930']
['954', '348', '970', '308', '972']
['167', '944', '244', '858', '18']
['711', '23', '284', '987', '972']
['625', '607', '839', '272', '944']
['344', '403', '167', '285', '987']
['263', '625', '839', '814', '983']
['607', '894', '96', '308', '970']
['246', '625', '894', '95', '893']
['402', '983', '96', '839', '894']
['983', '970', '819', '348', '661']
['680', '819', '711', '607', '403']
['98', '261', '96', '972', '95']
['402', '348', '15', '261', '711']
['285', '263', '222', '711', '858']
['355', '972', '246', '717', '348']
['930', '98', '272', '972', '23']
['348', '607', '504', '285', '987']
['930', '900', '661', '816', '403']
['285', '308', '692', '781', '858']
['661', '720', '900', '23', '98']
['781', '543', '167', '607', '261']
['222', '816', '15', '308', '9']
['661', '96', '607', '336', '261']
['944', '284', '839', '344', '308']
['308', '814', '720', '944', '987']
['781', '894', '893', '839', '711']
['263', '261', '607', '344', '23']
['987', '308', '344', '272', '403']
['23', '894', '403', '98', '246']
['95', '900', '23', '355', '607']
['348', '720', '607', '894', '858']
['625', '680', '336', '720', '814']
['272', '680', '858', '819', '954']
['814', '983', '272', '819', '96']
['15', '917', '607', '717', '900']
['839', '819', '717', '336', '344']
['680', '9', '167', '819', '814']
['607', '781', '355', '246', '970']
['355', '717', '917', '348', '781']
['858', '344', '972', '987', '355']
['954', '720', '661', '894', '972']
['543', '900', '18', '222', '711']
['917', '95', '944', '970', '272']
['543', '819', '308', '983', '987']
['543', '167', '819', '344', '894']
['819', '814', '970', '717', '972']
['625', '272', '543', '18', '607']
['692', '246', '284', '607', '711']
['917', '839', '261', '504', '930']
['711', '819', '98', '95', '15']
['272', '858', '983', '98', '893']
['96', '625', '987', '98', '246']
['894', '661', '987', '543', '625']
['348', '222', '816', '244', '308']
['402', '504', '246', '9', '972']
['355', '263', '167', '402', '543']
['348', '970', '96', '692', '987']
['18', '98', '9', '930', '246']
['244', '607', '263', '355', '816']
['167', '680', '504', '18', '284']
['543', '402', '355', '222', '344']
['720', '246', '96', '284', '244']
['917', '308', '858', '504', '18']
['717', '246', '680', '167', '98']
['894', '944', '308', '717', '355']
['917', '987', '355', '893', '954']
['402', '893', '661', '680', '246']
['15', '98', '839', '9', '607']
['972', '717', '244', '348', '504']
['403', '607', '781', '272', '930']
['402', '983', '816', '893', '167']
['246', '814', '970', '18', '263']
['661', '348', '402', '858', '930']
['246', '222', '692', '983', '972']
['816', '970', '858', '893', '244']
['894', '504', '167', '858', '244']
['894', '18', '692', '543', '607']
['15', '504', '355', '972', '263']
['336', '9', '23', '816', '96']
['23', '348', '167', '711', '680']
['720', '900', '15', '285', '819']
['9', '308', '15', '625', '781']
['720', '816', '607', '930', '814']
['954', '711', '819', '246', '348']
['95', '781', '18', '819', '944']
['272', '894', '987', '972', '900']
['504', '983', '272', '336', '970']
['336', '261', '987', '246', '930']
['814', '954', '244', '263', '970']
['9', '858', '95', '504', '944']
['96', '692', '272', '167', '717']
['9', '261', '720', '900', '983']
['894', '893', '819', '917', '355']
['930', '284', '95', '970', '819']
['504', '972', '402', '543', '308']
['402', '661', '711', '15', '222']
['894', '680', '261', '15', '95']
['944', '894', '781', '717', '96']
['96', '98', '355', '402', '285']
['983', '167', '917', '816', '95']
['814', '625', '344', '717', '246']
['355', '930', '504', '894', '98']
['261', '96', '661', '402', '284']
['167', '607', '814', '625', '930']
['308', '9', '680', '284', '661']
['983', '720', '344', '15', '839']
['900', '607', '893', '858', '355']
['917', '816', '167', '344', '95']
['661', '15', '244', '348', '858']
['98', '244', '692', '272', '858']
['15', '261', '930', '954', '900']
['23', '625', '96', '285', '355']
['983', '504', '954', '95', '272']
['987', '272', '900', '680', '607']
['403', '954', '18', '98', '23']
['98', '348', '308', '625', '917']
['348', '244', '403', '692', '781']
['894', '858', '263', '336', '348']
['816', '893', '15', '720', '983']
['23', '263', '402', '96', '816']
