50
25
['541', '942', '795', '774', '450', '977', '688', '641', '321', '459', '890', '775', '937', '86', '790', '21', '667', '444', '383', '410']
['263', '684', '993', '354', '926', '339', '277', '995', '317', '899', '57', '235', '719', '611', '758', '554', '865', '827', '958', '545']
['484', '873', '43', '51', '972', '798', '864', '586', '125', '738', '934', '182', '257', '978', '191', '708', '261', '338', '619', '59']
['78', '507', '68', '823', '750', '369', '504', '500', '686', '20', '164', '900', '358', '64', '297', '423', '331', '771', '1', '959']
['700', '786', '163', '932', '294', '489', '722', '544', '226', '0', '540', '623', '627', '753', '968', '455', '519', '110', '857', '315']
['707', '796', '983', '670', '608', '420', '755', '299', '902', '19', '303', '228', '84', '425', '530', '984', '454', '158', '220', '885']
['460', '517', '56', '336', '752', '48', '472', '817', '701', '29', '248', '242', '392', '350', '13', '776', '50', '300', '385', '599']
['664', '924', '473', '693', '214', '644', '787', '165', '592', '253', '269', '866', '234', '141', '659', '511', '79', '954', '490', '620']
['139', '637', '301', '594', '14', '509', '985', '131', '836', '276', '202', '216', '872', '406', '904', '582', '964', '245', '404', '815']
['41', '469', '349', '672', '622', '681', '151', '499', '734', '794', '430', '323', '8', '488', '312', '841', '826', '658', '85', '628']
['820', '911', '535', '23', '882', '387', '241', '109', '298', '123', '18', '962', '429', '967', '119', '717', '621', '935', '401', '49']
['366', '498', '950', '654', '146', '130', '704', '764', '246', '97', '421', '433', '32', '551', '212', '662', '35', '474', '424', '192']
['964', '509', '131', '594', '872', '216', '404', '836', '14', '637', '245', '301', '276', '985', '139', '904', '202', '582', '406', '815']
['947', '345', '897', '618', '193', '419', '483', '140', '550', '695', '87', '227', '824', '403', '201', '281', '207', '563', '39', '651']
['849', '356', '522', '101', '847', '702', '583', '806', '520', '206', '807', '264', '630', '129', '830', '542', '332', '604', '560', '120']
['395', '435', '867', '763', '341', '353', '629', '337', '442', '773', '5', '767', '333', '213', '411', '742', '434', '533', '840', '845']
['17', '732', '547', '168', '373', '280', '457', '310', '868', '194', '690', '539', '574', '398', '635', '976', '390', '218', '643', '127']
['830', '356', '630', '129', '120', '206', '604', '806', '807', '542', '520', '101', '332', '522', '264', '583', '702', '849', '560', '847']
['567', '538', '508', '477', '388', '941', '720', '552', '258', '53', '814', '789', '871', '862', '859', '7', '137', '671', '380', '572']
['215', '559', '82', '566', '503', '888', '6', '223', '391', '495', '819', '647', '451', '668', '782', '653', '870', '930', '468', '999']
['865', '926', '339', '235', '263', '611', '354', '57', '277', '719', '545', '995', '758', '958', '684', '317', '554', '899', '993', '827']
['35', '704', '97', '498', '424', '32', '212', '764', '192', '662', '950', '146', '654', '130', '551', '366', '421', '246', '474', '433']
['911', '429', '109', '935', '401', '621', '123', '387', '49', '962', '119', '23', '298', '717', '241', '18', '535', '882', '820', '967']
['525', '642', '646', '69', '833', '107', '38', '62', '921', '975', '306', '396', '685', '729', '803', '22', '756', '133', '605', '740']
['16', '155', '497', '839', '494', '749', '384', '712', '287', '680', '919', '351', '197', '990', '923', '324', '334', '9', '610', '988']
['161', '408', '706', '725', '713', '585', '126', '73', '514', '992', '230', '47', '157', '446', '961', '172', '624', '243', '632', '195']
['919', '287', '351', '16', '334', '610', '680', '384', '839', '990', '497', '494', '988', '749', '197', '324', '923', '155', '712', '9']
['563', '550', '281', '201', '947', '345', '618', '140', '193', '695', '483', '897', '824', '207', '419', '403', '227', '39', '651', '87']
['230', '243', '73', '992', '514', '161', '725', '585', '961', '172', '632', '446', '408', '624', '195', '713', '126', '157', '706', '47']
['202', '815', '216', '836', '301', '245', '509', '131', '404', '406', '594', '985', '637', '904', '276', '14', '139', '872', '964', '582']
['744', '881', '953', '496', '93', '675', '74', '99', '874', '381', '777', '813', '389', '838', '159', '343', '699', '698', '265', '184']
['514', '725', '73', '161', '632', '961', '992', '172', '47', '446', '408', '243', '624', '126', '157', '230', '585', '195', '706', '713']
['792', '61', '626', '973', '363', '860', '506', '15', '878', '557', '769', '895', '463', '515', '661', '784', '493', '479', '122', '861']
['333', '353', '434', '411', '337', '435', '395', '5', '845', '867', '213', '629', '767', '763', '533', '442', '840', '341', '773', '742']
['107', '921', '642', '306', '729', '605', '756', '133', '740', '833', '62', '685', '525', '38', '803', '69', '975', '396', '646', '22']
['407', '314', '955', '464', '577', '949', '233', '994', '852', '908', '687', '55', '278', '478', '12', '887', '915', '222', '837', '77']
['24', '834', '703', '785', '91', '927', '869', '471', '537', '721', '598', '286', '913', '676', '58', '879', '416', '289', '831', '791']
['128', '232', '856', '825', '431', '52', '371', '252', '465', '266', '250', '663', '916', '571', '951', '309', '526', '393', '147', '162']
['351', '497', '988', '384', '197', '9', '680', '16', '324', '287', '494', '749', '990', '155', '610', '839', '919', '334', '712', '923']
['528', '843', '518', '439', '318', '616', '751', '108', '974', '482', '209', '60', '922', '400', '144', '456', '275', '821', '340', '933']
['237', '851', '325', '379', '71', '944', '875', '759', '375', '570', '736', '46', '225', '42', '595', '95', '453', '982', '370', '3']
['818', '652', '614', '239', '417', '936', '438', '149', '102', '427', '181', '917', '229', '362', '728', '603', '105', '116', '593', '103']
['635', '194', '218', '547', '280', '690', '168', '398', '976', '390', '17', '643', '127', '574', '539', '457', '868', '732', '373', '310']
['693', '659', '214', '664', '253', '269', '924', '954', '490', '79', '511', '165', '787', '141', '592', '866', '473', '234', '620', '644']
['681', '841', '151', '499', '41', '672', '628', '488', '734', '8', '658', '85', '312', '469', '349', '826', '430', '323', '622', '794']
['873', '125', '738', '864', '484', '59', '182', '257', '51', '338', '261', '798', '934', '978', '972', '708', '586', '191', '43', '619']
['0', '163', '455', '315', '110', '700', '489', '540', '932', '753', '857', '627', '786', '968', '294', '722', '544', '226', '623', '519']
['423', '78', '369', '686', '504', '771', '507', '331', '297', '164', '900', '358', '750', '64', '823', '20', '68', '1', '959', '500']
['213', '333', '5', '435', '742', '442', '763', '533', '337', '867', '411', '773', '840', '341', '629', '767', '434', '353', '395', '845']
['752', '460', '392', '350', '817', '56', '517', '48', '336', '599', '472', '701', '385', '776', '29', '13', '50', '242', '248', '300']
['815', '301', '202', '872', '216', '582', '836', '509', '404', '406', '637', '131', '904', '985', '594', '964', '14', '139', '276', '245']
['730', '272', '735', '372', '118', '470', '893', '998', '892', '367', '780', '83', '376', '928', '290', '781', '889', '718', '640', '426']
['454', '530', '670', '796', '19', '608', '425', '220', '303', '84', '983', '902', '420', '707', '299', '228', '158', '984', '755', '885']
['175', '115', '428', '591', '98', '945', '969', '501', '112', '894', '747', '822', '67', '649', '170', '70', '631', '858', '696', '523']
['27', '625', '832', '255', '561', '783', '863', '556', '505', '405', '211', '578', '76', '811', '90', '205', '534', '204', '568', '677']
['827', '354', '611', '554', '993', '995', '263', '719', '958', '57', '339', '758', '545', '684', '235', '899', '865', '317', '277', '926']
['36', '714', '842', '260', '909', '828', '486', '487', '368', '971', '682', '694', '918', '617', '492', '271', '876', '723', '167', '347']
['310', '194', '127', '635', '390', '373', '398', '457', '547', '539', '218', '976', '574', '732', '690', '168', '280', '17', '643', '868']
['461', '4', '940', '829', '365', '745', '613', '555', '316', '198', '11', '810', '502', '665', '355', '203', '691', '770', '413', '910']
['569', '943', '575', '914', '307', '683', '231', '436', '485', '443', '558', '2', '854', '896', '529', '590', '844', '104', '891', '510']
['569', '683', '443', '896', '575', '510', '436', '891', '307', '558', '590', '104', '231', '914', '854', '2', '485', '529', '844', '943']
['48', '13', '300', '460', '701', '392', '336', '248', '517', '472', '56', '385', '776', '29', '242', '599', '50', '817', '350', '752']
['787', '234', '924', '644', '592', '954', '473', '79', '866', '490', '664', '214', '511', '141', '165', '693', '659', '269', '253', '620']
['604', '101', '583', '560', '849', '332', '542', '807', '129', '520', '522', '206', '630', '120', '702', '264', '356', '830', '847', '806']
['982', '42', '379', '736', '325', '95', '851', '370', '225', '3', '71', '570', '944', '453', '759', '595', '875', '46', '237', '375']
['218', '194', '390', '310', '574', '635', '643', '547', '976', '398', '280', '168', '17', '457', '373', '732', '127', '868', '539', '690']
['985', '406', '637', '836', '245', '872', '131', '509', '139', '582', '301', '276', '202', '964', '14', '815', '404', '216', '904', '594']
['817', '350', '242', '460', '29', '300', '776', '48', '56', '336', '248', '599', '701', '50', '752', '13', '392', '385', '472', '517']
['106', '596', '636', '274', '160', '804', '190', '705', '179', '536', '772', '656', '800', '153', '100', '377', '929', '185', '452', '925']
['68', '686', '771', '369', '423', '823', '507', '504', '900', '959', '78', '500', '331', '358', '750', '1', '64', '164', '20', '297']
['133', '107', '740', '605', '62', '975', '646', '921', '833', '756', '306', '38', '803', '69', '525', '22', '729', '642', '685', '396']
['167', '682', '347', '714', '271', '486', '876', '842', '368', '971', '492', '723', '828', '909', '487', '617', '260', '36', '694', '918']
['542', '120', '630', '129', '849', '101', '206', '702', '847', '522', '807', '604', '332', '560', '356', '583', '806', '264', '520', '830']
['876', '682', '36', '492', '368', '260', '918', '487', '909', '167', '271', '971', '828', '842', '714', '723', '617', '486', '347', '694']
['783', '677', '505', '578', '76', '211', '205', '863', '625', '556', '90', '204', '27', '561', '534', '568', '811', '255', '832', '405']
['980', '305', '65', '531', '816', '996', '329', '288', '491', '991', '655', '697', '273', '335', '418', '330', '344', '31', '448', '905']
['363', '557', '506', '626', '661', '861', '878', '769', '61', '493', '792', '515', '973', '122', '479', '784', '463', '895', '15', '860']
['156', '481', '527', '326', '63', '136', '311', '189', '748', '584', '850', '176', '143', '741', '802', '462', '948', '739', '957', '414']
['309', '147', '371', '663', '951', '52', '250', '571', '162', '465', '431', '252', '266', '393', '916', '128', '232', '825', '856', '526']
['385', '13', '460', '776', '29', '242', '56', '599', '350', '248', '336', '701', '392', '300', '472', '817', '752', '50', '517', '48']
['714', '260', '723', '971', '368', '167', '842', '876', '617', '347', '828', '486', '492', '271', '694', '918', '36', '909', '487', '682']
['93', '159', '496', '838', '699', '99', '881', '698', '874', '813', '265', '74', '184', '675', '343', '389', '381', '777', '744', '953']
['502', '810', '691', '203', '829', '413', '461', '4', '665', '365', '11', '555', '198', '910', '745', '613', '355', '940', '316', '770']
['570', '71', '375', '944', '759', '736', '851', '95', '3', '379', '370', '875', '325', '237', '225', '42', '595', '982', '46', '453']
['489', '722', '786', '753', '163', '294', '627', '226', '0', '455', '623', '315', '540', '968', '544', '519', '110', '700', '932', '857']
['717', '621', '123', '23', '387', '119', '820', '18', '429', '49', '241', '535', '911', '401', '935', '882', '298', '962', '109', '967']
['533', '353', '442', '434', '435', '629', '763', '845', '341', '5', '213', '742', '767', '337', '867', '411', '773', '395', '333', '840']
['770', '940', '555', '413', '910', '810', '4', '613', '461', '745', '691', '502', '665', '203', '11', '198', '316', '365', '829', '355']
['477', '538', '789', '53', '137', '7', '572', '871', '552', '862', '720', '258', '388', '380', '859', '671', '941', '814', '508', '567']
['893', '290', '470', '928', '735', '272', '640', '998', '781', '892', '889', '118', '367', '372', '730', '780', '376', '83', '426', '718']
['41', '312', '622', '734', '349', '841', '794', '488', '469', '323', '430', '628', '499', '658', '826', '681', '672', '151', '85', '8']
['2', '896', '914', '569', '104', '683', '891', '590', '575', '844', '529', '436', '558', '307', '854', '443', '510', '485', '943', '231']
['174', '480', '903', '386', '778', '285', '240', '80', '634', '121', '30', '579', '912', '997', '549', '89', '761', '809', '848', '28']
['596', '656', '929', '100', '804', '106', '377', '536', '153', '160', '190', '452', '925', '274', '185', '772', '179', '636', '800', '705']
['661', '861', '626', '895', '769', '973', '515', '363', '792', '61', '493', '557', '860', '15', '784', '506', '479', '122', '878', '463']
['712', '919', '351', '16', '923', '384', '334', '988', '680', '494', '155', '610', '287', '197', '749', '497', '9', '990', '839', '324']
['824', '483', '281', '651', '87', '193', '947', '39', '550', '227', '419', '207', '345', '618', '403', '201', '695', '897', '140', '563']
['201', '824', '140', '483', '550', '695', '563', '345', '651', '227', '897', '419', '193', '403', '947', '281', '39', '207', '618', '87']
['605', '729', '306', '921', '975', '525', '642', '62', '756', '107', '685', '646', '740', '38', '133', '69', '833', '22', '803', '396']
['750', '959', '164', '20', '358', '686', '900', '331', '823', '771', '504', '500', '369', '507', '68', '423', '78', '64', '297', '1']
['929', '925', '179', '705', '185', '100', '804', '106', '636', '274', '153', '656', '190', '772', '160', '452', '536', '377', '800', '596']
['996', '697', '816', '329', '991', '65', '31', '305', '905', '980', '655', '491', '335', '531', '344', '273', '418', '330', '448', '288']
['485', '590', '575', '231', '307', '914', '683', '844', '943', '2', '443', '854', '891', '569', '896', '104', '510', '436', '558', '529']
['82', '6', '668', '468', '391', '888', '930', '215', '223', '819', '503', '999', '870', '566', '559', '647', '451', '653', '782', '495']
['343', '675', '496', '389', '881', '159', '699', '813', '953', '838', '744', '381', '184', '777', '93', '74', '874', '698', '99', '265']
['659', '866', '644', '79', '664', '490', '620', '473', '954', '592', '234', '269', '693', '141', '214', '253', '511', '924', '165', '787']
['195', '243', '172', '157', '585', '408', '161', '73', '961', '514', '47', '706', '446', '992', '126', '230', '713', '725', '632', '624']
['579', '285', '997', '761', '89', '912', '903', '121', '80', '848', '30', '174', '634', '480', '240', '778', '386', '28', '809', '549']
['437', '746', '148', '270', '812', '200', '88', '458', '779', '352', '142', '846', '648', '302', '516', '262', '244', '173', '249', '666']
['965', '674', '440', '963', '939', '733', '208', '880', '669', '938', '37', '382', '853', '692', '884', '268', '476', '931', '576', '709']
['579', '28', '912', '848', '174', '778', '386', '761', '997', '80', '809', '121', '480', '634', '903', '285', '549', '240', '89', '30']
['963', '965', '476', '709', '880', '733', '692', '576', '208', '938', '382', '268', '669', '853', '884', '939', '37', '674', '931', '440']
['398', '390', '310', '635', '457', '547', '194', '127', '690', '539', '643', '574', '168', '732', '976', '373', '17', '868', '280', '218']
['410', '890', '667', '541', '937', '688', '444', '459', '977', '641', '774', '321', '450', '86', '795', '942', '21', '383', '775', '790']
['484', '873', '59', '864', '978', '586', '125', '257', '191', '798', '934', '338', '619', '972', '261', '43', '182', '738', '51', '708']
['442', '533', '353', '395', '337', '213', '411', '434', '435', '763', '867', '767', '742', '629', '845', '5', '773', '333', '840', '341']
['485', '529', '914', '590', '231', '510', '575', '683', '844', '891', '943', '558', '854', '104', '443', '2', '896', '436', '307', '569']
['968', '315', '623', '163', '627', '540', '786', '700', '722', '544', '226', '110', '294', '519', '932', '753', '857', '489', '0', '455']
['643', '310', '218', '390', '457', '574', '373', '17', '732', '868', '127', '547', '168', '194', '280', '690', '539', '635', '398', '976']
['867', '773', '840', '845', '533', '341', '353', '767', '435', '742', '213', '434', '763', '629', '442', '337', '395', '411', '333', '5']
['165', '79', '253', '620', '693', '511', '269', '141', '234', '924', '473', '214', '490', '592', '664', '866', '644', '787', '954', '659']
['131', '202', '964', '594', '509', '276', '406', '985', '139', '404', '836', '582', '14', '872', '245', '216', '904', '301', '815', '637']
['759', '95', '225', '71', '736', '3', '944', '325', '46', '375', '851', '875', '237', '379', '982', '42', '370', '595', '453', '570']
['526', '309', '856', '252', '266', '431', '951', '825', '52', '232', '371', '128', '465', '147', '916', '663', '393', '250', '162', '571']
['856', '252', '431', '309', '393', '162', '916', '232', '266', '571', '465', '951', '526', '52', '825', '371', '147', '663', '250', '128']
['396', '921', '740', '69', '833', '975', '62', '803', '525', '22', '756', '642', '107', '646', '685', '38', '605', '133', '729', '306']
['701', '472', '385', '460', '350', '336', '599', '776', '752', '300', '248', '517', '13', '50', '817', '392', '56', '29', '48', '242']
['473', '866', '79', '214', '490', '234', '165', '620', '592', '644', '693', '253', '787', '954', '141', '269', '659', '924', '511', '664']
['837', '314', '887', '908', '464', '77', '278', '994', '12', '949', '915', '233', '407', '478', '222', '852', '687', '55', '577', '955']
['810', '461', '198', '355', '665', '316', '413', '910', '770', '502', '365', '940', '613', '4', '745', '829', '11', '555', '691', '203']
['989', '650', '633', '601', '291', '412', '877', '743', '808', '754', '886', '357', '360', '906', '199', '565', '987', '855', '187', '361']
['826', '628', '85', '488', '672', '151', '734', '622', '41', '841', '8', '658', '323', '469', '430', '312', '681', '794', '349', '499']
['887', '908', '994', '222', '55', '852', '314', '12', '77', '478', '577', '955', '915', '464', '278', '949', '687', '233', '407', '837']
['716', '449', '475', '45', '907', '609', '188', '221', '33', '374', '81', '134', '960', '562', '150', '26', '256', '564', '224', '553']
['358', '823', '68', '1', '297', '900', '500', '750', '771', '78', '504', '64', '164', '20', '686', '369', '507', '959', '331', '423']
['352', '249', '200', '746', '244', '458', '666', '148', '779', '516', '262', '173', '88', '302', '812', '437', '270', '648', '142', '846']
['39', '824', '193', '87', '618', '550', '345', '563', '695', '897', '403', '281', '419', '947', '207', '227', '483', '140', '201', '651']
['153', '185', '179', '656', '377', '804', '636', '452', '596', '274', '925', '536', '705', '772', '100', '190', '929', '106', '800', '160']
['426', '118', '998', '376', '83', '470', '372', '892', '640', '781', '889', '780', '367', '735', '893', '272', '290', '730', '928', '718']
['649', '822', '115', '858', '747', '170', '98', '428', '631', '696', '969', '112', '67', '945', '523', '501', '70', '591', '894', '175']
['489', '753', '623', '722', '627', '857', '226', '0', '519', '163', '968', '544', '786', '700', '110', '932', '540', '455', '315', '294']
['525', '605', '38', '740', '803', '396', '69', '107', '975', '22', '646', '642', '729', '756', '133', '833', '306', '62', '685', '921']
['553', '224', '150', '907', '26', '134', '960', '256', '221', '475', '81', '716', '562', '374', '609', '564', '188', '33', '449', '45']
['824', '947', '419', '345', '87', '550', '695', '618', '201', '140', '281', '193', '403', '227', '483', '207', '897', '39', '651', '563']
['166', '788', '597', '180', '524', '757', '920', '111', '615', '966', '612', '805', '970', '898', '689', '715', '282', '711', '532', '979']
['475', '221', '960', '33', '224', '716', '256', '609', '564', '562', '553', '150', '188', '81', '449', '26', '907', '374', '45', '134']
['867', '435', '333', '773', '434', '337', '840', '353', '213', '395', '763', '533', '5', '341', '442', '411', '845', '629', '767', '742']
['867', '434', '845', '353', '435', '763', '840', '773', '337', '5', '395', '213', '742', '333', '411', '533', '767', '629', '341', '442']
['621', '23', '401', '123', '911', '298', '49', '18', '429', '535', '241', '717', '935', '119', '967', '387', '109', '962', '820', '882']
['251', '186', '295', '169', '328', '766', '113', '409', '114', '44', '952', '138', '293', '283', '178', '587', '981', '145', '737', '512']
['403', '140', '227', '483', '87', '695', '345', '897', '947', '193', '281', '824', '207', '39', '651', '419', '618', '550', '563', '201']
['571', '431', '232', '147', '371', '266', '465', '162', '916', '252', '663', '856', '951', '825', '309', '52', '526', '128', '250', '393']
['566', '668', '559', '223', '819', '468', '6', '782', '82', '391', '888', '930', '999', '215', '653', '495', '451', '503', '647', '870']
['646', '107', '756', '396', '22', '525', '975', '69', '38', '685', '133', '642', '306', '605', '921', '740', '833', '803', '729', '62']
['166', '898', '970', '757', '920', '180', '532', '966', '524', '711', '597', '612', '715', '979', '805', '615', '282', '689', '788', '111']
['584', '527', '311', '189', '326', '462', '481', '143', '741', '176', '850', '63', '414', '136', '802', '948', '957', '156', '748', '739']
['736', '237', '982', '71', '42', '759', '46', '95', '944', '325', '875', '453', '370', '595', '570', '3', '375', '851', '225', '379']
['321', '795', '688', '774', '450', '444', '942', '21', '775', '383', '541', '790', '937', '459', '410', '667', '977', '86', '890', '641']
['353', '411', '845', '742', '767', '333', '435', '840', '337', '763', '434', '5', '533', '213', '773', '442', '395', '341', '867', '629']
['69', '642', '62', '133', '803', '756', '646', '605', '685', '921', '525', '975', '729', '306', '740', '38', '396', '107', '22', '833']
['255', '27', '405', '211', '832', '811', '90', '677', '534', '863', '578', '505', '568', '625', '205', '783', '561', '556', '204', '76']
['288', '655', '344', '697', '996', '531', '335', '65', '816', '905', '330', '491', '418', '991', '273', '31', '448', '980', '329', '305']
['718', '118', '892', '928', '372', '367', '376', '290', '780', '893', '781', '272', '640', '735', '83', '730', '426', '998', '470', '889']
['388', '871', '508', '862', '137', '789', '572', '720', '53', '258', '814', '7', '859', '671', '538', '380', '552', '941', '567', '477']
['338', '738', '182', '191', '484', '864', '619', '798', '708', '59', '257', '934', '978', '51', '43', '972', '873', '125', '261', '586']
['327', '308', '760', '10', '196', '797', '304', '710', '210', '835', '581', '793', '986', '673', '946', '152', '447', '660', '657', '445']
['192', '662', '424', '433', '950', '246', '498', '764', '130', '146', '474', '97', '421', '35', '551', '212', '366', '32', '654', '704']
['185', '153', '536', '804', '190', '656', '925', '929', '596', '377', '100', '160', '106', '274', '636', '705', '772', '179', '452', '800']
['594', '904', '139', '245', '836', '406', '131', '404', '509', '301', '276', '872', '985', '964', '582', '637', '216', '815', '14', '202']
['853', '208', '382', '965', '674', '476', '880', '733', '963', '576', '37', '709', '938', '939', '440', '669', '884', '268', '931', '692']
['789', '258', '567', '862', '859', '720', '671', '53', '508', '538', '552', '941', '572', '380', '7', '137', '814', '477', '871', '388']
['163', '110', '857', '489', '315', '753', '294', '700', '786', '226', '455', '722', '0', '968', '627', '540', '519', '544', '932', '623']
['384', '351', '287', '610', '324', '9', '680', '919', '923', '197', '988', '16', '334', '990', '155', '712', '749', '494', '839', '497']
['719', '554', '958', '339', '277', '57', '317', '611', '865', '263', '758', '995', '545', '926', '235', '899', '827', '354', '684', '993']
['420', '303', '454', '755', '228', '885', '19', '299', '158', '608', '425', '84', '796', '670', '530', '220', '983', '984', '707', '902']
['370', '42', '759', '875', '982', '375', '225', '95', '3', '325', '595', '851', '944', '46', '71', '453', '237', '379', '570', '736']
['167', '909', '260', '714', '682', '492', '347', '368', '36', '694', '487', '842', '723', '271', '971', '486', '617', '828', '876', '918']
['430', '826', '488', '628', '41', '794', '658', '8', '312', '499', '85', '349', '681', '323', '622', '734', '841', '151', '672', '469']
['872', '131', '904', '245', '964', '276', '509', '406', '594', '836', '14', '202', '301', '985', '582', '815', '637', '139', '404', '216']
['179', '929', '274', '153', '185', '536', '100', '596', '656', '804', '452', '705', '377', '160', '106', '190', '925', '772', '636', '800']
['581', '797', '946', '196', '10', '760', '657', '447', '327', '660', '308', '152', '210', '710', '835', '986', '304', '793', '673', '445']
['753', '0', '932', '857', '163', '315', '623', '489', '519', '722', '540', '544', '786', '968', '110', '700', '226', '627', '294', '455']
['669', '709', '37', '963', '884', '576', '208', '939', '938', '674', '733', '880', '476', '692', '931', '440', '853', '382', '268', '965']
['519', '722', '294', '968', '110', '226', '700', '753', '932', '540', '0', '455', '786', '857', '623', '163', '544', '627', '315', '489']
['650', '360', '361', '565', '291', '357', '906', '633', '199', '987', '754', '886', '412', '808', '855', '187', '877', '989', '601', '743']
['63', '136', '414', '802', '948', '850', '739', '741', '748', '462', '156', '326', '584', '481', '311', '189', '176', '957', '143', '527']
['256', '45', '134', '564', '562', '609', '33', '150', '221', '188', '716', '26', '449', '907', '81', '553', '224', '374', '475', '960']
['119', '109', '717', '23', '882', '962', '429', '967', '241', '49', '820', '935', '123', '535', '911', '401', '387', '18', '298', '621']
['496', '159', '265', '953', '343', '777', '874', '74', '389', '93', '99', '838', '699', '813', '881', '744', '381', '675', '184', '698']
['68', '507', '20', '331', '1', '771', '358', '78', '64', '297', '750', '423', '500', '959', '369', '900', '164', '823', '686', '504']
['498', '474', '704', '424', '246', '654', '146', '366', '32', '97', '192', '421', '764', '433', '551', '950', '35', '662', '130', '212']
['263', '277', '719', '545', '317', '339', '235', '993', '684', '899', '57', '354', '958', '995', '758', '926', '611', '865', '827', '554']
['358', '331', '686', '823', '20', '297', '1', '500', '959', '900', '164', '771', '750', '64', '507', '504', '68', '369', '423', '78']
['70', '858', '747', '501', '523', '170', '649', '969', '175', '112', '822', '945', '894', '67', '591', '428', '696', '115', '98', '631']
['682', '828', '723', '909', '876', '167', '971', '487', '842', '492', '918', '617', '714', '368', '694', '486', '36', '347', '271', '260']
['373', '127', '390', '643', '690', '168', '280', '218', '17', '976', '310', '868', '457', '635', '547', '732', '398', '539', '574', '194']
['759', '71', '370', '42', '944', '375', '875', '325', '46', '570', '982', '237', '453', '595', '851', '3', '225', '95', '736', '379']
['918', '714', '36', '617', '487', '167', '909', '876', '492', '828', '486', '694', '260', '347', '723', '842', '368', '971', '682', '271']
['104', '436', '485', '569', '443', '844', '558', '2', '854', '683', '575', '510', '529', '943', '896', '914', '891', '231', '307', '590']
['811', '211', '90', '27', '204', '677', '534', '863', '255', '783', '76', '505', '625', '561', '568', '578', '405', '205', '556', '832']
['150', '33', '81', '475', '716', '960', '256', '609', '26', '188', '224', '221', '374', '553', '45', '562', '907', '449', '564', '134']
['590', '914', '558', '443', '569', '436', '510', '943', '307', '854', '891', '683', '844', '529', '2', '485', '231', '896', '104', '575']
['988', '197', '324', '923', '334', '839', '494', '9', '610', '287', '497', '919', '384', '749', '990', '712', '351', '16', '680', '155']
['325', '570', '736', '759', '46', '225', '595', '375', '3', '370', '42', '944', '71', '875', '379', '851', '982', '95', '237', '453']
['203', '413', '745', '502', '613', '11', '691', '910', '461', '810', '555', '355', '665', '4', '365', '940', '316', '770', '829', '198']
['821', '933', '209', '751', '144', '318', '482', '922', '518', '275', '439', '528', '108', '60', '616', '400', '974', '843', '340', '456']
['871', '477', '862', '508', '258', '671', '7', '814', '388', '572', '538', '137', '567', '859', '380', '941', '789', '720', '552', '53']
