[420, 527, 178, 256, 391, 933, 174, 235, 384, 659, 944, 621, 894, 798, 457, 271, 3, 816, 667, 302]
[484, 70, 553, 853, 434, 531, 815, 845, 716, 175, 636, 45, 317, 851, 756, 156, 931, 373, 139, 122]
[160, 514, 597, 739, 426, 808, 908, 423, 165, 468, 261, 572, 224, 761, 720, 470, 822, 755, 83, 829]
[332, 177, 631, 357, 428, 879, 946, 414, 585, 475, 365, 441, 520, 57, 867, 334, 847, 38, 192, 711]
[222, 201, 966, 582, 773, 349, 565, 117, 239, 715, 548, 186, 337, 454, 311, 422, 497, 590, 915, 801]
[10, 959, 89, 785, 252, 481, 747, 772, 460, 243, 407, 382, 197, 984, 536, 170, 17, 821, 586, 676]
[649, 41, 694, 918, 408, 881, 926, 319, 900, 52, 840, 521, 226, 137, 278, 196, 519, 143, 940, 190]
[617, 75, 248, 253, 539, 953, 155, 218, 60, 361, 370, 442, 810, 584, 310, 577, 492, 254, 733, 320]
[78, 924, 247, 48, 929, 102, 502, 463, 275, 138, 979, 191, 453, 768, 219, 179, 587, 757, 552, 260]
[486, 411, 509, 556, 602, 383, 276, 80, 901, 325, 5, 238, 371, 267, 637, 39, 616, 606, 598, 309]
[896, 764, 962, 992, 240, 897, 233, 623, 13, 744, 263, 914, 465, 101, 762, 314, 859, 743, 746, 861]
[876, 575, 412, 123, 318, 776, 4, 461, 685, 513, 714, 540, 161, 121, 735, 628, 54, 835, 185, 680]
[856, 754, 110, 777, 792, 952, 889, 377, 104, 328, 884, 307, 928, 957, 277, 544, 150, 618, 369, 360]
[18, 899, 630, 658, 71, 903, 23, 726, 24, 625, 866, 345, 939, 390, 281, 922, 697, 96, 803, 372]
[824, 562, 629, 699, 42, 991, 353, 526, 47, 269, 73, 424, 993, 528, 843, 930, 948, 909, 538, 351]
[804, 323, 362, 229, 76, 279, 402, 669, 912, 817, 330, 136, 683, 546, 381, 327, 721, 103, 98, 9]
[303, 49, 405, 800, 865, 632, 724, 661, 622, 919, 145, 437, 472, 300, 124, 654, 869, 92, 490, 568]
[533, 20, 195, 404, 784, 133, 511, 87, 409, 943, 477, 849, 972, 63, 114, 580, 378, 740, 200, 906]
[467, 152, 626, 593, 941, 954, 120, 794, 44, 842, 973, 996, 440, 8, 168, 848, 767, 927, 230, 425]
[210, 128, 416, 374, 695, 758, 394, 965, 354, 657, 393, 503, 653, 205, 500, 589, 346, 227, 413, 266]
