51
1000
['445', '304', '184', '287', '82', '864', '648', '808', '792', '966', '822', '450', '868', '86', '962', '175', '931', '723', '906', '221']
['628', '355', '174', '247', '498', '851', '59', '342', '53', '716', '325', '549', '938', '299', '11', '562', '491', '544', '379', '948']
['116', '106', '344', '56', '402', '890', '561', '405', '791', '624', '404', '778', '388', '947', '66', '761', '254', '65', '571', '104']
['493', '494', '125', '68', '115', '350', '641', '885', '803', '535', '196', '586', '170', '964', '133', '229', '553', '475', '545', '382']
['348', '248', '39', '572', '10', '649', '150', '515', '891', '113', '749', '959', '75', '70', '488', '385', '537', '955', '574', '767']
['754', '565', '166', '582', '704', '905', '610', '19', '148', '263', '847', '594', '149', '145', '753', '182', '802', '506', '722', '715']
['37', '398', '96', '894', '939', '200', '90', '987', '909', '869', '95', '713', '797', '464', '698', '51', '893', '645', '203', '887']
['928', '790', '917', '647', '301', '477', '223', '829', '416', '726', '443', '246', '668', '485', '43', '856', '653', '654', '94', '671']
['919', '936', '107', '294', '413', '517', '993', '470', '965', '961', '618', '156', '672', '47', '826', '750', '64', '318', '825', '212']
['584', '81', '496', '201', '317', '391', '686', '588', '101', '349', '746', '92', '540', '118', '453', '329', '40', '31', '30', '28']
['747', '418', '281', '634', '817', '442', '733', '914', '264', '479', '996', '879', '305', '828', '463', '9', '854', '291', '74', '367']
['604', '186', '432', '2', '526', '675', '121', '611', '468', '195', '54', '660', '26', '241', '699', '134', '721', '438', '187', '288']
['550', '848', '308', '776', '356', '336', '24', '271', '163', '22', '969', '810', '457', '678', '309', '616', '915', '100', '979', '296']
['499', '390', '240', '290', '821', '211', '146', '681', '394', '262', '157', '93', '378', '345', '12', '592', '599', '478', '269', '984']
['393', '972', '642', '158', '377', '414', '689', '902', '657', '61', '507', '819', '319', '255', '925', '265', '744', '124', '313', '36']
['824', '370', '636', '650', '434', '718', '652', '71', '222', '409', '252', '651', '188', '615', '922', '918', '978', '34', '473', '975']
['985', '613', '117', '880', '676', '77', '5', '629', '898', '841', '888', '481', '205', '842', '669', '573', '503', '471', '159', '295']
['677', '142', '190', '143', '944', '427', '169', '876', '739', '154', '622', '449', '994', '780', '764', '945', '760', '226', '940', '933']
['656', '164', '799', '97', '844', '998', '670', '272', '548', '531', '971', '518', '532', '109', '711', '719', '219', '725', '204', '853']
['816', '577', '62', '528', '228', '682', '292', '735', '131', '218', '873', '523', '180', '364', '815', '536', '658', '691', '139', '181']
['576', '663', '927', '643', '151', '923', '260', '111', '183', '430', '33', '238', '812', '1', '684', '525', '541', '843', '140', '950']
