200
20
['48', '271']
['375', '190', '182', '254', '390', '3', '305', '71', '54', '373', '125', '87', '370', '194']
['56', '44']
['344', '232']
['9', '54']
['395', '77']
['89', '21']
['254', '241']
['281', '183']
['4', '252']
['385', '112']
['172', '93']
['259', '292']
['310', '333']
['10', '88']
['97', '64']
['351', '253']
['264', '197']
['295', '42']
['157', '103']
['122', '213']
['262', '368']
['340', '301']
['328', '337']
['74', '81']
['126', '20']
['183', '281']
['316', '347']
['285', '178']
['4', '107']
['392', '381']
['327', '397']
['336', '293']
['266', '229']
['257', '229']
['343', '143']
['82', '210']
['38', '189']
['303', '70']
['124', '163']
['305', '240']
['37', '115']
['159', '278']
['166', '105']
['102', '147']
['123', '355', '170', '59', '11', '79', '331', '8', '55', '262', '231', '315', '155', '362']
['80', '101']
['98', '68', '189', '254', '48', '7', '389', '38', '20', '165', '348', '1', '51', '87']
['306', '10']
['17', '240']
['266', '208']
['178', '11']
['378', '309']
['244', '275']
['88', '293', '259', '109', '379', '84', '8', '99', '248', '312', '211', '295', '179', '87']
['81', '60']
['220', '25']
['355', '231']
['185', '281']
['231', '314']
['330', '94']
['73', '10']
['328', '378']
['147', '367']
['237', '14']
['126', '235']
['194', '300']
['274', '107']
['323', '238']
['337', '321', '115', '271', '292', '44', '238', '282', '174', '56', '103', '72', '378', '25']
['350', '287']
['370', '74']
['165', '20']
['138', '11']
['322', '369']
['75', '397']
['387', '106']
['139', '388', '271', '138', '222', '208', '396', '106', '324', '71', '362', '74', '262', '143']
['397', '327']
['295', '158']
['55', '285']
['110', '76']
['271', '373']
['178', '94']
['302', '243']
['60', '333']
['334', '150']
['55', '231']
['382', '102']
['306', '266']
['378', '53']
['42', '81']
['217', '123']
['128', '316']
['176', '74']
['236', '326']
['89', '65']
['326', '385']
['259', '318']
['170', '79']
['95', '34']
['254', '36']
['23', '167']
['80', '299']
['117', '331']
['26', '37']
['103', '337']
['60', '132']
['40', '1']
['293', '295']
['390', '240', '4', '380', '205', '178', '300', '222', '317', '224', '232', '333', '252', '305']
['81', '182']
['273', '62']
['294', '369']
['394', '311']
['330', '115']
['193', '258']
['208', '74']
['374', '369']
['320', '95']
['22', '240']
['220', '164']
['346', '143']
['189', '254']
['39', '369']
['120', '263', '300', '197', '194', '307', '71', '322', '371', '5', '11', '141', '352', '350']
['135', '21']
['116', '388']
['372', '172']
['23', '383']
['238', '337']
['31', '121']
['316', '106']
['56', '274']
['31', '333']
['174', '247']
['75', '273']
['392', '364']
['101', '361']
['42', '161']
['151', '102']
['7', '1']
['386', '205']
['151', '257']
['5', '309']
['375', '182']
['177', '152']
['271', '388']
['355', '231']
['244', '158']
['75', '118']
['340', '309']
['177', '257']
['397', '382']
['62', '159']
['217', '158']
['359', '150']
['46', '20']
['56', '308', '48', '146', '289', '93', '301', '237', '145', '115', '285', '14', '271', '170']
['250', '279']
['123', '104']
['261', '163', '10', '40', '42', '156', '306', '83', '115', '174', '247', '259', '19', '1']
['370', '381']
['106', '139']
['284', '30', '153', '257', '70', '371', '399', '173', '324', '161', '21', '114', '150', '334']
['59', '267']
['188', '96']
['160', '244']
['4', '252']
['164', '116']
['321', '25']
['227', '116']
['396', '37']
['377', '168', '246', '29', '288', '344', '269', '70', '303', '28', '289', '305', '160', '145']
['70', '64']
['289', '264']
['13', '35', '320', '17', '312', '19', '318', '192', '341', '259', '27', '182', '274', '104']
['114', '229']
['238', '225']
['87', '20']
['161', '13']
['249', '147']
['198', '316']
['150', '191']
['23', '240']
['13', '35']
['10', '145', '61', '80', '252', '332', '126', '354', '73', '235', '21', '205', '83', '346']
['42', '166', '288', '258', '62', '84', '388', '193', '369', '200', '332', '273', '364', '158']
['371', '262']
['180', '239']
['268', '281']
['256', '214']
['53', '177']
['292', '210']
['10', '88', '59', '106', '73', '387', '306', '247', '240', '390', '370', '98', '381', '24']
['227', '43']
['393', '81', '115', '260', '26', '360', '301', '37', '1', '384', '140', '16', '278', '127']
['106', '70']
['222', '178']
['88', '377', '333', '182', '0', '86', '81', '275', '107', '60', '8', '330', '348', '41']
['288', '300']
['4', '325']
['56', '351']
['362', '319']
['333', '287']
['211', '387']
['187', '340']
['286', '325']
['251', '274']
['48', '80']
['204', '197']
['235', '325']
['217', '20']
['268', '242']
['76', '318']
['386', '304', '149', '342', '311', '364', '336', '21', '205', '279', '257', '187', '152', '243']
['217', '202']
['399', '239']
['347', '328']
['177', '216']
['275', '81']
['248', '88']
['21', '332']
['107', '140']
['15', '160']
['271', '72']
['162', '374']
['291', '230']
['261', '1']
['275', '244', '365', '46', '351', '163', '385', '125', '7', '48', '146', '158', '131', '160']
['276', '333']
['161', '397']
['102', '296']
['286', '310']
['392', '91']
['276', '242', '342', '311', '381', '6', '222', '348', '379', '364', '91', '302', '225', '392']
['309', '154']
['324', '177']
['355', '123']
['395', '86']
['59', '362']
['160', '145', '56', '274', '292', '316', '224', '133', '253', '124', '213', '290', '376', '351']
['125', '293', '162', '336', '94', '364', '158', '147', '356', '332', '253', '124', '217', '177']
['147', '239']
['372', '127', '289', '240', '46', '168', '382', '128', '69', '172', '215', '305', '217', '74']
['240', '390']
['60', '210']
['235', '126']
['118', '26']
['78', '82']
['33', '322']
['240', '53']
['164', '25']
['109', '352']
['243', '146']
['26', '128']
['115', '42']
['116', '389']
['377', '381']
['86', '76']
['125', '163']
['385', '93']
['257', '228']
['388', '315']
['145', '237']
['9', '370']
['48', '309']
['160', '351']
['275', '164', '157', '126', '116', '244', '80', '103', '197', '227', '155', '10', '194', '259']
['11', '54']
['215', '220', '398', '30', '89', '308', '109', '373', '187', '152', '219', '12', '243', '302']
['342', '300']
['293', '387']
['369', '288']
['106', '247']
['167', '130']
['177', '333']
['369', '113']
['149', '7']
['295', '262']
['70', '269']
['240', '257']
['160', '385']
['160', '289']
['192', '182']
['59', '331']
['93', '115']
['133', '274']
['273', '158']
['150', '324']
['34', '366', '343', '175', '251', '140', '367', '182', '274', '346', '227', '27', '143', '91']
['157', '80']
['194', '219']
['46', '93', '279', '385', '219', '141', '383', '288', '112', '172', '121', '274', '243', '146']
['361', '248']
['275', '46']
['373', '238']
['98', '239']
['262', '132']
['217', '102']
['391', '198']
['262', '143']
['106', '95']
['33', '16']
['57', '228']
['191', '281', '268', '398', '97', '238', '192', '242', '340', '329', '187', '373', '167', '85']
['7', '160']
['103', '263']
['27', '262']
['374', '207']
['73', '126']
['55', '149']
['320', '166']
['355', '231']
['353', '124']
['176', '261']
['274', '47']
['238', '321']
['333', '31']
['26', '241', '189', '254', '113', '325', '235', '21', '330', '103', '118', '369', '94', '89']
['231', '79']
['273', '317']
['217', '310']
['145', '303']
['159', '204']
['309', '387']
['197', '126']
['165', '1']
['331', '285']
['90', '23']
['312', '35']
['394', '13']
['11', '129']
['274', '107']
['282', '25']
['45', '274', '292', '91', '242', '43', '309', '107', '214', '305', '210', '358', '227', '221']
['54', '281', '361', '335', '126', '172', '138', '11', '166', '129', '183', '101', '185', '248']
['80', '164']
['118', '396']
['59', '370']
['283', '277', '168', '46', '207', '186', '371', '119', '62', '84', '159', '200', '337', '91']
['214', '107']
['240', '96']
['306', '147', '266', '367', '197', '348', '194', '291', '289', '328', '114', '229', '219', '264']
['395', '286']
['397', '214']
['80', '392', '76', '185', '140', '299', '225', '301', '84', '238', '340', '48', '323', '309']
['287', '103']
['303', '56']
['228', '331', '104', '90', '54', '81', '57', '133', '211', '370', '387', '9', '121', '252']
['123', '150']
['295', '296']
['15', '66']
['87', '54']
['377', '289']
['310', '0']
['319', '36', '188', '254', '7', '177', '377', '333', '315', '209', '96', '344', '134', '201']
['155', '11']
['31', '212']
['158', '163']
['131', '75']
['246', '344']
['109', '74']
['115', '146']
['142', '31']
['242', '268']
['200', '84']
['361', '54']
['5', '197']
['288', '178']
['208', '21']
['74', '121']
['103', '126']
['347', '261']
['30', '109']
['281', '361']
['297', '291']
['185', '301']
['319', '31']
['187', '243']
['377', '309', '142', '31', '396', '378', '232', '349', '229', '153', '276', '226', '212', '141']
['262', '232']
['210', '291']
['320', '80']
['289', '285']
['10', '80']
['377', '330']
['305', '309']
['352', '197']
['274', '43']
['89', '369']
['156', '10']
['186', '207']
['93', '383']
['340', '204', '70', '85', '394', '16', '278', '97', '225', '159', '64', '44', '256', '214']
['378', '51', '74', '160', '204', '123', '317', '197', '393', '327', '31', '121', '39', '183']
['324', '298']
['346', '205']
['156', '96']
['70', '269']
['97', '256']
['320', '39']
['377', '60']
['158', '144']
['118', '276']
['127', '16']
['224', '317']
['128', '304']
['348', '219']
['382', '214']
['73', '235', '125', '309', '13', '386', '17', '262', '5', '96', '126', '358', '295', '267']
['210', '11', '292', '149', '78', '82', '328', '354', '140', '337', '7', '345', '378', '60']
['314', '186']
['317', '386']
['92', '22']
['13', '73']
['229', '298']
['174', '378']
['9', '54']
['178', '236']
['371', '194', '262', '74', '389', '81', '300', '97', '178', '42', '291', '78', '82', '370']
['17', '166']
['381', '271']
['325', '349']
['105', '345']
['274', '166']
['385', '34', '32', '373', '326', '86', '236', '362', '377', '271', '274', '182', '174', '307']
['78', '140']
['88', '330']
['384', '181']
['317', '110']
['246', '192']
['284', '173']
['267', '289', '10', '81', '188', '157', '22', '69', '109', '59', '74', '3', '379', '92']
['124', '336']
['3', '66']
['91', '367']
['116', '353']
['193', '90']
['382', '168']
['149', '82']
['221', '361']
['239', '99']
['63', '262']
['397', '292', '274', '373', '224', '382', '286', '47', '102', '259', '293', '214', '327', '147']
['84', '62']
['343', '274']
['106', '27']
['374', '328']
['57', '300']
['13', '17']
['110', '328', '35', '395', '76', '249', '319', '148', '394', '317', '86', '311', '318', '242']
['324', '334']
['117', '369', '7', '74', '160', '39', '15', '320', '325', '235', '64', '300', '288', '66']
['377', '160']
['73', '106']
['319', '134']
['31', '32']
['353', '255']
['146', '244']
['263', '20', '177', '163', '336', '17', '216', '152', '187', '324', '332', '126', '103', '71']
['307', '63']
['102', '293']
['279', '125']
['157', '80']
['353', '215']
['386', '125']
['124', '235']
['181', '27']
['197', '219']
['7', '48']
['276', '149']
['27', '381', '326', '208', '116', '13', '394', '271', '377', '118', '331', '161', '210', '117']
['306', '40']
['377', '21']
['371', '59', '106', '95', '304', '128', '258', '26', '241', '32', '248', '201', '316', '224']
['274', '46']
['328', '86']
['333', '252']
['387', '333']
['336', '364']
['319', '362']
['244', '158']
['69', '74']
['263', '71']
['194', '390']
['54', '182']
['164', '275']
['191', '97']
['9', '387']
['125', '356']
['242', '158']
['128', '201']
['146', '48']
['317', '300']
['56', '14']
['99', '147']
['317', '242']
['289', '109']
['200', '277']
['158', '46']
['246', '315']
['107', '207']
['140', '182']
['260', '127']
['31', '396']
['107', '191']
['296', '239']
['177', '154']
['146', '48']
['266', '194']
['181', '202']
['23', '348', '249', '33', '98', '99', '239', '66', '323', '147', '16', '3', '305', '399']
['192', '242']
['187', '30']
['374', '197']
['249', '66']
['187', '373']
['116', '155']
['309', '378']
['389', '74']
['89', '220']
['352', '158']
['158', '332']
['264', '147']
['189', '118']
['283', '277']
['249', '23']
['295', '309']
['387', '331']
['314', '383']
['225', '159']
['386', '304']
['46', '244']
['320', '318']
['107', '150']
['373', '191']
['309', '130']
['133', '253']
['32', '174']
['274', '307']
['197', '307']
['309', '63']
['287', '74']
['109', '308']
['261', '347']
['187', '342']
['370', '371']
['65', '214']
['219', '229']
['74', '106']
['147', '328']
['186', '259']
['259', '207']
['305', '145']
['289', '217']
['240', '102']
['194', '190']
['194', '306']
['255', '282', '322', '319', '60', '143', '140', '362', '132', '294', '211', '215', '353', '116']
['44', '333', '218', '124', '217', '27', '159', '215', '71', '102', '123', '156', '238', '158']
['96', '297', '291', '156', '169', '303', '210', '276', '266', '56', '390', '264', '124', '149']
['42', '158']
['135', '57']
['273', '31', '103', '287', '319', '350', '17', '240', '23', '383', '166', '333', '195', '85']
['262', '143']
['241', '89']
['164', '177']
['328', '287', '198', '391', '241', '261', '214', '295', '379', '316', '70', '347', '176', '74']
['328', '315']
['48', '385']
['149', '169']
['362', '143']
['256', '97']
['286', '292']
['257', '284']
['324', '11']
['10', '98']
['26', '369']
['17', '163']
['287', '383']
['217', '333']
['335', '172']
['152', '279']
['42', '282']
['310', '386']
['385', '125']
['344', '143']
['92', '59']
['22', '220']
['369', '197', '42', '158', '282', '322', '242', '313', '33', '294', '287', '328', '374', '189']
['71', '217']
['262', '107']
['70', '160']
['387', '90', '70', '384', '309', '130', '167', '23', '27', '106', '193', '237', '333', '181']
['23', '85']
['396', '271']
['288', '120']
['21', '383']
['311', '6']
['214', '327', '266', '160', '256', '218', '313', '95', '320', '370', '97', '100', '208', '15']
['328', '340']
