['993', '291', '608']
['819', '134', '795']
['529', '32', '142']
['332', '614', '106']
['879', '883', '716']
['769', '299', '764']
['122', '16', '806']
['555', '315', '594']
['625', '678', '905']
['74', '907', '532']
['35', '412', '51']
['354', '237', '282']
['272', '779', '344']
['604', '422', '660']
['513', '954', '651']
['663', '976', '269']
['204', '951', '250']
['420', '266', '111']
['164', '267', '906']
['901', '820', '280']
['428', '813', '847']
['672', '994', '893']
['387', '605', '307']
['519', '801', '15']
['666', '462', '628']
['999', '482', '480']
['959', '712', '537']
['486', '496', '661']
['725', '2', '40']
['485', '793', '903']
['812', '742', '211']
['47', '104', '539']
['909', '933', '737']
['972', '515', '60']
['292', '478', '137']
['572', '846', '777']
['570', '235', '591']
['897', '444', '630']
['520', '171', '477']
['464', '523', '11']
['610', '158', '360']
['580', '401', '540']
['88', '736', '856']
['382', '686', '567']
['363', '607', '989']
['992', '756', '807']
['410', '209', '48']
['202', '366', '87']
['206', '362', '265']
['763', '579', '433']
['983', '692', '180']
['527', '617', '915']
['405', '851', '612']
['765', '551', '97']
['326', '788', '739']
['244', '27', '857']
['414', '1', '306']
['937', '323', '597']
['687', '664', '971']
['844', '380', '153']
['406', '596', '314']
['417', '677', '383']
['56', '396', '842']
['957', '198', '21']
['926', '232', '935']
['132', '724', '20']
['809', '252', '702']
['918', '503', '290']
['578', '754', '469']
['521', '731', '599']
['854', '592', '92']
['498', '286', '481']
['108', '84', '974']
['152', '28', '637']
['618', '82', '931']
['602', '26', '535']
['374', '487', '359']
['729', '402', '53']
['167', '762', '136']
['655', '264', '475']
['552', '730', '351']
['12', '242', '569']
['45', '38', '3']
['146', '49', '161']
['703', '327', '550']
['723', '867', '188']
['17', '889', '733']
['154', '278', '615']
['460', '711', '385']
['980', '277', '357']
['982', '37', '691']
['96', '160', '449']
['228', '638', '707']
['822', '956', '715']
['771', '895', '185']
['296', '345', '333']
['952', '508', '89']
['199', '46', '221']
['191', '932', '115']
['653', '10', '29']
['781', '817', '709']
['865', '506', '183']
['43', '840', '790']
['751', '474', '924']
['774', '547', '744']
['755', '490', '476']
['875', '697', '170']
['564', '861', '435']
['568', '205', '534']
['839', '120', '849']
['169', '644', '640']
['942', '912', '176']
['969', '613', '254']
['944', '787', '68']
['85', '796', '384']
['792', '321', '549']
['159', '225', '685']
['708', '783', '240']
['752', '273', '493']
['798', '100', '36']
['302', '30', '220']
['381', '66', '386']
['706', '216', '670']
['713', '441', '789']
['23', '888', '767']
['150', '118', '838']
['693', '337', '576']
['757', '990', '850']
['554', '186', '494']
['940', '450', '33']
['445', '588', '746']
['831', '516', '369']
['530', '251', '511']
['238', '173', '192']
['680', '810', '271']
['642', '876', '442']
['484', '157', '665']
['243', '294', '415']
['566', '117', '223']
['502', '855', '138']
['848', '821', '581']
['257', '308', '886']
['601', '835', '833']
['913', '759', '79']
['213', '343', '584']
['509', '600', '870']
['353', '561', '667']
['81', '246', '281']
['679', '58', '894']
['975', '400', '208']
['818', '945', '13']
['331', '695', '811']
['334', '611', '862']
['41', '995', '249']
['910', '794', '425']
['78', '772', '947']
['656', '652', '284']
['797', '95', '135']
['463', '522', '288']
['648', '336', '258']
['340', '372', '75']
['419', '24', '717']
