40
18
['AIQ', 'ANK', 'ASS', 'ALG', 'AGN', 'AGE', 'ATF', 'AHA', 'AAJ', 'AKL', 'AEL', 'AQO', 'ADB']
['AIQ', 'ALG', 'ASS', 'AGE', 'ANK', 'AQO', 'AAJ', 'AGN', 'ADB', 'AHA', 'ATF', 'AEL', 'AKL']
['AAJ', 'AIQ', 'AHA', 'ASS', 'AQO', 'ANK', 'AGE', 'ADB', 'AEL', 'AGN', 'AKL', 'ATF', 'ALG']
['AAJ', 'AKL', 'AGN', 'ADB', 'ALG', 'ASS', 'AGE', 'AIQ', 'AQO', 'AHA', 'AEL', 'ANK', 'ATF']
['ALG', 'AAJ', 'ADB', 'AHA', 'AEL', 'ATF', 'AIQ', 'ASS', 'AKL', 'AGN', 'AQO', 'ANK', 'AGE']
['AEL', 'AGE', 'ANK', 'ADB', 'ALG', 'AHA', 'AQO', 'AKL', 'AGN', 'ASS', 'AAJ', 'AIQ', 'ATF']
['AGE', 'ADB', 'AKL', 'ANK', 'ASS', 'ALG', 'AQO', 'AEL', 'AHA', 'AIQ', 'AGN', 'ATF', 'AAJ']
['ASL', 'ARG', 'ANM', 'AND', 'APW', 'AER', 'ALF', 'ANI', 'AET', 'ATK', 'AMB', 'API', 'AMI']
['ASL', 'AER', 'AMB', 'API', 'ANI', 'AMI', 'ATK', 'APW', 'AND', 'ARG', 'ANM', 'AET', 'ALF']
['AMB', 'AMI', 'ANM', 'API', 'AND', 'ATK', 'AET', 'ANI', 'ALF', 'APW', 'ASL', 'ARG', 'AER']
['ANM', 'ATK', 'AET', 'ARG', 'ALF', 'AER', 'AND', 'AMB', 'ASL', 'AMI', 'API', 'APW', 'ANI']
['ALF', 'ARG', 'AND', 'ANM', 'ANI', 'AMB', 'ASL', 'ATK', 'API', 'APW', 'AER', 'AMI', 'AET']
['ASL', 'AMI', 'ANI', 'AER', 'AND', 'API', 'ARG', 'APW', 'ATK', 'AMB', 'ANM', 'ALF', 'AET']
['ALF', 'AET', 'ANM', 'ASL', 'APW', 'AMB', 'ANI', 'API', 'AMI', 'ATK', 'AER', 'ARG', 'AND']
['AER', 'ALF', 'AMB', 'AMI', 'ATK', 'ANM', 'ANI', 'AET', 'APW', 'API', 'AND', 'ASL', 'ARG']
['APW', 'AER', 'ATK', 'ANM', 'API', 'ANI', 'ARG', 'AET', 'AMB', 'ALF', 'AND', 'ASL', 'AMI']
['ANM', 'AET', 'ALF', 'API', 'APW', 'AND', 'ASL', 'ARG', 'AMI', 'ANI', 'ATK', 'AMB', 'AER']
['APW', 'ANM', 'API', 'ALF', 'AET', 'AMI', 'ATK', 'AND', 'ASL', 'ARG', 'AMB', 'AER', 'ANI']
['ANM', 'ARG', 'AND', 'AER', 'AMI', 'APW', 'AET', 'ASL', 'ANI', 'AMB', 'ALF', 'ATK', 'API']
['ALF', 'API', 'AMI', 'ANM', 'APW', 'AET', 'AER', 'AND', 'AMB', 'ANI', 'ATK', 'ASL', 'ARG']
['ATK', 'ALF', 'AMB', 'AND', 'API', 'ANM', 'APW', 'ASL', 'AER', 'AMI', 'AET', 'ANI', 'ARG']
['AET', 'ASL', 'ALF', 'APW', 'AMB', 'AMI', 'ANI', 'ATK', 'ARG', 'AER', 'AND', 'API', 'ANM']
['ANM', 'AET', 'ALF', 'AMI', 'AMB', 'ASL', 'ANI', 'ARG', 'AER', 'API', 'ATK', 'AND', 'APW']
['ALF', 'ANM', 'APW', 'AMI', 'ATK', 'AND', 'ARG', 'ANI', 'AER', 'AMB', 'API', 'AET', 'ASL']
['AET', 'AMB', 'AND', 'API', 'ALF', 'ANM', 'ASL', 'APW', 'ANI', 'ARG', 'ATK', 'AER', 'AMI']
['ASL', 'ANM', 'API', 'APW', 'AND', 'ARG', 'AMB', 'AMI', 'AET', 'ALF', 'ANI', 'AER', 'ATK']
['AND', 'ANI', 'API', 'ATK', 'ALF', 'APW', 'ANM', 'ARG', 'AET', 'ASL', 'AMB', 'AMI', 'AER']
['AMI', 'ANI', 'AER', 'ARG', 'AND', 'ALF', 'ATK', 'APW', 'ANM', 'AMB', 'ASL', 'AET', 'API']
['AMB', 'AND', 'ATK', 'AET', 'APW', 'ARG', 'AER', 'ALF', 'ANI', 'ASL', 'ANM', 'API', 'AMI']
['AND', 'ALF', 'ATK', 'AMI', 'APW', 'ANI', 'ASL', 'AER', 'ANM', 'ARG', 'AET', 'API', 'AMB']
['ANE', 'AOD', 'AMP', 'AAP', 'APQ', 'AFR', 'AQY', 'ANG', 'ATD', 'ALU', 'APV', 'AOV', 'ASO']
['AOV', 'APV', 'AMP', 'ASO', 'ANG', 'AFR', 'AAP', 'ALU', 'AOD', 'ATD', 'AQY', 'APQ', 'ANE']
['APQ', 'AFR', 'ATD', 'AOD', 'ALU', 'AQY', 'AMP', 'AAP', 'ANG', 'AOV', 'ASO', 'ANE', 'APV']
['ANG', 'AQY', 'APQ', 'AOD', 'AAP', 'ASO', 'APV', 'AOV', 'AMP', 'ATD', 'AFR', 'ANE', 'ALU']
['APQ', 'ATD', 'ANG', 'ANE', 'AAP', 'AOV', 'APV', 'AOD', 'AMP', 'ALU', 'AQY', 'AFR', 'ASO']
['ATD', 'AMP', 'APV', 'APQ', 'ASO', 'ALU', 'ANG', 'AOD', 'AAP', 'AQY', 'AFR', 'AOV', 'ANE']
['ATD', 'AOV', 'ANE', 'APV', 'AFR', 'ANG', 'AAP', 'AMP', 'AOD', 'AQY', 'ASO', 'APQ', 'ALU']
['ALU', 'AQY', 'APQ', 'APV', 'ANG', 'ASO', 'AOV', 'ATD', 'ANE', 'AMP', 'AAP', 'AOD', 'AFR']
['ANG', 'AFR', 'ASO', 'ATD', 'AQY', 'ANE', 'AMP', 'AOV', 'APV', 'APQ', 'AOD', 'ALU', 'AAP']
['ASO', 'ALU', 'AOV', 'APQ', 'AQY', 'AOD', 'ANE', 'ATD', 'AAP', 'AMP', 'APV', 'ANG', 'AFR']
['APV', 'APQ', 'AMP', 'ANG', 'AAP', 'AQY', 'AFR', 'AOV', 'ASO', 'AOD', 'ATD', 'ANE', 'ALU']
['ANG', 'AQY', 'AMP', 'AOD', 'AFR', 'AAP', 'APQ', 'APV', 'AOV', 'ALU', 'ANE', 'ASO', 'ATD']
['ATD', 'ALU', 'AAP', 'AOV', 'APV', 'AFR', 'ANG', 'ASO', 'APQ', 'ANE', 'AOD', 'AMP', 'AQY']
['ALU', 'AAP', 'APQ', 'ANE', 'ASO', 'AFR', 'AQY', 'APV', 'AMP', 'ANG', 'AOV', 'AOD', 'ATD']
['AOD', 'ANE', 'APQ', 'AFR', 'AOV', 'AMP', 'ANG', 'ATD', 'APV', 'ALU', 'ASO', 'AAP', 'AQY']
['ASO', 'AOD', 'ALU', 'APQ', 'AAP', 'AMP', 'AFR', 'APV', 'ANG', 'AOV', 'ANE', 'ATD', 'AQY']
['AOV', 'AMP', 'ATD', 'AAP', 'ASO', 'AQY', 'ANG', 'ANE', 'APV', 'ALU', 'AOD', 'AFR', 'APQ']
['AMP', 'APQ', 'AOV', 'ASO', 'ANE', 'APV', 'ALU', 'AOD', 'AFR', 'ATD', 'AQY', 'ANG', 'AAP']
['AOV', 'ANG', 'AOD', 'AMP', 'ASO', 'ALU', 'AQY', 'ANE', 'ATD', 'AAP', 'AFR', 'APQ', 'APV']
['AMP', 'APV', 'ATD', 'ALU', 'AOD', 'ANG', 'APQ', 'AAP', 'AFR', 'AQY', 'ASO', 'ANE', 'AOV']
['AAP', 'ATD', 'APQ', 'AFR', 'APV', 'ANE', 'AMP', 'ANG', 'AQY', 'ASO', 'AOD', 'ALU', 'AOV']
['ATD', 'AMP', 'AOD', 'AOV', 'AFR', 'ANE', 'ALU', 'AAP', 'ASO', 'APQ', 'APV', 'AQY', 'ANG']
['ASO', 'AQY', 'ALU', 'AMP', 'AOV', 'APQ', 'APV', 'ATD', 'ANE', 'ANG', 'AOD', 'AFR', 'AAP']
['ARV', 'ATT', 'ACC', 'ASB', 'ASD', 'AMN', 'AGY', 'APB', 'ACQ', 'ADA', 'AMA', 'APX', 'AEM']
['AEM', 'ADA', 'ATT', 'APB', 'ASB', 'AMN', 'AGY', 'ASD', 'ACC', 'AMA', 'ARV', 'APX', 'ACQ']
['ADA', 'AMA', 'ACC', 'AEM', 'ASD', 'ACQ', 'ARV', 'ATT', 'ASB', 'APX', 'AMN', 'APB', 'AGY']
['ASB', 'ADA', 'AGY', 'APB', 'ACQ', 'ARV', 'ATT', 'AMN', 'APX', 'ACC', 'ASD', 'AEM', 'AMA']
['APX', 'AEM', 'ATT', 'ADA', 'ACC', 'ASB', 'ACQ', 'ASD', 'AGY', 'APB', 'ARV', 'AMN', 'AMA']
['AMN', 'APB', 'ACC', 'APX', 'ARV', 'ACQ', 'AGY', 'ASB', 'AMA', 'ASD', 'ATT', 'AEM', 'ADA']
['AGY', 'ATT', 'AMN', 'APB', 'ACQ', 'AMA', 'ASB', 'ASD', 'ARV', 'ADA', 'ACC', 'APX', 'AEM']
['ACQ', 'ADA', 'ARV', 'AMA', 'ATT', 'ASD', 'APB', 'APX', 'AGY', 'AEM', 'AMN', 'ACC', 'ASB']
['ASB', 'ACQ', 'APX', 'AEM', 'ATT', 'APB', 'AMN', 'ARV', 'ADA', 'AMA', 'ASD', 'AGY', 'ACC']
['ACQ', 'ARV', 'ADA', 'ASD', 'APB', 'ATT', 'ASB', 'AGY', 'AMN', 'ACC', 'AEM', 'AMA', 'APX']
['APB', 'ACC', 'AMA', 'ADA', 'ASD', 'ARV', 'APX', 'AEM', 'AMN', 'ATT', 'ASB', 'ACQ', 'AGY']
['ASD', 'ACC', 'ACQ', 'AMN', 'AEM', 'AGY', 'ATT', 'AMA', 'ARV', 'APB', 'APX', 'ASB', 'ADA']
['ASB', 'ARV', 'ACQ', 'ATT', 'AGY', 'ACC', 'ASD', 'ADA', 'AEM', 'APX', 'AMA', 'AMN', 'APB']
['ARV', 'AMN', 'AEM', 'APX', 'AGY', 'APB', 'ADA', 'ACC', 'ASB', 'ACQ', 'ASD', 'ATT', 'AMA']
['ASD', 'ATT', 'AMN', 'APX', 'ARV', 'AGY', 'APB', 'ADA', 'AEM', 'ASB', 'ACC', 'AMA', 'ACQ']
['ATT', 'AGY', 'ASD', 'APX', 'ARV', 'APB', 'ASB', 'AEM', 'AMN', 'ACC', 'AMA', 'ACQ', 'ADA']
['AGY', 'ACC', 'APX', 'ASB', 'ACQ', 'AEM', 'ATT', 'APB', 'AMN', 'AMA', 'ARV', 'ADA', 'ASD']
['AEM', 'APX', 'AGY', 'AMA', 'ARV', 'ATT', 'APB', 'ASB', 'ACQ', 'ADA', 'AMN', 'ACC', 'ASD']
['ACC', 'ARV', 'ACQ', 'AMA', 'APX', 'ADA', 'AGY', 'ASB', 'APB', 'ASD', 'AEM', 'AMN', 'ATT']
['AEM', 'ARV', 'AGY', 'ASD', 'APB', 'AMN', 'ADA', 'ASB', 'APX', 'ACQ', 'ATT', 'AMA', 'ACC']
['ACQ', 'AEM', 'ASB', 'ASD', 'AMN', 'APB', 'ADA', 'AGY', 'ACC', 'ATT', 'ARV', 'AMA', 'APX']
['APX', 'ADA', 'ACC', 'AMN', 'ASD', 'ACQ', 'ASB', 'ARV', 'AEM', 'AGY', 'AMA', 'ATT', 'APB']
['ACQ', 'AEM', 'AMA', 'ACC', 'ASB', 'APX', 'APB', 'ATT', 'ARV', 'AGY', 'ASD', 'ADA', 'AMN']
['ANW', 'AIM', 'AKX', 'AMS', 'ATH', 'AJM', 'AAV', 'AHL', 'ARK', 'AOR', 'AAB', 'AGI', 'AOA']
['AKX', 'AGI', 'AHL', 'AOA', 'AAB', 'AIM', 'ANW', 'AJM', 'AMS', 'AOR', 'ARK', 'ATH', 'AAV']
['AIM', 'AKX', 'AOA', 'AAB', 'ANW', 'ARK', 'AAV', 'AOR', 'AGI', 'AMS', 'ATH', 'AHL', 'AJM']
['AOA', 'ANW', 'AMS', 'AHL', 'AJM', 'AGI', 'AAB', 'ATH', 'AOR', 'AAV', 'AKX', 'ARK', 'AIM']
['AGI', 'AOR', 'AAV', 'AMS', 'AHL', 'AIM', 'AOA', 'AJM', 'ARK', 'ANW', 'AKX', 'ATH', 'AAB']
['AJM', 'ATH', 'AOA', 'ARK', 'AAB', 'AMS', 'AAV', 'ANW', 'AGI', 'AOR', 'AHL', 'AKX', 'AIM']
['AJM', 'ATH', 'AAB', 'ANW', 'AHL', 'AMS', 'AGI', 'AKX', 'AIM', 'ARK', 'AAV', 'AOA', 'AOR']
['AOA', 'AAB', 'AOR', 'ATH', 'AMS', 'AIM', 'AAV', 'ARK', 'AKX', 'AHL', 'AGI', 'AJM', 'ANW']
['AIM', 'AAV', 'AHL', 'AJM', 'AOR', 'AMS', 'ATH', 'ARK', 'AKX', 'AOA', 'AGI', 'ANW', 'AAB']
['AIM', 'AAB', 'AHL', 'ATH', 'AAV', 'AJM', 'AMS', 'AKX', 'AGI', 'ARK', 'ANW', 'AOR', 'AOA']
['ARK', 'AAV', 'AHL', 'AOA', 'ATH', 'AIM', 'AGI', 'AOR', 'AMS', 'AKX', 'AJM', 'ANW', 'AAB']
['ATH', 'ARK', 'AAB', 'AHL', 'AGI', 'AOR', 'AOA', 'AKX', 'AJM', 'AMS', 'ANW', 'AAV', 'AIM']
['AJM', 'AAV', 'ARK', 'ATH', 'AMS', 'AGI', 'AOA', 'AKX', 'AAB', 'AIM', 'AHL', 'AOR', 'ANW']
['AJM', 'ANW', 'AOA', 'ARK', 'AHL', 'ATH', 'AKX', 'AIM', 'AAB', 'AAV', 'AMS', 'AGI', 'AOR']
['ARK', 'AJM', 'AOA', 'AAB', 'AGI', 'AOR', 'AIM', 'AMS', 'AKX', 'ANW', 'AHL', 'AAV', 'ATH']
['ANW', 'AAB', 'ARK', 'AHL', 'AOA', 'AOR', 'AJM', 'AIM', 'AKX', 'AMS', 'AGI', 'AAV', 'ATH']
['AOA', 'ARK', 'AAV', 'AIM', 'AGI', 'AOR', 'AKX', 'AHL', 'ATH', 'AAB', 'AMS', 'ANW', 'AJM']
['ARK', 'AAB', 'AIM', 'AOR', 'AAV', 'ATH', 'AKX', 'AGI', 'AJM', 'AOA', 'AMS', 'AHL', 'ANW']
['AAB', 'AOA', 'AIM', 'AHL', 'AMS', 'AKX', 'ATH', 'AJM', 'ARK', 'AAV', 'ANW', 'AOR', 'AGI']
['AMS', 'AOR', 'AAB', 'ARK', 'AGI', 'ANW', 'ATH', 'AIM', 'AHL', 'AKX', 'AJM', 'AOA', 'AAV']
['AHL', 'AAB', 'ANW', 'ARK', 'AIM', 'AAV', 'AOA', 'AKX', 'AGI', 'ATH', 'AOR', 'AJM', 'AMS']
['AKX', 'AIM', 'ANW', 'AMS', 'AOA', 'AAB', 'AAV', 'ATH', 'ARK', 'AGI', 'AOR', 'AJM', 'AHL']
['AOR', 'ATH', 'AAV', 'AHL', 'AGI', 'AMS', 'ANW', 'ARK', 'AKX', 'AIM', 'AJM', 'AAB', 'AOA']
['ABE', 'ASR', 'AKI', 'AJP', 'AEP', 'AAN', 'AIY', 'AAK', 'AEY', 'AHJ', 'ANB', 'ATJ', 'ALX']
['ABE', 'AAK', 'ALX', 'AIY', 'ANB', 'AHJ', 'AKI', 'AEP', 'AJP', 'AAN', 'ASR', 'AEY', 'ATJ']
['AAK', 'ANB', 'AKI', 'ABE', 'AEP', 'ALX', 'AIY', 'AJP', 'AEY', 'AAN', 'AHJ', 'ASR', 'ATJ']
['AHJ', 'AAN', 'ABE', 'ATJ', 'AAK', 'AEP', 'AKI', 'ANB', 'AIY', 'ASR', 'AJP', 'ALX', 'AEY']
['ANB', 'ABE', 'AHJ', 'AJP', 'ATJ', 'AAK', 'AAN', 'ALX', 'AIY', 'ASR', 'AKI', 'AEP', 'AEY']
['ABE', 'AJP', 'ALX', 'AAK', 'AKI', 'AAN', 'AEY', 'AIY', 'AEP', 'ASR', 'AHJ', 'ANB', 'ATJ']
['ATJ', 'AHJ', 'ALX', 'AJP', 'ASR', 'AAN', 'AEY', 'AAK', 'AIY', 'AEP', 'ABE', 'ANB', 'AKI']
['AAK', 'ABE', 'AKI', 'AJP', 'ALX', 'AAN', 'AEP', 'AHJ', 'ASR', 'AIY', 'AEY', 'ANB', 'ATJ']
['ASR', 'AKI', 'ATJ', 'AAK', 'AAN', 'AEP', 'AHJ', 'ALX', 'ANB', 'AJP', 'AIY', 'ABE', 'AEY']
['AIY', 'ASR', 'ALX', 'AEY', 'AJP', 'ABE', 'ATJ', 'AAN', 'ANB', 'AEP', 'AAK', 'AKI', 'AHJ']
['AAK', 'ASR', 'AHJ', 'AIY', 'AKI', 'ATJ', 'AEP', 'ABE', 'AEY', 'ALX', 'AAN', 'ANB', 'AJP']
['ASR', 'AKI', 'AHJ', 'AAK', 'AJP', 'AEP', 'ATJ', 'ABE', 'AEY', 'ANB', 'AAN', 'AIY', 'ALX']
['ATJ', 'ANB', 'ALX', 'AAN', 'AKI', 'ABE', 'AAK', 'AHJ', 'AJP', 'AEP', 'AIY', 'ASR', 'AEY']
['ATJ', 'AKI', 'AJP', 'AAK', 'AIY', 'AEY', 'AHJ', 'ANB', 'AAN', 'ASR', 'ABE', 'ALX', 'AEP']
['AJP', 'AEY', 'AKI', 'AHJ', 'AIY', 'ALX', 'AAN', 'AEP', 'ASR', 'ANB', 'AAK', 'ATJ', 'ABE']
['AEP', 'AIY', 'ABE', 'ASR', 'ATJ', 'ANB', 'AKI', 'AJP', 'AHJ', 'AAN', 'AAK', 'ALX', 'AEY']
['AAK', 'ANB', 'AHJ', 'ATJ', 'ABE', 'AEP', 'ALX', 'AEY', 'AAN', 'AKI', 'AJP', 'AIY', 'ASR']
['AEP', 'ALX', 'AEY', 'ABE', 'AHJ', 'AKI', 'ATJ', 'AJP', 'ANB', 'ASR', 'AAN', 'AIY', 'AAK']
['ANB', 'AHJ', 'ATJ', 'ASR', 'AAN', 'ALX', 'AJP', 'AKI', 'AIY', 'AAK', 'ABE', 'AEP', 'AEY']
['ANB', 'AIY', 'AJP', 'ATJ', 'AAK', 'ABE', 'AEY', 'ALX', 'ASR', 'AEP', 'AKI', 'AHJ', 'AAN']
['AAN', 'ABE', 'AKI', 'ANB', 'AHJ', 'AIY', 'AAK', 'ASR', 'ALX', 'AEP', 'AEY', 'AJP', 'ATJ']
['ATJ', 'AAK', 'AEY', 'AIY', 'ASR', 'AEP', 'ANB', 'AHJ', 'ABE', 'AAN', 'AJP', 'ALX', 'AKI']
['AKI', 'ABE', 'AHJ', 'AIY', 'ATJ', 'ALX', 'AJP', 'AAK', 'AEY', 'ASR', 'AEP', 'ANB', 'AAN']
['AOT', 'ASP', 'AEO', 'ATU', 'ARX', 'AKV', 'AIV', 'AOJ', 'ARJ', 'AAL', 'AOW', 'ABM', 'AID']
['ARJ', 'AAL', 'AKV', 'ATU', 'ASP', 'ABM', 'AOW', 'AOT', 'AID', 'AEO', 'AIV', 'ARX', 'AOJ']
['ARJ', 'AKV', 'AEO', 'ABM', 'AIV', 'AOJ', 'AOT', 'AOW', 'AAL', 'ATU', 'ARX', 'AID', 'ASP']
['AEO', 'ARJ', 'AIV', 'ATU', 'AOW', 'AOJ', 'ARX', 'ASP', 'AKV', 'AID', 'AAL', 'AOT', 'ABM']
['AID', 'ASP', 'ABM', 'AIV', 'AOT', 'ARJ', 'AAL', 'AOW', 'AEO', 'ARX', 'ATU', 'AOJ', 'AKV']
['ATU', 'AOW', 'AOJ', 'AID', 'AOT', 'AIV', 'ABM', 'ARX', 'ASP', 'ARJ', 'AAL', 'AEO', 'AKV']
['ARJ', 'ASP', 'AKV', 'ABM', 'AOW', 'AOJ', 'ATU', 'AID', 'AOT', 'ARX', 'AEO', 'AIV', 'AAL']
['AEO', 'AID', 'ATU', 'AOW', 'ABM', 'AOT', 'AIV', 'AKV', 'ARJ', 'ARX', 'AAL', 'ASP', 'AOJ']
['AOJ', 'ARX', 'AOT', 'AOW', 'AEO', 'ASP', 'AAL', 'AIV', 'AKV', 'ARJ', 'AID', 'ABM', 'ATU']
['ATU', 'ARX', 'ASP', 'AOJ', 'AKV', 'ARJ', 'AOW', 'AIV', 'AEO', 'AAL', 'AID', 'ABM', 'AOT']
['AIV', 'AKV', 'AOT', 'ABM', 'AAL', 'ASP', 'AOJ', 'AEO', 'AOW', 'AID', 'ARX', 'ATU', 'ARJ']
['ARX', 'ASP', 'ARJ', 'AOT', 'AID', 'AOJ', 'AIV', 'AOW', 'AEO', 'ABM', 'AKV', 'ATU', 'AAL']
['AOT', 'AKV', 'ATU', 'ASP', 'AEO', 'AOJ', 'ARX', 'ABM', 'ARJ', 'AIV', 'AID', 'AOW', 'AAL']
['AOW', 'AOJ', 'AEO', 'AAL', 'AKV', 'AIV', 'ARJ', 'ARX', 'ATU', 'ASP', 'ABM', 'AID', 'AOT']
['ASP', 'AEO', 'AID', 'AOW', 'AOT', 'ARX', 'AKV', 'ATU', 'AIV', 'ARJ', 'ABM', 'AAL', 'AOJ']
['ATU', 'ARJ', 'ABM', 'AOW', 'AEO', 'AIV', 'ARX', 'AOT', 'ASP', 'AKV', 'AAL', 'AID', 'AOJ']
['AOW', 'AAL', 'ATU', 'AIV', 'AOJ', 'AEO', 'AOT', 'AKV', 'AID', 'ARX', 'ASP', 'ARJ', 'ABM']
['AID', 'ATU', 'AOT', 'AKV', 'AIV', 'ARX', 'ARJ', 'ABM', 'AOJ', 'AAL', 'AEO', 'ASP', 'AOW']
['AID', 'AOJ', 'AOT', 'AIV', 'AAL', 'AOW', 'ABM', 'ARX', 'AEO', 'ATU', 'ARJ', 'ASP', 'AKV']
['AOJ', 'ARX', 'ARJ', 'AKV', 'AOT', 'AID', 'ATU', 'AIV', 'AAL', 'AEO', 'ASP', 'AOW', 'ABM']
['AAL', 'ARJ', 'ARX', 'AIV', 'ASP', 'ABM', 'AOW', 'AID', 'AOJ', 'AOT', 'AEO', 'AKV', 'ATU']
['ABM', 'AAL', 'AEO', 'AKV', 'ARJ', 'ATU', 'AOT', 'AID', 'ARX', 'AOJ', 'AIV', 'ASP', 'AOW']
['AKV', 'ABM', 'AIV', 'AOJ', 'ASP', 'ARX', 'ARJ', 'ATU', 'AOW', 'AOT', 'AEO', 'AID', 'AAL']
['ACI', 'ALC', 'ATA', 'ALT', 'ANN', 'AEU', 'ARB', 'ADE', 'AAC', 'ABT', 'AAY', 'AJK', 'AFD']
['ATA', 'AEU', 'AAC', 'AFD', 'ANN', 'ALC', 'ARB', 'ACI', 'AJK', 'AAY', 'ABT', 'ALT', 'ADE']
['AAY', 'ARB', 'ADE', 'ALT', 'AEU', 'ATA', 'ACI', 'AAC', 'ANN', 'ALC', 'AJK', 'ABT', 'AFD']
['ALT', 'AEU', 'ABT', 'AAC', 'AFD', 'ACI', 'ATA', 'ANN', 'AJK', 'ARB', 'ADE', 'AAY', 'ALC']
['AFD', 'ACI', 'AAC', 'ALC', 'ATA', 'AJK', 'ANN', 'AAY', 'ADE', 'ABT', 'AEU', 'ALT', 'ARB']
['ADE', 'AAC', 'ACI', 'ATA', 'AFD', 'ARB', 'AJK', 'ALC', 'ALT', 'ANN', 'AEU', 'AAY', 'ABT']
['ATA', 'ALC', 'AJK', 'ARB', 'AAC', 'ALT', 'AFD', 'AEU', 'AAY', 'ANN', 'ACI', 'ADE', 'ABT']
['AAC', 'ARB', 'AFD', 'AEU', 'ADE', 'ALC', 'AJK', 'ACI', 'ALT', 'AAY', 'ANN', 'ABT', 'ATA']
['AJK', 'ADE', 'ALC', 'AEU', 'AFD', 'ACI', 'AAC', 'ANN', 'AAY', 'ABT', 'ATA', 'ALT', 'ARB']
['ADE', 'AFD', 'ANN', 'AJK', 'ATA', 'ACI', 'AEU', 'AAC', 'ARB', 'AAY', 'ALC', 'ALT', 'ABT']
['AJK', 'AAY', 'ARB', 'ALC', 'ABT', 'ADE', 'AFD', 'ATA', 'ACI', 'ALT', 'ANN', 'AAC', 'AEU']
['ABT', 'AEU', 'AAC', 'ALT', 'AJK', 'AFD', 'ADE', 'ALC', 'ANN', 'AAY', 'ATA', 'ARB', 'ACI']
['ANN', 'AAY', 'ADE', 'ARB', 'ATA', 'AJK', 'AAC', 'ALT', 'ABT', 'ACI', 'AEU', 'ALC', 'AFD']
['ACI', 'ARB', 'ANN', 'AEU', 'AAY', 'AAC', 'ADE', 'ATA', 'ALT', 'ALC', 'AJK', 'AFD', 'ABT']
['ALC', 'AAY', 'ABT', 'ADE', 'ACI', 'ATA', 'ALT', 'ANN', 'AEU', 'AFD', 'AAC', 'ARB', 'AJK']
['ANN', 'ACI', 'AJK', 'AEU', 'ARB', 'ATA', 'ALC', 'AAY', 'AFD', 'ADE', 'AAC', 'ALT', 'ABT']
['ACI', 'AEU', 'ALT', 'ALC', 'ARB', 'ABT', 'AAY', 'ANN', 'AFD', 'ATA', 'AAC', 'AJK', 'ADE']
['ADE', 'ANN', 'ARB', 'ATA', 'ABT', 'ALT', 'AJK', 'ACI', 'AEU', 'AAC', 'AFD', 'AAY', 'ALC']
