23
23
['18', '201', '53', '98', '217', '355', '236', '118', '45', '345', '488', '384', '318', '333', '468', '485', '156', '456', '294', '181', '101', '220', '273']
['86', '301', '249', '522', '365', '387', '509', '46', '517', '426', '179', '394', '55', '87', '266', '200', '21', '297', '316', '85', '388', '345', '103']
['86', '66', '109', '440', '134', '172', '119', '480', '491', '114', '121', '351', '272', '458', '215', '398', '513', '21', '146', '77', '246', '50', '397']
['18', '421', '88', '161', '455', '226', '375', '470', '105', '137', '484', '518', '280', '307', '245', '186', '198', '29', '385', '134', '334', '391', '488']
['413', '441', '409', '3', '155', '86', '381', '197', '284', '370', '273', '449', '61', '268', '231', '223', '458', '148', '253', '249', '493', '31', '237']
['413', '172', '394', '55', '133', '148', '448', '149', '27', '279', '322', '410', '97', '260', '509', '514', '220', '286', '74', '265', '179', '446', '526']
['387', '95', '242', '114', '92', '342', '450', '432', '8', '233', '445', '518', '394', '381', '135', '11', '332', '512', '6', '415', '150', '97', '79']
['224', '418', '209', '368', '259', '458', '158', '373', '84', '59', '207', '310', '366', '258', '346', '385', '326', '412', '187', '523', '424', '273', '490']
['18', '8', '82', '226', '9', '333', '49', '100', '519', '262', '103', '202', '410', '527', '472', '73', '144', '372', '313', '382', '392', '359', '140']
['86', '362', '500', '288', '420', '357', '369', '19', '325', '267', '345', '58', '474', '511', '224', '195', '358', '123', '509', '7', '397', '452', '105']
['387', '13', '69', '215', '91', '142', '242', '525', '214', '93', '43', '405', '111', '248', '160', '454', '346', '145', '320', '73', '505', '492', '361']
['224', '505', '420', '67', '66', '382', '186', '412', '263', '355', '101', '500', '214', '409', '2', '12', '304', '354', '305', '410', '270', '164', '285']
['86', '479', '340', '30', '398', '53', '445', '518', '187', '74', '456', '46', '454', '461', '17', '493', '4', '84', '28', '414', '408', '352', '44']
['18', '127', '8', '256', '452', '466', '516', '183', '311', '328', '227', '103', '528', '58', '522', '432', '108', '427', '91', '149', '217', '110', '19']
['18', '470', '508', '466', '3', '461', '21', '517', '238', '61', '260', '136', '38', '79', '307', '41', '259', '177', '95', '63', '55', '454', '47']
['432', '317', '323', '235', '178', '120', '156', '362', '292', '322', '420', '79', '110', '285', '333', '50', '329', '272', '59', '145', '371', '35', '281']
['86', '6', '443', '102', '374', '493', '212', '526', '216', '123', '60', '189', '286', '395', '326', '524', '358', '419', '459', '498', '192', '525', '132']
['86', '74', '390', '191', '305', '299', '197', '493', '506', '354', '348', '116', '275', '469', '288', '200', '164', '63', '367', '89', '468', '323', '421']
['18', '57', '482', '85', '14', '481', '148', '462', '524', '48', '96', '332', '39', '377', '485', '230', '411', '453', '327', '188', '355', '441', '479']
['18', '512', '270', '112', '515', '148', '301', '137', '107', '340', '64', '290', '429', '272', '133', '142', '350', '373', '502', '198', '128', '458', '39']
['86', '399', '381', '389', '442', '455', '328', '26', '280', '87', '402', '132', '218', '80', '373', '138', '368', '253', '467', '22', '37', '360', '174']
['432', '404', '111', '98', '140', '488', '174', '214', '141', '525', '411', '398', '120', '326', '285', '148', '119', '324', '81', '480', '452', '170', '95']
['387', '226', '415', '185', '272', '258', '508', '22', '482', '149', '388', '430', '221', '433', '444', '160', '322', '169', '32', '382', '24', '213', '138']
['387', '297', '46', '274', '114', '3', '406', '112', '462', '89', '487', '293', '395', '9', '384', '143', '353', '425', '398', '50', '66', '93', '429']
['86', '526', '47', '432', '132', '348', '482', '13', '516', '136', '388', '366', '483', '37', '202', '71', '167', '274', '93', '218', '293', '410', '392']
['224', '246', '408', '190', '68', '139', '245', '510', '98', '271', '55', '219', '237', '425', '179', '16', '497', '434', '332', '389', '216', '110', '222']
['86', '260', '516', '287', '259', '196', '133', '335', '192', '431', '102', '195', '93', '445', '20', '500', '152', '247', '400', '161', '202', '137', '52']
['413', '32', '123', '119', '233', '217', '236', '173', '181', '194', '197', '516', '406', '400', '2', '117', '463', '340', '91', '193', '330', '381', '490']
['413', '182', '241', '322', '40', '128', '384', '416', '366', '454', '114', '352', '70', '240', '400', '354', '3', '278', '468', '167', '382', '381', '135']
['18', '61', '470', '196', '60', '338', '123', '113', '325', '408', '111', '428', '492', '361', '423', '504', '77', '49', '88', '402', '289', '30', '249']
['387', '272', '422', '205', '79', '441', '87', '37', '181', '519', '290', '288', '160', '464', '474', '82', '242', '364', '152', '438', '337', '316', '309']
['18', '272', '144', '11', '365', '348', '496', '102', '129', '404', '157', '389', '440', '351', '307', '197', '331', '429', '500', '300', '409', '255', '517']
['387', '190', '12', '343', '440', '501', '360', '517', '232', '333', '250', '43', '64', '251', '385', '390', '480', '163', '271', '101', '433', '49', '180']
['18', '233', '305', '455', '526', '480', '186', '446', '267', '355', '487', '414', '113', '250', '272', '138', '5', '47', '206', '354', '94', '501', '80']
['18', '280', '445', '181', '77', '248', '146', '368', '9', '190', '102', '143', '513', '2', '481', '268', '288', '287', '68', '22', '523', '377', '73']
['86', '319', '341', '128', '329', '384', '498', '355', '298', '363', '418', '377', '181', '105', '37', '391', '142', '149', '34', '509', '256', '230', '227']
['86', '172', '398', '2', '114', '330', '116', '437', '215', '237', '439', '89', '413', '501', '214', '427', '528', '521', '261', '394', '432', '490', '476']
['499', '174', '276', '113', '138', '509', '518', '240', '329', '351', '430', '393', '488', '3', '365', '119', '399', '40', '510', '418', '145', '43', '213']
['18', '407', '258', '254', '489', '24', '487', '317', '345', '105', '315', '452', '7', '505', '486', '134', '476', '516', '190', '141', '69', '53', '81']
['387', '384', '223', '377', '83', '147', '22', '37', '401', '297', '278', '239', '507', '518', '452', '184', '40', '99', '38', '90', '314', '118', '87']
['413', '476', '108', '5', '190', '394', '65', '219', '18', '434', '49', '28', '302', '361', '280', '465', '454', '475', '374', '327', '218', '154', '171']
['18', '247', '203', '487', '389', '259', '16', '87', '303', '415', '393', '51', '343', '111', '34', '408', '40', '308', '171', '90', '349', '403', '406']
['224', '304', '20', '96', '502', '138', '288', '480', '356', '447', '361', '195', '159', '282', '370', '420', '471', '516', '267', '107', '93', '388', '439']
['18', '240', '303', '45', '127', '385', '428', '499', '356', '169', '242', '51', '98', '68', '174', '63', '35', '472', '125', '512', '121', '334', '471']
['18', '13', '257', '51', '461', '309', '224', '522', '391', '290', '259', '508', '210', '67', '490', '357', '441', '407', '513', '161', '263', '502', '84']
['224', '354', '425', '264', '97', '337', '52', '498', '138', '151', '158', '442', '515', '216', '135', '9', '447', '280', '327', '315', '127', '524', '21']
['413', '9', '207', '469', '246', '243', '521', '55', '468', '288', '218', '13', '519', '319', '481', '360', '325', '419', '215', '503', '169', '178', '282']
['413', '370', '285', '194', '135', '220', '461', '52', '464', '50', '163', '36', '78', '326', '505', '126', '492', '27', '488', '373', '124', '312', '399']
['18', '176', '309', '168', '79', '182', '180', '526', '212', '166', '330', '296', '495', '19', '400', '1', '365', '16', '80', '224', '338', '278', '491']
['18', '509', '388', '260', '44', '495', '96', '279', '202', '460', '63', '98', '434', '515', '134', '362', '413', '263', '409', '3', '259', '370', '504']
['18', '119', '174', '186', '80', '205', '421', '63', '251', '462', '133', '84', '483', '501', '336', '220', '39', '492', '241', '360', '234', '36', '124']
['18', '1', '77', '262', '245', '141', '340', '431', '11', '97', '407', '122', '480', '191', '8', '491', '423', '121', '449', '339', '162', '31', '413']
['18', '84', '115', '294', '30', '268', '349', '276', '516', '240', '76', '12', '13', '383', '166', '283', '112', '345', '523', '33', '443', '525', '162']
['86', '188', '83', '434', '268', '260', '472', '143', '96', '364', '19', '388', '401', '8', '72', '298', '137', '257', '223', '465', '125', '227', '280']
['413', '521', '470', '383', '304', '509', '231', '12', '285', '22', '63', '399', '468', '322', '162', '35', '210', '10', '483', '230', '465', '56', '252']
['18', '219', '322', '241', '206', '102', '370', '263', '502', '53', '327', '520', '442', '167', '252', '333', '488', '13', '436', '472', '230', '49', '449']
['86', '368', '427', '82', '219', '308', '361', '84', '278', '12', '30', '508', '448', '408', '196', '524', '461', '519', '56', '99', '306', '48', '77']
['413', '343', '240', '91', '262', '441', '253', '205', '324', '27', '117', '383', '239', '164', '263', '202', '274', '499', '97', '207', '351', '339', '43']
['86', '131', '50', '304', '226', '525', '158', '4', '324', '107', '430', '450', '2', '381', '15', '258', '483', '183', '410', '198', '289', '449', '507']
['86', '107', '134', '276', '143', '376', '26', '450', '380', '133', '192', '35', '149', '84', '442', '519', '225', '321', '244', '187', '299', '404', '177']
['86', '243', '225', '288', '401', '216', '77', '278', '483', '286', '304', '257', '129', '110', '361', '2', '514', '500', '358', '382', '328', '436', '113']
['86', '486', '429', '434', '314', '94', '105', '432', '155', '6', '76', '172', '502', '231', '449', '420', '462', '129', '30', '245', '91', '235', '393']
['413', '408', '117', '41', '330', '415', '72', '133', '176', '156', '369', '84', '98', '391', '462', '15', '514', '170', '128', '425', '219', '357', '519']
['387', '59', '205', '522', '202', '270', '134', '420', '495', '215', '16', '370', '289', '55', '438', '412', '388', '99', '256', '17', '510', '311', '238']
['413', '442', '344', '306', '104', '268', '430', '504', '94', '310', '91', '496', '0', '338', '390', '410', '489', '444', '278', '349', '389', '133', '9']
['86', '249', '141', '136', '201', '289', '244', '368', '380', '455', '53', '443', '331', '482', '420', '107', '43', '267', '207', '518', '9', '277', '526']
['86', '110', '212', '408', '170', '242', '116', '249', '159', '357', '27', '427', '99', '77', '458', '120', '66', '39', '477', '9', '524', '52', '435']
['413', '357', '83', '1', '400', '75', '298', '360', '120', '493', '29', '327', '380', '279', '39', '523', '462', '161', '190', '242', '444', '100', '490']
['387', '37', '434', '45', '42', '497', '252', '218', '452', '317', '168', '125', '160', '157', '509', '299', '202', '482', '465', '30', '134', '503', '71']
['18', '196', '17', '92', '268', '359', '25', '326', '227', '122', '40', '195', '253', '284', '75', '205', '267', '234', '287', '5', '129', '70', '140']
['413', '95', '417', '286', '231', '218', '292', '331', '195', '322', '151', '11', '80', '408', '312', '370', '257', '131', '373', '85', '499', '321', '107']
['86', '166', '313', '371', '168', '6', '60', '317', '354', '4', '191', '32', '446', '164', '98', '303', '487', '140', '87', '338', '11', '456', '417']
['387', '503', '436', '418', '428', '367', '340', '195', '153', '479', '154', '115', '263', '420', '16', '336', '53', '177', '51', '35', '355', '135', '333']
['432', '241', '5', '6', '477', '513', '88', '441', '63', '170', '8', '295', '10', '216', '158', '391', '505', '105', '402', '523', '521', '260', '55']
['413', '338', '301', '156', '163', '270', '496', '253', '463', '452', '92', '71', '119', '101', '481', '416', '470', '521', '146', '18', '520', '206', '299']
['387', '186', '10', '465', '119', '373', '131', '425', '473', '1', '444', '463', '294', '50', '510', '245', '305', '274', '89', '299', '25', '279', '134']
['86', '521', '11', '491', '157', '141', '266', '257', '99', '502', '247', '408', '89', '54', '495', '27', '356', '160', '469', '184', '145', '17', '509']
['432', '456', '71', '358', '288', '84', '427', '458', '266', '33', '178', '244', '130', '441', '148', '24', '463', '146', '342', '186', '200', '214', '118']
['86', '442', '236', '251', '27', '144', '271', '135', '171', '482', '508', '490', '215', '88', '269', '200', '60', '338', '336', '18', '297', '349', '346']
['86', '194', '98', '439', '407', '173', '134', '514', '213', '61', '403', '480', '228', '271', '272', '132', '191', '279', '291', '44', '378', '324', '186']
['413', '522', '456', '434', '81', '232', '336', '86', '87', '480', '281', '253', '500', '155', '363', '91', '485', '64', '128', '47', '167', '1', '449']
['86', '87', '527', '301', '100', '411', '378', '500', '101', '5', '344', '148', '286', '472', '468', '259', '386', '410', '173', '341', '224', '452', '398']
['387', '161', '209', '42', '367', '402', '138', '102', '351', '255', '397', '218', '510', '189', '359', '409', '204', '199', '64', '495', '352', '354', '313']
['86', '56', '395', '119', '64', '456', '213', '107', '349', '438', '388', '301', '513', '363', '283', '30', '231', '174', '255', '291', '324', '318', '70']
['18', '353', '83', '326', '263', '520', '87', '514', '416', '318', '282', '113', '125', '246', '29', '355', '302', '426', '345', '397', '522', '242', '160']
['387', '515', '98', '412', '7', '61', '81', '231', '280', '253', '490', '332', '497', '358', '395', '99', '382', '250', '362', '127', '32', '88', '113']
['86', '163', '430', '44', '79', '218', '170', '395', '131', '454', '332', '130', '380', '10', '323', '424', '221', '422', '517', '189', '146', '78', '471']
['387', '223', '305', '497', '504', '249', '62', '130', '254', '288', '289', '11', '186', '40', '278', '210', '446', '237', '24', '490', '482', '81', '8']
['432', '382', '255', '281', '157', '353', '147', '514', '442', '105', '370', '128', '398', '219', '81', '114', '344', '72', '303', '115', '360', '160', '489']
['413', '260', '90', '3', '395', '146', '153', '313', '67', '61', '200', '266', '184', '4', '293', '208', '19', '521', '251', '336', '288', '156', '188']
['387', '58', '81', '163', '75', '407', '1', '383', '168', '189', '262', '487', '226', '502', '293', '191', '66', '94', '227', '499', '458', '377', '302']
['86', '206', '41', '329', '382', '124', '465', '149', '448', '99', '237', '241', '138', '9', '358', '490', '160', '219', '10', '292', '154', '78', '186']
['18', '14', '263', '104', '87', '300', '139', '247', '316', '81', '252', '257', '347', '250', '219', '304', '408', '372', '42', '357', '363', '220', '178']
['413', '41', '289', '415', '164', '407', '481', '365', '528', '257', '120', '526', '91', '321', '473', '409', '20', '463', '107', '216', '148', '351', '110']
['499', '46', '511', '146', '374', '34', '505', '258', '91', '454', '467', '493', '90', '274', '464', '138', '372', '218', '127', '71', '199', '275', '298']
['413', '166', '506', '236', '113', '465', '196', '311', '434', '165', '365', '371', '161', '122', '324', '378', '524', '498', '496', '335', '377', '387', '56']
['86', '27', '459', '152', '283', '188', '473', '372', '40', '209', '186', '0', '381', '394', '126', '513', '337', '155', '247', '343', '236', '264', '93']
['413', '102', '37', '365', '138', '165', '276', '8', '227', '459', '342', '321', '26', '224', '146', '225', '85', '40', '396', '385', '481', '469', '244']
['413', '75', '68', '342', '4', '309', '417', '313', '444', '198', '334', '400', '253', '517', '330', '17', '249', '113', '91', '62', '403', '214', '159']
['432', '237', '211', '146', '528', '226', '212', '40', '99', '415', '167', '203', '102', '424', '84', '340', '431', '222', '67', '376', '520', '335', '148']
['18', '211', '76', '434', '480', '351', '29', '119', '53', '314', '265', '147', '297', '19', '94', '503', '419', '253', '386', '334', '407', '36', '154']
['224', '453', '264', '322', '109', '87', '330', '179', '490', '81', '218', '454', '221', '259', '455', '350', '209', '177', '5', '248', '289', '11', '306']
['387', '8', '512', '242', '320', '296', '497', '173', '331', '152', '216', '435', '389', '149', '266', '341', '431', '38', '228', '131', '358', '365', '340']
['86', '519', '255', '192', '447', '201', '369', '145', '186', '36', '48', '481', '90', '426', '405', '328', '506', '65', '93', '119', '413', '7', '300']
['18', '316', '40', '247', '12', '97', '262', '526', '142', '298', '349', '516', '292', '521', '328', '259', '460', '193', '120', '352', '496', '90', '49']
['86', '468', '175', '380', '516', '120', '431', '391', '330', '126', '393', '165', '430', '389', '154', '492', '502', '272', '201', '69', '141', '445', '299']
['224', '509', '463', '385', '70', '212', '515', '418', '30', '502', '269', '339', '250', '61', '131', '511', '139', '79', '34', '433', '122', '392', '301']
['432', '118', '105', '293', '226', '160', '111', '115', '499', '416', '26', '336', '396', '428', '269', '485', '217', '192', '332', '47', '173', '247', '490']
['86', '124', '437', '342', '362', '392', '85', '279', '404', '414', '510', '211', '120', '168', '207', '101', '184', '401', '354', '391', '360', '45', '65']
['387', '370', '523', '390', '357', '314', '260', '4', '341', '122', '37', '491', '145', '173', '241', '430', '117', '91', '283', '68', '111', '61', '463']
['86', '297', '78', '271', '108', '64', '272', '341', '300', '213', '320', '8', '38', '367', '350', '430', '327', '253', '407', '15', '76', '421', '392']
['86', '445', '352', '320', '325', '135', '225', '113', '88', '125', '148', '211', '24', '87', '453', '403', '232', '36', '190', '96', '425', '53', '454']
['224', '126', '143', '275', '442', '70', '329', '13', '159', '400', '299', '509', '206', '253', '512', '212', '192', '285', '396', '406', '217', '140', '430']
['387', '46', '227', '47', '144', '361', '351', '151', '321', '447', '425', '147', '393', '7', '445', '78', '281', '406', '191', '441', '300', '372', '208']
['224', '285', '435', '121', '142', '366', '30', '87', '384', '386', '420', '403', '238', '381', '396', '398', '137', '136', '147', '492', '165', '249', '153']
['413', '217', '485', '499', '453', '193', '65', '280', '149', '349', '308', '131', '157', '264', '208', '289', '35', '333', '354', '277', '3', '429', '456']
['387', '4', '0', '212', '47', '192', '287', '408', '385', '402', '328', '330', '472', '52', '145', '466', '248', '475', '348', '228', '289', '345', '144']
['413', '134', '505', '410', '216', '193', '345', '314', '401', '448', '5', '173', '184', '511', '159', '48', '132', '286', '166', '196', '487', '60', '351']
['86', '462', '412', '73', '392', '50', '111', '466', '524', '274', '348', '47', '220', '74', '341', '114', '493', '425', '292', '330', '401', '420', '405']
['18', '99', '115', '315', '397', '212', '368', '3', '317', '513', '130', '106', '251', '421', '6', '75', '348', '283', '312', '140', '491', '488', '122']
['86', '96', '288', '260', '520', '518', '19', '381', '40', '519', '428', '496', '528', '48', '11', '5', '298', '282', '245', '22', '357', '63', '265']
['18', '309', '396', '399', '357', '243', '400', '483', '376', '457', '120', '137', '245', '274', '475', '461', '471', '254', '35', '151', '37', '81', '275']
['86', '325', '219', '238', '85', '525', '190', '506', '125', '168', '7', '257', '66', '384', '433', '479', '335', '40', '151', '179', '170', '71', '515']
['387', '388', '379', '229', '186', '296', '159', '490', '426', '163', '172', '427', '308', '424', '141', '464', '268', '319', '154', '103', '145', '295', '138']
['18', '437', '44', '87', '397', '198', '260', '406', '163', '162', '434', '435', '175', '494', '280', '331', '497', '335', '143', '465', '523', '250', '85']
['86', '159', '459', '174', '383', '389', '265', '514', '445', '418', '494', '216', '15', '399', '177', '413', '351', '49', '311', '137', '397', '405', '387']
['387', '83', '405', '154', '237', '260', '201', '370', '218', '511', '140', '71', '249', '437', '270', '348', '290', '112', '508', '134', '231', '129', '390']
['86', '2', '329', '72', '419', '441', '457', '398', '248', '97', '149', '196', '217', '487', '402', '473', '51', '247', '299', '320', '129', '507', '514']
['387', '512', '362', '346', '200', '264', '170', '62', '241', '199', '380', '374', '189', '89', '50', '344', '120', '268', '166', '208', '276', '280', '488']
['86', '410', '480', '440', '59', '355', '218', '282', '444', '244', '317', '83', '313', '33', '197', '377', '319', '228', '130', '117', '518', '187', '47']
['18', '107', '405', '325', '467', '445', '0', '104', '26', '434', '289', '314', '409', '524', '505', '283', '458', '368', '393', '41', '479', '207', '384']
['413', '153', '185', '78', '227', '39', '124', '436', '20', '19', '384', '183', '506', '524', '349', '146', '84', '362', '210', '97', '65', '352', '71']
['387', '184', '334', '167', '273', '29', '485', '405', '22', '219', '378', '507', '189', '247', '425', '342', '148', '352', '402', '246', '262', '37', '295']
['86', '102', '56', '346', '283', '151', '93', '222', '181', '460', '204', '383', '425', '107', '441', '23', '387', '276', '48', '207', '66', '119', '29']
['18', '507', '69', '171', '326', '117', '279', '324', '74', '47', '1', '426', '164', '163', '106', '411', '441', '128', '362', '242', '369', '57', '29']
['18', '137', '77', '263', '339', '469', '406', '25', '166', '497', '71', '398', '136', '358', '252', '281', '245', '171', '219', '54', '303', '456', '500']
['413', '223', '306', '52', '321', '50', '373', '184', '374', '96', '331', '199', '314', '524', '404', '429', '421', '437', '387', '502', '362', '148', '498']
['18', '116', '341', '7', '337', '424', '460', '526', '24', '157', '295', '435', '363', '368', '428', '359', '78', '170', '168', '124', '6', '446', '279']
['224', '305', '223', '269', '294', '345', '79', '523', '383', '140', '108', '468', '201', '257', '364', '478', '351', '507', '242', '122', '323', '90', '450']
['224', '457', '52', '504', '393', '436', '476', '485', '438', '464', '105', '196', '88', '51', '500', '489', '181', '426', '507', '192', '376', '7', '114']
['86', '236', '340', '68', '256', '458', '177', '67', '14', '91', '160', '63', '108', '70', '432', '317', '228', '208', '483', '35', '224', '166', '227']
['86', '284', '44', '155', '196', '71', '130', '188', '67', '159', '229', '375', '497', '260', '107', '142', '472', '166', '306', '154', '59', '205', '492']
['432', '351', '21', '424', '444', '160', '341', '66', '372', '265', '134', '480', '383', '315', '63', '74', '217', '106', '145', '301', '153', '423', '12']
['18', '135', '377', '370', '169', '503', '29', '231', '93', '330', '266', '85', '58', '355', '268', '360', '289', '327', '208', '401', '62', '251', '416']
