40
25
['493', '30', '651', '704', '193', '930', '889', '725', '55', '210']
['328', '331', '575', '975', '971', '973', '689', '190', '881', '327']
['228', '308', '989', '281', '555', '107', '441', '128', '816', '460']
['338', '331', '366', '516', '413', '962', '163', '467', '855', '3']
['864', '331', '575', '752', '866', '640', '60', '945', '342', '327']
['900', '340', '39', '961', '232', '582', '623', '827', '666', '559']
['815', '11', '940', '99', '240', '930', '441', '691', '188', '453']
['328', '398', '940', '603', '477', '251', '163', '725', '568', '488']
['637', '524', '940', '961', '232', '435', '448', '431', '484', '717']
['615', '560', '227', '603', '167', '742', '393', '468', '515', '614']
['864', '151', '844', '416', '883', '383', '162', '804', '370', '891']
['399', '331', '39', '583', '193', '139', '721', '936', '855', '306']
['508', '347', '736', '975', '232', '461', '393', '968', '816', '453']
['363', '239', '673', '298', '193', '962', '759', '415', '31', '782']
['328', '929', '650', '862', '180', '750', '473', '117', '848', '628']
['338', '234', '650', '583', '413', '383', '163', '128', '370', '577']
['779', '347', '651', '155', '923', '139', '60', '415', '977', '717']
['92', '492', '650', '371', '883', '463', '751', '216', '638', '806']
['637', '482', '673', '700', '555', '930', '89', '128', '16', '488']
['815', '398', '887', '516', '477', '235', '854', '128', '727', '747']
['658', '684', '673', '909', '570', '73', '233', '968', '484', '422']
['92', '524', '844', '516', '204', '421', '376', '23', '977', '3']
['900', '388', '736', '298', '180', '461', '387', '431', '342', '786']
['414', '517', '650', '371', '240', '962', '162', '117', '848', '717']
['637', '340', '844', '298', '754', '461', '759', '770', '84', '577']
['338', '879', '264', '401', '754', '841', '889', '468', '370', '40']
['399', '331', '227', '752', '716', '930', '448', '117', '515', '717']
['815', '234', '39', '728', '193', '251', '759', '968', '389', '453']
['864', '308', '39', '909', '676', '296', '89', '936', '707', '327']
['864', '492', '650', '918', '167', '564', '163', '827', '342', '782']
['357', '331', '673', '728', '336', '421', '163', '128', '55', '327']
['637', '388', '584', '752', '920', '973', '448', '431', '638', '747']
['658', '239', '708', '401', '193', '564', '473', '374', '342', '210']
['864', '524', '575', '728', '883', '481', '621', '23', '568', '460']
['228', '388', '264', '532', '477', '841', '387', '770', '389', '717']
['637', '185', '584', '408', '754', '973', '689', '467', '188', '806']
['779', '340', '940', '700', '336', '235', '89', '468', '568', '422']
['24', '11', '584', '401', '959', '73', '162', '945', '638', '559']
['779', '50', '476', '602', '413', '461', '411', '192', '848', '109']
['637', '388', '738', '602', '971', '461', '60', '374', '515', '559']
['637', '560', '674', '752', '716', '841', '411', '936', '568', '747']
['493', '50', '227', '416', '866', '383', '889', '758', '666', '327']
['508', '385', '476', '862', '676', '365', '162', '725', '370', '306']
['446', '769', '575', '731', '204', '962', '759', '725', '515', '109']
['778', '50', '575', '298', '477', '742', '163', '88', '707', '559']
['357', '385', '206', '700', '923', '841', '233', '431', '996', '422']
['831', '879', '940', '371', '285', '742', '721', '431', '848', '422']
['779', '769', '892', '371', '971', '973', '387', '216', '515', '3']
['414', '185', '940', '532', '676', '962', '163', '468', '568', '453']
['831', '331', '584', '516', '204', '640', '283', '538', '55', '559']
['24', '239', '584', '281', '570', '930', '411', '968', '546', '628']
['228', '524', '736', '408', '413', '930', '897', '88', '666', '717']
['900', '517', '736', '704', '555', '365', '387', '431', '816', '559']
['831', '492', '476', '603', '971', '463', '163', '758', '996', '717']
['446', '482', '940', '728', '570', '521', '411', '468', '84', '3']
['864', '234', '39', '704', '167', '841', '623', '190', '546', '782']
['658', '340', '247', '961', '676', '296', '623', '691', '546', '51']
['338', '185', '366', '633', '232', '296', '689', '725', '568', '453']
['900', '11', '206', '975', '866', '463', '162', '467', '748', '810']
['864', '331', '989', '583', '356', '582', '102', '945', '816', '891']
['779', '560', '584', '401', '570', '750', '623', '968', '855', '51']
['778', '234', '892', '603', '971', '742', '448', '192', '55', '422']
['864', '11', '39', '909', '430', '251', '89', '770', '748', '179']
['729', '398', '650', '516', '232', '973', '889', '117', '389', '210']
['399', '482', '989', '961', '570', '742', '473', '725', '546', '559']
['228', '234', '247', '99', '919', '742', '283', '468', '484', '488']
['815', '185', '39', '416', '285', '640', '473', '431', '568', '40']
['637', '517', '940', '408', '555', '564', '621', '938', '515', '306']
['493', '50', '650', '553', '971', '750', '897', '467', '666', '3']
['228', '30', '989', '371', '629', '962', '411', '467', '881', '327']
['92', '879', '760', '704', '866', '421', '441', '804', '484', '717']
['508', '517', '844', '602', '193', '481', '376', '88', '638', '125']
['399', '385', '641', '731', '477', '435', '382', '945', '568', '125']
['508', '11', '989', '516', '570', '481', '163', '827', '31', '488']
['815', '482', '673', '862', '971', '107', '854', '128', '727', '628']
['658', '347', '887', '532', '180', '383', '382', '192', '881', '810']
['778', '239', '264', '909', '180', '421', '411', '415', '816', '210']
['328', '398', '736', '281', '180', '461', '283', '804', '881', '782']
['831', '331', '575', '416', '555', '686', '448', '192', '546', '717']
['779', '185', '575', '961', '413', '686', '689', '770', '370', '327']
['24', '482', '650', '99', '477', '521', '689', '936', '816', '747']
['446', '524', '674', '416', '356', '742', '89', '938', '848', '210']
['357', '560', '674', '602', '285', '962', '623', '936', '638', '806']
['228', '239', '673', '603', '193', '263', '751', '415', '120', '782']
['228', '234', '673', '731', '570', '251', '751', '468', '977', '488']
['433', '308', '674', '975', '477', '973', '162', '945', '16', '460']
['964', '388', '651', '700', '629', '930', '751', '23', '568', '782']
['92', '331', '674', '752', '676', '481', '60', '88', '568', '559']
['779', '684', '708', '155', '676', '962', '889', '128', '707', '628']
['508', '274', '708', '909', '204', '582', '721', '770', '55', '109']
['637', '239', '476', '700', '336', '263', '721', '467', '370', '810']
['778', '684', '760', '603', '356', '107', '689', '827', '84', '559']
['328', '308', '736', '553', '883', '235', '759', '527', '515', '488']
['831', '11', '650', '961', '754', '750', '60', '431', '188', '891']
['493', '30', '584', '155', '356', '365', '897', '431', '120', '891']
['433', '560', '887', '918', '336', '235', '283', '804', '267', '614']
['414', '492', '738', '603', '919', '973', '102', '23', '748', '109']
['729', '524', '844', '975', '716', '235', '623', '190', '638', '460']
['508', '30', '674', '99', '866', '481', '473', '128', '996', '3']
['414', '331', '650', '603', '754', '973', '889', '725', '370', '210']
['338', '347', '887', '583', '232', '463', '854', '945', '389', '40']
['414', '560', '738', '961', '336', '564', '393', '938', '568', '747']
['328', '560', '844', '408', '285', '640', '897', '527', '515', '327']
['328', '517', '584', '298', '285', '107', '623', '88', '120', '210']
['743', '517', '738', '704', '971', '930', '376', '431', '31', '453']
['900', '684', '892', '731', '477', '962', '937', '415', '977', '40']
['338', '331', '247', '583', '555', '365', '376', '936', '370', '327']
['328', '560', '760', '281', '971', '973', '897', '827', '120', '747']
['831', '886', '264', '408', '167', '365', '102', '192', '816', '306']
['964', '398', '264', '516', '167', '435', '889', '117', '748', '422']
['779', '331', '760', '918', '240', '139', '162', '538', '996', '891']
['328', '331', '674', '700', '193', '564', '889', '758', '816', '422']
['900', '517', '736', '862', '866', '296', '233', '770', '55', '747']
['24', '274', '584', '752', '629', '962', '854', '23', '267', '983']
['493', '185', '736', '633', '959', '481', '411', '758', '666', '51']
['964', '684', '940', '961', '413', '263', '854', '23', '120', '125']
['658', '769', '892', '704', '555', '365', '937', '192', '31', '179']
['508', '331', '476', '602', '193', '564', '889', '945', '996', '422']
['964', '185', '641', '408', '883', '841', '163', '468', '707', '179']
['414', '879', '892', '371', '285', '139', '283', '951', '727', '628']
['446', '274', '708', '371', '180', '435', '623', '951', '707', '747']
['729', '185', '674', '633', '866', '383', '889', '758', '16', '614']
['338', '340', '760', '155', '716', '73', '473', '190', '515', '422']
['729', '482', '738', '909', '336', '463', '621', '725', '996', '628']
['964', '385', '247', '602', '204', '930', '897', '192', '342', '747']
['729', '11', '39', '553', '555', '296', '448', '527', '855', '717']
['493', '50', '650', '752', '240', '463', '411', '23', '342', '983']
['363', '929', '641', '603', '716', '435', '854', '968', '996', '614']
['357', '331', '247', '862', '716', '481', '759', '758', '31', '125']
['446', '11', '940', '704', '204', '263', '751', '758', '370', '806']
['831', '30', '264', '603', '629', '521', '889', '216', '515', '210']
['508', '385', '247', '918', '477', '742', '233', '88', '666', '109']
['228', '769', '989', '862', '959', '383', '233', '968', '855', '559']
['414', '340', '39', '731', '356', '962', '621', '938', '370', '422']
['363', '347', '651', '909', '193', '73', '89', '23', '55', '806']
['24', '388', '736', '633', '883', '742', '382', '374', '996', '786']
['363', '388', '227', '862', '883', '263', '441', '468', '707', '628']
['658', '347', '264', '975', '716', '263', '163', '117', '707', '179']
['433', '684', '940', '731', '919', '841', '233', '827', '638', '306']
['493', '151', '575', '918', '919', '251', '102', '468', '188', '3']
['228', '879', '575', '155', '555', '930', '441', '216', '977', '488']
['328', '234', '760', '862', '919', '421', '393', '192', '707', '306']
['815', '886', '738', '603', '629', '435', '854', '527', '848', '717']
['729', '234', '227', '602', '336', '481', '89', '374', '666', '891']
['508', '388', '674', '99', '240', '73', '89', '190', '267', '306']
['779', '50', '708', '728', '754', '139', '721', '938', '31', '306']
['831', '886', '738', '961', '959', '383', '393', '725', '748', '306']
['338', '340', '760', '401', '959', '139', '387', '938', '31', '453']
['637', '560', '738', '298', '866', '564', '854', '538', '31', '327']
['433', '517', '673', '553', '676', '463', '233', '467', '666', '806']
['328', '185', '641', '99', '920', '73', '441', '467', '16', '810']
['900', '492', '173', '700', '193', '742', '441', '192', '546', '460']
['729', '340', '760', '553', '285', '365', '689', '758', '484', '488']
['831', '308', '584', '728', '336', '463', '889', '725', '389', '614']
['446', '340', '674', '602', '570', '930', '937', '192', '977', '786']
['815', '239', '760', '583', '240', '930', '60', '23', '727', '109']
['363', '340', '989', '298', '883', '742', '387', '190', '638', '40']
['778', '234', '206', '704', '413', '365', '621', '374', '855', '422']
['637', '684', '366', '862', '866', '365', '854', '968', '707', '559']
['831', '398', '955', '401', '240', '463', '233', '468', '484', '628']
['815', '492', '651', '401', '167', '640', '751', '827', '16', '806']
['508', '398', '173', '532', '232', '463', '854', '945', '120', '422']
['508', '308', '641', '731', '754', '365', '283', '770', '855', '782']
['729', '929', '892', '728', '336', '365', '854', '827', '638', '51']
['779', '517', '738', '583', '629', '296', '448', '23', '707', '810']
['815', '929', '887', '155', '232', '841', '689', '770', '748', '559']
['433', '398', '264', '704', '477', '582', '621', '725', '996', '782']
['363', '388', '584', '516', '919', '582', '233', '804', '996', '782']
['228', '50', '738', '704', '570', '463', '376', '538', '855', '109']
['493', '388', '673', '731', '866', '564', '854', '23', '484', '3']
['815', '684', '760', '516', '570', '973', '387', '190', '666', '422']
['508', '151', '641', '731', '204', '296', '473', '468', '638', '559']
['493', '769', '227', '298', '866', '962', '283', '467', '666', '453']
['729', '385', '247', '583', '167', '640', '854', '527', '727', '51']
['778', '347', '738', '752', '555', '463', '623', '117', '267', '109']
['778', '560', '892', '728', '629', '263', '621', '938', '342', '125']
['228', '11', '738', '99', '971', '463', '721', '827', '666', '891']
['24', '340', '575', '603', '193', '640', '759', '968', '484', '210']
['363', '50', '989', '401', '204', '930', '889', '88', '666', '51']
['338', '185', '736', '583', '676', '73', '889', '128', '977', '460']
['778', '929', '247', '583', '676', '435', '60', '804', '267', '453']
['815', '340', '264', '298', '754', '421', '283', '216', '389', '786']
['864', '50', '264', '862', '285', '582', '448', '467', '727', '453']
['658', '239', '940', '408', '413', '564', '937', '216', '16', '810']
['831', '388', '738', '553', '883', '365', '759', '128', '855', '891']
['433', '151', '651', '583', '716', '841', '441', '691', '666', '422']
['729', '11', '247', '961', '555', '521', '759', '431', '188', '891']
['338', '879', '738', '728', '883', '421', '393', '951', '748', '717']
['433', '185', '674', '583', '413', '139', '623', '804', '996', '422']
['743', '340', '736', '99', '716', '296', '621', '374', '568', '559']
['399', '886', '738', '99', '555', '742', '889', '467', '816', '891']
['964', '331', '887', '633', '193', '139', '162', '374', '120', '983']
['328', '151', '844', '298', '629', '235', '937', '968', '188', '179']
['964', '239', '674', '371', '971', '251', '283', '117', '515', '717']
['900', '398', '651', '99', '959', '750', '441', '128', '977', '125']
['24', '274', '760', '975', '716', '296', '623', '804', '370', '125']
['338', '385', '575', '728', '413', '930', '376', '936', '55', '782']
['399', '234', '173', '728', '570', '742', '387', '827', '120', '614']
['864', '11', '575', '583', '204', '73', '60', '538', '188', '717']
['92', '347', '844', '583', '193', '296', '689', '804', '848', '577']
['399', '234', '892', '603', '716', '686', '162', '770', '515', '3']
['228', '388', '955', '909', '180', '962', '448', '945', '568', '614']
['357', '879', '584', '731', '240', '973', '751', '374', '16', '806']
['446', '929', '955', '961', '570', '481', '162', '88', '816', '891']
['778', '560', '366', '909', '923', '841', '751', '216', '707', '782']
['363', '274', '650', '700', '167', '461', '897', '527', '977', '125']
['637', '234', '247', '731', '204', '973', '441', '467', '370', '488']
['92', '308', '247', '731', '555', '435', '721', '770', '568', '717']
['508', '50', '887', '371', '570', '435', '473', '117', '31', '786']
['743', '517', '584', '752', '959', '107', '102', '770', '977', '782']
['729', '30', '584', '371', '204', '564', '376', '468', '855', '327']
['778', '560', '940', '532', '336', '841', '889', '945', '515', '306']
['508', '492', '584', '553', '971', '421', '937', '945', '727', '747']
['357', '347', '892', '731', '413', '365', '937', '725', '31', '577']
['363', '560', '206', '281', '866', '962', '473', '415', '977', '577']
['743', '30', '650', '401', '883', '582', '233', '951', '515', '179']
['446', '524', '173', '155', '477', '263', '759', '725', '568', '786']
['508', '385', '844', '862', '866', '251', '897', '725', '996', '747']
['508', '482', '651', '298', '676', '365', '163', '945', '31', '782']
['864', '524', '989', '602', '716', '383', '411', '117', '707', '3']
['328', '385', '887', '516', '204', '564', '376', '431', '568', '125']
['637', '239', '227', '961', '920', '107', '411', '467', '707', '422']
['92', '50', '575', '918', '716', '463', '623', '190', '120', '577']
['729', '385', '651', '553', '430', '564', '621', '968', '707', '3']
['433', '331', '584', '99', '204', '73', '89', '467', '748', '810']
['658', '769', '892', '918', '923', '383', '759', '23', '707', '786']
['729', '30', '736', '401', '413', '251', '759', '804', '881', '983']
['729', '50', '227', '516', '336', '235', '162', '88', '727', '327']
['658', '340', '760', '918', '285', '251', '721', '88', '267', '453']
['446', '769', '738', '704', '167', '235', '473', '725', '389', '628']
['228', '308', '173', '408', '570', '461', '473', '945', '855', '806']
['729', '492', '651', '731', '193', '251', '163', '804', '848', '488']
['615', '239', '760', '516', '477', '841', '393', '758', '855', '614']
['92', '151', '39', '862', '430', '750', '448', '725', '816', '109']
['658', '151', '584', '728', '430', '461', '60', '467', '666', '717']
['815', '185', '227', '700', '232', '564', '411', '945', '568', '179']
['357', '482', '738', '371', '919', '251', '889', '467', '55', '559']
['778', '274', '39', '371', '883', '365', '393', '804', '484', '891']
['900', '234', '673', '99', '883', '251', '897', '88', '55', '983']
['92', '560', '940', '602', '971', '564', '854', '216', '120', '40']
['414', '151', '844', '281', '555', '463', '751', '128', '120', '125']
['779', '388', '955', '602', '555', '365', '621', '968', '120', '40']
['508', '684', '584', '583', '866', '564', '382', '538', '370', '179']
['729', '385', '955', '633', '555', '73', '411', '538', '816', '306']
['864', '560', '955', '416', '477', '435', '621', '951', '31', '51']
['815', '151', '887', '155', '167', '73', '448', '467', '484', '717']
['24', '929', '955', '155', '430', '750', '89', '770', '855', '810']
['24', '769', '227', '298', '923', '750', '60', '804', '120', '577']
['658', '524', '940', '553', '676', '435', '233', '374', '568', '109']
['338', '482', '641', '633', '919', '481', '889', '758', '977', '559']
['433', '929', '955', '298', '430', '750', '751', '431', '568', '577']
['815', '347', '674', '155', '919', '463', '441', '945', '568', '3']
['615', '482', '738', '602', '959', '461', '393', '758', '120', '628']
['615', '517', '366', '731', '883', '251', '751', '117', '816', '125']
['637', '50', '736', '704', '336', '841', '283', '827', '977', '179']
['338', '560', '892', '371', '883', '235', '387', '374', '55', '786']
['779', '274', '206', '918', '430', '582', '937', '192', '16', '782']
['493', '492', '989', '603', '754', '263', '689', '374', '55', '125']
['508', '398', '736', '731', '866', '686', '473', '770', '267', '628']
['508', '398', '366', '975', '883', '742', '233', '190', '666', '460']
['615', '684', '476', '371', '716', '435', '233', '374', '855', '460']
['433', '879', '575', '155', '555', '582', '233', '190', '707', '210']
['637', '560', '575', '700', '920', '564', '721', '827', '881', '179']
['228', '886', '760', '99', '555', '421', '473', '804', '816', '559']
['357', '340', '575', '752', '204', '296', '721', '827', '16', '422']
['92', '50', '844', '408', '356', '841', '937', '770', '546', '40']
['508', '30', '989', '516', '232', '686', '162', '88', '515', '717']
['615', '886', '39', '603', '676', '463', '751', '216', '389', '327']
['615', '492', '736', '961', '430', '841', '623', '758', '342', '559']
['228', '398', '844', '401', '477', '742', '89', '936', '370', '422']
['414', '385', '738', '416', '477', '841', '162', '538', '568', '806']
['729', '879', '39', '602', '629', '973', '889', '770', '666', '51']
['508', '560', '650', '603', '180', '435', '937', '216', '996', '51']
['864', '239', '736', '602', '240', '686', '689', '468', '55', '40']
['864', '347', '989', '728', '180', '365', '854', '88', '120', '40']
['743', '11', '575', '298', '971', '582', '854', '538', '484', '40']
['414', '385', '39', '704', '336', '421', '751', '527', '120', '614']
['964', '398', '206', '975', '430', '582', '621', '538', '748', '51']
['24', '769', '892', '700', '959', '251', '382', '945', '996', '717']
['24', '769', '738', '371', '204', '930', '448', '192', '120', '210']
['778', '30', '206', '961', '193', '463', '162', '467', '120', '810']
['363', '879', '584', '961', '285', '521', '937', '374', '188', '51']
['363', '340', '366', '603', '204', '582', '889', '431', '16', '422']
['743', '239', '584', '532', '676', '461', '393', '374', '188', '614']
['414', '239', '264', '975', '240', '365', '689', '216', '188', '806']
['433', '11', '366', '704', '959', '251', '60', '827', '816', '327']
['778', '886', '650', '975', '716', '107', '60', '192', '848', '628']
['92', '398', '760', '583', '240', '564', '621', '415', '188', '422']
['414', '684', '844', '975', '629', '481', '376', '758', '342', '488']
['831', '340', '673', '633', '866', '930', '759', '128', '848', '210']
['363', '308', '650', '603', '716', '235', '623', '190', '881', '3']
['729', '388', '584', '583', '555', '564', '441', '190', '568', '51']
['729', '50', '989', '700', '285', '365', '937', '128', '707', '3']
['778', '274', '476', '731', '716', '686', '102', '968', '727', '786']
['729', '151', '844', '99', '570', '139', '854', '538', '996', '306']
['864', '492', '892', '961', '167', '686', '689', '374', '707', '51']
['363', '879', '651', '752', '971', '481', '393', '538', '515', '810']
['414', '560', '708', '731', '167', '564', '283', '88', '666', '782']
['729', '239', '955', '281', '193', '521', '382', '467', '16', '577']
['493', '340', '247', '975', '240', '263', '448', '938', '546', '40']
['779', '234', '892', '731', '240', '421', '623', '691', '484', '40']
['815', '274', '173', '862', '676', '481', '376', '725', '748', '422']
['357', '482', '708', '401', '919', '564', '689', '770', '515', '306']
['615', '340', '940', '752', '920', '973', '441', '951', '996', '460']
['338', '331', '173', '516', '555', '107', '751', '968', '342', '983']
['433', '347', '227', '961', '555', '73', '387', '725', '707', '460']
['363', '886', '651', '99', '413', '521', '376', '190', '16', '3']
['446', '517', '989', '752', '919', '421', '621', '192', '31', '210']
['900', '347', '736', '155', '356', '841', '162', '770', '977', '327']
['363', '234', '264', '553', '430', '750', '387', '192', '666', '327']
['743', '347', '844', '961', '920', '463', '854', '951', '16', '179']
['637', '886', '173', '603', '971', '962', '621', '431', '267', '306']
['414', '50', '760', '731', '413', '481', '448', '128', '638', '306']
['414', '398', '673', '633', '883', '742', '162', '538', '84', '179']
['615', '929', '227', '961', '919', '930', '759', '117', '55', '51']
['363', '274', '989', '298', '232', '742', '937', '192', '546', '422']
['831', '385', '641', '602', '413', '421', '102', '968', '370', '614']
['338', '517', '760', '155', '883', '582', '102', '23', '342', '782']
['815', '517', '264', '516', '356', '365', '393', '88', '748', '40']
['493', '30', '641', '975', '356', '481', '163', '374', '370', '3']
['328', '684', '844', '99', '285', '461', '759', '467', '707', '327']
['864', '517', '650', '862', '477', '686', '621', '804', '370', '891']
['363', '492', '476', '862', '570', '139', '163', '945', '727', '806']
['328', '11', '651', '961', '716', '139', '411', '468', '666', '559']
['615', '30', '955', '516', '232', '521', '387', '804', '666', '306']
['778', '151', '760', '155', '413', '564', '854', '468', '342', '453']
['658', '684', '760', '862', '919', '973', '60', '758', '748', '559']
['658', '331', '650', '602', '866', '383', '889', '192', '515', '628']
['92', '347', '673', '99', '356', '750', '689', '770', '515', '40']
['363', '185', '173', '281', '180', '139', '897', '468', '342', '422']
['743', '331', '206', '704', '167', '750', '759', '691', '84', '628']
['446', '482', '989', '401', '356', '107', '623', '936', '748', '488']
['363', '185', '955', '909', '356', '365', '393', '23', '188', '453']
['357', '151', '940', '532', '923', '421', '889', '467', '389', '210']
['615', '151', '989', '728', '971', '461', '283', '770', '977', '40']
['92', '11', '887', '408', '570', '251', '283', '951', '707', '717']
['414', '151', '955', '516', '920', '263', '393', '938', '16', '782']
['433', '11', '844', '731', '919', '962', '162', '88', '727', '559']
['779', '239', '738', '416', '232', '962', '854', '758', '342', '3']
['778', '482', '887', '99', '204', '365', '689', '415', '568', '210']
['92', '331', '955', '975', '959', '421', '382', '415', '267', '577']
['493', '388', '674', '583', '240', '973', '163', '804', '546', '747']
['815', '239', '736', '961', '555', '421', '233', '770', '188', '3']
['357', '398', '674', '909', '430', '251', '163', '190', '389', '210']
