25
20
['91', '85', '42']
['59', '18', '47']
['87', '100', '56']
['99', '71', '59']
['5', '98', '59']
['66', '7', '40']
['91', '31', '24']
['71', '30', '35']
['90', '11', '71']
['48', '32', '68']
['31', '21', '82']
['73', '16', '35']
['48', '89', '83']
['18', '46', '35']
['98', '81', '13']
['64', '95', '80']
['84', '66', '82']
['64', '78', '14']
['23', '18', '6']
['57', '35', '25']
['79', '90', '65']
['94', '17', '47']
['82', '95', '80']
['91', '10', '5']
['33', '77', '43']
['72', '31', '35']
['43', '75', '39']
['88', '61', '56']
['29', '60', '1']
['68', '33', '41']
['83', '97', '87']
['80', '68', '13']
['93', '31', '5']
['32', '85', '47']
['46', '74', '75']
['52', '56', '83']
['79', '32', '87']
['58', '85', '95']
['26', '72', '42']
['79', '41', '17']
['33', '62', '24']
['5', '87', '45']
['94', '46', '68']
['79', '76', '23']
['9', '70', '57']
['54', '99', '63']
['52', '1', '70']
['66', '70', '3']
['71', '84', '24']
['48', '8', '24']
['34', '71', '41']
['55', '87', '73']
['85', '72', '46']
['68', '93', '12']
['2', '39', '98']
['27', '48', '44']
['69', '29', '49']
['90', '47', '13']
['4', '17', '86']
['68', '88', '77']
['4', '21', '41']
['14', '50', '38']
['50', '74', '90']
['35', '47', '42']
['7', '67', '24']
['20', '12', '29']
['69', '19', '12']
['38', '83', '8']
['93', '15', '45']
['20', '5', '59']
['85', '46', '26']
['67', '64', '11']
['5', '66', '17']
['9', '27', '24']
['87', '95', '44']
['42', '3', '32']
['96', '26', '71']
['17', '89', '44']
['53', '80', '38']
['59', '24', '11']
['10', '28', '75']
['85', '1', '62']
['18', '38', '15']
['82', '61', '79']
['43', '59', '84']
['18', '75', '13']
['93', '89', '15']
['6', '15', '10']
['17', '8', '70']
['80', '90', '2']
['40', '11', '90']
['77', '18', '82']
['57', '61', '62']
['52', '22', '3']
['52', '91', '79']
['23', '2', '72']
['44', '5', '39']
['30', '55', '76']
['27', '25', '20']
['100', '42', '53']
['35', '12', '60']
['86', '58', '5']
['76', '8', '68']
['57', '90', '24']
['70', '79', '91']
['63', '89', '81']
['32', '9', '57']
['40', '74', '2']
['18', '37', '41']
['36', '72', '14']
['67', '70', '82']
['76', '77', '65']
['78', '65', '64']
['30', '32', '12']
['87', '34', '88']
['84', '71', '35']
['54', '19', '23']
['1', '59', '44']
['7', '42', '51']
['89', '66', '46']
['12', '87', '15']
['7', '61', '47']
['90', '20', '41']
['42', '33', '12']
['36', '41', '62']
['100', '98', '85']
['52', '33', '43']
['35', '83', '50']
['41', '70', '95']
['91', '71', '35']
['83', '54', '77']
['74', '4', '73']
['79', '91', '50']
['48', '82', '83']
['13', '2', '12']
['25', '99', '51']
['100', '51', '60']
['48', '83', '78']
['3', '56', '34']
['65', '50', '66']
['27', '61', '72']
['54', '41', '14']
['54', '25', '59']
['29', '64', '31']
['2', '90', '45']
['62', '14', '90']
['59', '63', '50']
['44', '43', '69']
['98', '91', '48']
['21', '98', '45']
['53', '40', '79']
['16', '67', '29']
['70', '3', '52']
['3', '98', '66']
['25', '21', '74']
['97', '82', '45']
['6', '5', '17']
['85', '41', '93']
['57', '43', '76']
['50', '55', '17']
['22', '94', '9']
['87', '73', '66']
['98', '30', '12']
['67', '77', '61']
['77', '80', '35']
['66', '20', '73']
['16', '10', '99']
['8', '29', '12']
['28', '75', '60']
['58', '76', '10']
['68', '18', '74']
['29', '86', '81']
['43', '2', '66']
['86', '8', '4']
['98', '40', '45']
['21', '30', '13']
['28', '91', '96']
['25', '4', '35']
['39', '84', '59']
['90', '39', '42']
['14', '90', '68']
['56', '80', '15']
['62', '41', '36']
['36', '93', '11']
['95', '8', '55']
['13', '36', '44']
['27', '57', '33']
['69', '90', '1']
['17', '23', '83']
['98', '85', '28']
['1', '17', '100']
['47', '85', '57']
['62', '69', '79']
['27', '65', '72']
['76', '41', '80']
['15', '80', '51']
['35', '43', '58']
['47', '85', '43']
['98', '20', '40']
['25', '52', '58']
['69', '34', '82']
['6', '52', '48']
['93', '7', '62']
['5', '37', '30']
['40', '53', '29']
['22', '19', '99']
['8', '42', '89']
['91', '83', '25']
['41', '36', '14']
['80', '83', '98']
['56', '94', '69']
['32', '19', '51']
['92', '46', '34']
['18', '50', '74']
['5', '73', '33']
['11', '48', '12']
['78', '82', '93']
['50', '23', '15']
['74', '29', '81']
['38', '8', '31']
['24', '22', '95']
['48', '90', '33']
['78', '54', '16']
['68', '46', '13']
['98', '2', '13']
['11', '85', '74']
['74', '70', '79']
['94', '93', '60']
['90', '85', '74']
['89', '4', '84']
['28', '29', '57']
['16', '24', '13']
['13', '21', '34']
['44', '6', '85']
['76', '97', '85']
['75', '38', '69']
['58', '32', '17']
['32', '8', '24']
['68', '69', '28']
['16', '81', '69']
['65', '11', '9']
['10', '6', '73']
['25', '4', '98']
['7', '8', '23']
['6', '91', '45']
['95', '93', '72']
['22', '17', '10']
['3', '12', '96']
['89', '23', '65']
['88', '34', '77']
['73', '2', '58']
['80', '29', '56']
['44', '57', '79']
['72', '17', '7']
['28', '79', '4']
['65', '28', '56']
['51', '58', '90']
['37', '44', '54']
['5', '61', '36']
['28', '38', '96']
['86', '59', '61']
['8', '65', '10']
['18', '45', '9']
['88', '65', '67']
['49', '3', '90']
['53', '80', '66']
['97', '25', '21']
['10', '21', '98']
['47', '88', '7']
['70', '69', '85']
['91', '35', '2']
['1', '26', '84']
['28', '49', '43']
['98', '10', '49']
['14', '23', '59']
['90', '34', '51']
['95', '69', '76']
['89', '65', '66']
['46', '47', '91']
['6', '12', '84']
['96', '70', '2']
['84', '22', '21']
['61', '29', '59']
['74', '27', '37']
['51', '49', '13']
['1', '5', '27']
['86', '32', '44']
['54', '67', '37']
['35', '47', '44']
['97', '66', '8']
['62', '57', '85']
['70', '73', '28']
['77', '88', '23']
['19', '43', '95']
['37', '92', '87']
['78', '17', '68']
['68', '12', '55']
['86', '1', '89']
['84', '38', '99']
['25', '12', '23']
['57', '23', '10']
['99', '91', '55']
['50', '74', '80']
['74', '68', '12']
['34', '73', '44']
['8', '41', '56']
['41', '9', '83']
['58', '49', '10']
['43', '90', '9']
['96', '49', '24']
['33', '38', '66']
['36', '64', '8']
['73', '21', '36']
['28', '57', '64']
['26', '71', '30']
['16', '82', '2']
['45', '18', '16']
['20', '36', '55']
['54', '71', '68']
['36', '91', '41']
['38', '39', '4']
['47', '76', '5']
['57', '12', '42']
['88', '30', '86']
['73', '82', '4']
['28', '49', '89']
['9', '6', '13']
['99', '17', '72']
['69', '17', '68']
['36', '12', '75']
['61', '24', '12']
['41', '67', '85']
['28', '36', '76']
['30', '28', '19']
['37', '43', '88']
['70', '36', '60']
['88', '84', '92']
['29', '92', '96']
['69', '34', '52']
['38', '23', '41']
['74', '83', '91']
['73', '36', '63']
['80', '3', '65']
['15', '50', '90']
['19', '10', '16']
['38', '96', '69']
['49', '74', '78']
['35', '6', '46']
['61', '77', '21']
['20', '13', '68']
['10', '77', '75']
['67', '15', '78']
['48', '96', '50']
['88', '48', '16']
['99', '64', '35']
['47', '28', '55']
['53', '70', '5']
['20', '28', '74']
['93', '92', '31']
['20', '55', '81']
['13', '30', '78']
['55', '40', '39']
['19', '4', '93']
['4', '50', '39']
['50', '86', '87']
['37', '18', '34']
['37', '16', '11']
['60', '55', '79']
