17
60
['949', '329']
['209', '750']
['986', '329']
['302', '432']
['834', '789']
['513', '329']
['424', '289']
['174', '212']
['683', '600']
['118', '479']
['134', '275']
['815', '329']
['329', '608']
['125', '96']
['706', '610']
['117', '758']
['816', '354']
['329', '674']
['892', '985']
['329', '748']
['329', '554']
['1', '329']
['17', '804']
['329', '217']
['777', '91']
['369', '758']
['329', '904']
['947', '329']
['995', '521']
['353', '479']
['329', '547']
['273', '329']
['329', '299']
['541', '952', '507', '845', '256', '861', '151', '177', '555', '279', '481', '178', '810', '435', '285', '598', '225', '993', '628', '249', '501', '142', '410', '269', '755', '584', '250', '0', '268', '200', '478', '141', '39', '37', '786', '614', '768', '971', '835', '333', '334', '388', '368', '731', '910', '933', '491', '841', '358', '367', '701', '807', '551', '403', '514', '34', '863', '185', '373', '186']
['271', '671']
['251', '567']
['861', '329']
['197', '329']
['892', '492']
['329', '515']
['45', '136']
['329', '633']
['438', '140']
['329', '682']
['422', '508', '41', '193', '996', '704', '72', '389', '938', '900', '254', '106', '574', '204', '575', '770', '962', '627', '145', '486', '503', '445', '637', '588', '827', '956', '760', '793', '8', '361', '943', '601', '891', '862', '77', '307', '649', '348', '455', '665', '292', '788', '280', '176', '238', '19', '278', '778', '692', '1', '674', '54', '854', '102', '260', '553', '263', '101', '906', '2']
['148', '329']
['826', '164']
['134', '573']
['126', '716']
['614', '735']
['346', '849']
['414', '305']
['329', '26']
['450', '995']
['967', '329']
['674', '103']
['103', '202']
['686', '329']
['187', '840']
['103', '206']
['666', '59']
['329', '313']
['329', '453']
['912', '645']
['509', '987']
['471', '329']
['723', '951', '255', '97', '182', '345', '558', '108', '336', '332', '734', '492', '218', '160', '923', '978', '516', '352', '606', '266', '132', '149', '994', '895', '897', '759', '647', '208', '313', '557', '444', '117', '830', '341', '51', '700', '831', '632', '887', '87', '98', '500', '154', '877', '670', '608', '648', '732', '371', '489', '425', '239', '125', '728', '738', '992', '533', '924', '170', '150']
['414', '44']
['496', '329']
['892', '810']
['329', '711']
['338', '623']
['329', '196']
['647', '329']
['96', '311']
['77', '329']
['43', '357']
['478', '329']
['676', '329']
['134', '348']
['106', '681']
['710', '715']
['940', '121']
['263', '347']
['940', '499']
['295', '952']
['703', '587']
['571', '707']
['241', '329']
['637', '295']
['900', '329']
['785', '850']
['361', '815']
['329', '811']
['204', '710']
['809', '329']
['107', '329']
['560', '329']
['930', '997']
['815', '639']
['329', '527']
['657', '329']
['329', '696']
['329', '664']
['329', '857']
['126', '101']
['758', '982']
['918', '703']
['561', '271']
['329', '781']
['329', '124']
['896', '329']
['131', '329']
['329', '253']
['596', '329']
['666', '508']
['190', '925']
['329', '230']
['997', '329']
['150', '567']
['327', '329']
['789', '748']
['828', '329']
['280', '329']
['329', '718']
['925', '329']
['724', '706']
['329', '396']
['341', '329']
['73', '938']
['329', '323']
['451', '559']
['710', '335']
['789', '307']
['690', '329']
['136', '418']
['787', '494']
['681', '329']
['683', '811']
['329', '47']
['938', '302']
['329', '17']
['329', '293']
['289', '231']
['764', '329']
['137', '710']
['925', '337']
['33', '848']
['865', '935']
['807', '329']
['707', '290']
['32', '329']
['271', '329']
['740', '134']
['329', '654']
['329', '151']
['329', '890']
['329', '30']
['422', '750']
['329', '380']
['321', '781']
['149', '329']
['329', '616']
['845', '941']
['724', '704']
['140', '646']
['329', '787']
['928', '329']
['414', '979']
['789', '198']
['329', '363']
['826', '593']
['329', '81']
['885', '329']
['88', '915']
['27', '329']
['35', '329']
['321', '126']
['522', '329']
['487', '724']
['329', '650']
['329', '334']
['329', '227']
['549', '561']
['741', '96']
['905', '415']
['66', '289']
['73', '980']
['710', '477']
['594', '329']
['761', '329']
['329', '426']
['329', '580']
['732', '329']
['111', '329']
['784', '329']
['706', '195']
['739', '347']
['329', '232']
['329', '646']
['792', '695']
['973', '626']
['450', '389']
['235', '940']
['693', '329']
['744', '329']
['731', '329']
['329', '810']
['329', '605']
['843', '763']
['567', '997']
['329', '672']
['61', '782']
['567', '910']
['645', '329']
['329', '482']
['116', '707']
['869', '692']
['127', '907']
['850', '119']
['329', '242']
['329', '521']
['941', '937', '843', '819', '47', '518', '848', '867', '758', '485', '850', '460', '661', '995', '705', '431', '96', '735', '764', '312', '357', '414', '925', '384', '750', '295', '892', '940', '62', '967', '973', '919', '789', '917', '569', '134', '127', '105', '645', '73', '347', '781', '881', '271', '513', '566', '354', '815', '707', '724', '782', '710', '427', '372', '17', '103', '567', '48', '287', '826']
['161', '826']
['329', '584']
['667', '329']
['876', '329']
['591', '329']
['126', '123']
['329', '957']
['637', '174']
['416', '941']
['758', '928']
['844', '518']
['414', '470']
['329', '615']
['329', '564']
['329', '430']
['194', '572']
['659', '329']
['318', '329']
['624', '547']
['246', '930']
['107', '414']
['58', '645']
['821', '140']
['76', '479']
['329', '845']
['330', '329']
['72', '479']
['329', '502']
['567', '654']
['639', '683']
['336', '127']
['502', '703']
['728', '750']
['567', '329']
['695', '696']
['720', '869']
['329', '500']
['78', '329']
['373', '329']
['181', '995']
['88', '329']
['329', '87']
['574', '329']
['329', '519']
['329', '161']
['315', '695']
['982', '899']
['329', '320']
['415', '57']
['735', '428']
['658', '329']
['838', '329']
['86', '329']
['329', '0']
['329', '13']
['824', '312']
['564', '789']
['193', '494']
['567', '120']
['281', '862']
['727', '96']
['659', '710']
['995', '490']
['329', '824']
['447', '91', '849', '174', '415', '737', '656', '187', '865', '383', '886', '982', '930', '12', '920', '666', '466', '687', '559', '711', '748', '289', '479', '450', '243', '683', '190', '869', '294', '633', '623', '302', '691', '695', '747', '494', '573', '74', '395', '191', '706', '509', '126', '572', '872', '515', '655', '915', '681', '86', '929', '281', '327', '300', '136', '465', '703', '140', '561', '547']
['512', '329']
['710', '415']
['559', '645']
['251', '329']
['271', '68']
['222', '187']
['329', '656']
['329', '562']
['329', '53']
['393', '329']
['329', '179']
['112', '758']
['322', '329']
['145', '707']
['522', '623']
['378', '73']
['880', '329']
['751', '17']
['789', '188']
['329', '866']
['357', '993']
['545', '329']
['1', '136']
['329', '364']
['329', '361']
['354', '240']
['924', '485']
['329', '777']
['473', '329']
['354', '591']
['973', '15']
['329', '636']
['329', '469']
['649', '447']
['234', '302']
['289', '552']
['826', '901']
['17', '270']
['395', '616']
['815', '600']
['12', '750']
['750', '207']
['271', '285']
['776', '329']
['329', '210']
['545', '915']
['219', '271']
['24', '187']
['567', '382']
['924', '329']
['103', '333']
['151', '940']
['312', '869']
['329', '309']
['329', '974']
['404', '329']
['347', '734']
['885', '357']
['811', '815']
['941', '879']
['781', '301']
['329', '832']
['640', '941']
['25', '781']
['542', '781']
['403', '329']
['4', '518']
['543', '329']
['110', '329']
['686', '450']
['878', '666']
['329', '167']
['701', '329']
['329', '290']
['329', '536']
['260', '271']
['231', '329']
['843', '468']
['966', '329']
['450', '181']
['329', '715']
['127', '903']
['190', '778']
['329', '938']
['757', '329']
['618', '329']
['329', '175']
['604', '707']
['126', '694']
['89', '843']
['193', '329']
['748', '198']
['956', '96']
['5', '561']
['751', '509']
['329', '758']
['356', '710']
['329', '25']
['693', '735']
['190', '797']
['95', '329']
['865', '20']
['508', '329']
['799', '329']
['480', '329']
['414', '82']
['948', '271']
['329', '614']
['819', '754']
['329', '243']
['312', '832']
['329', '205']
['767', '329']
['173', '707']
['941', '658']
['884', '198', '139', '244', '646', '284', '639', '803', '9', '355', '16', '556', '802', '21', '620', '823', '80', '246', '215', '27', '28', '469', '209', '641', '616', '306', '644', '452', '165', '328', '283', '288', '76', '495', '487', '504', '800', '911', '717', '324', '545', '350', '965', '399', '44', '148', '272', '502', '84', '309', '749', '636', '488', '852', '461', '894', '363', '552', '597', '242']
['717', '127']
['370', '329']
['329', '875']
['555', '134']
['50', '96']
['329', '729']
['329', '558']
['447', '535']
['84', '329']
['863', '329']
['329', '247']
['134', '589']
['865', '224']
['649', '329']
['438', '354']
['91', '949']
['329', '714']
['850', '436']
['645', '451']
['329', '260']
['73', '432']
['816', '140']
['302', '980']
['287', '329']
['372', '329']
['836', '329']
['491', '781']
['985', '695']
['329', '459']
['157', '329']
['565', '329']
['813', '329']
['953', '329']
['706', '379']
['763', '395']
['299', '134']
['815', '897']
['329', '988']
['391', '329']
['446', '96']
['563', '329']
['721', '329']
['925', '966']
['329', '981']
['329', '703']
['306', '329']
['819', '373']
['915', '322']
['218', '329']
['329', '689']
['423', '64', '206', '310', '903', '889', '672', '405', '349', '927', '252', '369', '785', '643', '259', '617', '416', '536', '265', '407', '7', '577', '719', '15', '799', '413', '660', '78', '571', '688', '505', '286', '293', '329', '621', '223', '581', '477', '325', '376']
['103', '772']
['605', '547']
['494', '392']
['736', '329']
['329', '140']
['651', '995']
['490', '450']
['559', '329']
['130', '329']
['942', '347']
['86', '116']
['895', '329']
['103', '437']
['329', '206']
['645', '421']
['750', '34']
['329', '192']
['927', '329']
['39', '329']
['329', '421']
['849', '330']
['126', '329']
['894', '865']
['134', '380']
['329', '958']
['712', '329']
['56', '735']
['826', '921']
['329', '525']
['352', '781']
['329', '44']
['329', '61']
['329', '476']
['230', '559']
['561', '756']
['329', '578']
['329', '577']
['329', '438']
['329', '788']
['126', '25']
['329', '516']
['329', '510']
['448', '302']
['805', '329']
['190', '966']
['849', '56']
['717', '329']
['295', '174']
['945', '843']
['668', '329']
['329', '360']
['789', '888']
['528', '329']
['329', '727']
['762', '329']
['329', '261']
['329', '907']
['781', '339']
['596', '681']
['925', '911']
['518', '842']
['739', '329']
['329', '257']
['161', '289']
['546', '329']
['357', '457']
['312', '329']
['189', '329']
['359', '329']
['329', '570']
['329', '887']
['642', '329']
['214', '329']
['329', '272']
['329', '523']
['295', '365']
['4', '187']
['683', '361']
['923', '329']
['414', '268']
['644', '329']
['163', '347']
['909', '849']
['915', '329']
['2', '329']
['268', '329']
['329', '264']
['329', '283']
['974', '295']
['730', '329']
['523', '848']
['269', '329']
['448', '329']
['329', '874']
['899', '329']
['724', '510']
['901', '329']
['329', '458']
['302', '210']
['103', '338']
['329', '79']
['329', '886']
['509', '364']
['651', '329']
['329', '891']
['697', '4', '654', '248', '945', '18', '859', '131', '396', '622', '393', '743', '595', '338', '712', '592', '905', '990', '473', '550', '230', '765', '234', '472', '212', '791', '343', '564', '164', '199', '531', '459', '947', '686', '13', '317', '25', '449', '474', '217', '43', '194', '682', '195', '618', '68', '95', '999', '726', '26', '634', '60', '364', '918', '115', '713', '392', '438', '128', '401']
['669', '561']
['30', '450']
['877', '329']
['329', '806']
['592', '12']
['127', '634']
['547', '588']
['329', '120']
['316', '329']
['329', '407']
['532', '329']
['695', '892']
['329', '29']
['926', '329']
['757', '572']
['710', '229']
['28', '329']
['848', '343']
['329', '576']
['929', '329']
['808', '329']
['408', '930']
['925', '697']
['86', '563']
['973', '328']
['349', '518']
['670', '735']
['12', '680']
['329', '350']
['775', '281']
['719', '295']
['329', '311']
['735', '396']
['758', '900']
['245', '329']
['537', '329']
['201', '82', '161', '725', '693', '448', '774', '303', '419', '144', '878', '554', '944', '296', '599', '58', '10', '6', '742', '657', '949', '630', '216', '85', '319', '42', '783', '762', '181', '798', '876', '607', '520', '322', '879', '775', '883', '45', '23', '899', '913', '394', '227', '578', '868', '434', '988', '669', '580', '716', '380', '591', '714', '50', '953', '922', '893', '120', '24', '540']
['710', '225']
['379', '329']
['295', '255']
['329', '75']
['750', '680']
['329', '347']
['441', '750']
['329', '913']
['792', '329']
['149', '73']
['544', '136']
['187', '518']
['329', '973']
['567', '408']
['443', '329']
['9', '329']
['22', '679', '539', '842', '137', '464', '795', '418', '235', '991', '119', '593', '756', '404', '754', '752', '983', '251', '690', '538', '323', '663', '530', '387', '470', '316', '167', '315', '780', '153', '340', '957', '963', '689', '135', '959', '468', '451', '733', '411', '344', '980', '173', '902', '829', '989', '342', '625', '510', '976', '512', '446', '59', '277', '684', '834', '214', '61', '745', '846']
['514', '329']
['203', '329']
['91', '357']
['902', '329']
['905', '329']
['329', '252']
['840', '329']
['329', '917']
['670', '329']
['329', '153']
['485', '726']
['395', '866']
['851', '789']
['329', '961']
['772', '329']
['329', '860']
['295', '546']
['572', '817']
['707', '563']
['782', '78']
['936', '127']
['329', '11']
['126', '749']
['329', '5']
['329', '903']
['103', '196']
['329', '171']
['547', '726']
['28', '572']
['412', '329']
['608', '925']
['592', '329']
['178', '329']
['329', '165']
['669', '329']
['329', '338']
['436', '915']
['382', '930']
['12', '676']
['215', '329']
['865', '635']
['181', '329']
['723', '271']
['649', '414']
['585', '329']
['329', '366']
['567', '930']
['95', '312']
['329', '72']
['134', '983']
['188', '329']
['643', '645']
['800', '707']
['685', '447']
['329', '152']
['620', '329']
['329', '790']
['433', '187']
['748', '419']
['768', '329']
['436', '329']
['612', '561']
['329', '174']
['329', '800']
['329', '884']
['436', '587', '346', '650', '776', '298', '433', '231', '858', '475', '549', '63', '677', '596', '582', '908', '720', '548', '772', '391', '420', '179', '432', '741', '257', '409', '699', '390', '875', '417', '761', '619', '642', '825', '565', '740', '381', '258', '224', '116', '715', '321', '603', '769', '870', '107', '370', '112', '524', '264', '11', '121', '385', '443', '856', '583', '375', '124', '955', '197']
['690', '750']
['535', '414']
['789', '124']
['556', '103']
['449', '850']
['990', '329']
['998', '826']
['448', '73']
['826', '231']
['508', '973']
['329', '723']
['96', '766']
['258', '479']
['58', '559']
['329', '375']
['556', '329']
['982', '469']
['758', '135']
['955', '329']
['123', '329']
['32', '724']
['995', '686']
['322', '850']
['74', '329']
['638', '329']
['302', '495']
['401', '695']
['538', '312']
['92', '941']
['209', '12']
['755', '329']
['321', '329']
['750', '676']
['745', '329']
['246', '329']
['463', '329']
['244', '329']
['329', '770']
['613', '329']
['329', '125']
['329', '201']
['781', '749']
['797', '329']
['329', '754']
['439', '748']
['600', '329']
['96', '572']
['757', '96']
['10', '865']
['864', '329']
['329', '583']
['329', '518']
['355', '995']
['927', '134']
['398', '329']
['782', '76']
['93', '86']
['724', '320']
['819', '635']
['892', '792']
['904', '127']
['749', '329']
['447', '155']
['329', '422']
['795', '329']
['892', '696']
['21', '329']
['995', '293']
['789', '98']
['329', '812']
['849', '396']
['446', '329']
['24', '329']
['715', '415']
['138', '329']
['103', '895']
['59', '329']
['329', '575']
['475', '329']
['329', '490']
['998', '289']
['329', '36']
['337', '190']
['798', '329']
['724', '379']
['329', '935']
['44', '447']
['329', '297']
['135', '329']
['329', '351']
['862', '329']
['347', '407']
['850', '915']
['329', '367']
['684', '329']
['879', '681']
['915', '809']
['786', '329']
['329', '369']
['566', '329']
['447', '414']
['205', '782']
['329', '995']
['308', '329']
['98', '329']
['121', '494']
['329', '989']
['704', '329']
['671', '329']
['329', '46']
['796', '329']
['634', '136']
['73', '273']
['655', '329']
['472', '329']
['683', '390']
['343', '329']
['485', '605']
['5', '271']
['329', '177']
['941', '596']
['329', '551']
['450', '846']
['707', '953']
['494', '940']
['519', '681']
['844', '329']
['281', '350']
['329', '415']
['329', '248']
['725', '312']
['329', '726']
['96', '28']
['473', '819']
['302', '662']
['310', '329']
['937', '329']
['274', '329']
['411', '329']
['336', '329']
['925', '744']
['884', '518']
['709', '329']
['892', '329']
['724', '444']
['567', '808']
['142', '347']
['528', '140']
['329', '740']
['91', '166']
['486', '329']
['329', '428']
['93', '707']
['329', '489']
['329', '466']
['104', '329']
['797', '925']
['909', '735']
['666', '626']
['392', '940']
['773', '329']
['133', '850']
['329', '301']
['464', '849']
['848', '862']
['640', '681']
['634', '329']
['329', '440']
['329', '606']
['413', '329']
['20', '819']
['329', '849']
['329', '409']
['673', '973']
['274', '134']
['790', '848']
['329', '867']
['138', '12']
['242', '415']
['509', '955']
['325', '329']
['329', '951']
['785', '329']
['329', '385']
['395', '329']
['707', '49']
['884', '187']
['329', '724']
['402', '815']
['12', '690']
['434', '329']
['329', '358']
['985', '329']
['799', '843']
['329', '328']
['329', '340']
['227', '295']
['329', '128']
['15', '329']
['312', '132']
['329', '105']
['681', '941']
['329', '461']
['995', '30']
['343', '281']
['103', '530']
['289', '826']
['329', '52']
['360', '848']
['329', '488']
['911', '190']
['329', '117']
['329', '628']
['92', '329']
['357', '777']
['808', '930']
['329', '492']
['329', '742']
['941', '106']
['541', '782']
['329', '337']
['329', '610']
['906', '329']
['793', '329']
['43', '329']
['329', '943']
['136', '420']
['160', '329']
['73', '914']
['269', '995']
['329', '991']
['706', '320']
['329', '139']
['294', '329']
['228', '758']
['848', '497']
['329', '916']
['204', '415']
['842', '329']
['692', '329']
['915', '574']
['623', '42']
['395', '945']
['706', '761']
['329', '34']
['297', '702', '351', '299', '222', '267', '440', '31', '804', '822', '421', '100', '114', '155', '658', '93', '958', '790', '90', '111', '757', '609', '932', '156', '454', '408', '611', '247', '635', '696', '337', '718', '977', '331', '166', '866', '576', '812', '671', '439', '53', '377', '975', '205', '203', '998', '99', '624', '163', '168', '890', '441', '722', '273', '192', '83', '57', '320', '544', '133']
['654', '930']
['33', '329']
['850', '435']
['329', '302']
['821', '354']
['527', '134']
['391', '567']
['869', '329']
['635', '329']
['329', '108']
['329', '256']
['86', '290']
['230', '645']
['603', '140']
['505', '329']
['970', '735']
['447', '713']
['281', '790']
['743', '329']
['982', '880']
['939', '329']
['522', '103']
['234', '73']
['329', '457']
['329', '738']
['91', '84']
['822', '329']
['976', '329']
['266', '329']
['329', '134']
['850', '329']
['449', '915']
['850', '97']
['693', '849']
['940', '31']
['517', '329']
['329', '771']
['96', '194']
['342', '547']
['108', '940']
['329', '10']
['329', '996']
['222', '518']
['58', '329']
['347', '918']
['753', '329']
['445', '329']
['329', '234']
['329', '553']
['171', '103']
['685', '329']
['329', '183']
['94', '329']
['167', '357']
['371', '329']
['408', '329']
['495', '73']
['707', '329']
['442', '329']
['329', '96']
['420', '329']
['562', '281']
['329', '538']
['930', '329']
['612', '271']
['843', '160']
['302', '273']
['329', '402']
['771', '843']
['191', '329']
['405', '329']
['329', '746']
['706', '813']
['573', '348']
['663', '329']
['378', '329']
['274', '573']
['572', '446']
['329', '90']
['329', '437']
['292', '329']
['329', '383']
['329', '19']
['17', '577']
['329', '220']
['841', '329']
['850', '853']
['194', '329']
['270', '329']
['314', '329']
['826', '647']
['509', '488']
['973', '668']
['955', '17']
['340', '295']
['641', '695']
['22', '329']
['399', '941']
['103', '890']
['329', '80']
['623', '103']
['226', '748']
['491', '329']
['329', '331']
['463', '645']
['286', '848']
['249', '329']
['127', '570']
['329', '3']
['897', '329']
['826', '721']
['914', '329']
['329', '956']
['329', '624']
['740', '573']
['680', '329']
['136', '456']
['329', '235']
['329', '387']
['329', '950']
['86', '800']
['49', '329']
['329', '835']
['969', '973']
['329', '945']
['329', '142']
['789', '701']
['329', '352']
['23', '329']
['354', '329']
['158', '329']
['187', '553']
['992', '354']
['567', '3']
['921', '289']
['982', '115']
['449', '329']
['581', '329']
['173', '86']
['329', '298']
['62', '329']
['848', '329']
['572', '741']
['126', '679']
['329', '555']
['71', '940']
['756', '329']
['798', '710']
['329', '846']
['329', '356']
['6', '329']
['33', '281']
['329', '319']
['317', '479']
['329', '414']
['12', '913']
['758', '79']
['859', '329']
['329', '305']
['124', '748']
['329', '639']
['642', '485']
['329', '485']
['329', '103']
['136', '329']
['186', '329']
['756', '271']
['329', '789']
['433', '518']
['695', '875']
['86', '459']
['447', '82']
['311', '572']
['329', '401']
['190', '404']
['307', '748']
['38', '354']
['998', '329']
['353', '329']
['590', '892']
['281', '663']
['848', '350']
['312', '692']
['329', '417']
['57', '710']
['593', '289']
['351', '735']
['329', '16']
['947', '666']
['187', '329']
['164', '329']
['815', '882']
['678', '347']
['392', '329']
['288', '485']
['826', '552']
['750', '913']
['329', '54']
['329', '883']
['561', '329']
['118', '329']
['573', '299']
['329', '964']
['315', '329']
['312', '611']
['73', '672']
['414', '252']
['329', '801']
['677', '329']
['68', '561']
['229', '329']
['86', '707']
['200', '329']
['329', '619']
['579', '485']
['803', '573']
['559', '912']
['395', '843']
['140', '591']
['703', '81']
['10', '819']
['329', '219']
['526', '710']
['737', '329']
['892', '876']
['329', '221']
['272', '494']
['658', '681']
['645', '483']
['329', '42']
['415', '798']
['414', '732']
['603', '354']
['41', '329']
['666', '668']
['329', '233']
['547', '642']
['254', '329']
['271', '889']
['567', '246']
['995', '156']
['17', '558']
['621', '329']
['523', '281']
['954', '329']
['329', '918']
['725', '869']
['735', '461']
['329', '416']
['865', '473']
['329', '132']
['671', '561']
['817', '96']
['571', '329']
['386', '329']
['775', '848']
['594', '973']
['533', '995']
['805', '347']
['329', '872']
['317', '329']
['869', '824']
['347', '625']
['914', '302']
['424', '329']
['752', '329']
['329', '169']
['329', '526']
['395', '296']
['312', '863']
['329', '425']
['329', '539']
['329', '778']
['735', '503']
['329', '509']
['561', '260']
['735', '849']
['789', '419']
['414', '615']
['518', '232']
['781', '716']
['136', '127']
['329', '388']
['908', '329']
['487', '706']
['520', '329']
['329', '774']
['784', '547']
['669', '271']
['329', '109']
['902', '681']
['329', '37']
['815', '683']
['329', '326']
['112', '982']
['815', '368']
['199', '681']
['227', '174']
['329', '920']
['479', '61']
['333', '329']
['213', '329']
['329', '163']
['329', '999']
['892', '536']
['82', '329']
['781', '64']
['166', '357']
['430', '801', '528', '860', '931', '562', '651', '708', '535', '180', '202', '626', '52', '456', '792', '175', '184', '424', '667', '88', '210', '568', '290', '787', '888', '612', '291', '147', '832', '779', '746', '20', '882', '335', '840', '152', '987', '382', '537', '694', '972', '453', '104', '629', '330', '818', '169', '813', '680', '311', '784', '954', '46', '365', '966', '81', '69', '122', '480', '353']
['683', '991']
['968', '329']
['450', '179']
['459', '707']
['818', '982']
['542', '329']
['329', '162']
['679', '329']
['48', '329']
['688', '329']
['801', '843']
['941', '345']
['329', '324']
['357', '581']
['329', '384']
['772', '623']
['262', '329']
['317', '782']
['506', '479']
['278', '819']
['335', '415']
['56', '329']
['774', '940']
['224', '819']
['817', '329']
['329', '837']
['329', '479']
['509', '689']
['683', '618']
['207', '329']
['329', '31']
['329', '419']
['81', '347']
['982', '135']
['599', '329']
['329', '345']
['623', '202']
['782', '329']
['73', '210']
['963', '329']
['329', '587']
['8', '329']
['342', '485']
['329', '85']
['485', '588']
['284', '329']
['329', '882']
['57', '329']
['458', '518']
['329', '460']
['783', '329']
['685', '414']
['329', '423']
['807', '724']
['683', '100']
['479', '782']
['494', '329']
['650', '174']
['223', '329']
['91', '524']
['819', '398']
['239', '329']
['892', '847']
['16', '559']
['758', '818']
['705', '329']
['60', '329']
['623', '556']
['157', '707']
['329', '441']
['329', '493']
['329', '497']
['329', '960']
['329', '97']
['141', '758']
['530', '329']
['851', '748']
['713', '414']
['511', '329']
['66', '826']
['803', '134']
['114', '174']
['329', '984']
['947', '973']
['140', '83']
['376', '819']
['547', '579']
['329', '589']
['410', '17']
['865', '754']
['704', '706']
['328', '666']
['329', '282']
['641', '329']
['988', '509']
['50', '572']
['365', '174']
['31', '494']
['484', '329']
['329', '549']
['429', '329']
['266', '518']
['329', '697']
['789', '226']
['342', '329']
['329', '733']
['503', '329']
['969', '329']
['329', '121']
['329', '582']
['930', '41']
['881', '329']
['136', '717']
['784', '485']
['159', '329']
['455', '329']
['971', '329']
['329', '100']
['888', '329']
['329', '816']
['329', '389']
['519', '664', '543', '458', '146', '138', '123', '563', '253', '36', '837', '817', '274', '366', '522', '5', '821', '590', '709', '579', '934', '241', '806', '763', '570', '997', '67', '314', '615', '610', '659', '811', '490', '143', '359', '909', '463', '213', '986', '118', '939', '226', '880', '398', '237', '162', '511', '668', '751', '498', '33', '183', '66', '805', '318', '662', '857', '546', '400', '457']
['849', '503']
['329', '4']
['295', '306']
['934', '329']
['892', '961']
['850', '809']
['651', '450']
['286', '329']
['815', '100']
['362', '820', '282', '874', '428', '979', '739', '113', '833', '721', '467', '907', '961', '517', '950', '412', '220', '32', '94', '594', '926', '532', '207', '836', '753', '38', '873', '853', '110', '476', '844', '529', '229', '964', '871', '308', '196', '159', '796', '497', '129', '55', '968', '525', '158', '916', '589', '339', '14', '79', '49', '221', '744', '675', '29', '638', '442', '483', '727', '948']
['850', '143']
['329', '611']
['329', '481']
['329', '992']
['329', '68']
['773', '518']
['456', '329']
['683', '882']
['865', '329']
['7', '329']
['458', '187']
['329', '652']
['66', '329']
['329', '854']
['329', '691']
['946', '329']
['973', '878']
['509', '17']
['103', '42']
['781', '123']
['930', '120']
['261', '295']
['650', '295']
['347', '630']
['329', '102']
['933', '329']
['263', '703']
['987', '17']
['774', '494']
['187', '232']
['922', '190']
['452', '329']
['329', '144']
['339', '329']
['915', '133']
['677', '281']
['470', '447']
['782', '742']
['40', '329']
['329', '942']
['703', '163']
['329', '38']
['127', '1']
['861', '707']
['143', '915']
['524', '329']
['925', '870']
['329', '258']
['329', '683']
['329', '211']
['51', '819']
['329', '643']
['414', '155']
['134', '453']
['984', '572']
['329', '71']
['834', '329']
['695', '329']
['329', '977']
['119', '329']
['329', '640']
['357', '788']
['494', '499']
['942', '703']
['532', '295']
['782', '353']
['673', '329']
['45', '329']
