20
20
['215', '189', '217']
['88', '189', '160']
['38', '305', '397']
['337', '367', '87']
['88', '110', '189']
['88', '369', '217']
['106', '160', '397']
['50', '154', '321']
['337', '180', '367']
['46', '7', '249']
['369', '188', '305']
['68', '88', '247']
['188', '247', '367']
['50', '247', '7']
['286', '367', '7']
['88', '305', '249']
['243', '154', '115']
['180', '202', '271']
['68', '249', '217']
['46', '15', '115']
['160', '134', '305']
['396', '188', '351']
['50', '366', '397']
['202', '396', '305']
['88', '215', '286']
['189', '7', '321']
['110', '367', '208']
['321', '15', '366']
['110', '188', '106']
['351', '367', '319']
['88', '215', '118']
['202', '106', '115']
['396', '110', '189']
['243', '396', '366']
['160', '202', '217']
['337', '188', '367']
['220', '15', '160']
['50', '46', '7']
['337', '243', '202']
['305', '217', '115']
['110', '160', '115']
['180', '215', '342']
['180', '215', '271']
['68', '189', '220']
['367', '7', '220']
['68', '243', '154']
['321', '38', '208']
['319', '367', '87']
['202', '46', '7']
['188', '106', '286']
['342', '118', '366']
['305', '86', '217']
['286', '86', '87']
['351', '319', '342']
['88', '396', '115']
['154', '286', '106']
['154', '351', '367']
['243', '286', '154']
['321', '305', '87']
['286', '86', '366']
['243', '189', '217']
['202', '215', '15']
['351', '215', '396']
['110', '342', '397']
['189', '305', '342']
['180', '106', '118']
['154', '243', '38']
['68', '351', '342']
['88', '180', '286']
['88', '319', '271']
['15', '249', '208']
['351', '271', '220']
['286', '160', '208']
['88', '247', '115']
['369', '46', '366']
['369', '134', '397']
['154', '286', '15']
['396', '46', '249']
['243', '7', '366']
['202', '106', '247']
['337', '15', '249']
['50', '202', '366']
['154', '369', '217']
['351', '106', '271']
['319', '7', '305']
['154', '367', '366']
['351', '46', '369']
['220', '15', '217']
['215', '46', '217']
['154', '351', '106']
['337', '134', '286']
['50', '369', '215']
['88', '319', '86']
['46', '7', '220']
['50', '46', '367']
['88', '271', '342']
['369', '118', '367']
['286', '367', '305']
['50', '243', '220']
['319', '247', '366']
['286', '321', '397']
['180', '86', '115']
['88', '286', '321']
['118', '321', '342']
['189', '106', '46']
['88', '215', '351']
['7', '249', '397']
['180', '243', '154']
['110', '188', '342']
['134', '87', '208']
['337', '249', '366']
['319', '118', '247']
['88', '369', '351']
['134', '7', '286']
['249', '321', '220']
['243', '189', '87']
['134', '188', '342']
['88', '243', '86']
['397', '160', '87']
['243', '319', '247']
['180', '189', '397']
['46', '38', '160']
['369', '202', '220']
['396', '321', '249']
['154', '369', '115']
['249', '46', '160']
['351', '134', '319']
['396', '15', '397']
['202', '110', '220']
['369', '202', '115']
['217', '106', '249']
['247', '38', '7']
['106', '271', '87']
['68', '110', '247']
['50', '160', '115']
['154', '118', '321']
['286', '189', '342']
['189', '188', '321']
['319', '189', '271']
['154', '134', '342']
['337', '188', '15']
['50', '286', '160']
['321', '86', '397']
['247', '38', '220']
['106', '15', '208']
['188', '38', '397']
['50', '188', '305']
['337', '15', '305']
['87', '367', '366']
['88', '189', '87']
['180', '15', '220']
['337', '243', '367']
['286', '7', '397']
['106', '134', '46']
['180', '351', '369']
['50', '351', '160']
['243', '247', '305']
['215', '189', '305']
['243', '86', '271']
['351', '160', '208']
['397', '160', '366']
['110', '118', '217']
['337', '351', '342']
['202', '217', '366']
['217', '396', '305']
['286', '38', '217']
['88', '106', '397']
['50', '396', '342']
['337', '189', '217']
['180', '189', '115']
['367', '38', '342']
['88', '243', '271']
['305', '180', '217']
['88', '180', '271']
['247', '106', '367']
['369', '188', '134']
['50', '110', '46']
['396', '188', '319']
['50', '319', '217']
['68', '367', '342']
['243', '286', '208']
['110', '46', '271']
['50', '110', '249']
['110', '249', '87']
['50', '286', '337']
['189', '367', '208']
['134', '249', '397']
['396', '321', '217']
['369', '106', '7']
['396', '286', '220']
['118', '220', '115']
['351', '215', '217']
['286', '106', '366']
['88', '337', '321']
['202', '321', '208']
['86', '46', '367']
['68', '249', '342']
['396', '106', '220']
['319', '217', '342']
['88', '247', '160']
['337', '189', '115']
['351', '86', '202']
['351', '38', '115']
['247', '271', '7']
['319', '87', '208']
['319', '367', '208']
['154', '369', '321']
['110', '286', '366']
['243', '106', '217']
['180', '110', '321']
['243', '220', '208']
['249', '38', '160']
['87', '7', '115']
['337', '305', '220']
['68', '7', '220']
['337', '243', '271']
['50', '286', '86']
['286', '38', '305']
['68', '217', '397']
['337', '396', '351']
['243', '134', '38']
['189', '118', '342']
['337', '367', '271']
['208', '86', '7']
['215', '367', '217']
['88', '396', '217']
['397', '305', '87']
['46', '118', '38']
['249', '319', '217']
['68', '243', '208']
['88', '286', '189']
['247', '217', '87']
['202', '286', '115']
['367', '305', '271']
['106', '367', '397']
['46', '305', '397']
['106', '247', '86']
['86', '271', '342']
['202', '247', '115']
['110', '38', '305']
['50', '319', '367']
['337', '180', '134']
['180', '351', '286']
['106', '7', '220']
['50', '286', '321']
['110', '160', '87']
['134', '367', '87']
['243', '319', '215']
['366', '319', '342']
['366', '321', '87']
['220', '160', '397']
['319', '86', '366']
['88', '86', '305']
['160', '106', '305']
['337', '154', '208']
['367', '217', '87']
['351', '286', '7']
['286', '321', '366']
['46', '247', '366']
['337', '396', '215']
['110', '106', '46']
['154', '110', '189']
['215', '321', '369']
['86', '106', '38']
['88', '337', '15']
['86', '15', '397']
['154', '106', '208']
['286', '321', '217']
['86', '369', '271']
['110', '118', '87']
['367', '217', '208']
['319', '118', '46']
['202', '118', '305']
['337', '88', '7']
['369', '247', '367']
['88', '319', '369']
['7', '160', '397']
['215', '110', '46']
['189', '220', '397']
['337', '367', '15']
['180', '106', '342']
['134', '367', '38']
['215', '286', '106']
['215', '188', '249']
['134', '189', '160']
['88', '369', '188']
['215', '189', '249']
['88', '106', '87']
['160', '46', '220']
['215', '160', '342']
['215', '189', '38']
['50', '106', '15']
