31
31
['921', '55', '80']
['930', '720', '456']
['361', '459', '590']
['850', '588', '926']
['731', '53', '456']
['155', '132', '623']
['599', '14', '645']
['816', '117', '80']
['238', '440', '150']
['466', '341', '618']
['808', '711', '366']
['791', '441', '623']
['36', '174', '699']
['349', '853', '469']
['528', '928', '609']
['441', '32', '623']
['93', '192', '190']
['632', '265', '409']
['79', '386', '595']
['404', '749', '926']
['186', '365', '254']
['698', '125', '469']
['488', '475', '484']
['183', '219', '640']
['639', '421', '161']
['143', '476', '484']
['933', '938', '277']
['326', '681', '590']
['534', '955', '210']
['809', '334', '68']
['904', '43', '645']
['734', '12', '469']
['65', '268', '609']
['951', '62', '456']
['53', '340', '456']
['281', '591', '595']
['570', '520', '150']
['956', '474', '595']
['450', '509', '366']
['708', '144', '659']
['940', '176', '233']
['767', '234', '68']
['214', '388', '68']
['521', '397', '350']
['601', '450', '366']
['842', '36', '699']
['226', '730', '210']
['22', '816', '80']
['207', '695', '68']
['470', '245', '675']
['249', '155', '623']
['807', '94', '699']
['820', '42', '350']
['496', '859', '277']
['909', '620', '80']
['798', '696', '321']
['434', '130', '469']
['219', '594', '640']
['896', '431', '277']
['737', '682', '640']
['338', '275', '33']
['637', '945', '210']
['397', '820', '350']
['774', '642', '469']
['87', '472', '484']
['193', '755', '321']
['201', '331', '609']
['476', '291', '484']
['847', '643', '609']
['634', '918', '190']
['100', '691', '33']
['944', '131', '210']
['3', '483', '129']
['705', '153', '456']
['803', '434', '469']
['757', '535', '33']
['34', '226', '210']
['871', '48', '825']
['437', '478', '150']
['172', '560', '699']
['934', '757', '33']
['149', '105', '609']
['823', '593', '675']
['801', '116', '350']
['713', '460', '409']
['857', '742', '129']
['761', '896', '277']
['845', '567', '926']
['52', '466', '618']
['653', '874', '366']
['905', '383', '129']
['43', '948', '645']
['682', '112', '640']
['452', '753', '595']
['832', '370', '675']
['612', '935', '926']
['522', '416', '33']
['287', '866', '210']
['771', '578', '68']
['766', '952', '484']
['865', '410', '640']
['31', '604', '618']
['506', '842', '699']
['765', '538', '33']
['37', '724', '366']
['381', '739', '80']
['500', '915', '675']
['669', '748', '277']
['48', '419', '825']
['306', '829', '150']
['178', '607', '409']
['21', '473', '129']
['251', '778', '161']
['112', '424', '640']
['396', '315', '409']
['429', '693', '233']
['834', '717', '609']
['372', '357', '825']
['347', '113', '80']
['138', '563', '210']
['384', '894', '659']
['692', '922', '190']
['906', '26', '618']
['718', '779', '595']
['27', '709', '609']
['110', '628', '623']
['560', '290', '699']
['406', '335', '645']
['428', '495', '484']
['676', '933', '277']
['339', '486', '484']
['482', '844', '161']
['593', '873', '675']
['755', '102', '321']
['610', '447', '321']
['580', '373', '595']
['395', '764', '595']
['503', '832', '675']
['538', '136', '33']
['701', '325', '825']
['862', '70', '675']
['525', '700', '190']
['920', '904', '645']
['613', '847', '609']
['271', '960', '618']
['427', '34', '210']
['799', '827', '233']
['170', '865', '640']
['485', '845', '926']
['958', '728', '129']
['729', '471', '233']
['650', '72', '80']
['247', '499', '150']
['294', '235', '321']
['530', '395', '595']
['662', '510', '254']
['586', '68']
['516', '496', '277']
['58', '517', '699']
['513', '39', '254']
['642', '849', '469']
['532', '614', '699']
['894', '489', '659']
['779', '332', '595']
['606', '356', '456']
['684', '64', '675']
['181', '119', '926']
['18', '380', '254']
['304', '358', '623']
['368', '191', '825']
['772', '671', '623']
['7', '743', '409']
['790', '120', '150']
['501', '907', '645']
['680', '13', '645']
['594', '657', '640']
['91', '352', '277']
['157', '863', '321']
['320', '600', '129']
['460', '0', '409']
['542', '436', '484']
['550', '1', '409']
['768', '765', '33']
['412', '878', '350']
['827', '729', '233']
['597', '503', '675']
['424', '103', '640']
['69', '575', '484']
['377', '712', '33']
['274', '901', '33']
['411', '898', '161']
['666', '814', '595']
['162', '264', '640']
['407', '37', '366']
['261', '67', '618']
['256', '97', '161']
['14', '195', '645']
['444', '182', '129']
['248', '587', '699']
['812', '82', '277']
['97', '84', '161']
['649', '246', '161']
['453', '855', '161']
['206', '420', '161']
['915', '802', '675']
['24', '303', '590']
['616', '227', '80']
['586', '409']
['221', '703', '233']
['603', '562', '825']
['232', '273', '645']
['345', '745', '659']
['303', '835', '590']
['499', '241', '150']
['574', '889', '825']
['253', '617', '254']
['481', '109', '409']
['882', '576', '233']
['362', '29', '68']
['563', '56', '210']
['824', '549', '675']
['624', '353', '659']
['517', '289', '699']
['567', '302', '926']
['486', '329', '484']
['313', '942', '825']
['743', '481', '409']
['908', '221', '233']
['955', '912', '210']
['123', '139', '254']
['810', '639', '161']
['959', '714', '254']
['72', '937', '80']
['8', '337', '926']
['283', '858', '469']
['264', '946', '640']
['49', '173', '129']
['296', '760', '659']
['420', '752', '161']
['218', '702', '190']
['358', '860', '623']
['60', '402', '350']
['559', '167', '254']
['725', '737', '640']
['837', '147', '469']
['211', '540', '68']
['314', '59', '321']
['255', '145', '190']
['557', '687', '366']
['371', '780', '321']
['835', '543', '590']
['870', '572', '659']
['245', '523', '675']
['355', '619', '595']
['586', '645']
['704', '326', '590']
['636', '826', '618']
['11', '775', '456']
['585', '910', '609']
['520', '238', '150']
['948', '232', '645']
['399', '491', '456']
['343', '831', '825']
['63', '133', '80']
['237', '179', '68']
['776', '52', '618']
['655', '49', '129']
['866', '565', '210']
['629', '958', '129']
['158', '367', '366']
['151', '216', '68']
['166', '255', '190']
['258', '10', '350']
['678', '57', '350']
['495', '583', '484']
['841', '605', '254']
['622', '762', '926']
['950', '916', '825']
['216', '403', '68']
['508', '713', '409']
['794', '203', '825']
['335', '599', '645']
['265', '571', '409']
['611', '884', '277']
['446', '870', '659']
['539', '867', '618']
['888', '143', '484']
['819', '422', '190']
['28', '76', '640']
['821', '809', '68']
['571', '278', '409']
['695', '660', '68']
['236', '541', '590']
['586', '825']
['121', '570', '150']
['893', '917', '623']
['859', '507', '277']
['199', '369', '699']
['897', '463', '595']
['554', '276', '640']
['169', '603', '825']
['285', '732', '80']
['770', '162', '640']
['900', '170', '640']
['374', '166', '190']
['392', '430', '469']
['16', '608', '321']
['860', '723', '623']
['39', '559', '254']
['569', '485', '926']
['204', '625', '150']
['581', '585', '609']
['780', '929', '321']
['378', '738', '254']
['716', '718', '595']
['778', '458', '161']
['907', '223', '645']
['494', '271', '618']
['696', '927', '321']
['75', '843', '33']
['403', '111', '68']
['279', '91', '277']
['148', '256', '161']
['929', '225', '321']
['423', '624', '659']
['853', '164', '469']
['317', '947', '699']
['711', '536', '366']
['192', '931', '190']
['299', '956', '595']
['111', '767', '68']
['20', '260', '233']
['109', '408', '409']
['710', '185', '590']
['94', '782', '699']
['213', '701', '825']
['353', '382', '659']
['785', '672', '640']
['925', '734', '469']
['96', '201', '609']
['840', '426', '350']
['586', '675']
['50', '338', '33']
['472', '488', '484']
['952', '270', '484']
['448', '236', '590']
['946', '785', '640']
['547', '467', '590']
['586', '80']
['783', '92', '129']
['436', '766', '484']
['131', '73', '210']
['598', '439', '277']
['693', '187', '233']
['899', '632', '409']
['209', '344', '68']
['869', '453', '161']
['582', '830', '350']
['120', '247', '150']
['573', '253', '254']
['631', '527', '350']
['586', '469']
['316', '448', '590']
['382', '384', '659']
['88', '670', '609']
['242', '77', '277']
['760', '886', '659']
['267', '323', '68']
['389', '412', '350']
['115', '21', '129']
['455', '783', '129']
['235', '16', '321']
['284', '108', '675']
['848', '649', '161']
['234', '207', '68']
['935', '914', '926']
['305', '148', '161']
['379', '706', '699']
['726', '286', '233']
['843', '654', '33']
['51', '553', '645']
['815', '218', '190']
['295', '437', '150']
['552', '200', '623']
['877', '405', '469']
['438', '501', '645']
['685', '396', '409']
['252', '940', '233']
['337', '781', '926']
['451', '3', '129']
['720', '606', '456']
['846', '546', '161']
['863', '663', '321']
['163', '635', '645']
['868', '35', '618']
['116', '641', '350']
['586', '350']
['89', '788', '321']
['864', '674', '366']
['369', '807', '699']
['719', '710', '590']
['769', '7', '409']
['478', '621', '150']
['763', '229', '484']
['422', '804', '190']
['621', '531', '150']
['648', '498', '80']
['607', '385', '409']
['25', '704', '590']
['387', '300', '456']
['898', '561', '161']
['892', '815', '190']
['292', '169', '825']
['511', '310', '456']
['556', '792', '33']
['10', '360', '350']
['480', '188', '190']
['830', '243', '350']
['572', '519', '659']
['217', '919', '366']
['176', '902', '233']
['586', '590']
['787', '93', '190']
['35', '31', '618']
['644', '151', '68']
['643', '518', '609']
['187', '252', '233']
['514', '242', '277']
['688', '407', '366']
['159', '311', '254']
['415', '427', '210']
['931', '627', '190']
['9', '516', '277']
['215', '662', '254']
['139', '215', '254']
['185', '19', '590']
['293', '763', '484']
['410', '183', '640']
['533', '680', '645']
['874', '688', '366']
['55', '650', '80']
['152', '892', '190']
['225', '193', '321']
['360', '462', '350']
['619', '452', '595']
['806', '868', '618']
['491', '137', '456']
['15', '263', '926']
['230', '172', '699']
['364', '733', '659']
['417', '548', '825']
['786', '404', '926']
['401', '262', '150']
['402', '418', '350']
['19', '596', '590']
['322', '944', '210']
['405', '803', '469']
['130', '774', '469']
['17', '99', '456']
['394', '464', '409']
['873', '797', '675']
['584', '957', '699']
['733', '592', '659']
['855', '251', '161']
['128', '387', '456']
['297', '794', '825']
['751', '577', '659']
['144', '180', '659']
['587', '477', '699']
['586', '161']
['228', '138', '210']
['77', '761', '277']
['586', '926']
['586', '366']
['194', '893', '623']
['686', '381', '80']
['876', '818', '33']
['388', '722', '68']
['858', '954', '469']
['431', '9', '277']
['333', '295', '150']
['960', '555', '618']
['773', '521', '350']
['62', '731', '456']
['910', '887', '609']
['272', '181', '926']
['222', '27', '609']
['81', '850', '926']
['945', '322', '210']
['127', '22', '80']
['147', '698', '469']
['365', '959', '254']
['270', '413', '484']
['565', '795', '210']
['579', '872', '33']
['182', '320', '129']
['822', '86', '210']
['879', '525', '190']
['602', '644', '68']
['78', '634', '190']
['600', '140', '129']
['954', '877', '469']
['330', '897', '595']
['591', '4', '595']
['229', '811', '484']
['492', '239', '366']
['5', '428', '484']
['104', '217', '366']
['286', '429', '233']
['883', '178', '409']
['626', '911', '484']
['586', '640']
['54', '777', '618']
['220', '449', '321']
['140', '629', '129']
['788', '789', '321']
['175', '266', '80']
['165', '249', '623']
['351', '939', '254']
['714', '18', '254']
['690', '500', '675']
['459', '719', '590']
['741', '750', '640']
['668', '906', '618']
['730', '228', '210']
['227', '648', '80']
['46', '47', '129']
['239', '651', '366']
['290', '58', '699']
['872', '522', '33']
['137', '128', '456']
['784', '705', '456']
['200', '854', '623']
['99', '171', '456']
['191', '683', '825']
['259', '740', '150']
['1', '208', '409']
['518', '528', '609']
['914', '327', '926']
['278', '550', '409']
['386', '530', '595']
['475', '5', '484']
['586', '456']
['300', '856', '456']
['463', '580', '595']
['359', '823', '675']
['620', '285', '80']
['744', '612', '926']
['625', '689', '150']
['173', '455', '129']
['363', '497', '233']
['212', '610', '321']
['86', '205', '210']
['2', '288', '33']
['332', '390', '595']
['443', '909', '80']
['269', '274', '33']
['540', '602', '68']
['545', '159', '254']
['589', '492', '366']
['442', '202', '675']
['544', '89', '321']
['646', '312', '129']
['524', '71', '590']
['498', '63', '80']
['468', '943', '623']
['196', '666', '595']
['782', '317', '699']
['471', '197', '233']
['174', '454', '699']
['852', '589', '366']
['592', '446', '659']
['586', '609']
['661', '267', '68']
['205', '124', '210']
['586', '33']
['507', '875', '277']
['851', '790', '150']
['789', '212', '321']
['839', '861', '609']
['119', '66', '926']
['118', '741', '640']
['641', '258', '350']
['447', '515', '321']
['674', '601', '366']
['924', '776', '618']
['759', '684', '675']
['537', '15', '926']
['134', '163', '645']
['670', '309', '609']
['117', '747', '80']
['608', '314', '321']
['887', '222', '609']
['66', '346', '926']
['813', '154', '659']
['336', '770', '640']
['702', '480', '190']
['663', '798', '321']
['818', '934', '33']
['638', '848', '161']
['732', '921', '80']
['198', '152', '190']
['487', '813', '659']
['615', '351', '254']
['341', '895', '618']
['901', '75', '33']
['315', '394', '409']
['497', '881', '233']
['461', '616', '80']
['740', '647', '150']
['408', '899', '409']
['586', '129']
['665', '837', '469']
['122', '883', '409']
['334', '771', '68']
['180', '345', '659']
['844', '817', '161']
['836', '343', '825']
['419', '213', '825']
['250', '298', '645']
['357', '574', '825']
['426', '697', '350']
['85', '146', '623']
['298', '134', '645']
['647', '189', '150']
['141', '862', '675']
['854', '941', '623']
['792', '876', '33']
['288', '768', '33']
['439', '490', '277']
['777', '261', '618']
['98', '613', '609']
['142', '656', '277']
['943', '41', '623']
['549', '759', '675']
['309', '135', '609']
['319', '54', '618']
['462', '631', '350']
['627', '78', '190']
['829', '652', '150']
['911', '888', '484']
['71', '800', '590']
['756', '494', '618']
['168', '924', '618']
['512', '461', '80']
['588', '622', '926']
['586', '699']
['746', '950', '825']
['527', '318', '350']
['754', '751', '659']
['543', '564', '590']
['586', '623']
['576', '799', '233']
['586', '484']
['413', '890', '484']
['586', '321']
['826', '805', '618']
['179', '214', '68']
['108', '442', '675']
['156', '505', '409']
['519', '423', '659']
['721', '534', '210']
['928', '839', '609']
['939', '378', '254']
['735', '294', '321']
['257', '316', '590']
['458', '482', '161']
['694', '160', '645']
['577', '296', '659']
['323', '211', '68']
['728', '936', '129']
['266', '512', '80']
['575', '339', '484']
['903', '715', '456']
['566', '908', '233']
['657', '28', '640']
['764', '95', '595']
['12', '392', '469']
['529', '364', '659']
['917', '493', '623']
['617', '186', '254']
['370', '107', '675']
['938', '279', '277']
['376', '209', '68']
['707', '359', '675']
['531', '401', '150']
['132', '324', '623']
['561', '305', '161']
['223', '250', '645']
['26', '539', '618']
['164', '400', '469']
['76', '118', '640']
['918', '879', '190']
['586', '233']
['739', '127', '80']
['712', '2', '33']
['656', '812', '277']
['605', '880', '254']
['881', '566', '233']
['160', '551', '645']
['536', '104', '366']
['432', '905', '129']
['45', '833', '210']
['208', '508', '409']
['630', '204', '150']
['203', '368', '825']
['953', '920', '645']
['40', '361', '590']
['796', '630', '150']
['493', '558', '623']
['811', '224', '484']
['153', '511', '456']
['683', '417', '825']
['509', '23', '366']
['329', '293', '484']
['464', '122', '409']
['474', '355', '595']
['849', '349', '469']
['727', '532', '699']
['84', '869', '161']
['890', '87', '484']
['311', '513', '254']
['32', '165', '623']
['664', '953', '645']
['106', '88', '609']
['312', '451', '129']
['29', '821', '68']
['47', '432', '129']
['467', '25', '590']
['797', '597', '675']
['936', '655', '129']
['884', '598', '277']
['262', '259', '150']
['74', '158', '366']
['635', '913', '645']
['895', '636', '618']
['23', '557', '366']
['425', '257', '590']
['64', '690', '675']
['706', '230', '699']
['275', '677', '33']
['949', '175', '80']
['856', '414', '456']
['586', '618']
['310', '17', '456']
['340', '679', '456']
['82', '231', '277']
['433', '808', '366']
['885', '841', '254']
['546', '90', '161']
['454', '379', '699']
['435', '287', '210']
['42', '582', '350']
['916', '836', '825']
['505', '769', '409']
['658', '307', '233']
['717', '61', '609']
['762', '272', '926']
['41', '304', '623']
['263', '744', '926']
['375', '716', '595']
['145', '736', '190']
['814', '330', '595']
['114', '526', '233']
['13', '51', '645']
['276', '336', '640']
['586', '277']
['800', '547', '590']
['922', '819', '190']
['912', '633', '210']
['113', '949', '80']
['651', '83', '366']
['354', '900', '640']
['268', '98', '609']
['90', '411', '161']
['449', '371', '321']
['483', '444', '129']
['838', '925', '469']
['793', '754', '659']
['927', '735', '321']
['385', '156', '409']
['241', '121', '150']
