['719', '986', '475', '452', '471', '289', '39', '954', '805', '704', '76', '658', '789', '780', '700', '20', '493', '548', '834', '519']
['985', '117', '603', '246', '51', '441', '377', '212', '396', '34', '750', '766', '278', '929', '116', '49', '25', '406', '630', '711']
['892', '574', '916', '193', '455', '341', '489', '199', '209', '465', '600', '21', '701', '94', '290', '509', '444', '272', '660', '313']
['190', '86', '671', '900', '523', '293', '946', '842', '192', '497', '59', '323', '518', '423', '994', '891', '136', '295', '761', '825']
['253', '723', '345', '148', '317', '835', '28', '476', '179', '516', '504', '390', '346', '249', '633', '405', '186', '925', '687', '218']
['712', '930', '778', '78', '709', '488', '436', '387', '680', '876', '681', '10', '354', '19', '177', '164', '460', '662', '837', '760']
['375', '821', '197', '852', '808', '912', '551', '254', '409', '481', '539', '506', '81', '636', '397', '419', '565', '384', '344', '223']
['222', '194', '682', '258', '300', '38', '622', '726', '144', '414', '977', '864', '744', '967', '795', '997', '412', '347', '550', '693']
['356', '540', '564', '515', '721', '589', '103', '388', '639', '588', '685', '933', '918', '259', '503', '158', '886', '910', '542', '15']
['443', '9', '173', '337', '792', '385', '619', '360', '615', '63', '12', '182', '151', '782', '793', '686', '413', '454', '68', '590']
['468', '729', '902', '227', '170', '955', '46', '224', '932', '426', '373', '870', '710', '617', '307', '830', '541', '44', '233', '887']
['544', '335', '999', '211', '418', '463', '91', '898', '458', '55', '133', '575', '694', '767', '561', '69', '935', '332', '731', '969']
['794', '526', '894', '972', '206', '823', '410', '948', '517', '314', '349', '667', '629', '656', '315', '31', '756', '973', '609', '599']
['352', '145', '612', '815', '480', '513', '522', '372', '576', '614', '371', '800', '907', '531', '532', '61', '483', '445', '1', '126']
['602', '191', '228', '334', '382', '676', '269', '945', '285', '255', '679', '470', '90', '319', '143', '707', '420', '582', '745', '325']
['906', '453', '642', '65', '58', '742', '705', '333', '917', '273', '961', '469', '843', '361', '13', '748', '500', '64', '29', '4']
