20
25
['18', '44', '74', '99', '102', '135', '171', '193', '219', '230', '268', '281', '315', '348', '352', '392', '401', '425', '467', '490']
['17', '35', '52', '85', '102', '138', '157', '186', '220', '237', '268', '275', '324', '327', '362', '377', '412', '443', '468', '491']
['13', '36', '66', '86', '121', '146', '172', '179', '206', '226', '262', '291', '324', '334', '372', '381', '419', '431', '465', '490']
['9', '31', '69', '75', '124', '132', '170', '193', '213', '231', '268', '298', '302', '348', '356', '395', '404', '439', '468', '493']
['16', '45', '53', '81', '107', '138', '153', '188', '203', '232', '267', '296', '311', '336', '372', '387', '405', '429', '474', '488']
['21', '38', '57', '93', '107', '132', '164', '198', '213', '234', '264', '291', '307', '347', '370', '383', '403', '443', '457', '482']
['8', '33', '69', '77', '119', '137', '160', '199', '216', '244', '262', '295', '315', '326', '355', '393', '413', '430', '454', '485']
['12', '30', '62', '96', '113', '146', '157', '192', '215', '227', '264', '296', '318', '334', '373', '380', '414', '445', '464', '493']
['10', '35', '63', '79', '116', '139', '166', '191', '222', '247', '267', '282', '312', '343', '372', '390', '404', '426', '459', '476']
['4', '46', '52', '77', '124', '136', '166', '181', '201', '225', '250', '285', '303', '337', '369', '390', '403', '441', '464', '496']
['13', '36', '62', '81', '115', '140', '166', '190', '207', '227', '273', '275', '321', '329', '362', '380', '401', '443', '456', '489']
['7', '49', '70', '86', '100', '133', '165', '188', '208', '232', '271', '275', '307', '349', '373', '399', '414', '439', '456', '476']
['7', '28', '51', '85', '106', '134', '169', '193', '223', '232', '270', '284', '310', '332', '357', '382', '424', '426', '466', '476']
['7', '43', '57', '77', '110', '130', '153', '182', '223', '249', '274', '280', '307', '327', '365', '386', '409', '438', '456', '480']
['6', '39', '67', '89', '100', '141', '152', '186', '222', '246', '266', '289', '314', '325', '358', '379', '406', '428', '453', '492']
['18', '39', '51', '75', '102', '142', '160', '194', '204', '237', '265', '299', '317', '334', '353', '386', '410', '437', '471', '498']
['2', '46', '73', '80', '123', '132', '157', '180', '205', '234', '257', '284', '304', '343', '369', '375', '412', '442', '470', '487']
['0', '32', '57', '93', '102', '141', '167', '195', '218', '247', '254', '289', '302', '346', '351', '381', '402', '436', '457', '481']
['6', '36', '65', '84', '110', '131', '169', '177', '213', '232', '259', '286', '323', '335', '351', '387', '419', '434', '474', '480']
['0', '36', '61', '92', '110', '125', '151', '194', '200', '240', '250', '275', '312', '346', '373', '391', '405', '426', '464', '476']
['8', '45', '69', '92', '115', '135', '167', '199', '200', '226', '264', '280', '307', '346', '350', '380', '406', '442', '474', '478']
['12', '33', '53', '78', '124', '134', '152', '192', '206', '243', '260', '281', '316', '344', '372', '378', '424', '425', '459', '477']
['17', '25', '58', '88', '100', '136', '151', '197', '216', '234', '264', '298', '312', '344', '361', '376', '400', '446', '453', '486']
['23', '49', '51', '79', '101', '138', '162', '177', '209', '245', '250', '296', '322', '338', '367', '388', '412', '426', '456', '483']
['6', '39', '54', '81', '113', '133', '174', '196', '216', '247', '264', '279', '319', '347', '357', '396', '401', '432', '472', '476']
['0', '27', '56', '99', '124', '135', '156', '192', '206', '249', '254', '282', '322', '342', '368', '377', '418', '449', '456', '494']
['14', '47', '55', '95', '110', '133', '174', '184', '218', '243', '250', '278', '303', '325', '373', '384', '423', '444', '460', '487']
['4', '40', '67', '78', '113', '145', '169', '182', '211', '249', '250', '297', '309', '339', '373', '376', '423', '439', '463', '491']
['5', '34', '51', '85', '109', '140', '162', '177', '213', '235', '274', '291', '309', '344', '355', '396', '409', '428', '460', '483']
['19', '43', '50', '76', '109', '137', '170', '181', '212', '230', '255', '297', '311', '339', '353', '398', '410', '444', '468', '492']
['12', '46', '72', '99', '121', '134', '166', '194', '201', '235', '273', '297', '324', '348', '366', '388', '411', '430', '464', '482']
['22', '37', '57', '79', '118', '137', '167', '196', '222', '239', '250', '277', '308', '330', '361', '394', '406', '446', '455', '487']
['13', '39', '67', '90', '108', '126', '151', '190', '213', '241', '253', '290', '309', '331', '351', '378', '407', '435', '457', '494']
['24', '42', '55', '92', '119', '125', '174', '180', '224', '246', '274', '276', '315', '335', '367', '387', '416', '440', '454', '492']
['14', '41', '53', '84', '101', '140', '160', '175', '219', '237', '273', '281', '310', '333', '351', '387', '412', '425', '465', '494']
['20', '43', '59', '75', '107', '143', '156', '188', '209', '232', '263', '277', '317', '337', '366', '389', '408', '437', '467', '491']
['21', '27', '61', '93', '119', '148', '152', '177', '215', '247', '267', '279', '302', '330', '369', '398', '413', '429', '467', '476']
['1', '42', '67', '85', '107', '128', '166', '185', '220', '245', '254', '279', '301', '328', '372', '389', '421', '427', '474', '486']
['3', '28', '73', '82', '108', '144', '166', '190', '216', '238', '253', '281', '304', '327', '367', '390', '419', '433', '455', '479']
['24', '40', '53', '85', '114', '127', '170', '199', '211', '231', '273', '288', '317', '339', '364', '383', '406', '449', '454', '484']
['12', '33', '54', '76', '102', '129', '170', '181', '206', '243', '254', '288', '317', '348', '373', '392', '405', '448', '452', '486']
['12', '34', '53', '96', '105', '127', '155', '177', '210', '238', '252', '283', '324', '336', '358', '384', '412', '444', '462', '486']
['14', '41', '53', '81', '123', '131', '172', '189', '209', '236', '263', '277', '302', '348', '367', '397', '412', '444', '458', '496']
['17', '26', '50', '79', '100', '126', '168', '198', '221', '227', '272', '292', '311', '337', '367', '382', '405', '446', '456', '494']
['8', '33', '50', '89', '119', '138', '171', '178', '214', '237', '250', '277', '319', '339', '355', '394', '409', '425', '468', '487']
['12', '40', '74', '83', '105', '147', '172', '189', '211', '228', '273', '277', '300', '343', '370', '387', '414', '437', '474', '482']
['24', '40', '51', '78', '120', '136', '164', '194', '211', '233', '266', '294', '304', '340', '364', '395', '413', '434', '459', '493']
['18', '49', '68', '75', '114', '141', '154', '178', '203', '227', '264', '283', '300', '326', '352', '391', '400', '431', '461', '494']
['14', '46', '57', '76', '119', '134', '157', '195', '223', '228', '260', '276', '311', '337', '374', '377', '419', '437', '460', '499']
['16', '34', '74', '99', '120', '141', '153', '182', '214', '239', '256', '283', '308', '327', '359', '384', '418', '428', '464', '497']
['9', '41', '51', '98', '121', '128', '166', '183', '201', '248', '270', '287', '324', '343', '374', '378', '417', '428', '451', '494']
['16', '26', '68', '90', '113', '128', '153', '185', '218', '236', '267', '290', '319', '339', '368', '384', '412', '443', '461', '489']
['9', '37', '51', '84', '118', '129', '171', '197', '221', '226', '258', '287', '310', '344', '361', '380', '422', '431', '469', '489']
['7', '42', '57', '92', '110', '149', '173', '184', '200', '236', '270', '286', '300', '333', '351', '395', '406', '437', '464', '478']
['5', '27', '67', '98', '115', '129', '172', '199', '211', '226', '256', '299', '313', '334', '352', '392', '416', '430', '470', '482']
['13', '48', '72', '84', '112', '143', '162', '189', '208', '238', '257', '290', '323', '330', '370', '388', '421', '425', '465', '482']
['2', '39', '74', '84', '108', '139', '168', '181', '218', '244', '271', '281', '311', '331', '371', '386', '401', '431', '461', '496']
['23', '47', '71', '78', '102', '135', '168', '195', '214', '248', '274', '296', '303', '333', '352', '387', '406', '428', '474', '498']
['21', '41', '74', '83', '113', '143', '170', '185', '212', '225', '266', '293', '303', '340', '362', '394', '409', '433', '452', '483']
['11', '25', '63', '89', '107', '129', '151', '179', '211', '242', '251', '280', '323', '329', '357', '384', '424', '427', '450', '494']
['15', '48', '72', '79', '113', '144', '170', '182', '203', '236', '265', '299', '304', '328', '358', '393', '406', '432', '457', '486']
['22', '46', '58', '83', '104', '142', '155', '197', '215', '242', '267', '299', '319', '333', '360', '397', '415', '430', '470', '490']
['6', '33', '58', '88', '110', '149', '155', '192', '209', '229', '268', '291', '302', '346', '369', '375', '417', '449', '474', '499']
['4', '28', '50', '82', '101', '135', '168', '198', '212', '241', '271', '296', '314', '338', '365', '376', '405', '449', '473', '497']
['17', '40', '50', '76', '106', '140', '160', '192', '214', '227', '260', '291', '305', '338', '367', '381', '410', '435', '468', '494']
['21', '46', '72', '92', '115', '148', '174', '184', '224', '236', '260', '276', '311', '349', '354', '388', '410', '435', '468', '479']
['24', '26', '72', '80', '106', '130', '156', '182', '219', '225', '270', '286', '318', '349', '355', '392', '400', '429', '452', '499']
['9', '47', '62', '91', '108', '142', '153', '181', '203', '233', '269', '280', '323', '326', '361', '379', '414', '447', '459', '479']
['20', '34', '74', '86', '106', '148', '169', '189', '205', '237', '257', '279', '321', '338', '351', '394', '419', '445', '473', '475']
['20', '34', '63', '86', '112', '146', '160', '193', '220', '234', '262', '276', '312', '331', '353', '392', '404', '445', '471', '490']
['15', '41', '68', '80', '103', '131', '151', '193', '206', '227', '269', '293', '311', '336', '372', '380', '415', '426', '472', '489']
['8', '40', '60', '90', '119', '138', '163', '191', '224', '242', '265', '286', '302', '334', '370', '382', '403', '449', '467', '478']
['18', '35', '51', '90', '105', '128', '165', '175', '223', '245', '264', '276', '320', '332', '360', '395', '414', '449', '460', '483']
['14', '37', '56', '85', '104', '138', '161', '175', '219', '229', '254', '286', '321', '342', '370', '377', '409', '439', '453', '480']
['19', '26', '71', '78', '106', '149', '158', '188', '206', '242', '270', '295', '321', '340', '372', '383', '401', '438', '454', '477']
['6', '26', '63', '84', '103', '140', '159', '193', '201', '226', '272', '292', '318', '333', '358', '381', '404', '436', '463', '475']
['11', '44', '50', '85', '107', '133', '169', '187', '211', '234', '250', '290', '312', '340', '352', '379', '415', '428', '468', '493']
['22', '41', '50', '79', '109', '146', '156', '178', '224', '227', '252', '285', '318', '348', '359', '385', '424', '435', '473', '497']
['0', '36', '67', '85', '103', '144', '173', '195', '217', '241', '262', '275', '319', '345', '367', '397', '416', '432', '472', '482']
['15', '26', '66', '99', '119', '146', '170', '180', '210', '233', '254', '297', '303', '342', '368', '397', '405', '425', '459', '489']
['7', '44', '60', '83', '122', '136', '158', '192', '207', '244', '256', '277', '307', '337', '353', '382', '402', '439', '458', '484']
['15', '39', '73', '85', '109', '131', '156', '196', '205', '232', '268', '288', '303', '338', '350', '398', '409', '436', '463', '497']
['24', '47', '72', '88', '105', '132', '166', '196', '211', '225', '274', '281', '303', '334', '373', '393', '405', '442', '466', '495']
['22', '44', '67', '88', '103', '148', '159', '191', '210', '234', '260', '281', '324', '330', '370', '399', '412', '439', '452', '493']
['9', '30', '57', '89', '110', '127', '163', '197', '224', '245', '263', '297', '304', '345', '355', '384', '415', '433', '463', '479']
['12', '36', '55', '76', '110', '126', '173', '187', '215', '246', '256', '297', '308', '343', '357', '376', '414', '444', '459', '493']
['21', '34', '72', '76', '114', '145', '161', '188', '200', '229', '269', '299', '302', '339', '352', '382', '411', '435', '474', '496']
['6', '25', '68', '97', '124', '138', '167', '176', '223', '242', '254', '289', '316', '333', '350', '391', '415', '441', '452', '498']
['5', '31', '54', '95', '103', '129', '159', '188', '212', '243', '254', '281', '321', '333', '373', '381', '413', '443', '463', '489']
['24', '25', '68', '87', '124', '143', '171', '181', '204', '229', '257', '295', '314', '343', '356', '399', '409', '449', '464', '495']
['10', '28', '63', '85', '103', '137', '169', '184', '211', '248', '258', '294', '310', '337', '364', '383', '409', '442', '458', '493']
['2', '31', '66', '85', '115', '143', '151', '180', '213', '225', '257', '294', '322', '332', '353', '386', '404', '443', '461', '477']
['15', '27', '61', '75', '108', '147', '172', '175', '223', '247', '262', '293', '309', '330', '352', '398', '412', '442', '463', '489']
['15', '37', '71', '84', '122', '146', '151', '182', '210', '226', '261', '280', '307', '341', '366', '382', '407', '447', '458', '499']
['15', '25', '66', '75', '119', '131', '172', '179', '224', '246', '267', '278', '309', '332', '356', '398', '408', '425', '470', '488']
['9', '33', '61', '86', '101', '125', '167', '178', '224', '235', '254', '276', '318', '346', '357', '398', '418', '436', '469', '485']
['18', '40', '55', '86', '109', '142', '167', '198', '209', '230', '251', '285', '313', '331', '355', '375', '403', '444', '467', '478']
['6', '42', '67', '79', '119', '129', '150', '196', '210', '229', '274', '281', '300', '349', '368', '387', '403', '425', '451', '480']
['10', '33', '68', '82', '117', '146', '152', '199', '224', '228', '269', '284', '318', '343', '365', '383', '422', '443', '473', '497']
['19', '29', '63', '92', '109', '125', '168', '196', '220', '226', '273', '299', '320', '328', '351', '383', '411', '442', '462', '485']
['12', '29', '68', '85', '110', '129', '151', '184', '210', '238', '274', '293', '304', '342', '355', '386', '401', '435', '471', '492']
['6', '39', '54', '83', '109', '125', '155', '194', '216', '225', '264', '290', '320', '339', '353', '376', '413', '439', '465', '478']
['0', '28', '55', '83', '124', '130', '174', '181', '201', '235', '273', '281', '318', '346', '373', '378', '424', '438', '467', '488']
['10', '33', '56', '94', '115', '140', '152', '187', '204', '225', '274', '297', '312', '346', '367', '376', '421', '445', '456', '493']
['6', '26', '74', '81', '107', '135', '174', '190', '204', '241', '257', '291', '309', '339', '352', '395', '402', '432', '452', '491']
['10', '39', '69', '88', '104', '143', '154', '193', '200', '246', '272', '291', '305', '326', '369', '391', '424', '442', '464', '486']
['16', '35', '51', '82', '104', '139', '166', '182', '218', '235', '263', '290', '307', '328', '362', '375', '406', '437', '460', '481']
['15', '32', '71', '82', '109', '146', '163', '185', '207', '232', '252', '295', '313', '349', '356', '379', '417', '446', '469', '488']
['2', '34', '50', '82', '118', '145', '164', '181', '201', '235', '257', '297', '303', '333', '364', '375', '418', '443', '469', '497']
['12', '34', '66', '80', '117', '145', '162', '190', '221', '226', '269', '280', '313', '340', '354', '388', '417', '446', '460', '498']
['17', '49', '65', '81', '108', '141', '161', '197', '204', '225', '257', '299', '316', '337', '354', '375', '402', '439', '456', '476']
['7', '42', '69', '87', '106', '131', '160', '198', '214', '232', '274', '288', '316', '348', '369', '376', '410', '427', '470', '484']
['20', '39', '71', '92', '117', '132', '161', '182', '207', '228', '255', '282', '305', '330', '352', '387', '413', '448', '459', '482']
['0', '43', '54', '96', '100', '131', '171', '187', '200', '232', '253', '299', '311', '339', '353', '382', '417', '437', '456', '484']
['20', '37', '72', '79', '113', '145', '165', '188', '217', '227', '259', '295', '307', '338', '371', '392', '404', '448', '459', '494']
['15', '46', '59', '97', '109', '128', '160', '186', '221', '232', '262', '288', '302', '327', '374', '390', '403', '445', '454', '486']
['19', '33', '68', '88', '110', '135', '160', '197', '200', '244', '266', '291', '312', '337', '361', '389', '404', '435', '466', '486']
['8', '28', '55', '79', '114', '145', '159', '197', '221', '232', '271', '292', '307', '326', '350', '381', '402', '437', '451', '488']
['3', '36', '74', '88', '100', '136', '157', '198', '222', '232', '265', '291', '323', '343', '358', '390', '405', '427', '454', '484']
['8', '25', '55', '80', '112', '131', '166', '179', '201', '249', '270', '285', '310', '325', '362', '397', '408', '427', '452', '480']
['14', '35', '58', '83', '105', '138', '172', '199', '222', '241', '259', '296', '321', '341', '358', '379', '401', '439', '461', '495']
['23', '36', '73', '98', '105', '143', '169', '187', '201', '235', '271', '292', '308', '347', '354', '396', '420', '441', '462', '482']
['22', '38', '62', '80', '101', '133', '153', '182', '203', '241', '252', '285', '316', '337', '350', '394', '410', '433', '454', '495']
['17', '30', '61', '84', '117', '133', '152', '196', '207', '226', '251', '292', '318', '344', '370', '388', '400', '445', '473', '488']
['19', '37', '70', '87', '100', '135', '164', '192', '200', '238', '253', '299', '301', '341', '350', '386', '424', '433', '464', '486']
['6', '35', '73', '84', '120', '126', '155', '184', '200', '225', '255', '295', '306', '340', '373', '391', '405', '428', '470', '497']
['2', '44', '69', '82', '119', '139', '170', '195', '219', '249', '263', '283', '324', '342', '357', '380', '415', '439', '471', '497']
['5', '28', '64', '83', '110', '139', '164', '186', '200', '245', '268', '288', '302', '338', '374', '385', '405', '443', '462', '479']
['14', '25', '63', '82', '112', '137', '168', '184', '205', '246', '258', '281', '310', '328', '365', '397', '406', '433', '473', '485']
['9', '32', '50', '88', '116', '141', '169', '194', '214', '249', '257', '278', '302', '339', '351', '389', '420', '445', '472', '487']
['4', '34', '72', '99', '111', '144', '159', '192', '209', '243', '274', '292', '316', '326', '368', '396', '410', '446', '450', '482']
['3', '47', '52', '77', '114', '136', '171', '187', '206', '229', '257', '290', '317', '329', '360', '386', '411', '433', '470', '487']
['19', '47', '67', '90', '120', '139', '162', '193', '200', '231', '267', '287', '301', '333', '365', '394', '407', '433', '465', '496']
['3', '28', '59', '77', '104', '136', '174', '195', '216', '244', '262', '293', '322', '348', '352', '378', '413', '438', '467', '497']
['0', '48', '72', '88', '110', '133', '168', '175', '215', '241', '255', '288', '320', '337', '374', '398', '410', '426', '460', '495']
['1', '48', '50', '93', '118', '131', '160', '190', '212', '225', '256', '281', '306', '325', '357', '387', '413', '449', '456', '481']
['8', '26', '58', '88', '105', '131', '164', '195', '212', '225', '256', '293', '307', '343', '371', '388', '402', '431', '463', '488']
['20', '28', '59', '95', '120', '147', '156', '196', '212', '237', '273', '295', '314', '325', '353', '393', '402', '442', '451', '488']
['21', '29', '56', '96', '120', '126', '158', '190', '215', '234', '260', '279', '324', '339', '358', '393', '417', '446', '456', '480']
['17', '29', '59', '93', '114', '126', '169', '195', '219', '239', '274', '295', '302', '337', '357', '384', '401', '431', '473', '498']
['19', '33', '52', '95', '124', '130', '168', '175', '219', '242', '260', '278', '302', '344', '372', '375', '410', '442', '450', '487']
['2', '49', '61', '96', '116', '145', '166', '180', '200', '239', '251', '290', '324', '346', '356', '386', '408', '433', '466', '496']
['2', '26', '62', '93', '124', '140', '160', '176', '205', '239', '257', '285', '302', '330', '363', '384', '414', '433', '453', '476']
['8', '40', '63', '83', '121', '145', '163', '187', '223', '247', '265', '285', '303', '337', '352', '380', '423', '434', '450', '496']
['3', '40', '61', '83', '103', '135', '170', '179', '204', '233', '269', '275', '321', '331', '370', '395', '423', '430', '460', '477']
['20', '46', '52', '86', '103', '146', '169', '198', '200', '229', '261', '297', '300', '341', '357', '385', '420', '446', '474', '487']
['6', '40', '55', '77', '107', '142', '165', '178', '224', '231', '270', '279', '312', '342', '361', '385', '400', '432', '474', '476']
['11', '35', '66', '76', '102', '139', '172', '195', '222', '230', '269', '291', '312', '330', '357', '391', '412', '426', '467', '496']
['11', '37', '71', '91', '101', '129', '157', '196', '208', '232', '257', '280', '324', '334', '358', '379', '408', '437', '474', '484']
['21', '46', '73', '89', '107', '129', '164', '175', '216', '245', '271', '286', '306', '330', '367', '398', '420', '430', '458', '479']
['8', '40', '73', '95', '116', '140', '157', '195', '218', '248', '264', '288', '305', '335', '350', '385', '404', '445', '457', '489']
['18', '34', '60', '79', '113', '144', '165', '195', '210', '229', '266', '288', '315', '327', '371', '384', '405', '433', '463', '494']
['11', '32', '73', '99', '120', '130', '154', '176', '205', '230', '252', '296', '313', '333', '351', '383', '419', '430', '466', '484']
['22', '37', '52', '91', '105', '141', '151', '177', '201', '235', '263', '291', '310', '341', '359', '389', '422', '449', '455', '484']
['10', '49', '55', '85', '107', '139', '155', '177', '207', '236', '263', '296', '311', '327', '368', '392', '402', '428', '474', '489']
['7', '32', '61', '80', '100', '142', '172', '193', '214', '227', '254', '280', '306', '339', '358', '397', '408', '433', '472', '481']
['10', '33', '59', '80', '115', '129', '161', '179', '205', '238', '270', '277', '301', '348', '366', '392', '410', '443', '462', '481']
['1', '26', '71', '88', '107', '147', '154', '184', '202', '226', '256', '291', '317', '332', '359', '383', '416', '447', '463', '480']
['9', '31', '68', '99', '114', '144', '161', '185', '200', '231', '272', '276', '310', '345', '363', '389', '421', '442', '464', '495']
['20', '29', '69', '77', '122', '137', '166', '187', '202', '241', '255', '288', '324', '344', '360', '380', '403', '427', '466', '498']
['17', '41', '55', '80', '100', '138', '171', '182', '203', '230', '273', '283', '319', '339', '360', '388', '422', '430', '450', '485']
['0', '35', '60', '80', '118', '141', '152', '199', '214', '232', '260', '298', '309', '334', '362', '389', '419', '430', '452', '479']
['6', '31', '73', '78', '109', '132', '163', '195', '204', '235', '272', '289', '324', '335', '369', '376', '410', '437', '452', '491']
['7', '49', '54', '84', '119', '134', '174', '179', '214', '234', '257', '298', '308', '329', '365', '392', '405', '426', '451', '479']
['11', '45', '50', '81', '121', '132', '165', '179', '214', '232', '265', '290', '322', '347', '372', '393', '418', '445', '450', '498']
['23', '25', '67', '84', '109', '143', '159', '185', '211', '236', '267', '292', '311', '328', '373', '377', '409', '425', '450', '475']
['2', '39', '62', '87', '113', '134', '159', '175', '211', '240', '257', '285', '321', '339', '363', '398', '420', '437', '465', '491']
['20', '45', '69', '89', '115', '146', '171', '193', '214', '244', '252', '279', '306', '327', '362', '381', '418', '440', '459', '485']
['8', '27', '63', '89', '110', '134', '166', '196', '221', '237', '255', '296', '309', '336', '353', '383', '419', '433', '467', '494']
['11', '27', '58', '76', '119', '135', '170', '186', '211', '239', '272', '298', '306', '345', '360', '387', '413', '449', '451', '483']
['21', '46', '59', '92', '120', '145', '159', '198', '200', '234', '274', '282', '316', '347', '353', '387', '419', '434', '451', '498']
['14', '43', '63', '85', '112', '141', '171', '185', '220', '235', '257', '284', '306', '345', '372', '390', '409', '432', '454', '484']
['10', '48', '56', '79', '124', '135', '164', '198', '219', '229', '254', '275', '301', '342', '365', '386', '411', '432', '452', '485']
['0', '41', '61', '81', '101', '129', '158', '178', '212', '239', '270', '276', '311', '329', '354', '399', '422', '443', '474', '494']
['13', '36', '62', '84', '113', '131', '155', '197', '212', '246', '271', '275', '310', '347', '366', '394', '409', '430', '467', '486']
['24', '43', '50', '97', '101', '127', '163', '187', '221', '241', '265', '281', '315', '341', '368', '390', '412', '435', '460', '476']
['10', '41', '54', '99', '101', '139', '170', '178', '213', '231', '268', '280', '314', '341', '351', '397', '417', '442', '471', '475']
['4', '32', '62', '83', '106', '138', '158', '175', '217', '243', '252', '275', '301', '338', '368', '395', '407', '442', '472', '492']
['13', '29', '66', '99', '124', '148', '169', '192', '201', '242', '257', '284', '322', '344', '354', '383', '420', '444', '463', '485']
['8', '34', '69', '90', '105', '137', '174', '197', '223', '247', '253', '282', '314', '338', '352', '393', '414', '440', '467', '485']
['1', '49', '62', '80', '116', '143', '152', '193', '217', '236', '261', '285', '307', '346', '373', '380', '407', '446', '471', '497']
['22', '32', '62', '85', '117', '149', '164', '178', '211', '229', '253', '294', '315', '348', '373', '399', '422', '431', '461', '496']
['23', '41', '51', '99', '118', '137', '163', '183', '214', '235', '270', '285', '321', '347', '371', '380', '412', '428', '464', '485']
['3', '28', '55', '95', '115', '125', '155', '186', '211', '238', '262', '284', '317', '343', '367', '389', '410', '436', '473', '477']
['3', '35', '64', '89', '122', '131', '152', '192', '204', '234', '263', '280', '321', '327', '374', '397', '418', '427', '471', '490']
['11', '44', '61', '76', '119', '125', '174', '184', '201', '225', '267', '275', '312', '335', '373', '378', '422', '445', '460', '490']
['5', '41', '73', '82', '108', '130', '165', '180', '216', '238', '270', '293', '321', '334', '365', '378', '413', '443', '462', '499']
['0', '40', '69', '95', '111', '138', '171', '183', '210', '248', '253', '291', '313', '332', '357', '394', '418', '430', '470', '496']
['18', '29', '68', '82', '117', '132', '158', '176', '223', '235', '261', '288', '318', '334', '370', '378', '404', '437', '455', '496']
['12', '33', '50', '93', '117', '132', '168', '193', '208', '229', '252', '287', '306', '331', '354', '385', '413', '438', '468', '484']
['21', '30', '64', '83', '124', '126', '156', '197', '224', '239', '267', '297', '323', '329', '369', '375', '406', '442', '469', '488']
['2', '45', '59', '80', '101', '125', '152', '190', '205', '225', '254', '299', '311', '336', '365', '398', '420', '447', '464', '492']
['4', '26', '65', '89', '121', '133', '157', '177', '206', '236', '260', '285', '303', '326', '359', '397', '424', '448', '455', '475']
['21', '42', '60', '89', '120', '147', '166', '178', '224', '227', '258', '277', '322', '333', '353', '392', '422', '429', '458', '490']
['20', '39', '63', '97', '120', '147', '169', '194', '207', '243', '254', '279', '319', '332', '364', '394', '420', '448', '467', '493']
['16', '37', '68', '95', '114', '148', '150', '182', '206', '233', '272', '287', '311', '337', '350', '384', '402', '434', '473', '493']
['15', '31', '64', '99', '104', '137', '166', '181', '223', '239', '250', '289', '314', '331', '354', '381', '411', '430', '450', '493']
['17', '31', '51', '98', '113', '133', '151', '195', '208', '240', '270', '283', '301', '344', '374', '392', '411', '429', '457', '494']
['7', '42', '74', '92', '109', '127', '161', '184', '220', '243', '267', '297', '319', '332', '368', '380', '416', '427', '454', '492']
['4', '41', '67', '79', '120', '146', '158', '194', '202', '243', '261', '288', '320', '327', '361', '391', '405', '449', '468', '498']
