100
10
['87', '15', '181', '182', '399', '45', '995', '227', '154', '0']
['25', '711', '731', '821', '654', '856', '632', '267', '902', '216']
['853', '455', '457', '437', '283', '958', '344', '262', '723', '271']
['200', '250', '780', '531', '301', '534', '404', '96', '432', '243']
['599', '275', '252', '963', '520', '41', '751', '849', '572', '906']
['952', '59', '550', '418', '991', '645', '542', '848', '152', '862']
['156', '549', '105', '605', '780', '874', '165', '18', '630', '113']
['513', '445', '918', '732', '155', '342', '709', '833', '524', '194']
['467', '120', '153', '879', '640', '49', '729', '145', '918', '127']
['786', '831', '938', '771', '426', '149', '98', '4', '72', '449']
['313', '115', '307', '614', '399', '41', '316', '191', '691', '198']
['348', '426', '903', '843', '103', '440', '585', '619', '442', '15']
['919', '205', '35', '969', '795', '791', '887', '964', '702', '247']
['945', '26', '751', '671', '356', '75', '651', '193', '575', '596']
['630', '670', '568', '746', '853', '863', '629', '289', '837', '322']
['711', '292', '842', '551', '785', '457', '673', '612', '881', '736']
['743', '360', '753', '234', '447', '430', '323', '614', '413', '412']
['178', '405', '239', '24', '485', '642', '821', '207', '610', '646']
['698', '360', '619', '491', '750', '114', '707', '989', '561', '810']
['969', '117', '930', '463', '701', '293', '530', '570', '58', '122']
['57', '356', '442', '517', '836', '562', '958', '714', '58', '838']
['641', '857', '928', '274', '299', '930', '134', '601', '47', '976']
['350', '3', '450', '953', '762', '141', '753', '808', '355', '949']
['587', '530', '42', '447', '982', '358', '463', '728', '8', '939']
['894', '885', '489', '693', '880', '490', '837', '868', '87', '151']
['339', '596', '626', '964', '160', '974', '357', '304', '582', '222']
['264', '735', '989', '315', '531', '248', '925', '644', '466', '237']
['640', '926', '174', '365', '494', '2', '558', '846', '193', '568']
['512', '903', '217', '1', '972', '97', '168', '702', '173', '254']
['705', '954', '879', '995', '28', '667', '361', '815', '162', '433']
['817', '157', '591', '186', '178', '243', '288', '36', '613', '563']
['758', '659', '763', '421', '759', '590', '208', '330', '9', '536']
['263', '66', '804', '340', '660', '308', '854', '939', '465', '807']
['103', '2', '812', '735', '729', '251', '53', '976', '223', '241']
['649', '732', '476', '425', '879', '294', '349', '288', '256', '358']
['768', '132', '715', '25', '988', '6', '136', '937', '452', '224']
['874', '116', '980', '914', '419', '125', '983', '90', '325', '432']
['507', '450', '985', '151', '138', '173', '87', '611', '182', '152']
['764', '370', '833', '750', '117', '347', '874', '253', '953', '407']
['830', '538', '84', '753', '294', '223', '272', '373', '350', '452']
['745', '427', '535', '451', '970', '891', '172', '59', '701', '392']
['389', '426', '412', '974', '256', '889', '65', '559', '57', '534']
['852', '761', '14', '166', '801', '952', '617', '663', '921', '324']
['576', '99', '275', '312', '902', '452', '581', '80', '91', '472']
['277', '54', '814', '240', '246', '181', '895', '116', '263', '798']
['255', '984', '523', '453', '606', '373', '546', '245', '888', '102']
['947', '268', '431', '190', '955', '207', '798', '711', '351', '244']
['937', '274', '643', '174', '224', '740', '667', '622', '381', '370']
['203', '290', '812', '139', '648', '287', '514', '395', '849', '615']
['685', '13', '740', '222', '894', '121', '41', '377', '926', '641']
['578', '820', '237', '81', '181', '515', '144', '304', '79', '868']
['46', '872', '338', '653', '153', '947', '834', '406', '716', '232']
['498', '893', '144', '860', '306', '220', '991', '182', '402', '858']
['593', '992', '864', '713', '777', '316', '25', '58', '402', '573']
['369', '814', '969', '830', '540', '636', '445', '62', '335', '314']
['64', '588', '978', '524', '403', '838', '289', '167', '766', '690']
['374', '645', '922', '218', '188', '211', '651', '383', '688', '992']
['499', '747', '987', '522', '97', '560', '261', '219', '681', '314']
['751', '130', '856', '718', '877', '682', '257', '649', '780', '934']
['936', '474', '789', '49', '92', '950', '766', '244', '276', '847']
['857', '557', '779', '953', '592', '836', '760', '233', '653', '837']
['997', '103', '748', '418', '345', '228', '931', '904', '131', '107']
['910', '390', '534', '622', '33', '441', '586', '545', '578', '18']
['706', '491', '560', '291', '604', '83', '700', '575', '341', '912']
['971', '739', '775', '400', '807', '340', '668', '643', '23', '493']
['36', '364', '278', '192', '752', '516', '165', '130', '527', '93']
['259', '146', '697', '126', '281', '639', '945', '67', '432', '696']
['111', '259', '564', '7', '59', '328', '997', '767', '773', '538']
['492', '138', '726', '298', '396', '526', '636', '886', '113', '520']
['957', '924', '301', '326', '544', '870', '180', '196', '605', '120']
['272', '497', '362', '543', '969', '429', '724', '423', '505', '148']
['476', '189', '27', '226', '412', '672', '800', '143', '190', '841']
['104', '230', '900', '674', '830', '12', '354', '381', '908', '17']
['329', '285', '948', '227', '980', '55', '51', '654', '816', '591']
['18', '434', '358', '531', '146', '841', '983', '476', '356', '397']
['839', '906', '699', '32', '344', '318', '840', '89', '249', '811']
['884', '318', '272', '892', '598', '883', '107', '614', '720', '757']
['429', '835', '38', '791', '229', '406', '756', '182', '841', '994']
['458', '137', '768', '586', '404', '246', '2', '484', '329', '846']
['177', '854', '454', '817', '38', '977', '252', '140', '721', '13']
['999', '438', '128', '437', '321', '469', '828', '407', '60', '6']
['431', '804', '154', '271', '730', '305', '608', '757', '633', '289']
['990', '357', '198', '68', '494', '420', '823', '368', '663', '991']
['303', '814', '104', '312', '786', '956', '384', '261', '225', '845']
['731', '236', '781', '496', '819', '662', '919', '629', '233', '114']
['473', '116', '301', '709', '686', '826', '508', '292', '608', '355']
['838', '412', '664', '99', '621', '279', '522', '626', '239', '221']
['99', '844', '416', '729', '476', '41', '894', '481', '606', '820']
['105', '892', '803', '346', '106', '357', '139', '883', '809', '220']
['927', '951', '456', '70', '624', '105', '867', '810', '592', '382']
['774', '803', '660', '25', '320', '675', '262', '738', '897', '200']
['197', '24', '994', '390', '170', '568', '406', '305', '955', '997']
['857', '520', '294', '649', '751', '153', '410', '694', '473', '803']
['831', '735', '455', '172', '31', '398', '832', '446', '345', '173']
['133', '797', '142', '106', '408', '357', '148', '449', '295', '222']
['580', '150', '204', '871', '623', '822', '416', '436', '901', '270']
['772', '64', '5', '644', '458', '802', '252', '216', '949', '318']
['230', '336', '198', '585', '601', '355', '719', '518', '528', '190']
['690', '152', '351', '640', '779', '697', '688', '696', '987', '230']
['715', '810', '781', '879', '37', '688', '81', '601', '940', '695']
['571', '311', '81', '391', '657', '414', '733', '630', '529', '549']
['890', '20', '926', '742', '37', '158', '967', '851', '403', '504']
['483', '110', '191', '499', '349', '132', '457', '201', '919', '873']
['525', '381', '464', '24', '673', '763', '332', '869', '371', '45']
['216', '296', '386', '843', '611', '109', '167', '34', '471', '74']
['617', '155', '945', '532', '239', '381', '453', '282', '736', '651']
['673', '297', '211', '373', '832', '976', '21', '55', '387', '863']
['889', '585', '916', '370', '755', '422', '583', '547', '565', '111']
['915', '198', '769', '102', '27', '167', '466', '398', '904', '777']
['891', '212', '313', '141', '336', '327', '837', '867', '169', '219']
['229', '797', '769', '694', '425', '268', '411', '844', '796', '213']
['139', '889', '702', '110', '781', '162', '797', '102', '468', '929']
['863', '156', '84', '826', '681', '884', '892', '620', '890', '39']
['784', '48', '680', '349', '119', '440', '634', '112', '61', '609']
['660', '491', '644', '145', '613', '452', '243', '46', '805', '295']
['299', '880', '52', '922', '309', '814', '777', '906', '642', '74']
['692', '260', '446', '770', '66', '837', '350', '776', '340', '86']
['212', '187', '157', '366', '243', '985', '794', '717', '707', '269']
['336', '108', '832', '573', '943', '993', '408', '135', '52', '722']
['652', '346', '448', '334', '941', '78', '619', '658', '875', '464']
['670', '419', '625', '698', '106', '238', '90', '410', '404', '424']
['158', '603', '684', '266', '862', '66', '322', '956', '462', '335']
['533', '862', '336', '67', '973', '108', '806', '486', '10', '742']
['746', '401', '500', '430', '743', '527', '525', '122', '756', '389']
['797', '189', '582', '194', '772', '300', '244', '409', '758', '364']
['15', '651', '312', '520', '975', '535', '924', '174', '409', '746']
['553', '35', '124', '584', '861', '790', '595', '913', '85', '185']
['531', '86', '456', '635', '741', '72', '804', '382', '449', '9']
['30', '677', '394', '548', '873', '26', '787', '475', '479', '398']
['754', '679', '855', '963', '79', '899', '77', '683', '209', '460']
['814', '124', '49', '575', '657', '405', '401', '804', '917', '913']
['434', '165', '599', '962', '482', '593', '552', '760', '783', '21']
['276', '149', '725', '696', '464', '445', '604', '727', '189', '301']
['836', '893', '377', '80', '404', '71', '755', '106', '238', '981']
['690', '990', '742', '782', '944', '799', '20', '286', '278', '937']
['70', '480', '512', '244', '389', '350', '559', '718', '104', '54']
['461', '708', '310', '809', '251', '308', '940', '719', '946', '64']
['744', '541', '869', '741', '539', '118', '779', '876', '435', '468']
['37', '712', '133', '121', '337', '734', '265', '65', '205', '397']
['818', '506', '589', '768', '82', '878', '864', '994', '631', '528']
['721', '427', '193', '597', '174', '951', '710', '195', '42', '230']
['426', '695', '211', '321', '361', '965', '766', '322', '573', '200']
['874', '750', '159', '829', '367', '850', '15', '767', '725', '827']
['243', '721', '432', '921', '713', '171', '692', '693', '625', '180']
['839', '249', '984', '784', '479', '266', '247', '659', '230', '715']
['129', '242', '380', '363', '488', '656', '343', '327', '352', '458']
['827', '695', '143', '974', '121', '796', '569', '123', '657', '880']
['47', '914', '37', '4', '500', '471', '672', '501', '608', '481']
['987', '542', '376', '125', '729', '225', '898', '978', '569', '470']
['201', '330', '736', '790', '715', '203', '951', '688', '911', '364']
['96', '713', '253', '0', '740', '69', '420', '635', '550', '260']
['511', '515', '838', '638', '843', '125', '577', '119', '331', '748']
['441', '225', '60', '140', '657', '639', '313', '108', '924', '364']
['136', '554', '186', '164', '737', '883', '314', '56', '267', '323']
['503', '805', '761', '871', '338', '956', '308', '988', '106', '81']
['979', '671', '515', '522', '507', '932', '805', '43', '518', '853']
['323', '73', '759', '519', '177', '511', '591', '941', '214', '582']
['241', '368', '53', '986', '73', '770', '955', '905', '533', '508']
['777', '566', '715', '501', '966', '378', '676', '206', '628', '747']
['917', '613', '369', '776', '968', '516', '795', '961', '247', '317']
['36', '171', '502', '865', '487', '94', '574', '446', '11', '577']
['484', '959', '637', '353', '618', '602', '621', '388', '486', '521']
['223', '628', '978', '943', '492', '384', '634', '964', '551', '653']
['101', '967', '261', '483', '933', '710', '280', '791', '439', '179']
['377', '31', '16', '960', '669', '627', '689', '555', '176', '820']
['136', '686', '674', '555', '276', '893', '302', '397', '367', '914']
['996', '192', '887', '638', '288', '607', '772', '210', '664', '465']
['851', '86', '293', '911', '616', '258', '813', '197', '848', '511']
['637', '764', '183', '87', '368', '705', '50', '739', '813', '127']
