40
35
['42', '926', '528', '810', '884']
['690', '73', '135', '662', '785']
['71', '214', '603', '759', '722']
['917', '689', '491', '287', '504']
['586', '718', '939', '384', '106']
['436', '307', '822', '420', '479']
['550', '811', '912', '356', '471']
['221', '406', '32', '606', '227']
['96', '137', '72', '800', '988']
['719', '186', '98', '648', '810']
['428', '734', '385', '529', '853']
['191', '252', '731', '489', '942']
['231', '513', '859', '112', '732']
['768', '901', '816', '966', '860']
['265', '272', '294', '450', '909']
['641', '83', '687', '979', '492']
['225', '827', '179', '989', '118']
['646', '273', '561', '289', '972']
['408', '712', '480', '652', '203']
['298', '237', '601', '596', '195']
['487', '430', '608', '9', '512']
['643', '548', '585', '843', '845']
['243', '764', '527', '253', '706']
['707', '763', '109', '222', '1']
['139', '674', '382', '510', '293']
['660', '612', '549', '426', '494']
['733', '542', '826', '150', '727']
['274', '863', '716', '855', '927']
['422', '721', '319', '952', '442']
['996', '570', '907', '934', '610']
['132', '931', '21', '830', '983']
['160', '771', '464', '692', '77']
['574', '482', '372', '91', '602']
['690', '135', '301', '459', '65']
['904', '275', '882', '12', '933']
['130', '145', '541', '585', '699']
['376', '46', '931', '181', '832']
['351', '490', '582', '201', '78']
['439', '503', '481', '144', '958']
['469', '893', '440', '66', '789']
['88', '913', '334', '485', '510']
['895', '172', '653', '626', '276']
['58', '340', '276', '433', '318']
['730', '787', '153', '151', '966']
['342', '806', '220', '17', '974']
['28', '778', '644', '757', '627']
['413', '593', '331', '188', '140']
['796', '849', '589', '254', '253']
['980', '34', '815', '470', '67']
['296', '760', '615', '514', '5']
['29', '188', '143', '558', '497']
['713', '538', '763', '109', '687']
['869', '677', '693', '942', '587']
['398', '912', '898', '471', '364']
['390', '328', '726', '555', '277']
['814', '437', '173', '815', '321']
['903', '401', '377', '511', '638']
['86', '530', '372', '475', '447']
['232', '951', '292', '300', '557']
['932', '26', '79', '300', '343']
['29', '558', '607', '299', '136']
['736', '232', '167', '251', '621']
['805', '302', '480', '500', '199']
['617', '894', '62', '100', '303']
['616', '908', '747', '781', '940']
['831', '886', '428', '423', '266']
['566', '839', '38', '123', '268']
['709', '945', '35', '242', '795']
['417', '421', '230', '628', '460']
['611', '33', '19', '317', '170']
['349', '818', '158', '311', '899']
['395', '761', '542', '797', '427']
['99', '59', '129', '368', '229']
['540', '107', '2', '969', '218']
['962', '320', '119', '637', '277']
['710', '994', '456', '125', '357']
['764', '254', '338', '443', '856']
['324', '463', '965', '352', '45']
['640', '379', '15', '391', '394']
['539', '365', '78', '242', '963']
['68', '780', '791', '208', '177']
['482', '445', '862', '564', '283']
['101', '863', '520', '166', '250']
['347', '215', '934', '673', '840']
['736', '905', '951', '343', '999']
['599', '149', '80', '435', '745']
['611', '824', '84', '170', '840']
['493', '120', '373', '17', '544']
['473', '737', '168', '107', '892']
['160', '75', '842', '771', '441']
['375', '649', '476', '38', '123']
['117', '995', '332', '224', '114']
['796', '589', '522', '683', '581']
['705', '646', '729', '81', '941']
['796', '835', '976', '581', '297']
['888', '641', '1', '63', '492']
['347', '897', '87', '570', '959']
['540', '211', '14', '121', '777']
['365', '672', '591', '142', '963']
['137', '388', '406', '32', '825']
['858', '712', '652', '412', '199']
['380', '847', '853', '861', '196']
['867', '614', '938', '745', '890']
['696', '585', '854', '699', '845']
['262', '173', '533', '815', '663']
['694', '462', '97', '183', '626']
['768', '901', '158', '834', '311']
['987', '476', '924', '370', '534']
['161', '654', '474', '156', '392']
['348', '449', '103', '693', '942']
['827', '681', '400', '743', '949']
['425', '859', '41', '327', '732']
['685', '366', '164', '719', '498']
['718', '384', '306', '322', '977']
['84', '897', '241', '907', '290']
['54', '851', '122', '896', '929']
['516', '417', '463', '923', '460']
['296', '760', '496', '262', '514']
['757', '549', '452', '426', '494']
['804', '488', '950', '155', '960']
['154', '702', '793', '305', '657']
['894', '877', '204', '543', '310']
['617', '7', '609', '62', '454']
['599', '95', '502', '31', '526']
['88', '74', '755', '278', '817']
['375', '649', '267', '403', '955']
['770', '193', '257', '287', '504']
['786', '499', '650', '825', '240']
['436', '804', '284', '15', '59']
['96', '642', '184', '569', '227']
['101', '855', '362', '520', '166']
['994', '125', '643', '308', '845']
['115', '414', '865', '522', '581']
['814', '173', '533', '663', '5']
['654', '552', '57', '708', '255']
['501', '516', '590', '89', '923']
['238', '105', '404', '944', '678']
['132', '234', '931', '332', '830']
['798', '487', '430', '330', '885']
['30', '331', '140', '76', '141']
['723', '214', '719', '186', '20']
['850', '635', '330', '747', '940']
['749', '82', '1', '235', '63']
['868', '590', '484', '525', '45']
['774', '446', '175', '561', '829']
['917', '52', '770', '386', '193']
['302', '576', '261', '199', '165']
['712', '576', '652', '203', '669']
['329', '872', '969', '680', '389']
['410', '601', '930', '596', '633']
['360', '645', '83', '687', '492']
['898', '937', '535', '364', '402']
['567', '642', '184', '620', '600']
['27', '773', '915', '225', '118']
['376', '46', '224', '245', '983']
['128', '742', '124', '94', '698']
['243', '849', '835', '414', '297']
['33', '996', '256', '87', '959']
['493', '342', '455', '671', '134']
['446', '705', '521', '335', '910']
['26', '736', '251', '740', '432']
['285', '105', '275', '623', '933']
['296', '760', '496', '793', '5']
['256', '19', '23', '610', '673']
['900', '457', '647', '381', '544']
['88', '624', '510', '293', '148']
['115', '802', '865', '588', '706']
['162', '851', '122', '634', '961']
['361', '539', '323', '24', '110']
['375', '987', '403', '955', '534']
['92', '511', '625', '304', '563']
['197', '388', '569', '595', '176']
['873', '705', '646', '910', '941']
['139', '674', '382', '259', '686']
['531', '313', '8', '878', '992']
['873', '774', '175', '505', '829']
['996', '891', '317', '907', '934']
['509', '631', '424', '918', '270']
['707', '399', '109', '217', '36']
['48', '194', '373', '134', '260']
['723', '982', '42', '759', '722']
['577', '238', '783', '678', '623']
['182', '273', '925', '81', '829']
['688', '871', '593', '769', '607']
['717', '670', '355', '919', '465']
['888', '236', '763', '641', '812']
['791', '511', '625', '304', '874']
['742', '575', '968', '103', '698']
['39', '975', '349', '518', '834']
['630', '981', '278', '293', '667']
['577', '783', '619', '157', '933']
['39', '901', '10', '518', '860']
['185', '133', '662', '837', '758']
['912', '471', '535', '961', '562']
['682', '609', '204', '310', '458']
['786', '642', '569', '988', '600']
['271', '993', '914', '520', '714']
['64', '419', '43', '944', '517']
['172', '58', '626', '276', '519']
['110', '717', '201', '242', '142']
['249', '286', '847', '853', '206']
['367', '381', '544', '260', '881']
['387', '956', '274', '863', '716']
['807', '505', '729', '289', '972']
['735', '185', '116', '133', '883']
['190', '295', '621', '247', '999']
['664', '973', '212', '219', '842']
['461', '437', '305', '514', '657']
['997', '91', '282', '906', '684']
['263', '916', '639', '429', '114']
['703', '956', '51', '281', '325']
['799', '90', '677', '353', '587']
['185', '301', '70', '288', '65']
['13', '10', '816', '818', '228']
['351', '670', '591', '35', '465']
['713', '538', '222', '108', '979']
['269', '223', '356', '634', '402']
['824', '256', '897', '290', '840']
['42', '366', '926', '603', '759']
['86', '359', '475', '578', '447']
['686', '571', '913', '971', '946']
['903', '92', '401', '448', '208']
['813', '839', '8', '992', '38']
['168', '55', '121', '777', '389']
['820', '186', '20', '98', '592']
['756', '957', '700', '935', '524']
['315', '527', '976', '253', '393']
['68', '762', '874', '4', '208']
['831', '210', '249', '383', '196']
['44', '397', '725', '258', '165']
['502', '939', '666', '106', '728']
['531', '878', '350', '123', '268']
['848', '753', '330', '537', '198']
['117', '995', '21', '711', '181']
['779', '773', '970', '952', '776']
['932', '409', '905', '167', '79']
['994', '836', '765', '750', '699']
['160', '75', '771', '692', '77']
['401', '767', '748', '4', '209']
['509', '328', '555', '264', '451']
['574', '233', '283', '25', '602']
['550', '162', '269', '223', '937']
['688', '741', '871', '769', '497']
['130', '145', '541', '337', '765']
['710', '701', '127', '545', '357']
['236', '235', '645', '217', '812']
['390', '47', '344', '416', '573']
['417', '421', '89', '628', '45']
['507', '336', '546', '920', '580']
['154', '262', '533', '663', '657']
['197', '567', '388', '184', '32']
['446', '175', '521', '335', '928']
['358', '986', '298', '138', '958']
['720', '41', '452', '112', '732']
['286', '697', '346', '529', '206']
['126', '336', '889', '427', '876']
['691', '651', '246', '450', '553']
['709', '24', '490', '582', '945']
['146', '772', '656', '100', '458']
['599', '149', '80', '435', '526']
['616', '180', '848', '487', '753']
['397', '279', '819', '725', '165']
['915', '721', '178', '681', '442']
['703', '744', '271', '51', '325']
['180', '40', '326', '374', '885']
['774', '998', '554', '561', '852']
['867', '31', '322', '745', '666']
['685', '366', '926', '528', '547']
['720', '821', '523', '56', '532']
['866', '661', '49', '665', '255']
['629', '943', '467', '726', '918']
['888', '360', '399', '645', '812']
['501', '463', '484', '352', '936']
['807', '335', '928', '505', '972']
['251', '295', '621', '333', '247']
['473', '55', '14', '828', '892']
['490', '355', '945', '591', '795']
['71', '820', '164', '20', '884']
['99', '822', '420', '129', '477']
['339', '341', '604', '743', '949']
['866', '691', '654', '553', '156']
['515', '265', '309', '294', '909']
['551', '423', '346', '724', '266']
['733', '507', '69', '920', '727']
['7', '877', '985', '679', '543']
['205', '630', '334', '485', '148']
['586', '939', '384', '614', '938']
['18', '536', '986', '298', '138']
['751', '340', '990', '318', '676']
['659', '536', '396', '472', '195']
['675', '914', '714', '250', '3']
['864', '286', '169', '861', '206']
['387', '744', '675', '597', '3']
['768', '291', '816', '964', '834']
['664', '700', '658', '935', '692']
['367', '900', '60', '134', '974']
['835', '802', '443', '683', '393']
['786', '988', '620', '595', '176']
['617', '7', '454', '985', '752']
['611', '104', '317', '23', '170']
['764', '856', '588', '706', '297']
['120', '373', '17', '647', '974']
['668', '21', '245', '711', '983']
['660', '644', '627', '523', '532']
['953', '578', '159', '684', '363']
['307', '59', '391', '229', '394']
['495', '202', '312', '491', '788']
['690', '73', '883', '468', '288']
['756', '957', '469', '453', '77']
['64', '577', '792', '944', '678']
['22', '915', '952', '178', '949']
['16', '839', '403', '268', '370']
['483', '503', '163', '481', '594']
['495', '790', '846', '386', '788']
['850', '848', '808', '374', '512']
['857', '48', '841', '457', '922']
['131', '95', '106', '977', '728']
['921', '29', '754', '803', '782']
['516', '632', '868', '766', '739']
['871', '331', '188', '299', '655']
['530', '953', '578', '906', '25']
['694', '984', '97', '183', '572']
['735', '785', '887', '880', '65']
['659', '358', '536', '636', '481']
['84', '891', '215', '241', '673']
['461', '34', '470', '560', '305']
['567', '800', '606', '600', '240']
['58', '984', '97', '244', '405']
['844', '689', '875', '113', '838']
['618', '397', '819', '0', '584']
['306', '775', '666', '977', '728']
['395', '761', '93', '102', '508']
['948', '105', '619', '792', '157']
['762', '746', '638', '209', '177']
['33', '104', '215', '241', '290']
['347', '87', '104', '23', '959']
['86', '233', '159', '282', '684']
['997', '91', '486', '282', '25']
['146', '187', '565', '772', '656']
