200
5
['447', '35', '18', '137', '758']
['961', '183', '969', '497', '871']
['660', '23', '669', '349', '125']
['658', '613', '896', '83', '128']
['821', '25', '186', '223', '54']
['909', '263', '112', '962', '417']
['186', '885', '897', '526', '243']
['8', '713', '427', '759', '269']
['796', '160', '360', '318', '673']
['414', '883', '537', '698', '666']
['654', '925', '737', '291', '677']
['253', '736', '997', '129', '69']
['36', '565', '723', '586', '745']
['573', '542', '562', '841', '373']
['422', '895', '826', '853', '410']
['218', '890', '44', '277', '854']
['958', '499', '341', '106', '811']
['477', '307', '611', '626', '508']
['237', '869', '564', '0', '695']
['705', '326', '358', '500', '961']
['524', '709', '573', '390', '663']
['216', '984', '931', '277', '445']
['284', '420', '80', '361', '664']
['127', '588', '752', '138', '926']
['753', '251', '109', '996', '9']
['141', '287', '961', '65', '461']
['213', '958', '803', '807', '132']
['483', '703', '353', '820', '7']
['595', '852', '842', '387', '755']
['246', '229', '670', '595', '656']
['683', '672', '133', '146', '352']
['442', '339', '644', '284', '322']
['405', '936', '362', '814', '639']
['996', '947', '822', '17', '826']
['802', '29', '534', '228', '183']
['482', '954', '560', '347', '191']
['870', '492', '766', '692', '607']
['451', '997', '150', '950', '231']
['417', '192', '263', '625', '178']
['476', '612', '527', '716', '823']
['966', '398', '148', '450', '647']
['962', '147', '863', '732', '757']
['445', '939', '817', '902', '13']
['904', '240', '438', '155', '47']
['66', '432', '341', '26', '889']
['281', '498', '11', '107', '808']
['875', '852', '102', '337', '155']
['946', '5', '628', '583', '453']
['770', '288', '786', '977', '476']
['303', '215', '220', '592', '706']
['968', '69', '484', '585', '356']
['142', '762', '850', '317', '341']
['950', '839', '22', '451', '31']
['621', '538', '250', '99', '666']
['764', '421', '233', '731', '473']
['306', '7', '355', '956', '21']
['904', '129', '736', '206', '533']
['543', '725', '697', '150', '618']
['581', '58', '635', '281', '966']
['1', '410', '969', '277', '801']
['803', '36', '440', '980', '308']
['881', '880', '848', '342', '598']
['24', '725', '739', '513', '802']
['76', '852', '831', '369', '274']
['271', '257', '675', '896', '583']
['916', '708', '61', '696', '81']
['989', '518', '420', '704', '707']
['393', '951', '128', '507', '733']
['369', '525', '317', '666', '730']
['477', '508', '478', '306', '414']
['647', '450', '929', '636', '468']
['50', '219', '27', '641', '788']
['404', '218', '982', '978', '277']
['233', '686', '364', '870', '35']
['405', '265', '516', '302', '350']
['459', '151', '58', '505', '177']
['129', '463', '9', '206', '589']
['151', '712', '576', '937', '362']
['547', '450', '148', '338', '188']
['916', '384', '685', '417', '330']
['121', '840', '316', '838', '966']
['743', '30', '164', '983', '609']
['176', '594', '549', '167', '600']
['536', '632', '515', '120', '886']
['796', '986', '601', '349', '669']
['39', '432', '879', '575', '843']
['510', '585', '829', '775', '570']
['850', '378', '517', '960', '955']
['742', '361', '264', '80', '381']
['775', '116', '67', '730', '525']
['771', '447', '441', '845', '106']
['327', '754', '521', '395', '446']
['627', '592', '929', '769', '21']
['74', '620', '359', '993', '540']
['322', '805', '111', '630', '754']
['692', '593', '919', '766', '946']
['275', '281', '702', '336', '905']
['492', '264', '593', '467', '535']
['122', '307', '937', '118', '846']
['265', '793', '345', '212', '567']
['591', '815', '849', '577', '304']
['577', '279', '259', '15', '217']
['208', '536', '346', '407', '226']
['431', '76', '559', '984', '216']
['36', '590', '899', '586', '116']
['528', '944', '829', '864', '286']
['246', '597', '273', '229', '990']
['813', '298', '168', '210', '613']
['664', '354', '337', '203', '361']
['825', '330', '945', '893', '993']
['341', '978', '173', '811', '762']
['298', '824', '793', '515', '488']
['928', '491', '397', '901', '424']
['754', '111', '440', '488', '281']
['957', '792', '145', '106', '488']
['580', '519', '789', '775', '510']
['641', '175', '93', '250', '383']
['983', '602', '668', '932', '500']
['591', '490', '347', '233', '731']
['409', '408', '62', '359', '147']
['453', '5', '135', '7', '4']
['422', '165', '154', '799', '895']
['277', '659', '543', '919', '197']
['67', '810', '814', '113', '217']
['976', '585', '982', '318', '510']
['179', '963', '244', '149', '680']
['345', '282', '567', '461', '98']
['323', '41', '131', '468', '114']
['428', '812', '588', '714', '102']
['457', '704', '322', '157', '418']
['199', '526', '325', '151', '672']
['229', '769', '270', '712', '557']
['962', '23', '732', '951', '68']
['10', '800', '446', '541', '809']
['564', '814', '43', '864', '639']
['474', '621', '35', '665', '18']
['288', '786', '506', '721', '713']
['657', '552', '174', '141', '804']
['910', '555', '2', '938', '519']
['492', '593', '766', '49', '474']
['337', '714', '428', '526', '556']
['7', '733', '355', '941', '230']
['894', '571', '312', '343', '182']
['317', '484', '69', '542', '488']
['179', '557', '266', '318', '888']
['5', '572', '66', '135', '628']
['865', '72', '977', '494', '726']
['463', '138', '432', '418', '338']
['408', '620', '507', '388', '147']
['459', '502', '579', '112', '287']
['599', '587', '429', '770', '541']
['685', '595', '981', '430', '640']
['617', '888', '225', '318', '639']
['409', '362', '610', '814', '217']
['315', '760', '464', '728', '607']
['471', '923', '810', '113', '363']
['860', '814', '482', '676', '243']
['173', '812', '180', '861', '623']
['222', '339', '291', '276', '948']
['204', '290', '531', '308', '491']
['398', '472', '703', '382', '168']
['102', '602', '705', '155', '358']
['394', '908', '555', '465', '328']
['674', '189', '385', '181', '777']
['667', '984', '953', '247', '504']
['910', '135', '465', '908', '425']
['924', '882', '434', '795', '646']
['825', '401', '379', '687', '181']
['844', '59', '64', '967', '559']
['955', '842', '466', '33', '278']
['398', '189', '719', '777', '379']
['780', '208', '665', '796', '226']
['490', '421', '345', '48', '963']
['924', '663', '226', '199', '262']
['816', '150', '678', '605', '514']
['769', '151', '250', '712', '445']
['126', '740', '860', '124', '629']
['771', '888', '441', '645', '698']
['166', '91', '306', '722', '300']
['887', '827', '670', '594', '411']
['909', '773', '914', '377', '67']
['754', '681', '976', '111', '695']
['432', '541', '719', '415', '864']
['779', '426', '74', '496', '925']
['240', '31', '696', '533', '317']
['785', '900', '70', '564', '2']
['355', '422', '851', '895', '768']
['335', '434', '972', '253', '946']
['146', '873', '933', '216', '818']
['683', '352', '993', '178', '187']
['987', '336', '615', '957', '46']
['370', '42', '61', '708', '272']
['331', '443', '696', '256', '9']
['199', '10', '526', '711', '117']
['479', '906', '958', '772', '537']
['503', '707', '105', '335', '44']
['991', '625', '746', '381', '668']
['115', '810', '471', '524', '981']
['245', '324', '562', '548', '884']
['66', '272', '534', '26', '967']
['389', '52', '472', '601', '703']
['305', '174', '804', '425', '156']
['618', '990', '596', '913', '316']
['898', '820', '7', '230', '965']
['341', '704', '580', '483', '130']
['806', '968', '945', '667', '308']
['321', '412', '879', '341', '966']
['767', '399', '593', '765', '680']
['755', '369', '387', '56', '802']
['792', '727', '893', '310', '993']
['948', '451', '126', '744', '459']
['866', '110', '511', '582', '374']
['749', '490', '8', '495', '765']
['990', '334', '522', '341', '365']
['419', '404', '581', '174', '804']
['126', '809', '291', '948', '568']
['405', '999', '601', '204', '531']
['677', '830', '130', '295', '287']
['119', '433', '662', '466', '842']
['884', '725', '317', '697', '816']
['561', '999', '126', '531', '872']
['33', '221', '522', '487', '990']
['941', '846', '231', '376', '309']
['310', '923', '893', '835', '447']
['762', '601', '60', '365', '125']
['679', '480', '190', '62', '261']
['198', '22', '382', '274', '380']
['543', '853', '918', '544', '486']
['41', '892', '648', '237', '401']
['453', '722', '628', '448', '85']
['20', '890', '623', '268', '812']
['815', '997', '339', '502', '943']
['651', '833', '900', '97', '574']
['582', '539', '378', '517', '808']
['50', '969', '801', '921', '996']
['348', '34', '93', '589', '326']
['226', '400', '330', '981', '384']
['244', '770', '429', '927', '785']
['93', '534', '639', '195', '854']
['162', '351', '282', '183', '85']
['12', '97', '105', '574', '693']
['89', '989', '518', '425', '115']
['760', '748', '607', '992', '970']
['605', '329', '148', '269', '386']
['540', '569', '926', '324', '868']
['467', '925', '728', '144', '79']
['203', '195', '29', '673', '160']
['669', '125', '670', '516', '60']
['771', '645', '936', '81', '922']
['392', '629', '124', '888', '813']
['149', '213', '115', '375', '680']
['977', '249', '317', '388', '992']
['723', '590', '124', '586', '388']
['125', '580', '85', '366', '768']
['964', '63', '752', '822', '193']
['300', '988', '207', '75', '293']
['340', '754', '440', '681', '642']
['959', '392', '930', '282', '892']
['691', '265', '478', '735', '405']
['624', '371', '132', '965', '155']
['172', '94', '895', '52', '494']
['361', '354', '691', '80', '473']
['266', '655', '236', '917', '617']
['368', '843', '254', '770', '580']
['207', '91', '631', '125', '75']
['261', '868', '63', '644', '822']
['258', '821', '881', '617', '656']
['562', '719', '933', '158', '818']
['209', '524', '297', '53', '975']
['176', '652', '921', '242', '801']
['435', '418', '766', '457', '284']
['979', '996', '516', '665', '35']
['379', '181', '189', '736', '169']
['729', '789', '400', '676', '632']
['698', '927', '645', '883', '638']
['580', '282', '351', '256', '209']
['51', '496', '883', '258', '789']
['875', '489', '927', '661', '671']
['276', '762', '61', '499', '142']
['602', '325', '61', '758', '738']
['344', '383', '444', '715', '994']
['160', '673', '334', '557', '305']
['206', '997', '275', '906', '129']
['241', '70', '656', '959', '821']
['250', '480', '937', '415', '666']
['875', '179', '110', '818', '836']
['354', '664', '401', '80', '825']
['392', '41', '411', '930', '857']
['175', '224', '383', '639', '452']
['476', '786', '748', '10', '924']
['257', '122', '905', '55', '583']
['661', '880', '489', '634', '687']
['568', '574', '824', '651', '778']
['450', '468', '148', '619', '507']
['226', '432', '719', '735', '800']
['91', '63', '306', '822', '136']
['566', '761', '522', '742', '570']
['359', '575', '67', '512', '909']
['100', '588', '457', '938', '127']
['84', '522', '365', '459', '420']
['920', '125', '601', '220', '669']
['549', '814', '407', '782', '788']
['413', '868', '235', '491', '377']
['504', '157', '403', '482', '840']
['672', '674', '139', '32', '533']
['499', '95', '341', '142', '344']
['158', '333', '407', '818', '145']
['967', '491', '424', '140', '183']
['985', '610', '224', '396', '717']
['876', '49', '309', '194', '133']
['450', '258', '120', '632', '400']
['75', '16', '347', '988', '531']
['74', '359', '877', '517', '408']
['85', '366', '382', '601', '282']
['991', '280', '423', '835', '956']
['444', '711', '978', '742', '761']
['980', '704', '308', '667', '360']
['847', '933', '903', '81', '619']
['64', '593', '536', '684', '59']
['283', '619', '210', '4', '298']
['159', '437', '56', '710', '38']
['678', '971', '945', '961', '871']
['474', '119', '557', '576', '769']
['347', '299', '245', '104', '292']
['523', '597', '747', '62', '977']
['753', '898', '974', '995', '141']
['536', '82', '208', '770', '608']
['763', '51', '453', '129', '258']
['462', '771', '825', '190', '480']
['760', '779', '925', '958', '89']
['219', '27', '304', '347', '920']
['511', '175', '315', '38', '374']
['0', '68', '724', '96', '629']
['503', '485', '254', '397', '65']
['391', '861', '473', '274', '821']
['544', '38', '674', '56', '395']
['42', '978', '218', '404', '294']
['409', '28', '526', '571', '117']
['32', '71', '533', '118', '31']
['989', '656', '557', '449', '881']
['418', '644', '284', '520', '882']
['14', '970', '386', '159', '329']
['270', '520', '388', '289', '281']
['370', '278', '416', '95', '916']
['205', '767', '502', '912', '765']
['385', '256', '338', '463', '153']
['891', '870', '655', '643', '788']
['909', '914', '519', '147', '662']
['368', '261', '905', '843', '575']
['829', '163', '367', '286', '261']
['685', '330', '324', '595', '248']
['238', '601', '142', '125', '349']
['161', '0', '203', '686', '96']
['700', '888', '318', '107', '917']
['692', '71', '500', '196', '198']
['628', '983', '164', '867', '147']
['289', '117', '28', '928', '199']
['866', '892', '392', '919', '411']
['773', '583', '896', '122', '883']
['877', '691', '656', '218', '405']
['748', '363', '19', '898', '907']
['168', '171', '710', '210', '666']
['243', '885', '768', '25', '0']
['789', '686', '12', '104', '364']
['25', '243', '439', '134', '54']
['63', '193', '136', '596', '930']
['819', '476', '973', '606', '841']
['548', '434', '946', '425', '826']
['374', '623', '116', '13', '180']
['776', '450', '17', '77', '947']
['16', '417', '112', '178', '722']
['951', '171', '412', '378', '850']
['989', '373', '380', '689', '562']
['56', '901', '690', '164', '38']
['69', '169', '484', '910', '187']
['765', '178', '263', '475', '401']
['938', '444', '213', '354', '715']
['999', '25', '290', '267', '561']
['91', '300', '797', '55', '582']
['381', '701', '516', '435', '596']
['709', '924', '626', '680', '390']
['213', '334', '673', '195', '214']
['519', '293', '952', '995', '778']
['981', '915', '784', '934', '986']
['329', '290', '318', '565', '386']
['969', '10', '903', '546', '847']
['954', '958', '132', '552', '271']
['597', '440', '91', '111', '681']
['211', '652', '616', '961', '183']
['471', '46', '113', '524', '252']
['522', '499', '543', '84', '221']
['781', '879', '88', '316', '866']
['947', '448', '764', '453', '5']
['191', '926', '381', '413', '569']
['678', '374', '559', '433', '30']
['90', '13', '812', '623', '535']
['710', '168', '298', '535', '955']
['267', '737', '779', '925', '893']
['217', '524', '738', '126', '810']
['575', '254', '411', '129', '368']
['41', '107', '498', '351', '33']
['818', '416', '370', '4', '61']
['592', '979', '220', '674', '198']
['198', '71', '311', '109', '285']
['630', '111', '440', '946', '632']
['80', '65', '511', '603', '315']
['383', '332', '175', '532', '185']
['497', '915', '928', '858', '735']
['537', '494', '40', '845', '202']
['145', '260', '948', '37', '215']
['998', '356', '987', '959', '121']
['430', '297', '794', '179', '801']
['353', '360', '814', '334', '195']
['660', '118', '937', '324', '263']
['295', '22', '40', '577', '380']
['873', '984', '780', '207', '216']
['975', '685', '193', '384', '595']
['603', '50', '219', '347', '346']
['813', '959', '907', '418', '629']
['851', '174', '468', '895', '799']
['950', '20', '839', '209', '198']
['724', '983', '681', '0', '582']
['137', '100', '71', '127', '757']
['209', '549', '859', '378', '782']
['633', '309', '616', '330', '523']
['120', '7', '143', '820', '733']
['782', '788', '859', '614', '206']
['502', '15', '815', '579', '928']
['712', '134', '608', '590', '36']
['654', '103', '984', '474', '336']
['63', '304', '591', '664', '587']
['395', '687', '483', '777', '181']
['71', '940', '176', '145', '37']
['975', '28', '288', '297', '430']
['101', '837', '476', '889', '26']
['194', '800', '968', '721', '49']
['381', '988', '435', '134', '235']
['690', '459', '377', '38', '544']
['709', '924', '663', '977', '79']
['577', '331', '776', '913', '947']
['282', '279', '445', '15', '734']
['318', '151', '266', '185', '917']
['365', '436', '653', '942', '374']
['107', '385', '33', '301', '757']
['214', '823', '320', '905', '716']
['718', '497', '99', '518', '115']
['282', '795', '438', '580', '85']
['99', '118', '989', '42', '115']
['41', '508', '869', '531', '401']
['641', '881', '949', '614', '790']
['898', '559', '134', '128', '994']
['939', '902', '535', '693', '590']
['622', '513', '699', '701', '807']
['789', '790', '775', '976', '167']
['205', '571', '643', '862', '972']
['70', '965', '624', '642', '6']
['386', '712', '576', '442', '769']
['90', '758', '493', '325', '692']
['865', '726', '519', '769', '568']
['816', '669', '785', '601', '60']
['211', '961', '661', '871', '223']
['480', '462', '131', '629', '741']
['257', '33', '309', '896', '280']
['515', '116', '525', '317', '199']
['778', '324', '975', '794', '53']
['798', '578', '325', '222', '463']
['945', '211', '183', '35', '307']
['654', '336', '737', '84', '429']
['294', '734', '259', '279', '534']
['717', '119', '888', '955', '638']
['946', '978', '670', '218', '44']
['662', '909', '67', '886', '681']
['593', '33', '89', '692', '492']
['715', '963', '114', '323', '553']
['604', '877', '237', '265', '405']
['22', '112', '577', '382', '791']
['857', '708', '737', '416', '370']
['38', '123', '605', '459', '587']
['976', '315', '775', '585', '586']
['913', '107', '398', '442', '162']
['487', '795', '572', '936', '104']
['437', '471', '958', '56', '690']
['943', '353', '535', '675', '939']
['648', '811', '341', '142', '366']
['765', '470', '399', '137', '818']
['336', '764', '21', '859', '549']
['722', '834', '971', '959', '528']
['196', '513', '952', '285', '71']
['535', '486', '918', '796', '659']
['832', '611', '384', '293', '944']
['274', '833', '21', '750', '8']
['891', '956', '190', '972', '655']
['972', '351', '655', '571', '436']
['207', '347', '919', '16', '631']
['450', '400', '647', '188', '805']
['158', '654', '933', '873', '212']
['19', '489', '372', '900', '634']
['229', '273', '987', '612', '546']
['280', '843', '368', '39', '339']
['829', '16', '359', '75', '207']
['152', '633', '116', '333', '855']
['678', '526', '28', '199', '11']
['898', '532', '19', '883', '501']
['869', '691', '41', '695', '18']
['360', '673', '195', '806', '891']
['265', '570', '540', '209', '234']
['903', '546', '797', '307', '275']
['385', '41', '42', '237', '695']
['129', '782', '788', '764', '732']
['223', '845', '904', '520', '972']
['487', '882', '418', '700', '646']
['296', '443', '100', '256', '402']
['730', '170', '300', '430', '525']
['924', '116', '406', '390', '663']
['826', '835', '274', '750', '861']
['569', '413', '377', '730', '810']
['826', '167', '20', '895', '851']
['977', '547', '388', '197', '954']
['12', '870', '790', '364', '346']
['910', '607', '464', '798', '239']
['987', '507', '227', '681', '46']
['285', '291', '948', '744', '36']
['615', '344', '987', '890', '573']
['201', '104', '292', '303', '67']
['322', '349', '60', '520', '125']
['347', '890', '259', '180', '812']
['792', '497', '113', '217', '471']
['888', '899', '131', '959', '834']
['238', '657', '3', '192', '784']
['883', '541', '913', '432', '446']
['166', '135', '159', '783', '521']
['39', '458', '276', '238', '570']
['334', '379', '353', '777', '687']
['478', '508', '283', '532', '6']
['911', '446', '432', '872', '800']
['697', '470', '766', '767', '725']
['597', '69', '968', '542', '535']
['222', '992', '760', '464', '133']
['277', '927', '978', '42', '930']
['963', '931', '874', '680', '27']
['594', '304', '739', '887', '600']
['597', '652', '751', '601', '363']
['915', '934', '393', '926', '23']
['385', '429', '508', '338', '138']
['226', '841', '208', '82', '249']
['416', '501', '748', '866', '314']
['194', '927', '503', '414', '698']
['870', '852', '837', '686', '792']
['882', '999', '487', '532', '795']
['996', '840', '786', '157', '316']
['900', '915', '78', '934', '549']
['811', '142', '567', '576', '499']
['58', '943', '561', '502', '579']
['297', '495', '975', '79', '794']
['385', '738', '640', '238', '758']
['567', '736', '212', '960', '829']
['832', '707', '903', '847', '275']
['219', '177', '505', '966', '170']
['68', '798', '578', '22', '872']
['699', '739', '595', '850', '622']
['343', '10', '940', '485', '968']
['408', '774', '359', '620', '416']
['458', '238', '931', '823', '784']
['160', '200', '743', '335', '398']
['459', '24', '514', '467', '605']
['132', '0', '724', '203', '669']
['41', '869', '237', '171', '906']
['47', '477', '904', '223', '566']
['397', '73', '694', '525', '787']
['972', '746', '16', '988', '631']
['247', '720', '502', '153', '953']
['619', '340', '660', '86', '278']
['935', '34', '509', '76', '739']
['622', '91', '615', '739', '24']
['394', '503', '743', '200', '680']
['596', '162', '618', '383', '146']
['234', '894', '573', '718', '182']
['312', '162', '894', '313', '982']
['263', '178', '925', '516', '112']
['533', '32', '852', '240', '899']
['140', '848', '376', '773', '941']
['890', '482', '439', '880', '808']
['68', '20', '451', '704', '839']
['787', '750', '877', '691', '265']
['804', '623', '493', '890', '13']
['105', '266', '617', '747', '318']
['123', '81', '514', '678', '530']
['15', '397', '141', '58', '65']
['725', '150', '849', '957', '470']
['823', '857', '320', '173', '979']
['651', '656', '942', '568', '97']
['236', '772', '343', '878', '182']
['570', '799', '480', '851', '422']
['715', '77', '444', '512', '172']
['300', '937', '670', '307', '660']
['342', '825', '310', '923', '453']
['531', '290', '863', '561', '880']
['140', '253', '846', '205', '748']
['327', '521', '248', '518', '273']
['772', '351', '282', '270', '366']
['713', '229', '771', '670', '612']
['584', '31', '348', '139', '240']
['185', '452', '931', '175', '468']
['945', '444', '871', '183', '159']
['134', '559', '150', '445', '433']
['394', '416', '724', '708', '916']
['106', '443', '296', '696', '622']
['809', '922', '50', '23', '962']
['213', '344', '779', '684', '77']
['659', '581', '866', '357', '314']
['281', '726', '865', '554', '940']
['324', '670', '216', '884', '410']
['448', '526', '5', '41', '135']
['424', '892', '305', '94', '930']
['951', '283', '772', '66', '474']
['735', '369', '831', '510', '387']
['762', '780', '284', '984', '931']
['530', '866', '970', '345', '314']
['157', '838', '373', '403', '574']
['720', '658', '953', '728', '367']
['201', '850', '758', '356', '604']
['929', '105', '200', '421', '503']
['301', '889', '272', '857', '66']
['931', '387', '948', '216', '431']
['223', '429', '736', '904', '438']
['277', '331', '17', '776', '60']
['599', '700', '776', '429', '601']
['76', '649', '422', '532', '637']
['769', '12', '362', '864', '814']
['284', '457', '250', '334', '644']
['250', '666', '773', '83', '485']
['872', '199', '672', '940', '117']
['123', '276', '459', '514', '779']
['851', '796', '471', '826', '422']
['22', '742', '782', '566', '711']
['423', '248', '327', '314', '347']
['951', '283', '128', '394', '73']
['353', '87', '281', '7', '230']
['582', '203', '724', '415', '44']
['924', '916', '194', '721', '469']
['732', '23', '294', '809', '861']
['692', '3', '965', '108', '172']
['868', '926', '240', '413', '317']
['485', '625', '545', '639', '746']
['382', '474', '719', '800', '446']
['323', '131', '965', '849', '553']
['475', '343', '782', '878', '10']
['502', '916', '879', '321', '781']
['915', '546', '493', '847', '275']
['606', '48', '180', '233', '490']
['43', '832', '907', '611', '686']
['684', '887', '64', '944', '335']
['43', '791', '422', '713', '832']
['428', '973', '275', '81', '546']
['846', '211', '140', '941', '502']
['870', '831', '792', '708', '12']
['71', '449', '881', '821', '685']
['493', '325', '870', '397', '640']
['878', '786', '415', '343', '940']
['455', '22', '603', '822', '380']
['431', '939', '902', '14', '675']
['530', '371', '911', '965', '86']
['546', '81', '217', '768', '903']
['45', '606', '87', '552', '261']
['321', '867', '412', '88', '837']
['798', '213', '580', '366', '282']
['258', '682', '763', '407', '664']
['256', '696', '34', '409', '296']
['895', '400', '120', '785', '729']
['241', '567', '375', '449', '821']
['109', '562', '837', '689', '719']
['414', '801', '883', '927', '721']
['115', '351', '580', '85', '355']
['232', '210', '619', '953', '710']
['868', '953', '504', '367', '229']
['458', '770', '623', '599', '244']
['521', '651', '485', '693', '574']
['760', '279', '706', '992', '239']
['303', '618', '299', '803', '255']
['704', '345', '295', '483', '793']
['18', '720', '69', '504', '953']
['310', '979', '18', '376', '447']
['121', '864', '998', '604', '557']
['671', '515', '398', '472', '791']
['680', '112', '992', '475', '263']
['303', '512', '662', '632', '67']
['645', '644', '922', '845', '543']
['172', '88', '781', '124', '321']
['624', '42', '446', '44', '978']
['641', '185', '927', '452', '228']
['42', '646', '44', '80', '277']
['968', '220', '848', '688', '57']
['666', '90', '324', '983', '867']
['231', '268', '907', '234', '165']
['838', '349', '60', '669', '31']
['128', '474', '241', '982', '283']
['180', '517', '171', '850', '878']
['136', '494', '364', '792', '870']
['124', '778', '753', '952', '69']
['292', '840', '303', '299', '0']
['425', '838', '157', '316', '674']
['870', '958', '552', '797', '11']
['665', '532', '727', '363', '108']
['198', '371', '530', '616', '624']
['82', '536', '246', '796', '162']
['684', '487', '646', '795', '178']
['627', '469', '721', '169', '49']
['671', '515', '634', '489', '802']
['367', '137', '504', '247', '590']
['578', '872', '838', '738', '252']
['196', '904', '724', '71', '982']
['757', '637', '978', '588', '752']
['440', '838', '403', '840', '695']
['624', '223', '642', '530', '285']
['196', '474', '285', '982', '787']
['326', '93', '854', '260', '329']
['798', '154', '578', '219', '252']
['52', '71', '54', '885', '186']
['237', '932', '705', '656', '602']
['72', '256', '584', '468', '443']
['313', '312', '961', '726', '182']
['272', '607', '464', '755', '992']
['881', '656', '241', '21', '391']
['397', '141', '64', '968', '485']
['736', '997', '206', '792', '242']
['981', '821', '769', '595', '330']
['153', '436', '192', '458', '784']
['975', '68', '281', '964', '481']
['203', '508', '96', '724', '914']
['541', '764', '451', '839', '231']
['435', '481', '819', '87', '973']
['13', '739', '513', '699', '724']
['687', '189', '826', '783', '181']
['407', '369', '656', '241', '449']
['267', '176', '394', '438', '260']
['379', '181', '777', '363', '884']
['951', '500', '602', '705', '773']
['216', '931', '776', '295', '780']
['323', '146', '356', '121', '604']
['554', '385', '72', '777', '519']
['28', '390', '526', '672', '829']
['496', '225', '899', '28', '959']
['156', '174', '918', '657', '968']
['276', '124', '331', '238', '192']
['744', '126', '474', '339', '23']
['558', '466', '214', '357', '420']
['960', '345', '194', '121', '98']
['733', '68', '41', '964', '460']
['373', '991', '128', '306', '355']
['249', '921', '969', '314', '242']
['938', '649', '549', '910', '908']
['911', '709', '210', '262', '924']
['553', '864', '423', '114', '131']
['201', '233', '121', '604', '734']
['134', '690', '342', '437', '544']
['39', '201', '575', '254', '433']
['51', '682', '10', '459', '496']
['400', '886', '87', '120', '954']
['81', '903', '275', '331', '108']
['513', '313', '739', '622', '20']
['270', '905', '133', '289', '691']
['669', '379', '482', '860', '808']
