20
40
['0', '1', '2']
['21', '1', '6', '10', '11']
['32', '31', '12', '36', '18']
['17', '40', '33', '25', '35']
['3', '23', '47', '9', '39']
['48', '42', '34', '19', '22']
['49', '42', '4', '7', '38']
['0', '16', '17', '28', '11']
['28', '26', '49', '0', '15']
['18', '0', '39', '22', '21']
['19', '23', '44', '2', '46']
['38', '1', '8', '40', '4']
['49', '40', '35', '1', '9']
['6', '34', '30', '9', '2']
['4', '11', '20', '6', '12']
['35', '46', '33', '25', '9']
['30', '26', '6', '36', '16']
['34', '16', '9', '33', '48']
['38', '42', '2', '30', '13']
['25', '45', '17', '42', '36']
['33', '7', '45', '22', '18']
['35', '42', '17', '39', '0']
['46', '49', '36', '18', '24']
['33', '47', '34', '5', '41']
['18', '32', '36', '16', '47']
['35', '15', '12', '39', '31']
['40', '33', '30', '11', '3']
['1', '2', '12', '10', '9']
['3', '45', '26', '8', '38']
['12', '4', '14', '5', '11']
['25', '2', '38', '0', '7']
['7', '46', '19', '22', '41']
['26', '18', '32', '11', '42']
['47', '31', '33', '46', '38']
['38', '22', '19', '13', '41']
['21', '9', '44', '2', '33']
['48', '46', '30', '27', '0']
['17', '30', '18', '27', '24']
['13', '27', '26', '35', '14']
['10', '6', '23', '49', '36']
['22', '0', '45', '12', '42']
['48', '22', '7', '31', '40']
['47', '8', '37', '46', '49']
['35', '23', '37', '1', '13']
['4', '42', '45', '40', '18']
['5', '2', '25', '38', '23']
['13', '38', '20', '11', '23']
['20', '14', '44', '10', '6']
['24', '47', '40', '35', '39']
['18', '22', '49', '6', '9']
['8', '26', '22', '32', '12']
['44', '12', '38', '41', '22']
['11', '47', '2', '44', '29']
['41', '19', '48', '3', '24']
['1', '2', '6', '0', '19']
['40', '45', '32', '23', '8']
['37', '12', '39', '15', '14']
['34', '47', '46', '17', '4']
['26', '38', '49', '15', '32']
['49', '32', '47', '36', '45']
['27', '22', '48', '44', '38']
['13', '49', '25', '46', '24']
['2', '38', '32', '45', '9']
['14', '18', '22', '32', '34']
['11', '31', '13', '14', '9']
['47', '36', '19', '39', '44']
['45', '36', '33', '46', '30']
['48', '1', '36', '14', '40']
['7', '31', '46', '49', '5']
['47', '16', '21', '25', '24']
['4', '24', '37', '14', '3']
['14', '22', '1', '33', '0']
['36', '34', '8', '31', '40']
['3', '28', '17', '34', '12']
['28', '29', '26', '21', '34']
['22', '40', '15', '18', '0']
['7', '22', '26', '19', '18']
['34', '16', '43', '6', '41']
['2', '41', '44', '33', '3']
['39', '22', '46', '12', '45']
['26', '39', '12', '28', '14']
['37', '21', '2', '14', '45']
['6', '18', '34', '19', '0']
['32', '8', '0', '3', '19']
['32', '12', '46', '6', '31']
['40', '41', '19', '25', '17']
['32', '18', '20', '4', '8']
['37', '20', '14', '8', '4']
['23', '6', '3', '39', '42']
['40', '35', '5', '23', '14']
['11', '27', '29', '44', '26']
['41', '48', '15', '26', '18']
['9', '20', '42', '2', '13']
['35', '0', '23', '40', '33']
['32', '47', '20', '22', '45']
['17', '16', '13', '20', '22']
['21', '8', '20', '19', '30']
['36', '3', '40', '22', '7']
['49', '32', '23', '12', '41']
['45', '11', '19', '13', '32']
['18', '37', '26', '16', '9']
['1', '39', '44', '22', '46']
['22', '15', '25', '14', '44']
['20', '38', '28', '10', '42']
['46', '23', '33', '10', '44']
['12', '10', '20', '16', '6']
['34', '11', '33', '36', '3']
['28', '47', '34', '17', '14']
['49', '44', '7', '3', '45']
['2', '12', '3', '32', '46']
['26', '0', '34', '5', '43']
['38', '0', '31', '35', '10']
['4', '42', '7', '28', '31']
['30', '44', '27', '8', '46']
['3', '39', '17', '37', '32']
['18', '8', '0', '41', '4']
['9', '22', '43', '21', '46']
['21', '24', '30', '17', '49']
['9', '0', '21', '24', '11']
['5', '33', '20', '10', '17']
['1', '10', '48', '27', '40']
['20', '46', '43', '35', '44']
['21', '5', '47', '35', '46']
['8', '5', '34', '18', '41']
['18', '31', '15', '39', '40']
['3', '5', '21', '49', '0']
['44', '18', '37', '15', '13']
['15', '19', '24', '3', '10']
['33', '28', '46', '39', '42']
['8', '44', '30', '15', '22']
['35', '31', '20', '1', '21']
['34', '10', '36', '39', '26']
['44', '37', '8', '31', '6']
['20', '21', '6', '18', '42']
['10', '40', '38', '4', '26']
['42', '40', '26', '14', '36']
['38', '3', '48', '25', '20']
['43', '3', '24', '49', '22']
['20', '42', '30', '19', '15']
['43', '9', '29', '6', '2']
['1', '27', '22', '33', '15']
['49', '15', '40', '17', '28']
['0', '1', '28', '10', '4']
['43', '35', '40', '44', '28']
['41', '3', '45', '32', '47']
['46', '49', '8', '22', '26']
['17', '23', '29', '45', '14']
['38', '30', '10', '23', '40']
['29', '45', '42', '48', '34']
['10', '18', '1', '12', '43']
['20', '27', '24', '30', '22']
['37', '27', '31', '16', '43']
['11', '45', '5', '43', '35']
['21', '23', '24', '41', '42']
['1', '15', '31', '18', '33']
['34', '20', '7', '35', '36']
['15', '44', '46', '5', '16']
['46', '19', '22', '31', '43']
['6', '33', '15', '38', '28']
['12', '9', '36', '8', '44']
['44', '46', '37', '2', '11']
['36', '12', '13', '20', '17']
['32', '33', '24', '4', '43']
['44', '9', '21', '11', '23']
['39', '18', '17', '7', '8']
['47', '21', '49', '18', '4']
['40', '49', '43', '24', '19']
['4', '10', '24', '29', '25']
['1', '46', '31', '33', '6']
['41', '39', '49', '3', '27']
['3', '27', '13', '47', '10']
['21', '10', '29', '38', '41']
['49', '23', '29', '12', '9']
['38', '48', '23', '47', '49']
['0', '45', '29', '13', '42']
['16', '31', '4', '25', '34']
['38', '41', '31', '10', '29']
['21', '29', '16', '23', '19']
['45', '43', '11', '26', '6']
['24', '12', '14', '0', '10']
['11', '29', '30', '49', '19']
['24', '8', '40', '23', '29']
['27', '41', '5', '9', '2']
['47', '40', '48', '46', '12']
['35', '32', '16', '10', '23']
['29', '14', '40', '36', '39']
['30', '21', '36', '38', '39']
['9', '30', '45', '47', '46']
['29', '8', '1', '6', '35']
['15', '43', '7', '49', '45']
['47', '44', '4', '41', '1']
['4', '1', '5', '10', '22']
['23', '44', '47', '48', '25']
['2', '17', '14', '38', '22']
['10', '9', '48', '11', '39']
['40', '9', '6', '5', '30']
['20', '41', '45', '38', '22']
['9', '42', '41', '39', '11']
['34', '46', '24', '15', '39']
['46', '23', '38', '39', '33']
['22', '28', '10', '0', '17']
['46', '43', '39', '11', '35']
['23', '6', '41', '2', '43']
['2', '41', '8', '13', '40']
['10', '29', '8', '37', '44']
['46', '23', '12', '30', '17']
['48', '42', '17', '21', '15']
['5', '32', '13', '15', '18']
['18', '41', '7', '23', '17']
['38', '2', '33', '18', '20']
['44', '14', '48', '7', '45']
['46', '43', '11', '21', '41']
['46', '6', '12', '24', '18']
['21', '15', '5', '39', '30']
['34', '6', '30', '2', '9']
['1', '7', '9', '34', '25']
['48', '39', '5', '7', '40']
['46', '29', '23', '35', '22']
['21', '44', '49', '28', '40']
['43', '10', '12', '29', '19']
['16', '13', '7', '35', '9']
['32', '5', '15', '33', '48']
['22', '39', '6', '3', '5']
['19', '1', '10', '15', '21']
['36', '20', '24', '8', '44']
['13', '42', '44', '33', '22']
['35', '21', '5', '23', '24']
['0', '6', '14', '25', '16']
['22', '36', '39', '47', '23']
['31', '45', '39', '9', '18']
['20', '19', '41', '13', '29']
['44', '35', '36', '45', '48']
['5', '8', '11', '42', '45']
['15', '26', '45', '5', '46']
['32', '43', '33', '20', '1']
['11', '22', '28', '6', '41']
['7', '32', '42', '10', '47']
['31', '6', '27', '34', '24']
['36', '8', '23', '10', '4']
['33', '38', '22', '1', '43']
['33', '14', '19', '34', '36']
['42', '47', '40', '24', '32']
['43', '6', '44', '39', '49']
['6', '13', '31', '48', '3']
['16', '33', '40', '37', '42']
['9', '41', '45', '44', '42']
['2', '29', '6', '21', '14']
['2', '8', '7', '31', '22']
['24', '30', '17', '38', '32']
['24', '15', '47', '1', '16']
['34', '35', '38', '7', '39']
['8', '27', '15', '28', '6']
['43', '17', '48', '46', '8']
['47', '41', '11', '35', '32']
['1', '29', '19', '13', '36']
['49', '9', '41', '28', '44']
['44', '47', '21', '38', '18']
['46', '28', '44', '40', '36']
['26', '5', '1', '20', '32']
['26', '38', '4', '27', '5']
['47', '39', '21', '42', '0']
['30', '41', '9', '35', '18']
['9', '33', '36', '11', '5']
['32', '7', '30', '5', '48']
['48', '22', '36', '17', '14']
['47', '43', '4', '24', '48']
['19', '40', '44', '6', '36']
['33', '8', '5', '38', '25']
['17', '3', '31', '19', '35']
['32', '0', '45', '1', '9']
['6', '9', '1', '29', '44']
['21', '42', '14', '25', '8']
['33', '46', '12', '22', '42']
['33', '26', '15', '1', '7']
['44', '1', '31', '3', '41']
['14', '47', '42', '22', '24']
['27', '23', '11', '13', '48']
['22', '25', '19', '0', '38']
['48', '43', '28', '11', '12']
['44', '29', '27', '13', '21']
['35', '49', '37', '44', '21']
['25', '18', '33', '26', '7']
['4', '15', '31', '7', '13']
['45', '8', '44', '26', '0']
['22', '24', '11', '5', '16']
['23', '2', '27', '16', '6']
['8', '36', '47', '45', '32']
['0', '7', '45', '22', '30']
['1', '35', '19', '17', '26']
['46', '7', '22', '3', '6']
['13', '23', '19', '44', '41']
['15', '14', '49', '22', '18']
