5
10
['0', '1']
['0', '2']
['0', '3']
['0', '4']
['0', '5']
['0', '6']
['0', '7']
['0', '8']
['0', '9']
['0', '10']
['0', '11']
['0', '12']
['0', '13']
['0', '14']
['0', '15']
['0', '16']
['0', '17']
['0', '18']
['0', '19']
['0', '20']
['0', '21']
['0', '22']
['0', '23']
['0', '24']
['0', '25']
['0', '26']
['0', '27']
['0', '28']
['0', '29']
['0', '30']
['0', '31']
['0', '32']
['0', '33']
['0', '34']
['0', '35']
['0', '36']
['0', '37']
['0', '38']
['0', '39']
['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']
['22', '5', '23', '37', '21', '14', '19', '34', '31', '26', '3', '9', '13', '39', '30', '27', '25', '28', '2', '36']
['12', '39', '13', '27', '5', '1', '11', '3', '0', '35', '37', '36', '9', '21', '2', '23', '4', '8', '10', '7']
['6', '23', '11', '21', '36', '40', '19', '35', '20', '29', '32', '12', '39', '37', '27', '30', '8', '5', '17', '16']
['33', '17', '4', '12', '32', '8', '3', '10', '2', '29', '20', '0', '27', '1', '31', '14', '40', '34', '38', '9']
['38', '7', '26', '0', '19', '40', '17', '15', '4', '13', '8', '34', '35', '16', '33', '39', '24', '2', '37', '23']
['39', '24', '34', '26', '12', '36', '31', '13', '11', '17', '18', '2', '0', '19', '21', '5', '35', '30', '20', '8']
['24', '38', '25', '30', '9', '15', '17', '40', '23', '35', '39', '19', '14', '1', '22', '26', '13', '10', '29', '18']
['1', '16', '3', '38', '20', '24', '11', '39', '14', '6', '33', '36', '28', '27', '18', '21', '17', '30', '2', '0']
['3', '0', '15', '27', '29', '2', '4', '16', '33', '9', '19', '28', '18', '14', '22', '6', '24', '17', '31', '40']
['5', '15', '21', '10', '19', '33', '2', '12', '36', '24', '0', '39', '30', '22', '17', '26', '14', '27', '28', '31']
['5', '25', '39', '27', '19', '31', '38', '16', '36', '20', '4', '18', '28', '9', '24', '35', '21', '2', '11', '1']
['31', '32', '7', '2', '37', '3', '6', '5', '16', '11', '25', '10', '9', '18', '0', '14', '12', '4', '15', '34']
