['510', '704', '346', '759', '990', '568', '836', '54', '641', '552', '632', '416', '272', '104', '198', '310', '964', '743', '927', '479']
['554', '481', '922', '590', '70', '189', '140', '387', '850', '487', '649', '497', '578', '909', '143', '651', '214', '501', '486', '611']
['57', '5', '108', '540', '516', '536', '35', '322', '905', '744', '977', '546', '634', '348', '677', '941', '36', '953', '339', '426']
['0', '55', '470', '384', '163', '248', '853', '31', '815', '287', '697', '517', '567', '796', '20', '845', '621', '690', '137', '445']
['351', '527', '288', '764', '358', '586', '401', '957', '952', '599', '80', '394', '664', '707', '107', '30', '484', '988', '565', '464']
['395', '125', '262', '543', '776', '521', '919', '997', '999', '670', '758', '455', '447', '645', '121', '993', '18', '544', '530', '785']
['61', '284', '62', '818', '652', '948', '731', '860', '761', '450', '496', '391', '480', '371', '991', '95', '591', '234', '981', '604']
['781', '218', '684', '271', '321', '304', '728', '793', '585', '618', '891', '984', '630', '768', '896', '784', '96', '736', '491', '127']
['476', '906', '753', '659', '72', '420', '488', '862', '907', '47', '362', '342', '457', '680', '802', '341', '936', '151', '980', '902']
['91', '616', '662', '718', '233', '766', '136', '328', '370', '771', '182', '625', '709', '887', '415', '432', '819', '986', '97', '698']
['569', '504', '423', '202', '359', '251', '912', '564', '458', '960', '638', '375', '644', '767', '865', '720', '692', '40', '273', '405']
['232', '38', '854', '131', '547', '350', '164', '213', '746', '406', '867', '188', '631', '154', '175', '21', '347', '780', '425', '115']
['238', '495', '110', '678', '372', '866', '269', '741', '559', '970', '431', '558', '330', '817', '294', '192', '985', '572', '871', '100']
['267', '640', '307', '548', '344', '925', '252', '951', '593', '439', '86', '247', '840', '24', '150', '522', '756', '158', '897', '832']
