['108', '722', '832', '336', '993', '135', '408', '943', '52', '973']
['155', '239', '282', '532', '412', '922', '617', '188', '651', '945']
['542', '757', '633', '271', '305', '711', '660', '803', '608', '730']
['326', '605', '957', '544', '630', '120', '870', '196', '180', '924']
['910', '545', '586', '390', '33', '826', '534', '389', '578', '746']
['937', '643', '668', '23', '971', '286', '739', '400', '775', '493']
['704', '723', '309', '147', '256', '444', '810', '624', '806', '686']
['755', '889', '585', '547', '422', '565', '916', '974', '162', '57']
['847', '789', '766', '950', '92', '244', '276', '49', '936', '474']
['705', '407', '815', '433', '954', '370', '750', '995', '28', '667']
['425', '709', '797', '814', '833', '194', '342', '513', '110', '649']
['81', '909', '503', '333', '509', '75', '117', '965', '332', '381']
['60', '321', '999', '6', '469', '489', '128', '828', '438', '437']
['557', '727', '827', '159', '259', '874', '767', '829', '367', '725']
['477', '313', '316', '687', '319', '647', '594', '510', '695', '459']
['287', '290', '615', '514', '812', '139', '395', '648', '203', '745']
['241', '368', '986', '393', '612', '170', '358', '53', '508', '533']
['183', '929', '361', '348', '7', '567', '499', '189', '426', '997']
['845', '975', '749', '273', '409', '202', '920', '793', '564', '538']
['50', '511', '813', '848', '616', '86', '197', '293', '214', '905']
['392', '622', '891', '441', '657', '451', '701', '535', '427', '970']
['193', '365', '2', '926', '568', '403', '742', '160', '558', '846']
['289', '158', '20', '690', '944', '990', '782', '799', '278', '697']
['101', '710', '933', '280', '179', '967', '148', '429', '981', '132']
['752', '467', '882', '495', '792', '68', '653', '872', '443', '192']
['563', '773', '823', '788', '63', '896', '300', '88', '597', '494']
['550', '218', '645', '801', '324', '852', '663', '952', '14', '383']
['483', '439', '641', '928', '976', '274', '47', '134', '857', '299']
['173', '131', '931', '748', '107', '904', '418', '103', '345', '228']
['562', '517', '879', '714', '37', '442', '958', '836', '292', '356']
['279', '428', '579', '175', '95', '923', '588', '221', '664', '486']
['794', '243', '247', '692', '732', '996', '465', '887', '288', '607']
['308', '708', '461', '940', '809', '946', '64', '310', '719', '167']
['898', '551', '225', '880', '640', '569', '376', '987', '978', '470']
['264', '46', '102', '248', '644', '466', '237', '315', '925', '989']
['555', '689', '176', '669', '627', '831', '16', '960', '31', '735']
['172', '844', '769', '213', '796', '268', '411', '694', '99', '398']
['304', '582', '596', '522', '825', '751', '222', '626', '964', '339']
['337', '265', '791', '377', '121', '712', '205', '133', '65', '734']
['294', '4', '841', '143', '476', '27', '672', '190', '226', '800']
