['160', '749', '773', '23', '552', '293', '667', '515', '242', '920', '940', '571', '875', '386', '181', '321', '424', '271', '149', '121']
['856', '235', '391', '311', '261', '292', '728', '719', '837', '671', '655', '314', '253', '646', '757', '291', '572', '669', '33', '504']
['55', '938', '134', '737', '185', '670', '501', '806', '672', '561', '949', '288', '980', '674', '972', '277', '53', '780', '400', '888']
['462', '696', '282', '22', '901', '988', '556', '905', '342', '493', '742', '458', '182', '911', '836', '133', '743', '652', '560', '41']
['538', '562', '551', '236', '557', '136', '903', '798', '316', '847', '428', '909', '748', '260', '17', '449', '987', '64', '745', '968']
['631', '651', '299', '340', '467', '788', '910', '691', '6', '202', '735', '73', '302', '29', '874', '83', '471', '630', '772', '786']
['535', '985', '384', '460', '866', '522', '93', '809', '734', '782', '446', '926', '51', '576', '684', '87', '113', '833', '647', '209']
['220', '193', '187', '423', '339', '81', '155', '312', '61', '687', '516', '573', '497', '75', '854', '867', '305', '984', '931', '512']
['223', '967', '747', '454', '845', '953', '405', '611', '675', '10', '621', '916', '329', '357', '977', '803', '474', '478', '327', '36']
['483', '873', '441', '587', '320', '203', '144', '200', '947', '664', '635', '844', '870', '383', '356', '781', '366', '150', '801', '395']
['256', '228', '103', '979', '831', '371', '700', '416', '741', '869', '976', '338', '609', '907', '38', '998', '697', '865', '427', '835']
['706', '106', '740', '172', '20', '80', '922', '453', '566', '412', '616', '997', '659', '408', '834', '792', '823', '328', '536', '797']
['577', '545', '746', '25', '502', '345', '900', '703', '309', '957', '699', '933', '921', '830', '171', '613', '594', '589', '650', '63']
