['222', '270', '107', '776', '533', '245', '595', '762', '520', '842', '113', '525', '309', '469', '758', '26', '297', '829', '226', '786']
['359', '413', '197', '553', '258', '903', '120', '312', '89', '798', '10', '503', '135', '155', '756', '993', '61', '789', '186', '295']
['375', '147', '266', '871', '495', '421', '708', '210', '922', '236', '462', '52', '14', '742', '48', '323', '643', '925', '825', '882']
['67', '727', '749', '378', '716', '167', '735', '522', '949', '657', '255', '349', '179', '851', '364', '570', '70', '684', '944', '799']
['759', '603', '729', '953', '757', '573', '869', '307', '302', '565', '149', '376', '587', '576', '830', '500', '970', '367', '542', '763']
['472', '880', '246', '894', '502', '450', '703', '666', '979', '513', '649', '639', '685', '369', '998', '775', '669', '31', '146', '969']
['228', '631', '417', '986', '609', '897', '918', '843', '411', '710', '344', '20', '134', '600', '172', '308', '914', '171', '771', '654']
['854', '696', '945', '677', '83', '93', '961', '974', '94', '140', '960', '632', '509', '473', '820', '538', '324', '845', '223', '858']
['840', '343', '540', '601', '808', '16', '338', '240', '861', '823', '835', '184', '416', '41', '653', '221', '722', '692', '905', '844']
['305', '841', '936', '743', '622', '938', '382', '910', '535', '239', '713', '314', '702', '403', '504', '19', '76', '992', '484', '800']
['720', '192', '429', '444', '916', '438', '250', '989', '480', '813', '358', '333', '238', '425', '383', '518', '629', '764', '965', '44']
['253', '117', '508', '86', '60', '534', '506', '747', '658', '575', '319', '232', '532', '866', '483', '849', '347', '150', '580', '218']
['141', '106', '311', '453', '934', '153', '902', '339', '721', '269', '927', '387', '431', '896', '69', '8', '990', '62', '126', '583']
['99', '205', '556', '54', '968', '455', '6', '625', '267', '465', '433', '777', '249', '288', '166', '398', '96', '699', '630', '512']
['838', '981', '379', '422', '950', '774', '428', '187', '884', '265', '833', '997', '53', '619', '127', '65', '734', '445', '803', '100']
['577', '194', '569', '612', '478', '443', '728', '380', '523', '982', '888', '152', '606', '294', '878', '397', '942', '22', '834', '711']
['846', '604', '208', '755', '389', '350', '908', '409', '84', '647', '724', '581', '656', '730', '822', '12', '360', '975', '973', '284']
['602', '794', '689', '137', '242', '217', '260', '983', '176', '456', '547', '753', '102', '737', '795', '386', '289', '231', '524', '807']
['528', '544', '468', '388', '891', '139', '200', '479', '322', '904', '917', '315', '404', '694', '477', '405', '72', '306', '935', '550']
['274', '351', '436', '787', '881', '741', '470', '939', '442', '785', '143', '460', '243', '675', '836', '507', '220', '373', '867', '940']
['191', '291', '170', '185', '592', '791', '988', '489', '664', '259', '49', '446', '129', '39', '717', '256', '64', '1', '87', '744']
['119', '723', '670', '863', '900', '515', '726', '55', '651', '874', '471', '932', '492', '610', '558', '277', '732', '275', '491', '40']
['296', '203', '736', '860', '912', '13', '995', '466', '567', '766', '4', '994', '151', '391', '123', '225', '114', '770', '584', '303']
['0', '951', '435', '329', '539', '27', '516', '34', '788', '230', '865', '879', '695', '182', '138', '475', '35', '501', '672', '745']
['169', '895', '38', '709', '173', '626', '292', '706', '948', '209', '304', '18', '872', '790', '641', '234', '552', '613', '111', '693']
['985', '393', '181', '778', '244', '733', '11', '377', '410', '224', '805', '392', '79', '607', '557', '659', '420', '923', '915', '958']
['574', '374', '578', '488', '201', '408', '543', '817', '372', '337', '497', '933', '870', '554', '21', '952', '614', '229', '490', '582']
['784', '145', '751', '564', '46', '954', '847', '618', '907', '158', '848', '814', '767', '707', '412', '30', '71', '650', '328', '893']
['227', '9', '74', '826', '414', '418', '568', '285', '668', '683', '665', '594', '95', '178', '617', '177', '268', '57', '831', '662']
['287', '128', '345', '924', '301', '705', '864', '859', '56', '876', '340', '241', '529', '883', '81', '674', '282', '802', '261', '458']
['719', '254', '440', '530', '320', '955', '698', '663', '165', '645', '336', '793', '451', '454', '868', '439', '233', '648', '686', '37']
['190', '678', '682', '906', '627', '334', '964', '596', '335', '824', '911', '32', '537', '237', '801', '124', '642', '316', '63', '590']
['130', '47', '671', '122', '551', '437', '718', '510', '321', '598', '66', '407', '792', '572', '819', '563', '644', '384', '760', '646']
