50
50
['452', '525']
['548', '93']
['333', '6']
['106', '401']
['493', '204']
['462', '549']
['430', '484']
['623', '144']
['261', '480']
['305', '276']
['677', '758']
['404', '221']
['145', '586']
['565', '517']
['200', '639']
['100', '721']
['622', '567']
['210', '803']
['182', '6']
['599', '336']
['326', '585']
['623', '277']
['353', '355']
['390', '710']
['202', '355']
['177', '150']
['389', '275']
['215', '774']
['12', '153']
['434', '150']
['379', '706']
['250', '174']
['370', '73']
['553', '138']
['813', '196']
['284', '579']
['554', '449']
['364', '383']
['635', '89']
['584', '87']
['110', '152']
['669', '324']
['762', '326']
['253', '125']
['344', '525']
['285', '15']
['494', '205']
['637', '285']
['716', '115']
['404', '682']
['82', '303']
['451', '162']
['128', '211']
['4', '321']
['541', '714']
['442', '598']
['563', '322']
['322', '371']
['319', '744']
['272', '813']
['658', '782']
['412', '534']
['4', '130']
['695', '66']
['389', '84']
['653', '698']
['95', '82']
['408', '662']
['57', '246']
['63', '666']
['141', '556']
['397', '777']
['88', '1']
['711', '122']
['373', '155']
['87', '33']
['422', '523']
['59', '335']
['751', '480']
['729', '524']
['466', '144']
['423', '479']
['346', '27']
['348', '253']
['576', '603']
['272', '196']
['282', '517']
['227', '491']
['627', '775']
['550', '698']
['26', '292']
['456', '668']
['568', '220']
['222', '99']
['24', '62']
['263', '496']
['382', '141']
['637', '532']
['50', '275']
['656', '249']
['738', '542']
['800', '431']
['209', '716']
['346', '664']
['794', '42']
['562', '599']
['492', '103']
['84', '334']
['165', '158']
['222', '544']
['115', '50']
['554', '741']
['721', '193']
['824', '454']
['281', '71']
['753', '773']
['472', '303']
['567', '451']
['638', '717']
['265', '480']
['392', '635']
['511', '416']
['441', '759']
['792', '312']
['607', '323']
['208', '83']
['318', '201']
['56', '569']
['103', '743']
['708', '828']
['373', '443']
['218', '393']
['395', '204']
['302', '166']
['43', '230']
['639', '243']
['301', '227']
['163', '233']
['187', '655']
['512', '811']
['118', '257']
['481', '49']
['336', '219']
['102', '194']
['689', '297']
['774', '796']
['385', '112']
['461', '398']
['298', '605']
['832', '374']
['790', '756']
['256', '793']
['768', '123']
['325', '767']
['222', '686']
['54', '703']
['771', '383']
['94', '751']
['709', '148']
['152', '103']
['543', '598']
['536', '302']
['74', '715']
['751', '48']
['722', '591']
['227', '815']
['437', '803']
['739', '108']
['636', '699']
['407', '748']
['300', '315']
['712', '767']
['320', '809']
['229', '11']
['692', '432']
['377', '450']
['331', '153']
['34', '5']
['603', '573']
['397', '333']
['683', '759']
['325', '598']
['115', '658']
['734', '705']
['378', '258']
['652', '514']
['53', '260']
['350', '349']
['256', '576']
['664', '727']
['133', '221']
['220', '128']
['247', '565']
['129', '259']
['78', '64']
['398', '142']
['683', '338']
['172', '123']
['215', '145']
['539', '626']
['189', '89']
['653', '433']
['342', '213']
['742', '85']
['590', '544']
['416', '812']
['519', '417']
['439', '501']
['33', '187']
['179', '621']
['78', '174']
['689', '671']
['547', '413']
['727', '594']
['410', '789']
['588', '434']
['671', '159']
['663', '28']
['320', '218']
['309', '155']
['104', '745']
['499', '296']
['674', '88']
['710', '106']
['556', '797']
['288', '338']
['299', '624']
['662', '534']
['96', '231']
['42', '561']
['82', '314']
['804', '75']
['264', '718']
['140', '599']
['406', '811']
['592', '547']
['708', '567']
['761', '784']
['543', '698']
['160', '517']
['735', '536']
['272', '445']
['441', '635']
['432', '85']
['599', '86']
['579', '381']
['597', '314']
['377', '524']
['642', '408']
['353', '261']
['669', '325']
['819', '315']
['173', '196']
['625', '448']
['826', '481']
['451', '464']
['358', '115']
['496', '91']
['447', '381']
['437', '311']
['381', '344']
['443', '638']
['353', '540']
['440', '735']
['11', '369']
['175', '350']
['720', '726']
['504', '568']
['749', '153']
['486', '787']
['548', '670']
['414', '790']
['584', '21']
['246', '58']
['380', '636']
['395', '738']
['619', '67']
['790', '125']
['149', '374']
['154', '458']
['569', '351']
['645', '412']
['315', '419']
['427', '157']
['820', '708']
['422', '430']
['769', '525']
['513', '14']
['153', '216']
['665', '155']
['177', '653']
['251', '113']
['40', '669']
['441', '685']
['187', '623']
['35', '456']
['225', '28']
['415', '160']
['811', '558']
['100', '360']
['466', '709']
['777', '713']
['768', '126']
['480', '760']
['664', '634']
['24', '226']
['41', '790']
['211', '585']
['170', '294']
['765', '753']
['17', '382']
['205', '718']
['29', '92']
['465', '411']
['623', '70']
['116', '530']
['201', '302']
['639', '768']
['708', '42']
['409', '309']
['422', '285']
['8', '197']
['89', '168']
['403', '120']
['103', '576']
['513', '779']
['661', '139']
['777', '110']
['401', '234']
['233', '692']
['659', '543']
['205', '606']
['637', '444']
['62', '295']
['576', '252']
['81', '341']
['458', '128']
['125', '457']
['20', '346']
['316', '417']
['582', '419']
['839', '487']
['348', '767']
['227', '65']
['436', '152']
['104', '471']
['17', '646']
['210', '29']
['538', '68']
['827', '518']
['160', '800']
['73', '351']
['832', '818']
['346', '48']
['59', '559']
['106', '808']
['667', '778']
['572', '72']
['301', '184']
['30', '27']
['234', '663']
['52', '335']
['828', '338']
['726', '783']
['185', '819']
['145', '115']
['227', '404']
['670', '64']
['835', '142']
['39', '566']
['444', '73']
['826', '258']
['241', '93']
['327', '797']
['321', '142']
['565', '336']
['179', '763']
['464', '210']
['767', '349']
['174', '28']
['159', '155']
['564', '268']
['285', '694']
['185', '603']
['445', '713']
['620', '703']
['464', '704']
['647', '238']
['737', '682']
['368', '542']
['264', '801']
['362', '511']
['486', '670']
['182', '276']
['420', '566']
['435', '120']
['704', '838']
['705', '227']
['95', '154']
['218', '438']
['556', '821']
['22', '368']
['0', '652']
['542', '354']
['727', '745']
['646', '621']
['678', '796']
['75', '527']
['229', '556']
['806', '111']
['459', '421']
['394', '623']
['346', '561']
['65', '56']
['659', '340']
['546', '111']
['836', '562']
['136', '34']
['484', '261']
['790', '784']
['116', '381']
['331', '659']
['54', '523']
['416', '570']
['107', '236']
['523', '513']
['201', '307']
['128', '5']
['387', '313']
['555', '668']
['57', '232']
['494', '300']
['270', '319']
['449', '154']
['401', '508']
['260', '105']
['478', '601']
['426', '298']
['736', '754']
['202', '299']
['276', '114']
['623', '268']
['215', '7']
['96', '95']
['248', '274']
['323', '376']
['723', '516']
['756', '3']
['375', '264']
['838', '502']
['383', '229']
['180', '296']
['676', '304']
['817', '810']
['402', '774']
['379', '318']
['654', '476']
['167', '309']
['819', '58']
['813', '269']
['151', '838']
['92', '216']
['407', '275']
['256', '128']
['34', '769']
['636', '292']
['465', '241']
['633', '479']
['686', '324']
['751', '689']
['59', '216']
['257', '470']
['732', '748']
['289', '98']
['760', '352']
['138', '297']
['780', '743']
['442', '575']
['250', '688']
['115', '188']
['308', '217']
['304', '399']
['778', '510']
['836', '297']
['800', '0']
['286', '296']
['30', '56']
['377', '722']
['179', '508']
['403', '448']
['44', '785']
['404', '297']
['168', '543']
['13', '227']
['458', '227']
['379', '580']
['705', '402']
['826', '533']
['480', '711']
['552', '535']
['116', '752']
['503', '807']
['324', '789']
['218', '89']
['570', '819']
['284', '83']
['671', '502']
['386', '197']
['519', '121']
['760', '506']
['655', '154']
['777', '557']
['497', '102']
['176', '695']
['219', '702']
['394', '793']
['831', '208']
['429', '748']
['440', '744']
['405', '481']
['98', '388']
['337', '145']
['243', '558']
['723', '604']
['151', '463']
['779', '823']
['350', '209']
['151', '656']
['49', '351']
['408', '273']
['630', '439']
['32', '274']
['479', '77']
['477', '371']
['427', '463']
['612', '154']
['290', '517']
['431', '811']
['386', '593']
['606', '819']
['63', '164']
['370', '130']
['286', '591']
['793', '81']
['33', '712']
['367', '231']
['135', '805']
['47', '64']
['708', '252']
['619', '683']
['390', '65']
['259', '229']
['13', '540']
['109', '211']
['802', '541']
['150', '776']
['195', '776']
['82', '11']
['292', '682']
['183', '453']
['569', '125']
['400', '44']
['211', '426']
['157', '430']
['123', '809']
['40', '674']
['65', '178']
['328', '666']
['484', '81']
['556', '582']
['738', '127']
['681', '154']
['826', '584']
['473', '781']
['554', '764']
['174', '521']
['6', '621']
['348', '161']
['127', '84']
['578', '165']
['341', '612']
['781', '599']
['323', '488']
['462', '214']
['629', '433']
['556', '384']
['387', '190']
['300', '72']
['141', '236']
['665', '785']
['714', '178']
['405', '43']
['784', '813']
['365', '665']
['58', '345']
['415', '228']
['690', '276']
['256', '37']
['339', '157']
['593', '158']
['685', '164']
['767', '572']
['823', '562']
['73', '34']
['595', '811']
['269', '162']
['647', '194']
['595', '412']
['81', '466']
['748', '201']
['532', '488']
['261', '616']
['95', '369']
['763', '268']
['652', '39']
['737', '401']
['239', '82']
['251', '119']
['237', '664']
['476', '531']
['245', '518']
['439', '67']
['655', '787']
['29', '343']
['125', '508']
['187', '212']
['492', '608']
['19', '54']
['327', '619']
['115', '512']
['535', '839']
['276', '186']
['543', '249']
['16', '627']
['627', '66']
['625', '40']
['663', '242']
['770', '711']
['285', '24']
['280', '672']
['567', '378']
['230', '205']
['458', '824']
['10', '621']
['130', '201']
['198', '69']
['16', '529']
['109', '431']
['417', '506']
['594', '281']
['519', '480']
['578', '760']
['618', '700']
['418', '700']
['484', '728']
['1', '514']
['669', '696']
['196', '343']
['358', '745']
['783', '226']
['582', '758']
['544', '331']
['281', '131']
['57', '425']
['53', '115']
['475', '658']
['682', '633']
['181', '612']
['151', '103']
['384', '517']
['253', '771']
['248', '789']
['203', '53']
['481', '124']
['632', '544']
['569', '523']
['391', '696']
['190', '566']
['293', '132']
['568', '831']
['220', '364']
['251', '116']
['578', '562']
['256', '164']
['243', '48']
['86', '385']
['326', '804']
['138', '9']
['751', '350']
['825', '335']
['773', '217']
['88', '693']
['451', '805']
['300', '593']
['511', '366']
['80', '621']
['759', '608']
['49', '18']
['225', '827']
['460', '398']
['259', '11']
['700', '156']
['338', '561']
['147', '574']
['207', '103']
['764', '485']
['193', '274']
['406', '84']
['250', '766']
['129', '267']
['828', '731']
['108', '679']
['399', '560']
['345', '520']
['78', '771']
['830', '516']
['275', '372']
['452', '347']
['756', '515']
['554', '469']
['158', '738']
['576', '431']
['259', '708']
['586', '23']
['296', '795']
['100', '97']
['628', '689']
['280', '776']
['484', '756']
['226', '774']
['686', '302']
['506', '11']
['145', '309']
['707', '98']
['199', '341']
['646', '374']
['699', '186']
['392', '554']
['720', '710']
['55', '750']
['512', '575']
['84', '364']
['274', '685']
['774', '734']
['35', '741']
['560', '194']
['550', '342']
['680', '271']
['220', '660']
['395', '61']
['345', '271']
['187', '283']
['155', '765']
['47', '754']
['71', '815']
['259', '357']
['691', '235']
['165', '659']
['139', '510']
['383', '362']
['274', '793']
['294', '174']
['400', '404']
['765', '247']
['521', '202']
['404', '680']
['514', '357']
['538', '340']
['169', '658']
['78', '452']
['110', '22']
['615', '699']
['190', '266']
['519', '838']
['296', '284']
['160', '375']
['570', '732']
['302', '546']
['414', '769']
['716', '109']
['532', '324']
['839', '492']
['594', '320']
['387', '800']
['524', '15']
['287', '586']
['185', '82']
['322', '630']
['628', '124']
['383', '474']
['212', '428']
['659', '169']
['66', '558']
['538', '18']
['286', '414']
['325', '93']
['508', '512']
['140', '123']
['623', '85']
['501', '644']
['414', '274']
['751', '265']
['7', '794']
['312', '619']
['28', '204']
['213', '630']
['651', '268']
['757', '452']
['613', '599']
['35', '140']
['285', '233']
['388', '197']
['411', '5']
['79', '393']
['666', '176']
['187', '351']
['335', '690']
['26', '111']
['41', '172']
['543', '607']
['454', '534']
['59', '346']
['305', '167']
['74', '323']
['204', '408']
['295', '823']
['471', '106']
['328', '666']
['80', '732']
['252', '795']
['560', '312']
['738', '767']
['396', '213']
['332', '355']
['834', '278']
['379', '133']
['333', '680']
['285', '519']
['565', '263']
['431', '725']
['409', '563']
['183', '770']
['808', '390']
['569', '50']
['23', '272']
['624', '327']
['13', '784']
['504', '693']
['160', '253']
['116', '269']
['680', '549']
['544', '394']
['227', '547']
['77', '755']
['671', '595']
['524', '345']
['836', '827']
['466', '831']
['456', '231']
['63', '418']
['409', '623']
['609', '508']
['214', '651']
['496', '430']
['295', '722']
['623', '1']
['622', '74']
['138', '369']
['774', '397']
['830', '31']
['811', '764']
['394', '635']
['344', '331']
['239', '653']
['733', '385']
['774', '252']
['401', '750']
['653', '680']
['657', '229']
['223', '783']
['771', '15']
['535', '573']
['16', '505']
['68', '198']
['113', '195']
['402', '584']
['34', '98']
['228', '464']
['715', '167']
['464', '826']
['475', '552']
['1', '580']
['498', '807']
['580', '162']
['724', '14']
['778', '382']
['629', '91']
['518', '817']
['675', '429']
['95', '801']
['311', '540']
['832', '567']
['742', '795']
['623', '3']
['125', '336']
['149', '314']
['483', '239']
['410', '458']
['546', '505']
['404', '631']
['347', '291']
['815', '106']
['662', '488']
['241', '173']
['494', '521']
['755', '456']
['365', '774']
['590', '343']
['130', '426']
['91', '392']
['393', '650']
['111', '670']
['767', '523']
['64', '420']
['277', '632']
['255', '651']
['660', '225']
['255', '63']
['335', '140']
['30', '136']
['316', '68']
['101', '522']
['665', '593']
['536', '226']
['330', '440']
['157', '388']
['273', '172']
['82', '65']
['439', '185']
['468', '394']
['509', '574']
['185', '678']
['81', '121']
['636', '81']
['614', '838']
['329', '112']
['7', '644']
['16', '564']
['278', '355']
['329', '348']
['490', '504']
['292', '67']
['308', '162']
['8', '704']
['579', '32']
['2', '625']
['42', '537']
['428', '817']
['464', '338']
['418', '135']
['693', '555']
['417', '228']
['185', '615']
['8', '213']
['21', '611']
['231', '611']
['506', '7']
['46', '108']
['677', '40']
['31', '617']
['641', '256']
['829', '230']
['262', '232']
['474', '658']
['4', '788']
['225', '585']
['624', '491']
['417', '178']
['401', '618']
['567', '759']
['774', '308']
['683', '334']
['344', '355']
['319', '801']
['127', '146']
['658', '129']
['618', '821']
['169', '180']
['456', '556']
['101', '673']
['807', '701']
['456', '828']
['744', '437']
['346', '279']
['93', '331']
['603', '276']
['580', '414']
['18', '589']
['536', '491']
['31', '643']
['731', '810']
['385', '117']
['397', '710']
['567', '337']
['38', '365']
['756', '753']
['419', '197']
['259', '310']
['349', '39']
['225', '103']
['434', '688']
['675', '726']
['608', '714']
['641', '314']
['529', '752']
['1', '114']
['30', '111']
['97', '726']
['328', '23']
['361', '346']
['136', '514']
['590', '694']
['556', '190']
['744', '223']
['339', '653']
['487', '790']
['326', '215']
['837', '736']
['374', '731']
['648', '64']
['509', '400']
['358', '472']
['262', '538']
['647', '426']
['776', '624']
['524', '549']
['755', '172']
['78', '547']
['338', '392']
['693', '245']
['532', '521']
['718', '325']
['81', '463']
['308', '340']
['462', '631']
['630', '512']
['23', '661']
['548', '779']
['273', '584']
['264', '651']
['458', '381']
['660', '655']
['13', '802']
['830', '625']
['753', '464']
['456', '422']
['803', '285']
['241', '713']
['173', '298']
['97', '95']
['718', '333']
['441', '491']
['388', '393']
['361', '562']
['401', '788']
['742', '668']
['566', '162']
['98', '199']
['170', '113']
['655', '329']
['506', '504']
['270', '709']
['751', '129']
['563', '545']
['694', '668']
['131', '570']
['256', '738']
['824', '200']
['731', '273']
['100', '535']
['413', '645']
['825', '733']
['483', '76']
['51', '59']
['50', '674']
['488', '146']
['674', '556']
['814', '159']
['150', '733']
['745', '61']
['215', '415']
['263', '477']
['494', '211']
['291', '559']
['789', '752']
['3', '331']
['398', '152']
['215', '486']
['685', '42']
['400', '381']
['281', '544']
['605', '472']
['5', '513']
['211', '444']
['837', '166']
['43', '410']
['25', '591']
['808', '778']
['739', '70']
['425', '272']
['488', '757']
['147', '137']
['219', '669']
['732', '504']
['465', '447']
['246', '311']
['595', '66']
['204', '189']
['172', '111']
['609', '510']
['481', '435']
['755', '732']
['143', '509']
['326', '540']
['506', '79']
['667', '664']
['289', '373']
['328', '143']
['36', '547']
['356', '232']
['534', '26']
['485', '740']
['13', '732']
['656', '31']
['50', '417']
['610', '705']
['103', '124']
['4', '621']
['678', '596']
['744', '25']
['680', '40']
['149', '529']
['113', '43']
['685', '452']
['407', '301']
['311', '381']
['125', '271']
['753', '661']
['19', '73']
['3', '191']
['455', '276']
['241', '793']
['316', '7']
['466', '632']
['351', '101']
['412', '341']
['657', '416']
['419', '783']
['589', '203']
['775', '356']
['568', '189']
['329', '157']
['304', '718']
['278', '460']
['565', '457']
['772', '605']
['266', '22']
['816', '147']
['633', '29']
['593', '389']
['615', '306']
['584', '470']
['125', '593']
['572', '275']
['511', '254']
['807', '42']
['775', '714']
['164', '503']
['92', '190']
['108', '584']
['804', '340']
['55', '418']
['686', '681']
['164', '835']
['54', '280']
['414', '108']
['433', '211']
['763', '94']
['657', '78']
['669', '87']
['499', '319']
['825', '570']
['327', '698']
['693', '834']
['627', '142']
['370', '253']
['739', '267']
['485', '289']
['211', '815']
['751', '822']
['487', '74']
['690', '653']
['734', '377']
['435', '599']
['546', '162']
['762', '544']
['806', '660']
['148', '334']
['676', '328']
['380', '650']
['64', '371']
['810', '384']
['604', '679']
['65', '219']
['90', '282']
['617', '444']
['282', '148']
['373', '419']
['677', '736']
['449', '493']
['138', '533']
['424', '94']
['725', '741']
['343', '488']
['797', '92']
['496', '393']
['23', '500']
['143', '343']
['98', '839']
['32', '771']
['531', '356']
['369', '426']
['667', '683']
['628', '273']
['91', '367']
['423', '205']
['469', '796']
['120', '476']
['732', '11']
['230', '830']
['715', '123']
['594', '103']
['21', '549']
['797', '175']
['784', '479']
['344', '571']
['588', '493']
['613', '255']
['833', '86']
['113', '704']
['798', '679']
['636', '651']
['813', '127']
['392', '350']
['783', '73']
['455', '658']
['758', '28']
['208', '281']
['655', '352']
['577', '551']
['561', '590']
['532', '227']
['94', '335']
['22', '249']
['127', '112']
['729', '466']
['297', '788']
['586', '77']
['635', '323']
['223', '804']
['259', '226']
['778', '546']
['776', '505']
['326', '669']
['163', '409']
['620', '594']
['828', '249']
['429', '30']
['12', '74']
['5', '51']
['799', '669']
['677', '672']
['121', '753']
['438', '138']
['360', '658']
['63', '480']
['588', '606']
['232', '556']
['254', '651']
['292', '290']
['60', '740']
['170', '627']
['584', '620']
['35', '406']
['684', '539']
['166', '452']
['199', '486']
['122', '584']
['639', '453']
['563', '515']
['838', '793']
['364', '385']
['691', '659']
['740', '566']
['700', '120']
['495', '514']
['692', '192']
['73', '290']
['26', '560']
['223', '25']
['468', '90']
['230', '361']
['305', '754']
['15', '697']
['582', '484']
['713', '185']
['508', '237']
['42', '61']
['241', '239']
['814', '662']
['161', '376']
['434', '179']
['489', '709']
['124', '92']
['388', '807']
['319', '336']
['714', '475']
['799', '258']
['479', '609']
['131', '256']
['672', '265']
['27', '638']
['167', '169']
['758', '414']
['44', '241']
['601', '705']
['104', '222']
['685', '31']
['770', '696']
['531', '229']
['125', '440']
['461', '815']
['159', '369']
['482', '185']
['287', '626']
['748', '782']
['500', '322']
['765', '310']
['141', '636']
['652', '79']
['176', '523']
['447', '826']
['471', '476']
['647', '648']
['783', '147']
['587', '821']
['79', '201']
['791', '601']
['171', '420']
['53', '627']
['511', '763']
['793', '561']
['767', '558']
['338', '262']
['86', '591']
['287', '788']
['260', '746']
['700', '584']
['442', '413']
['774', '489']
['320', '235']
['761', '134']
['30', '839']
['491', '262']
['345', '760']
['584', '821']
['645', '96']
['46', '724']
['796', '682']
['672', '60']
['471', '463']
['276', '601']
['649', '238']
['103', '185']
['413', '431']
['11', '75']
['769', '476']
['177', '0']
['771', '529']
['203', '600']
['119', '192']
['280', '572']
['31', '349']
['782', '754']
['544', '123']
