100
10
['956', '852', '356', '41', '955', '754', '303', '8', '115', '648']
['310', '134', '412', '225', '884', '1', '512', '626', '636', '786']
['413', '132', '915', '15', '442', '103', '385', '446', '465', '498']
['801', '623', '190', '574', '761', '93', '0', '289', '887', '374']
['964', '912', '616', '435', '522', '577', '785', '235', '923', '119']
['764', '653', '254', '469', '814', '812', '53', '347', '807', '36']
['777', '255', '557', '3', '674', '910', '110', '813', '415', '855']
['61', '720', '739', '968', '392', '47', '631', '396', '376', '946']
['123', '960', '24', '728', '354', '188', '980', '972', '363', '508']
['914', '100', '99', '420', '552', '635', '967', '677', '10', '158']
['783', '159', '63', '811', '273', '769', '216', '271', '305', '213']
['241', '487', '383', '260', '799', '434', '800', '576', '60', '953']
['191', '671', '262', '550', '637', '246', '706', '28', '371', '692']
['865', '662', '387', '700', '655', '853', '152', '46', '527', '126']
['176', '859', '921', '205', '344', '526', '538', '341', '518', '350']
['131', '594', '566', '343', '716', '984', '25', '919', '599', '23']
['105', '243', '736', '762', '97', '270', '727', '934', '793', '778']
['810', '598', '948', '979', '702', '52', '395', '642', '141', '187']
['232', '815', '776', '414', '876', '757', '146', '505', '604', '745']
['976', '315', '309', '175', '850', '236', '6', '72', '112', '937']
['32', '988', '252', '730', '592', '664', '39', '882', '382', '741']
['366', '756', '872', '457', '155', '591', '844', '445', '715', '740']
['645', '615', '212', '447', '182', '450', '970', '796', '828', '326']
['809', '300', '177', '85', '707', '222', '214', '364', '903', '408']
['726', '67', '501', '269', '11', '142', '59', '875', '355', '427']
['932', '71', '866', '787', '161', '233', '44', '682', '27', '629']
['723', '907', '942', '180', '795', '660', '386', '407', '926', '137']
['607', '207', '848', '340', '69', '939', '737', '474', '667', '851']
['869', '492', '320', '708', '351', '431', '825', '172', '806', '643']
['646', '390', '418', '834', '794', '272', '113', '428', '111', '729']
['82', '831', '464', '481', '440', '989', '377', '245', '519', '630']
['248', '189', '287', '819', '80', '551', '798', '84', '394', '854']
['860', '880', '19', '117', '703', '609', '541', '733', '91', '627']
['147', '35', '367', '906', '62', '473', '325', '345', '106', '874']
['766', '840', '830', '893', '282', '693', '565', '782', '681', '283']
['292', '502', '974', '951', '617', '433', '558', '330', '691', '506']
['403', '832', '333', '943', '40', '95', '560', '50', '688', '622']
['999', '217', '758', '221', '276', '658', '862', '744', '816', '353']
['556', '572', '554', '781', '42', '763', '548', '847', '981', '477']
['30', '751', '735', '462', '570', '122', '670', '911', '220', '231']
['666', '858', '941', '991', '504', '509', '261', '204', '463', '249']
['429', '291', '2', '889', '77', '357', '957', '698', '12', '378']
['579', '639', '230', '589', '883', '479', '278', '940', '689', '448']
['549', '101', '471', '842', '293', '327', '439', '704', '268', '797']
['536', '48', '649', '419', '96', '402', '900', '524', '264', '244']
['513', '562', '405', '114', '475', '228', '966', '65', '680', '820']
['647', '918', '168', '280', '870', '529', '771', '206', '696', '312']
['902', '585', '539', '845', '229', '654', '759', '424', '640', '259']
['899', '328', '829', '587', '79', '663', '486', '430', '297', '218']
['838', '197', '665', '484', '780', '561', '952', '129', '9', '489']
['184', '817', '460', '17', '962', '578', '534', '240', '346', '590']
['178', '652', '545', '476', '336', '362', '102', '125', '34', '808']
['144', '849', '370', '334', '701', '173', '581', '925', '961', '491']
['714', '5', '575', '521', '58', '120', '286', '738', '73', '864']
['458', '898', '944', '661', '436', '171', '586', '507', '138', '697']
['620', '861', '165', '606', '51', '461', '564', '928', '603', '234']
['352', '935', '160', '256', '45', '227', '493', '68', '613', '304']
['500', '868', '746', '894', '824', '992', '818', '398', '317', '242']
['878', '496', '140', '186', '83', '540', '482', '384', '279', '791']
['901', '523', '687', '990', '528', '568', '237', '929', '192', '619']
['480', '108', '495', '936', '732', '896', '196', '945', '421', '722']
